trade_id,symbol,entry_timestamp,exit_timestamp,entry_price,exit_price,quantity,entry_fee,exit_fee,gross_pnl,net_pnl,holding_bars,exit_reason
TRADE-000001,BTC/USDT,2020-06-03T00:00:00Z,2020-06-03T00:00:00Z,10206.20055,9290.880807142858,1.0980902273601307,11.20732908243259,10.202225417891375,-1005.1036645412155,-1026.5132190415395,0,stop_loss
TRADE-000002,BTC/USDT,2020-07-24T00:00:00Z,2020-08-23T00:00:00Z,9520.85805,11523.53535,2.598859426881132,24.743371695239613,29.948048475345463,5204.67678010585,5149.985359935265,30,time_stop_30_bars
TRADE-000003,BTC/USDT,2020-10-14T00:00:00Z,2020-11-13T00:00:00Z,11536.3653,15678.65675,1.841330346335495,21.242259513301786,28.86958646355285,7627.326950251061,7577.215104274206,30,time_stop_30_bars
TRADE-000004,BTC/USDT,2020-12-02T00:00:00Z,2021-01-01T00:00:00Z,19703.6469,28853.765900000002,0.43989443808927037,8.667524681384894,12.692611137339851,4025.0864559549577,4003.726320136233,30,time_stop_30_bars
TRADE-000005,BTC/USDT,2021-04-15T00:00:00Z,2021-04-19T00:00:00Z,63610.489349999996,58631.36965,0.2337562376574757,14.869348666006925,13.705448378088708,-1163.900287918218,-1192.4750849623138,4,stop_loss
TRADE-000006,BTC/USDT,2021-10-06T00:00:00Z,2021-11-05T00:00:00Z,49248.31184999999,62862.453050000004,0.21061502303280363,10.372434334614445,13.239776997024288,2867.342662409844,2843.730451078205,30,time_stop_30_bars
TRADE-000007,BTC/USDT,2021-11-10T00:00:00Z,2021-11-17T00:00:00Z,67543.15469999998,61673.3479,0.20098746258713107,13.575327278283053,12.39556970367437,-1179.7575746086843,-1205.728471590642,7,stop_loss
TRADE-000008,BTC/USDT,2023-03-16T00:00:00Z,2023-04-15T00:00:00Z,24688.838249999997,30357.4137,0.5067349858454308,12.510698101153878,15.383163601573386,2872.4655004195083,2844.571638716781,30,time_stop_30_bars
TRADE-000009,BTC/USDT,2023-06-22T00:00:00Z,2023-07-22T00:00:00Z,28319.45265,29785.79965,0.6600764395763807,18.6930034759639,19.66090458290741,967.9011069435082,929.5471988846369,30,time_stop_30_bars
TRADE-000010,BTC/USDT,2023-12-03T00:00:00Z,2024-01-02T00:00:00Z,38700.140400000004,42257.6606,0.5502047278265931,21.293000215632944,23.25036464901155,1957.3644333786067,1912.8210685139622,30,time_stop_30_bars
TRADE-000011,BTC/USDT,2024-01-04T00:00:00Z,2024-01-04T00:00:00Z,44967.6726,42092.11484285714,0.42682371822243803,19.19326921894125,17.965912965074157,-1227.3562538670892,-1264.5154360511046,0,stop_loss
TRADE-000012,BTC/USDT,2024-01-10T00:00:00Z,2024-01-13T00:00:00Z,46972.67459999999,43029.51733571428,0.3074545822654158,14.441964047032304,13.2296222775345,-1212.3417694978039,-1240.0133558223706,3,stop_loss
TRADE-000013,BTC/USDT,2024-02-28T00:00:00Z,2024-03-21T00:00:00Z,54499.43609999999,61900.83410000001,0.36174233799866606,19.7147534344229,22.392152451401557,2677.3990169786566,2635.292111092832,22,trailing_stop_close
TRADE-000014,BTC/USDT,2024-05-17T00:00:00Z,2024-06-15T00:00:00Z,66243.9054,66742.0123,0.23415601046753962,15.511408606253104,15.628043330743457,116.63472449035343,85.49527255335688,29,momentum_failure_close_below_ema50
TRADE-000015,BTC/USDT,2024-07-17T00:00:00Z,2024-08-04T00:00:00Z,64752.05984999999,61463.053100000005,0.2210980621504976,14.316554953088039,13.589361934263136,-727.193018824903,-755.0989357122542,18,momentum_failure_close_below_ema50
TRADE-000016,BTC/USDT,2024-08-25T00:00:00Z,2024-08-28T00:00:00Z,64073.0205,58626.11513571429,0.22389718803925568,14.345769119131585,13.126222324552076,-1219.5467945795083,-1247.018786023192,3,stop_loss
TRADE-000017,BTC/USDT,2024-09-20T00:00:00Z,2024-10-03T00:00:00Z,61785.77745,60784.1927,0.25566594695351214,15.796519300013205,15.54044818645026,-256.0711135629472,-287.4080810494106,13,momentum_failure_close_below_ema50
TRADE-000018,BTC/USDT,2024-10-30T00:00:00Z,2024-11-29T00:00:00Z,69996.48075,95806.37285000001,0.31212866329037997,21.847907971528315,29.903915092370255,8056.007120841941,8004.255297778043,30,time_stop_30_bars
TRADE-000019,BTC/USDT,2024-12-18T00:00:00Z,2024-12-20T00:00:00Z,106113.33015,96759.16764285715,0.13729978637689913,14.56933756133637,13.285013047370859,-1284.3245139655114,-1312.1788645742188,2,stop_loss
