scope,cost_multiplier,floor_type,floor_timestamp,offset_steps,timestamp,cash_before_events,exit_notional,exit_fees,entry_notional,entry_fees,cash,free_cash,reserved_cash,market_value,equity,open_positions,gross_exposure,cumulative_fees,cash_identity_error,equity_identity_error,entering_trade_ids,exiting_trade_ids,open_trade_ids,open_symbols,drawdown
FROZEN_V3_CONTROL,1.5,MINIMUM_CASH,2020-02-23 04:00:00+00:00,-6,2020-02-22 22:00:00+00:00,104032.92271763278,0.0,0.0,0.0,0.0,104032.92271763278,104032.92271763278,0.0,0.0,104032.92271763278,0,0.0,2673.606674153693,0.0,0.0,,,,,-0.052483602937365426
FROZEN_V3_CONTROL,1.5,MINIMUM_CASH,2020-02-23 04:00:00+00:00,-5,2020-02-22 23:00:00+00:00,104032.92271763278,0.0,0.0,0.0,0.0,104032.92271763278,104032.92271763278,0.0,0.0,104032.92271763278,0,0.0,2673.606674153693,0.0,0.0,,,,,-0.052483602937365426
FROZEN_V3_CONTROL,1.5,MINIMUM_CASH,2020-02-23 04:00:00+00:00,-4,2020-02-23 00:00:00+00:00,104032.92271763278,0.0,0.0,0.0,0.0,104032.92271763278,104032.92271763278,0.0,0.0,104032.92271763278,0,0.0,2673.606674153693,0.0,0.0,,,,,-0.052483602937365426
FROZEN_V3_CONTROL,1.5,MINIMUM_CASH,2020-02-23 04:00:00+00:00,-3,2020-02-23 01:00:00+00:00,104032.92271763278,0.0,0.0,0.0,0.0,104032.92271763278,104032.92271763278,0.0,0.0,104032.92271763278,0,0.0,2673.606674153693,0.0,0.0,,,,,-0.052483602937365426
FROZEN_V3_CONTROL,1.5,MINIMUM_CASH,2020-02-23 04:00:00+00:00,-2,2020-02-23 02:00:00+00:00,104032.92271763278,0.0,0.0,0.0,0.0,104032.92271763278,104032.92271763278,0.0,0.0,104032.92271763278,0,0.0,2673.606674153693,0.0,0.0,,,,,-0.052483602937365426
FROZEN_V3_CONTROL,1.5,MINIMUM_CASH,2020-02-23 04:00:00+00:00,-1,2020-02-23 03:00:00+00:00,104032.92271763278,0.0,0.0,0.0,0.0,104032.92271763278,104032.92271763278,0.0,0.0,104032.92271763278,0,0.0,2673.606674153693,0.0,0.0,,,,,-0.052483602937365426
FROZEN_V3_CONTROL,1.5,MINIMUM_CASH,2020-02-23 04:00:00+00:00,0,2020-02-23 04:00:00+00:00,104032.92271763278,0.0,0.0,99900.09990009991,149.85014985014988,3982.972667682734,3982.972667682734,0.0,99900.09990009991,103883.07256778266,2,0.9616590791046935,2823.456824003843,1.4551915228366852e-11,0.0,RD16L-V3-000022|RD16L-V3-000023,,RD16L-V3-000022|RD16L-V3-000023,BTC/USDT|ETH/USDT,-0.053848415829056195
FROZEN_V3_CONTROL,1.5,MINIMUM_CASH,2020-02-23 04:00:00+00:00,1,2020-02-23 05:00:00+00:00,3982.972667682734,0.0,0.0,0.0,0.0,3982.972667682734,3982.972667682734,0.0,100251.8839688429,104234.85663652563,2,0.9617884765595098,2823.456824003843,0.0,0.0,,,RD16L-V3-000022|RD16L-V3-000023,BTC/USDT|ETH/USDT,-0.050644418818762804
FROZEN_V3_CONTROL,1.5,MINIMUM_CASH,2020-02-23 04:00:00+00:00,2,2020-02-23 06:00:00+00:00,3982.972667682734,0.0,0.0,0.0,0.0,3982.972667682734,3982.972667682734,0.0,100895.99451895733,104878.96718664007,2,0.9620231513093113,2823.456824003843,0.0,0.0,,,RD16L-V3-000022|RD16L-V3-000023,BTC/USDT|ETH/USDT,-0.04477795566641085
FROZEN_V3_CONTROL,1.5,MINIMUM_CASH,2020-02-23 04:00:00+00:00,3,2020-02-23 07:00:00+00:00,3982.972667682734,0.0,0.0,0.0,0.0,3982.972667682734,3982.972667682734,0.0,101464.7402559346,105447.71292361734,2,0.962227984303767,2823.456824003843,0.0,0.0,,,RD16L-V3-000022|RD16L-V3-000023,BTC/USDT|ETH/USDT,-0.039597904030179265
FROZEN_V3_CONTROL,1.5,MINIMUM_CASH,2020-02-23 04:00:00+00:00,4,2020-02-23 08:00:00+00:00,3982.972667682734,0.0,0.0,0.0,0.0,3982.972667682734,3982.972667682734,0.0,101239.7903953954,105222.76306307814,2,0.9621472336238209,2823.456824003843,0.0,0.0,,,RD16L-V3-000022|RD16L-V3-000023,BTC/USDT|ETH/USDT,-0.04164671392429675
FROZEN_V3_CONTROL,1.5,MINIMUM_CASH,2020-02-23 04:00:00+00:00,5,2020-02-23 09:00:00+00:00,3982.972667682734,0.0,0.0,0.0,0.0,3982.972667682734,3982.972667682734,0.0,101352.08499397861,105335.05766166135,2,0.9621875873417552,2823.456824003843,0.0,0.0,,,RD16L-V3-000022|RD16L-V3-000023,BTC/USDT|ETH/USDT,-0.04062395141143382
FROZEN_V3_CONTROL,1.5,MINIMUM_CASH,2020-02-23 04:00:00+00:00,6,2020-02-23 10:00:00+00:00,3982.972667682734,0.0,0.0,0.0,0.0,3982.972667682734,3982.972667682734,0.0,101635.93156366253,105618.90423134525,2,0.9622892066844538,2823.456824003843,0.0,0.0,,,RD16L-V3-000022|RD16L-V3-000023,BTC/USDT|ETH/USDT,-0.03803871904460454
FROZEN_V3_CONTROL,1.5,MINIMUM_EQUITY,2020-02-05 08:00:00+00:00,-6,2020-02-05 02:00:00+00:00,94612.59455071168,0.0,0.0,0.0,0.0,94612.59455071168,94612.59455071168,0.0,0.0,94612.59455071168,0,0.0,2122.001435409149,0.0,0.0,,,,,-0.09519139432149892
FROZEN_V3_CONTROL,1.5,MINIMUM_EQUITY,2020-02-05 08:00:00+00:00,-5,2020-02-05 03:00:00+00:00,94612.59455071168,0.0,0.0,0.0,0.0,94612.59455071168,94612.59455071168,0.0,0.0,94612.59455071168,0,0.0,2122.001435409149,0.0,0.0,,,,,-0.09519139432149892
FROZEN_V3_CONTROL,1.5,MINIMUM_EQUITY,2020-02-05 08:00:00+00:00,-4,2020-02-05 04:00:00+00:00,94612.59455071168,0.0,0.0,0.0,0.0,94612.59455071168,94612.59455071168,0.0,0.0,94612.59455071168,0,0.0,2122.001435409149,0.0,0.0,,,,,-0.09519139432149892
FROZEN_V3_CONTROL,1.5,MINIMUM_EQUITY,2020-02-05 08:00:00+00:00,-3,2020-02-05 05:00:00+00:00,94612.59455071168,0.0,0.0,0.0,0.0,94612.59455071168,94612.59455071168,0.0,0.0,94612.59455071168,0,0.0,2122.001435409149,0.0,0.0,,,,,-0.09519139432149892
FROZEN_V3_CONTROL,1.5,MINIMUM_EQUITY,2020-02-05 08:00:00+00:00,-2,2020-02-05 06:00:00+00:00,94612.59455071168,0.0,0.0,83250.08325008326,124.8751248751249,11237.636175753301,11237.636175753301,0.0,83250.08325008326,94487.71942583656,2,0.8810677594502244,2246.876560284274,3.637978807091713e-12,0.0,RD16L-V3-000018|RD16L-V3-000019,,RD16L-V3-000018|RD16L-V3-000019,BTC/USDT|ETH/USDT,-0.09638561257709943
FROZEN_V3_CONTROL,1.5,MINIMUM_EQUITY,2020-02-05 08:00:00+00:00,-1,2020-02-05 07:00:00+00:00,11237.636175753301,0.0,0.0,0.0,0.0,11237.636175753301,11237.636175753301,0.0,83207.82088222657,94445.45705797987,2,0.881014539758598,2246.876560284274,0.0,0.0,,,RD16L-V3-000018|RD16L-V3-000019,BTC/USDT|ETH/USDT,-0.09678978027078411
FROZEN_V3_CONTROL,1.5,MINIMUM_EQUITY,2020-02-05 08:00:00+00:00,0,2020-02-05 08:00:00+00:00,11237.636175753301,0.0,0.0,0.0,0.0,11237.636175753301,11237.636175753301,0.0,83192.35479279817,94429.99096855147,2,0.8809950518845667,2246.876560284274,0.0,0.0,,,RD16L-V3-000018|RD16L-V3-000019,BTC/USDT|ETH/USDT,-0.09693768712057993
FROZEN_V3_CONTROL,1.5,MINIMUM_EQUITY,2020-02-05 08:00:00+00:00,1,2020-02-05 09:00:00+00:00,11237.636175753301,0.0,0.0,0.0,0.0,11237.636175753301,11237.636175753301,0.0,83195.2204673877,94432.856643141,2,0.8809986632277789,2246.876560284274,0.0,0.0,,,RD16L-V3-000018|RD16L-V3-000019,BTC/USDT|ETH/USDT,-0.09691028181537731
FROZEN_V3_CONTROL,1.5,MINIMUM_EQUITY,2020-02-05 08:00:00+00:00,2,2020-02-05 10:00:00+00:00,11237.636175753301,0.0,0.0,0.0,0.0,11237.636175753301,11237.636175753301,0.0,83194.55487656422,94432.19105231752,2,0.8809978244650979,2246.876560284274,0.0,0.0,,,RD16L-V3-000018|RD16L-V3-000019,BTC/USDT|ETH/USDT,-0.09691664705996028
FROZEN_V3_CONTROL,1.5,MINIMUM_EQUITY,2020-02-05 08:00:00+00:00,3,2020-02-05 11:00:00+00:00,11237.636175753301,0.0,0.0,0.0,0.0,11237.636175753301,11237.636175753301,0.0,84558.61173456724,95796.24791032054,2,0.8826923139382934,2246.876560284274,0.0,0.0,,,RD16L-V3-000018|RD16L-V3-000019,BTC/USDT|ETH/USDT,-0.08387176239511385
FROZEN_V3_CONTROL,1.5,MINIMUM_EQUITY,2020-02-05 08:00:00+00:00,4,2020-02-05 12:00:00+00:00,11237.636175753301,0.0,0.0,0.0,0.0,11237.636175753301,11237.636175753301,0.0,85127.2182597765,96364.8544355298,2,0.8833844948806359,2246.876560284274,0.0,0.0,,,RD16L-V3-000018|RD16L-V3-000019,BTC/USDT|ETH/USDT,-0.07843400773150466
FROZEN_V3_CONTROL,1.5,MINIMUM_EQUITY,2020-02-05 08:00:00+00:00,5,2020-02-05 13:00:00+00:00,11237.636175753301,0.0,0.0,0.0,0.0,11237.636175753301,11237.636175753301,0.0,85140.3316880156,96377.9678637689,2,0.8834003618789951,2246.876560284274,0.0,0.0,,,RD16L-V3-000018|RD16L-V3-000019,BTC/USDT|ETH/USDT,-0.0783086000859684
FROZEN_V3_CONTROL,1.5,MINIMUM_EQUITY,2020-02-05 08:00:00+00:00,6,2020-02-05 14:00:00+00:00,11237.636175753301,0.0,0.0,0.0,0.0,11237.636175753301,11237.636175753301,0.0,85284.22614057225,96521.86231632555,2,0.8835741882090418,2246.876560284274,0.0,0.0,,,RD16L-V3-000018|RD16L-V3-000019,BTC/USDT|ETH/USDT,-0.07693249429792914
FROZEN_V3_CONTROL,2.0,MINIMUM_CASH,2020-02-23 04:00:00+00:00,-6,2020-02-22 22:00:00+00:00,103141.72049291483,0.0,0.0,0.0,0.0,103141.72049291483,103141.72049291483,0.0,0.0,103141.72049291483,0,0.0,3564.8088988715913,0.0,0.0,,,,,-0.05333261887413354
FROZEN_V3_CONTROL,2.0,MINIMUM_CASH,2020-02-23 04:00:00+00:00,-5,2020-02-22 23:00:00+00:00,103141.72049291483,0.0,0.0,0.0,0.0,103141.72049291483,103141.72049291483,0.0,0.0,103141.72049291483,0,0.0,3564.8088988715913,0.0,0.0,,,,,-0.05333261887413354
FROZEN_V3_CONTROL,2.0,MINIMUM_CASH,2020-02-23 04:00:00+00:00,-4,2020-02-23 00:00:00+00:00,103141.72049291483,0.0,0.0,0.0,0.0,103141.72049291483,103141.72049291483,0.0,0.0,103141.72049291483,0,0.0,3564.8088988715913,0.0,0.0,,,,,-0.05333261887413354
FROZEN_V3_CONTROL,2.0,MINIMUM_CASH,2020-02-23 04:00:00+00:00,-3,2020-02-23 01:00:00+00:00,103141.72049291483,0.0,0.0,0.0,0.0,103141.72049291483,103141.72049291483,0.0,0.0,103141.72049291483,0,0.0,3564.8088988715913,0.0,0.0,,,,,-0.05333261887413354
FROZEN_V3_CONTROL,2.0,MINIMUM_CASH,2020-02-23 04:00:00+00:00,-2,2020-02-23 02:00:00+00:00,103141.72049291483,0.0,0.0,0.0,0.0,103141.72049291483,103141.72049291483,0.0,0.0,103141.72049291483,0,0.0,3564.8088988715913,0.0,0.0,,,,,-0.05333261887413354
FROZEN_V3_CONTROL,2.0,MINIMUM_CASH,2020-02-23 04:00:00+00:00,-1,2020-02-23 03:00:00+00:00,103141.72049291483,0.0,0.0,0.0,0.0,103141.72049291483,103141.72049291483,0.0,0.0,103141.72049291483,0,0.0,3564.8088988715913,0.0,0.0,,,,,-0.05333261887413354
FROZEN_V3_CONTROL,2.0,MINIMUM_CASH,2020-02-23 04:00:00+00:00,0,2020-02-23 04:00:00+00:00,103141.72049291483,0.0,0.0,99900.09990009991,199.80019980019983,3041.820393014721,3041.820393014721,0.0,99900.09990009991,102941.92029311464,2,0.9704511011223269,3764.6090986717913,7.275957614183426e-12,0.0,RD16L-V3-000022|RD16L-V3-000023,,RD16L-V3-000022|RD16L-V3-000023,BTC/USDT|ETH/USDT,-0.0551664483951978
FROZEN_V3_CONTROL,2.0,MINIMUM_CASH,2020-02-23 04:00:00+00:00,1,2020-02-23 05:00:00+00:00,3041.820393014721,0.0,0.0,0.0,0.0,3041.820393014721,3041.820393014721,0.0,100251.8839688429,103293.70436185761,2,0.9705517348631565,3764.6090986717913,0.0,0.0,,,RD16L-V3-000022|RD16L-V3-000023,BTC/USDT|ETH/USDT,-0.051937662783641314
FROZEN_V3_CONTROL,2.0,MINIMUM_CASH,2020-02-23 04:00:00+00:00,2,2020-02-23 06:00:00+00:00,3041.820393014721,0.0,0.0,0.0,0.0,3041.820393014721,3041.820393014721,0.0,100895.99451895733,103937.81491197206,2,0.9707342280036295,3764.6090986717913,0.0,0.0,,,RD16L-V3-000022|RD16L-V3-000023,BTC/USDT|ETH/USDT,-0.0460258121307886
FROZEN_V3_CONTROL,2.0,MINIMUM_CASH,2020-02-23 04:00:00+00:00,3,2020-02-23 07:00:00+00:00,3041.820393014721,0.0,0.0,0.0,0.0,3041.820393014721,3041.820393014721,0.0,101464.7402559346,104506.56064894932,2,0.9708934982251249,3764.6090986717913,0.0,0.0,,,RD16L-V3-000022|RD16L-V3-000023,BTC/USDT|ETH/USDT,-0.040805683604934195
FROZEN_V3_CONTROL,2.0,MINIMUM_CASH,2020-02-23 04:00:00+00:00,4,2020-02-23 08:00:00+00:00,3041.820393014721,0.0,0.0,0.0,0.0,3041.820393014721,3041.820393014721,0.0,101239.7903953954,104281.61078841012,2,0.9708307114742727,3764.6090986717913,0.0,0.0,,,RD16L-V3-000022|RD16L-V3-000023,BTC/USDT|ETH/USDT,-0.042870344678489825
FROZEN_V3_CONTROL,2.0,MINIMUM_CASH,2020-02-23 04:00:00+00:00,5,2020-02-23 09:00:00+00:00,3041.820393014721,0.0,0.0,0.0,0.0,3041.820393014721,3041.820393014721,0.0,101352.08499397861,104393.90538699334,2,0.9708620883399414,3764.6090986717913,0.0,0.0,,,RD16L-V3-000022|RD16L-V3-000023,BTC/USDT|ETH/USDT,-0.041839669283050274
FROZEN_V3_CONTROL,2.0,MINIMUM_CASH,2020-02-23 04:00:00+00:00,6,2020-02-23 10:00:00+00:00,3041.820393014721,0.0,0.0,0.0,0.0,3041.820393014721,3041.820393014721,0.0,101635.93156366253,104677.75195667724,2,0.9709410993629896,3764.6090986717913,0.0,0.0,,,RD16L-V3-000022|RD16L-V3-000023,BTC/USDT|ETH/USDT,-0.039234435557259584
FROZEN_V3_CONTROL,2.0,MINIMUM_EQUITY,2020-02-05 08:00:00+00:00,-6,2020-02-05 02:00:00+00:00,93905.2607389086,0.0,0.0,0.0,0.0,93905.2607389086,93905.2607389086,0.0,0.0,93905.2607389086,0,0.0,2829.335247212199,0.0,0.0,,,,,-0.10174129622751638
FROZEN_V3_CONTROL,2.0,MINIMUM_EQUITY,2020-02-05 08:00:00+00:00,-5,2020-02-05 03:00:00+00:00,93905.2607389086,0.0,0.0,0.0,0.0,93905.2607389086,93905.2607389086,0.0,0.0,93905.2607389086,0,0.0,2829.335247212199,0.0,0.0,,,,,-0.10174129622751638
FROZEN_V3_CONTROL,2.0,MINIMUM_EQUITY,2020-02-05 08:00:00+00:00,-4,2020-02-05 04:00:00+00:00,93905.2607389086,0.0,0.0,0.0,0.0,93905.2607389086,93905.2607389086,0.0,0.0,93905.2607389086,0,0.0,2829.335247212199,0.0,0.0,,,,,-0.10174129622751638
FROZEN_V3_CONTROL,2.0,MINIMUM_EQUITY,2020-02-05 08:00:00+00:00,-3,2020-02-05 05:00:00+00:00,93905.2607389086,0.0,0.0,0.0,0.0,93905.2607389086,93905.2607389086,0.0,0.0,93905.2607389086,0,0.0,2829.335247212199,0.0,0.0,,,,,-0.10174129622751638
FROZEN_V3_CONTROL,2.0,MINIMUM_EQUITY,2020-02-05 08:00:00+00:00,-2,2020-02-05 06:00:00+00:00,93905.2607389086,0.0,0.0,83250.08325008326,166.50016650016653,10488.677322325173,10488.677322325173,0.0,83250.08325008326,93738.76057240844,2,0.8881073607302157,2995.835413712366,-1.8189894035458565e-12,0.0,RD16L-V3-000018|RD16L-V3-000019,,RD16L-V3-000018|RD16L-V3-000019,BTC/USDT|ETH/USDT,-0.10333396763443758
FROZEN_V3_CONTROL,2.0,MINIMUM_EQUITY,2020-02-05 08:00:00+00:00,-1,2020-02-05 07:00:00+00:00,10488.677322325173,0.0,0.0,0.0,0.0,10488.677322325173,10488.677322325173,0.0,83207.82088222657,93696.49820455175,2,0.8880568908837231,2995.835413712366,0.0,0.0,,,RD16L-V3-000018|RD16L-V3-000019,BTC/USDT|ETH/USDT,-0.10373823188407161
FROZEN_V3_CONTROL,2.0,MINIMUM_EQUITY,2020-02-05 08:00:00+00:00,0,2020-02-05 08:00:00+00:00,10488.677322325173,0.0,0.0,0.0,0.0,10488.677322325173,10488.677322325173,0.0,83192.35479279817,93681.03211512335,2,0.8880384098518921,2995.835413712366,0.0,0.0,,,RD16L-V3-000018|RD16L-V3-000019,BTC/USDT|ETH/USDT,-0.10388617406891909
