scope,cost_multiplier,row_count,timestamps_equal,official_independent_match,saved_official_match,official_curve_hash,independent_curve_hash,max_abs_delta_cash,max_abs_delta_market_value,max_abs_delta_equity,max_abs_delta_open_positions,max_abs_delta_gross_exposure,max_abs_delta_cumulative_fees,max_abs_delta_drawdown
FROZEN_V3_CONTROL,1.0,52608,True,True,,ce1d942aceab16b098f8e5d676b76c14c2d44339113d22b898b5abf9c5783909,ce1d942aceab16b098f8e5d676b76c14c2d44339113d22b898b5abf9c5783909,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FROZEN_V3_CONTROL,1.5,52608,True,True,,ee0e2faef2fbfd4d5166851c71df72180be969322bfbcf01a7ed84dbe386c752,ee0e2faef2fbfd4d5166851c71df72180be969322bfbcf01a7ed84dbe386c752,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FROZEN_V3_CONTROL,2.0,52608,True,True,,94f21e411b28e97c4fee95292368c9829b4ff9917aa05d53f14ef955882aecef,94f21e411b28e97c4fee95292368c9829b4ff9917aa05d53f14ef955882aecef,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FROZEN_V3_CONTROL,3.0,52608,True,True,,449c3be475d8b28de8b00b6e6dc8e8b7da971e9a8d9642baaa87aeea465a4d06,449c3be475d8b28de8b00b6e6dc8e8b7da971e9a8d9642baaa87aeea465a4d06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIT_DYNAMIC_REROUTE,1.0,52608,True,True,True,a964ffe4ffb3b07b4fba2d4c62b87dfbb16b4da1ad55d2c0dc66ade9c5a171d7,a964ffe4ffb3b07b4fba2d4c62b87dfbb16b4da1ad55d2c0dc66ade9c5a171d7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIT_DYNAMIC_REROUTE,1.5,52608,True,True,,f85cc196de7ea68545b3237a3ff18eb48c3d266ef4059eb7ab2f468553b4d4da,f85cc196de7ea68545b3237a3ff18eb48c3d266ef4059eb7ab2f468553b4d4da,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIT_DYNAMIC_REROUTE,2.0,52608,True,True,True,7d51240c7ae8ab7e7878ce41f177d1eb5f5ba2a8d1a1a0ba98b5b23ed121b74a,7d51240c7ae8ab7e7878ce41f177d1eb5f5ba2a8d1a1a0ba98b5b23ed121b74a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIT_DYNAMIC_REROUTE,3.0,52608,True,True,,7ffaa00659354aa9e384a4c65a1c0187132d653dc63377fe1765a1df1948713a,7ffaa00659354aa9e384a4c65a1c0187132d653dc63377fe1765a1df1948713a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
