family_id,universe_id,period_id,pair,timestamp,membership_rank,signal_strength,turnover_ratio,return_6h,return_24h,return_72h,breadth_24h,previous_breadth_24h
BREADTH_THRUST_LEADER,C2,ROBUSTNESS_2022,AVAX-USDT,2022-01-01 01:00:00+00:00,4,0.5,1.3858902001426827,0.034390162598614715,0.10448676118724176,0.024458241244279755,0.6666666666666666,0.16666666666666666
BREADTH_THRUST_LEADER,D2,ROBUSTNESS_2022,AVAX-USDT,2022-01-01 01:00:00+00:00,4,0.5,1.3858902001426827,0.034390162598614715,0.10448676118724176,0.024458241244279755,0.6666666666666666,0.16666666666666666
BREADTH_THRUST_LEADER,E2,ROBUSTNESS_2022,AVAX-USDT,2022-01-01 01:00:00+00:00,4,0.5,1.3858902001426827,0.034390162598614715,0.10448676118724176,0.024458241244279755,0.6666666666666666,0.16666666666666666
BREADTH_THRUST_LEADER,C2,ROBUSTNESS_2022,AVAX-USDT,2022-01-01 03:00:00+00:00,4,0.16666666666666663,0.5744305205192682,0.03610581060350948,0.09302256737154768,0.011247443762781195,0.6666666666666666,0.5
BREADTH_THRUST_LEADER,D2,ROBUSTNESS_2022,AVAX-USDT,2022-01-01 03:00:00+00:00,4,0.16666666666666663,0.5744305205192682,0.03610581060350948,0.09302256737154768,0.011247443762781195,0.6666666666666666,0.5
BREADTH_THRUST_LEADER,E2,ROBUSTNESS_2022,AVAX-USDT,2022-01-01 03:00:00+00:00,4,0.16666666666666663,0.5744305205192682,0.03610581060350948,0.09302256737154768,0.011247443762781195,0.6666666666666666,0.5
BREADTH_THRUST_LEADER,C2,ROBUSTNESS_2022,AVAX-USDT,2022-01-01 18:00:00+00:00,4,0.6666666666666667,2.8821453933622747,0.04060248253607379,0.058624387969223646,0.07430437251561606,1.0,0.3333333333333333
PARTICIPATION_SHOCK_CONTINUATION,C2,ROBUSTNESS_2022,ETH-USDT,2022-01-01 18:00:00+00:00,2,2.000253881476934,2.000253881476934,0.018085987623239763,0.010283273562477158,0.0014405845418088425,,
BREADTH_THRUST_LEADER,D2,ROBUSTNESS_2022,AVAX-USDT,2022-01-01 18:00:00+00:00,4,0.6666666666666667,2.8821453933622747,0.04060248253607379,0.058624387969223646,0.07430437251561606,1.0,0.3333333333333333
PARTICIPATION_SHOCK_CONTINUATION,D2,ROBUSTNESS_2022,ETH-USDT,2022-01-01 18:00:00+00:00,2,2.000253881476934,2.000253881476934,0.018085987623239763,0.010283273562477158,0.0014405845418088425,,
BREADTH_THRUST_LEADER,E2,ROBUSTNESS_2022,AVAX-USDT,2022-01-01 18:00:00+00:00,4,0.6666666666666667,2.8821453933622747,0.04060248253607379,0.058624387969223646,0.07430437251561606,1.0,0.3333333333333333
PARTICIPATION_SHOCK_CONTINUATION,E2,ROBUSTNESS_2022,ETH-USDT,2022-01-01 18:00:00+00:00,2,2.000253881476934,2.000253881476934,0.018085987623239763,0.010283273562477158,0.0014405845418088425,,
PARTICIPATION_SHOCK_CONTINUATION,C2,ROBUSTNESS_2022,AVAX-USDT,2022-01-02 01:00:00+00:00,4,2.6994998326514352,2.6994998326514352,0.03001336484249828,0.041750962313132245,0.12978981602834816,,
PARTICIPATION_SHOCK_CONTINUATION,D2,ROBUSTNESS_2022,AVAX-USDT,2022-01-02 01:00:00+00:00,4,2.6994998326514352,2.6994998326514352,0.03001336484249828,0.041750962313132245,0.12978981602834816,,
PARTICIPATION_SHOCK_CONTINUATION,E2,ROBUSTNESS_2022,AVAX-USDT,2022-01-02 01:00:00+00:00,4,2.6994998326514352,2.6994998326514352,0.03001336484249828,0.041750962313132245,0.12978981602834816,,
PARTICIPATION_SHOCK_CONTINUATION,C2,ROBUSTNESS_2022,AVAX-USDT,2022-01-02 04:00:00+00:00,4,2.0344001242546415,2.0344001242546415,0.03602211310890513,0.06937759789980324,0.18854161390000512,,
PARTICIPATION_SHOCK_CONTINUATION,D2,ROBUSTNESS_2022,AVAX-USDT,2022-01-02 04:00:00+00:00,4,2.0344001242546415,2.0344001242546415,0.03602211310890513,0.06937759789980324,0.18854161390000512,,
PARTICIPATION_SHOCK_CONTINUATION,E2,ROBUSTNESS_2022,AVAX-USDT,2022-01-02 04:00:00+00:00,4,2.0344001242546415,2.0344001242546415,0.03602211310890513,0.06937759789980324,0.18854161390000512,,
PARTICIPATION_SHOCK_CONTINUATION,C2,ROBUSTNESS_2022,BTC-USDT,2022-01-02 17:00:00+00:00,1,2.599913804934425,2.599913804934425,0.01266772336980937,0.010885476160257257,0.003987495483079417,,
PARTICIPATION_SHOCK_CONTINUATION,C2,ROBUSTNESS_2022,ETH-USDT,2022-01-02 17:00:00+00:00,2,2.7679180696865893,2.7679180696865893,0.025550613722268967,0.029629470703083083,0.021789408968602597,,
PARTICIPATION_SHOCK_CONTINUATION,C2,ROBUSTNESS_2022,XRP-USDT,2022-01-02 17:00:00+00:00,3,2.2481462308525964,2.2481462308525964,0.020289717744323532,0.01942034816980076,0.022287626688186846,,
PARTICIPATION_SHOCK_CONTINUATION,C2,ROBUSTNESS_2022,SHIB-USDT,2022-01-02 17:00:00+00:00,5,2.4975409621973275,2.4975409621973275,0.008547008547008517,0.010333628579864307,0.004107981220657253,,
PARTICIPATION_SHOCK_CONTINUATION,C2,ROBUSTNESS_2022,SAND-USDT,2022-01-02 17:00:00+00:00,6,2.560875408504132,2.560875408504132,0.013525640589838961,0.010591927764747266,0.005041031060234458,,
PARTICIPATION_SHOCK_CONTINUATION,D2,ROBUSTNESS_2022,BTC-USDT,2022-01-02 17:00:00+00:00,1,2.599913804934425,2.599913804934425,0.01266772336980937,0.010885476160257257,0.003987495483079417,,
PARTICIPATION_SHOCK_CONTINUATION,D2,ROBUSTNESS_2022,ETH-USDT,2022-01-02 17:00:00+00:00,2,2.7679180696865893,2.7679180696865893,0.025550613722268967,0.029629470703083083,0.021789408968602597,,
PARTICIPATION_SHOCK_CONTINUATION,D2,ROBUSTNESS_2022,XRP-USDT,2022-01-02 17:00:00+00:00,3,2.2481462308525964,2.2481462308525964,0.020289717744323532,0.01942034816980076,0.022287626688186846,,
PARTICIPATION_SHOCK_CONTINUATION,D2,ROBUSTNESS_2022,SHIB-USDT,2022-01-02 17:00:00+00:00,5,2.4975409621973275,2.4975409621973275,0.008547008547008517,0.010333628579864307,0.004107981220657253,,
PARTICIPATION_SHOCK_CONTINUATION,D2,ROBUSTNESS_2022,SAND-USDT,2022-01-02 17:00:00+00:00,6,2.560875408504132,2.560875408504132,0.013525640589838961,0.010591927764747266,0.005041031060234458,,
PARTICIPATION_SHOCK_CONTINUATION,E2,ROBUSTNESS_2022,BTC-USDT,2022-01-02 17:00:00+00:00,1,2.599913804934425,2.599913804934425,0.01266772336980937,0.010885476160257257,0.003987495483079417,,
PARTICIPATION_SHOCK_CONTINUATION,E2,ROBUSTNESS_2022,ETH-USDT,2022-01-02 17:00:00+00:00,2,2.7679180696865893,2.7679180696865893,0.025550613722268967,0.029629470703083083,0.021789408968602597,,
PARTICIPATION_SHOCK_CONTINUATION,E2,ROBUSTNESS_2022,XRP-USDT,2022-01-02 17:00:00+00:00,3,2.2481462308525964,2.2481462308525964,0.020289717744323532,0.01942034816980076,0.022287626688186846,,
PARTICIPATION_SHOCK_CONTINUATION,E2,ROBUSTNESS_2022,SHIB-USDT,2022-01-02 17:00:00+00:00,5,2.4975409621973275,2.4975409621973275,0.008547008547008517,0.010333628579864307,0.004107981220657253,,
PARTICIPATION_SHOCK_CONTINUATION,E2,ROBUSTNESS_2022,SAND-USDT,2022-01-02 17:00:00+00:00,6,2.560875408504132,2.560875408504132,0.013525640589838961,0.010591927764747266,0.005041031060234458,,
CAPITULATION_PARTICIPATION_RECLAIM,C2,ROBUSTNESS_2022,SAND-USDT,2022-01-03 06:00:00+00:00,7,0.6620743436443898,2.0426329406677834,-0.01727104321567241,-0.011180259556330285,-0.027009100182405654,,
CAPITULATION_PARTICIPATION_RECLAIM,D2,ROBUSTNESS_2022,SAND-USDT,2022-01-03 06:00:00+00:00,7,0.6620743436443898,2.0426329406677834,-0.01727104321567241,-0.011180259556330285,-0.027009100182405654,,
CAPITULATION_PARTICIPATION_RECLAIM,E2,ROBUSTNESS_2022,SAND-USDT,2022-01-03 06:00:00+00:00,7,0.6620743436443898,2.0426329406677834,-0.01727104321567241,-0.011180259556330285,-0.027009100182405654,,
PARTICIPATION_SHOCK_CONTINUATION,C2,ROBUSTNESS_2022,BTC-USDT,2022-01-04 15:00:00+00:00,1,2.477536991228437,2.477536991228437,0.01788022357806618,0.009784280718822425,0.008635147950430966,,
PARTICIPATION_SHOCK_CONTINUATION,D2,ROBUSTNESS_2022,BTC-USDT,2022-01-04 15:00:00+00:00,1,2.477536991228437,2.477536991228437,0.01788022357806618,0.009784280718822425,0.008635147950430966,,
PARTICIPATION_SHOCK_CONTINUATION,E2,ROBUSTNESS_2022,BTC-USDT,2022-01-04 15:00:00+00:00,1,2.477536991228437,2.477536991228437,0.01788022357806618,0.009784280718822425,0.008635147950430966,,
BREADTH_THRUST_LEADER,C2,ROBUSTNESS_2022,ETH-USDT,2022-01-04 21:00:00+00:00,2,0.5,0.9511462330395143,-0.01529541988869032,0.03138428110457103,0.014600674736206853,0.6666666666666666,0.16666666666666666
BREADTH_THRUST_LEADER,D2,ROBUSTNESS_2022,ETH-USDT,2022-01-04 21:00:00+00:00,2,0.5,0.9511462330395143,-0.01529541988869032,0.03138428110457103,0.014600674736206853,0.6666666666666666,0.16666666666666666
BREADTH_THRUST_LEADER,E2,ROBUSTNESS_2022,ETH-USDT,2022-01-04 21:00:00+00:00,2,0.5,0.9511462330395143,-0.01529541988869032,0.03138428110457103,0.014600674736206853,0.6666666666666666,0.16666666666666666
BREADTH_THRUST_LEADER,C2,ROBUSTNESS_2022,ETH-USDT,2022-01-05 03:00:00+00:00,2,0.33333333333333337,0.737257486112185,-0.0035347540476732275,0.020414186893920272,0.014859015483478455,0.8333333333333334,0.5
BREADTH_THRUST_LEADER,D2,ROBUSTNESS_2022,ETH-USDT,2022-01-05 03:00:00+00:00,2,0.33333333333333337,0.737257486112185,-0.0035347540476732275,0.020414186893920272,0.014859015483478455,0.8333333333333334,0.5
BREADTH_THRUST_LEADER,E2,ROBUSTNESS_2022,ETH-USDT,2022-01-05 03:00:00+00:00,2,0.33333333333333337,0.737257486112185,-0.0035347540476732275,0.020414186893920272,0.014859015483478455,0.8333333333333334,0.5
BREADTH_THRUST_LEADER,C2,ROBUSTNESS_2022,ETH-USDT,2022-01-05 07:00:00+00:00,2,0.16666666666666663,0.647836422702632,0.0025115671181539234,0.017605924584093602,0.02174587550553153,0.6666666666666666,0.5
BREADTH_THRUST_LEADER,D2,ROBUSTNESS_2022,ETH-USDT,2022-01-05 07:00:00+00:00,2,0.16666666666666663,0.647836422702632,0.0025115671181539234,0.017605924584093602,0.02174587550553153,0.6666666666666666,0.5
BREADTH_THRUST_LEADER,E2,ROBUSTNESS_2022,ETH-USDT,2022-01-05 07:00:00+00:00,2,0.16666666666666663,0.647836422702632,0.0025115671181539234,0.017605924584093602,0.02174587550553153,0.6666666666666666,0.5
BREADTH_THRUST_LEADER,C2,ROBUSTNESS_2022,ETH-USDT,2022-01-05 10:00:00+00:00,2,0.5,1.1712927387967007,0.007031662165247976,0.018602835956810226,0.022046170157221434,1.0,0.5
BREADTH_THRUST_LEADER,D2,ROBUSTNESS_2022,ETH-USDT,2022-01-05 10:00:00+00:00,2,0.5,1.1712927387967007,0.007031662165247976,0.018602835956810226,0.022046170157221434,1.0,0.5
BREADTH_THRUST_LEADER,E2,ROBUSTNESS_2022,ETH-USDT,2022-01-05 10:00:00+00:00,2,0.5,1.1712927387967007,0.007031662165247976,0.018602835956810226,0.022046170157221434,1.0,0.5
PARTICIPATION_SHOCK_CONTINUATION,C2,ROBUSTNESS_2022,BTC-USDT,2022-01-05 15:00:00+00:00,1,2.388918840239409,2.388918840239409,0.001183568975055005,-0.013435538361747379,-0.009108078857458124,,
PARTICIPATION_SHOCK_CONTINUATION,D2,ROBUSTNESS_2022,BTC-USDT,2022-01-05 15:00:00+00:00,1,2.388918840239409,2.388918840239409,0.001183568975055005,-0.013435538361747379,-0.009108078857458124,,
PARTICIPATION_SHOCK_CONTINUATION,E2,ROBUSTNESS_2022,BTC-USDT,2022-01-05 15:00:00+00:00,1,2.388918840239409,2.388918840239409,0.001183568975055005,-0.013435538361747379,-0.009108078857458124,,
CAPITULATION_PARTICIPATION_RECLAIM,C2,ROBUSTNESS_2022,SHIB-USDT,2022-01-05 19:00:00+00:00,6,1.502086230876204,4.649076917081263,-0.02454740718011661,-0.02184615384615385,-0.0622418879056047,,
CAPITULATION_PARTICIPATION_RECLAIM,D2,ROBUSTNESS_2022,SHIB-USDT,2022-01-05 19:00:00+00:00,6,1.502086230876204,4.649076917081263,-0.02454740718011661,-0.02184615384615385,-0.0622418879056047,,
CAPITULATION_PARTICIPATION_RECLAIM,E2,ROBUSTNESS_2022,SHIB-USDT,2022-01-05 19:00:00+00:00,6,1.502086230876204,4.649076917081263,-0.02454740718011661,-0.02184615384615385,-0.0622418879056047,,
CAPITULATION_PARTICIPATION_RECLAIM,C2,ROBUSTNESS_2022,SHIB-USDT,2022-01-05 23:00:00+00:00,6,2.4550264550264567,12.209758436885158,-0.06336511842509984,-0.06795224977043146,-0.10441176470588232,,
CAPITULATION_PARTICIPATION_RECLAIM,C2,ROBUSTNESS_2022,SAND-USDT,2022-01-05 23:00:00+00:00,7,1.493624073744332,5.485460784198179,-0.09203377231992016,-0.09760914232609463,-0.15594928456466073,,
