score_bin,candidate_count,accepted_count,mean_forward_20_bar_return
LT_50,2873,0,0.02677644741390284
50_60,419,0,0.04701803922992418
60_70,196,0,0.11704343712874458
70_80,52,15,0.15946293016664403
80_90,13,5,0.258962619076078
90_100,1,0,-0.09350455393139312
