shared_gap_start,shared_gap_end,shared_missing_minute_count,btc_source_range_start,btc_source_range_end,eth_source_range_start,eth_source_range_end,exact_range_match
2023-03-24T12:40:00+00:00,2023-03-24T13:59:00+00:00,80,2023-03-24T12:40:00+00:00,2023-03-24T13:59:00+00:00,2023-03-24T12:40:00+00:00,2023-03-24T13:59:00+00:00,True
