variant_id,window_id,start,end,days,portfolio_return,equal_weight_return,capture_ratio,high_opportunity_window,strategic_bull_adequacy
CS_TOP1_BALANCED_12PCT,1,2019-05-01T00:00:00+00:00,2019-09-20T00:00:00+00:00,143,-0.012723983550960494,0.6437975137033425,-0.01976395260952129,False,
CS_TOP1_BALANCED_12PCT,2,2020-05-27T00:00:00+00:00,2021-05-15T00:00:00+00:00,354,0.48958881969442314,8.977084241529303,0.05453762118322492,True,False
CS_TOP1_BALANCED_12PCT,3,2021-08-15T00:00:00+00:00,2021-09-21T00:00:00+00:00,38,-0.03847078011386729,0.33154791649728477,-0.11603384669190749,False,
CS_TOP1_BALANCED_12PCT,4,2021-10-01T00:00:00+00:00,2021-12-04T00:00:00+00:00,65,-0.017839866885116074,0.37052437252117865,-0.04814762052959518,False,
CS_TOP1_BALANCED_12PCT,5,2023-03-13T00:00:00+00:00,2023-06-14T00:00:00+00:00,94,-0.014896193985328376,-0.15141585105211164,,False,
CS_TOP1_BALANCED_12PCT,6,2023-10-23T00:00:00+00:00,2024-06-02T00:00:00+00:00,224,0.13433220137821866,2.667291938689029,0.0503627666059842,True,False
CS_TOP1_BALANCED_12PCT,7,2024-10-28T00:00:00+00:00,2025-01-01T00:00:00+00:00,66,-0.08355578426498023,0.37373514866458524,-0.22356951055724422,False,
CS_TOP2_DIVERSIFIED_8PCT,1,2019-05-01T00:00:00+00:00,2019-09-20T00:00:00+00:00,143,-0.013155654146789986,0.6437975137033425,-0.020434459386328138,False,
CS_TOP2_DIVERSIFIED_8PCT,2,2020-05-27T00:00:00+00:00,2021-05-15T00:00:00+00:00,354,0.4927523045419817,8.977084241529303,0.05489001676763125,True,False
CS_TOP2_DIVERSIFIED_8PCT,3,2021-08-15T00:00:00+00:00,2021-09-21T00:00:00+00:00,38,-0.03892114954278891,0.33154791649728477,-0.11739223082437214,False,
CS_TOP2_DIVERSIFIED_8PCT,4,2021-10-01T00:00:00+00:00,2021-12-04T00:00:00+00:00,65,-0.01885946915062031,0.37052437252117865,-0.05089940243955836,False,
CS_TOP2_DIVERSIFIED_8PCT,5,2023-03-13T00:00:00+00:00,2023-06-14T00:00:00+00:00,94,-0.013763545070822225,-0.15141585105211164,,False,
CS_TOP2_DIVERSIFIED_8PCT,6,2023-10-23T00:00:00+00:00,2024-06-02T00:00:00+00:00,224,0.15551417491899566,2.667291938689029,0.05830414461321797,True,False
CS_TOP2_DIVERSIFIED_8PCT,7,2024-10-28T00:00:00+00:00,2025-01-01T00:00:00+00:00,66,-0.08079319475050806,0.37373514866458524,-0.21617767298364876,False,
MTF_STRONG_BULL_TOP1_15PCT,1,2019-05-01T00:00:00+00:00,2019-09-20T00:00:00+00:00,143,-0.014018995338449192,0.6437975137033425,-0.021775472939942184,False,
MTF_STRONG_BULL_TOP1_15PCT,2,2020-05-27T00:00:00+00:00,2021-05-15T00:00:00+00:00,354,0.443952455196128,8.977084241529303,0.049453970047684204,True,False
MTF_STRONG_BULL_TOP1_15PCT,3,2021-08-15T00:00:00+00:00,2021-09-21T00:00:00+00:00,38,-0.04312741210589999,0.33154791649728477,-0.13007897187691475,False,
MTF_STRONG_BULL_TOP1_15PCT,4,2021-10-01T00:00:00+00:00,2021-12-04T00:00:00+00:00,65,-0.020998191794070253,0.37052437252117865,-0.05667155348294943,False,
MTF_STRONG_BULL_TOP1_15PCT,5,2023-03-13T00:00:00+00:00,2023-06-14T00:00:00+00:00,94,-0.015353739861755367,-0.15141585105211164,,False,
MTF_STRONG_BULL_TOP1_15PCT,6,2023-10-23T00:00:00+00:00,2024-06-02T00:00:00+00:00,224,0.17824815008529327,2.667291938689029,0.06682738679625075,True,False
MTF_STRONG_BULL_TOP1_15PCT,7,2024-10-28T00:00:00+00:00,2025-01-01T00:00:00+00:00,66,-0.08345549607070069,0.37373514866458524,-0.22330117027766955,False,
MTF_STRUCTURE_TOP1_10PCT,1,2019-05-01T00:00:00+00:00,2019-09-20T00:00:00+00:00,143,-0.014018995338449192,0.6437975137033425,-0.021775472939942184,False,
