scope,variant_id,router_decision,candidate_count,hypothetical_net_pnl,hypothetical_return_on_initial_equity,hypothetical_profit_factor
SLEEVE,CS_TOP1_BALANCED_12PCT,ADMITTED,351,-6892.30545096155,-0.0689230545096155,0.8300597877224993
SLEEVE,CS_TOP1_BALANCED_12PCT,REJECTED_SAME_SYMBOL_ACTIVE,93,-4331.6923716932715,-0.043316923716932715,0.6631749105203342
SLEEVE,CS_TOP1_BALANCED_12PCT,REJECTED_SLEEVE_COOLDOWN,80,-2152.013237280956,-0.021520132372809562,0.7750684093967711
SLEEVE,CS_TOP1_BALANCED_12PCT,REJECTED_SLEEVE_MAX_POSITIONS,110,-3799.8713420574863,-0.03799871342057486,0.7240818438646847
OVERLAY,CS_TOP1_BALANCED_12PCT,ADMITTED,219,-19002.59499484441,-0.1900259499484441,0.37140992295546954
OVERLAY,CS_TOP1_BALANCED_12PCT,REJECTED_MAX_OPEN_RISK,6,886.0386003275648,0.008860386003275648,2.7147702567159233
OVERLAY,CS_TOP1_BALANCED_12PCT,REJECTED_SAME_SYMBOL_OVERLAP,126,11224.250943555287,0.11224250943555288,2.1441615475990834
SLEEVE,CS_TOP2_DIVERSIFIED_8PCT,ADMITTED,437,-5315.994211125997,-0.05315994211125997,0.8341079338540823
SLEEVE,CS_TOP2_DIVERSIFIED_8PCT,REJECTED_SAME_SYMBOL_ACTIVE,164,-3586.1100127668174,-0.035861100127668175,0.7370167349128245
SLEEVE,CS_TOP2_DIVERSIFIED_8PCT,REJECTED_SLEEVE_COOLDOWN,122,-2187.2324159361247,-0.021872324159361245,0.7750093351497286
SLEEVE,CS_TOP2_DIVERSIFIED_8PCT,REJECTED_SLEEVE_MAX_POSITIONS,17,649.1788565824049,0.006491788565824049,1.649277398426709
OVERLAY,CS_TOP2_DIVERSIFIED_8PCT,ADMITTED,272,-13772.237635796871,-0.13772237635796872,0.4101214489260598
OVERLAY,CS_TOP2_DIVERSIFIED_8PCT,REJECTED_MAX_OPEN_RISK,8,505.14362500663475,0.005051436250066347,2.0325918284758506
OVERLAY,CS_TOP2_DIVERSIFIED_8PCT,REJECTED_SAME_SYMBOL_OVERLAP,157,7951.099799664236,0.07951099799664237,1.9686875682425298
SLEEVE,MTF_STRONG_BULL_TOP1_15PCT,ADMITTED,219,-5368.263445477108,-0.053682634454771075,0.8402543691264208
SLEEVE,MTF_STRONG_BULL_TOP1_15PCT,REJECTED_SAME_SYMBOL_ACTIVE,55,-304.7915107759978,-0.0030479151077599776,0.9663103061478845
SLEEVE,MTF_STRONG_BULL_TOP1_15PCT,REJECTED_SLEEVE_COOLDOWN,51,-3341.4810436932407,-0.03341481043693241,0.5889910308573292
SLEEVE,MTF_STRONG_BULL_TOP1_15PCT,REJECTED_SLEEVE_MAX_POSITIONS,33,-473.8122872359317,-0.004738122872359317,0.9199686293920045
OVERLAY,MTF_STRONG_BULL_TOP1_15PCT,ADMITTED,134,-16585.57905038901,-0.1658557905038901,0.3216606772915519
OVERLAY,MTF_STRONG_BULL_TOP1_15PCT,REJECTED_MAX_OPEN_RISK,4,1281.1840105561753,0.012811840105561753,5.002449121020089
OVERLAY,MTF_STRONG_BULL_TOP1_15PCT,REJECTED_SAME_SYMBOL_OVERLAP,81,9936.13159435573,0.0993613159435573,2.1246707111450553
SLEEVE,MTF_STRUCTURE_TOP1_10PCT,ADMITTED,183,-1103.7403558413434,-0.011037403558413435,0.9385247962494292
SLEEVE,MTF_STRUCTURE_TOP1_10PCT,REJECTED_SAME_SYMBOL_ACTIVE,17,314.7187952279294,0.0031471879522792937,1.1768642966262275
SLEEVE,MTF_STRUCTURE_TOP1_10PCT,REJECTED_SLEEVE_COOLDOWN,28,-2825.0817000349875,-0.028250817000349874,0.17343179259497532
SLEEVE,MTF_STRUCTURE_TOP1_10PCT,REJECTED_SLEEVE_MAX_POSITIONS,22,1947.0923566859674,0.019470923566859675,1.7789291384809702
OVERLAY,MTF_STRUCTURE_TOP1_10PCT,ADMITTED,119,-10318.627412444077,-0.10318627412444077,0.2684456307134109
OVERLAY,MTF_STRUCTURE_TOP1_10PCT,REJECTED_MAX_OPEN_RISK,2,-24.299601855693112,-0.00024299601855693113,0.885567743671318
OVERLAY,MTF_STRUCTURE_TOP1_10PCT,REJECTED_SAME_SYMBOL_OVERLAP,62,9239.186658458424,0.09239186658458425,3.5404610550266695
SLEEVE,CROSS_SECTIONAL_ROTATION_TOP2_6PCT,ADMITTED,206,-674.8725988303308,-0.006748725988303309,0.9460489485990652
SLEEVE,CROSS_SECTIONAL_ROTATION_TOP2_6PCT,REJECTED_SAME_SYMBOL_ACTIVE,56,1671.4785808140018,0.01671478580814002,1.4983815128447255
SLEEVE,CROSS_SECTIONAL_ROTATION_TOP2_6PCT,REJECTED_SLEEVE_COOLDOWN,39,-1527.0822700079989,-0.015270822700079989,0.5087322355292814
OVERLAY,CROSS_SECTIONAL_ROTATION_TOP2_6PCT,ADMITTED,134,-5665.42641838543,-0.0566542641838543,0.40871815395754396
OVERLAY,CROSS_SECTIONAL_ROTATION_TOP2_6PCT,REJECTED_MAX_OPEN_RISK,2,-15.187251159808199,-0.00015187251159808198,0.885567743671318
OVERLAY,CROSS_SECTIONAL_ROTATION_TOP2_6PCT,REJECTED_SAME_SYMBOL_OVERLAP,70,5005.741070714907,0.05005741070714907,2.791180189800838
