variant_id,year,trade_count,return
CS_TOP1_BALANCED_12PCT,2019,19,-0.04342310112966996
CS_TOP1_BALANCED_12PCT,2020,168,0.4836179195145267
CS_TOP1_BALANCED_12PCT,2021,181,0.1702118955765275
CS_TOP1_BALANCED_12PCT,2022,23,-0.009833959804344095
CS_TOP1_BALANCED_12PCT,2023,151,0.18652215945504413
CS_TOP1_BALANCED_12PCT,2024,244,-0.030554271731097482
CS_TOP1_BALANCED_12PCT,2025,0,0.0
CS_TOP2_DIVERSIFIED_8PCT,2019,19,-0.04400258534005275
CS_TOP2_DIVERSIFIED_8PCT,2020,181,0.4754320968028487
CS_TOP2_DIVERSIFIED_8PCT,2021,191,0.17635962194508803
CS_TOP2_DIVERSIFIED_8PCT,2022,23,-0.006922926187881706
CS_TOP2_DIVERSIFIED_8PCT,2023,161,0.20549680670231796
CS_TOP2_DIVERSIFIED_8PCT,2024,264,-0.021423901541892
CS_TOP2_DIVERSIFIED_8PCT,2025,0,0.0
MTF_STRONG_BULL_TOP1_15PCT,2019,16,-0.044637110218496145
MTF_STRONG_BULL_TOP1_15PCT,2020,154,0.44004281624456
MTF_STRONG_BULL_TOP1_15PCT,2021,165,0.16722788123852106
MTF_STRONG_BULL_TOP1_15PCT,2022,22,-0.010188400141965648
MTF_STRONG_BULL_TOP1_15PCT,2023,126,0.2277463853122108
MTF_STRONG_BULL_TOP1_15PCT,2024,218,-0.018325489321044386
MTF_STRONG_BULL_TOP1_15PCT,2025,0,0.0
MTF_STRUCTURE_TOP1_10PCT,2019,15,-0.045094742844927094
MTF_STRUCTURE_TOP1_10PCT,2020,147,0.4685846814506225
MTF_STRUCTURE_TOP1_10PCT,2021,161,0.18820766418919455
MTF_STRUCTURE_TOP1_10PCT,2022,22,-0.00704427890197401
MTF_STRUCTURE_TOP1_10PCT,2023,125,0.2071283411614271
MTF_STRUCTURE_TOP1_10PCT,2024,216,-0.009457580269053856
MTF_STRUCTURE_TOP1_10PCT,2025,0,0.0
CROSS_SECTIONAL_ROTATION_TOP2_6PCT,2019,15,-0.045094742844927094
CROSS_SECTIONAL_ROTATION_TOP2_6PCT,2020,147,0.47622196008590345
CROSS_SECTIONAL_ROTATION_TOP2_6PCT,2021,163,0.1929259761060178
CROSS_SECTIONAL_ROTATION_TOP2_6PCT,2022,22,-0.005201903666628871
CROSS_SECTIONAL_ROTATION_TOP2_6PCT,2023,134,0.21199979226714127
CROSS_SECTIONAL_ROTATION_TOP2_6PCT,2024,220,-0.0012849723218367748
CROSS_SECTIONAL_ROTATION_TOP2_6PCT,2025,0,0.0
