data_quality_class,row_count,unique_position_count
RECONSTRUCTED_VALID,1996,512
MISSING_REQUIRED_HOURLY_BAR,0,0
INVALID_ENTRY_PRICE,0,0
INVALID_SIGNAL_ATR,0,0
INVALID_RAW_PRICE,0,0
GEOMETRY_VIOLATION,0,0
REFERENCE_BOUNDARY_VIOLATION,0,0
TIME_IDENTITY_VIOLATION,0,0
