provenance,ref,path,blob_sha,term,line,excerpt
COMMITTED_GIT_EVIDENCE,HEAD,data/research/rd09b/v2/manual-exports/cardano_2023_03.csv,7d208dfd89847d506189390008279719f2b20e85,ESS,1,"day,successful_transaction_count,unique_sending_addresses,unique_receiving_addresses,unique_active_addresses,native_fees_paid,block_count,native_transfer_count"
COMMITTED_GIT_EVIDENCE,HEAD,data/research/rd09b/v2/manual-exports/cardano_2024_03.csv,d0fc1cd5ad316d18fb006243899c5692cd49a9a9,ESS,1,"day,successful_transaction_count,unique_sending_addresses,unique_receiving_addresses,unique_active_addresses,native_fees_paid,block_count,native_transfer_count"
COMMITTED_GIT_EVIDENCE,HEAD,data/research/rd09b/v2/manual-exports/ethereum_2022_03.csv,4d50103ccc8dad90afa8c7365126a3b5d991752c,ESS,1,"day,successful_transaction_count,unique_sending_addresses,unique_receiving_addresses,unique_active_addresses,native_fees_paid,block_count,native_transfer_count"
COMMITTED_GIT_EVIDENCE,HEAD,data/research/rd09b/v2/manual-exports/ethereum_2023_03.csv,14984fa2a2b780a3449d27213728d1348eaca8e7,ESS,1,"day,successful_transaction_count,unique_sending_addresses,unique_receiving_addresses,unique_active_addresses,native_fees_paid,block_count,native_transfer_count"
COMMITTED_GIT_EVIDENCE,HEAD,data/research/rd09b/v2/manual-exports/ethereum_2024_03.csv,cef60095cd70f10c112c2451c8a865b12fc22b07,ESS,1,"day,successful_transaction_count,unique_sending_addresses,unique_receiving_addresses,unique_active_addresses,native_fees_paid,block_count,native_transfer_count"
COMMITTED_GIT_EVIDENCE,HEAD,data/research/rd09b/v2/manual-exports/polkadot_2022_03.csv,fd3824a4a50c87eb00c4562a6fbd9af84c91c5aa,ESS,1,"day,successful_transaction_count,unique_sending_addresses,unique_receiving_addresses,unique_active_addresses,native_fees_paid,block_count,native_transfer_count"
COMMITTED_GIT_EVIDENCE,HEAD,data/research/rd09b/v2/manual-exports/polkadot_2023_03.csv,9b10ba7b082f18568e327738f9f0dc27b77b7297,ESS,1,"day,successful_transaction_count,unique_sending_addresses,unique_receiving_addresses,unique_active_addresses,native_fees_paid,block_count,native_transfer_count"
COMMITTED_GIT_EVIDENCE,HEAD,data/research/rd09b/v2/manual-exports/polkadot_2024_03.csv,a77839ad4a344a7112aa7be2621e6aed5b76a50b,ESS,1,"day,successful_transaction_count,unique_sending_addresses,unique_receiving_addresses,unique_active_addresses,native_fees_paid,block_count,native_transfer_count"
COMMITTED_GIT_EVIDENCE,HEAD,data/research/rd09c/browser-pilot/avalanche_c-browser-run-v1.json,9f445f41218ed210eeccaee0a7eb26518a9e43e8,ESS,14,"""execution_status"": ""SUCCESS"","
COMMITTED_GIT_EVIDENCE,HEAD,data/research/rd09c/browser-pilot/avalanche_c_2022_03.csv,dfc5b9ec7b0ab4c1a4768c96214bd15b4c70995b,ESS,1,"day,successful_transaction_count,unique_sending_addresses,unique_receiving_addresses,unique_active_addresses,native_fees_paid,block_count,native_transfer_count"
COMMITTED_GIT_EVIDENCE,HEAD,data/research/rd09c/browser-pilot/bitcoin_2022_03.csv,a147dda4a984b283cce4bbdd8e808cc945da3954,ESS,1,"day,successful_transaction_count,unique_sending_addresses,unique_receiving_addresses,unique_active_addresses,native_fees_paid,block_count,native_transfer_count"
COMMITTED_GIT_EVIDENCE,HEAD,data/research/rd09c/browser-pilot/cardano-browser-run-v1.json,30273f46fabc2b23fbaba87f34dbb8167c8e26ab,ESS,17,"""execution_status"": ""SUCCESS"","
COMMITTED_GIT_EVIDENCE,HEAD,data/research/rd09c/browser-pilot/cardano_2022_03.csv,2c4158776148c157995b7c75a3131548b98d551f,ESS,1,"day,successful_transaction_count,unique_sending_addresses,unique_receiving_addresses,unique_active_addresses,native_fees_paid,block_count,native_transfer_count"
COMMITTED_GIT_EVIDENCE,HEAD,data/research/rd09c/browser-pilot/ethereum-browser-run-v1.json,af62bb53189d66f49976585c84e410458a785529,ESS,13,"""execution_status"": ""SUCCESS"","
COMMITTED_GIT_EVIDENCE,HEAD,data/research/rd09c/browser-pilot/ethereum_2022_03.csv,a418bc61f64930afe7fcdda5f3c7c8e10eb4483a,ESS,1,"day,successful_transaction_count,unique_sending_addresses,unique_receiving_addresses,unique_active_addresses,native_fees_paid,block_count,native_transfer_count"
COMMITTED_GIT_EVIDENCE,HEAD,data/research/rd09c/browser-pilot/polkadot-browser-run-v1.json,67b06ee7469a14c5e7bc5067ff9275e54d78b538,7D,7,"""template_sha256"": ""ab442051dd3fb7ad1390638cee8b05a9cf47d0f06facc1898beec50e32932e59"","
COMMITTED_GIT_EVIDENCE,HEAD,data/research/rd09c/browser-pilot/polkadot-browser-run-v1.json,67b06ee7469a14c5e7bc5067ff9275e54d78b538,ESS,14,"""execution_status"": ""SUCCESS"","
COMMITTED_GIT_EVIDENCE,HEAD,data/research/rd09c/browser-pilot/polkadot_2022_03.csv,a2e8df3358ba8ed58c206544758de1a06ea037fd,ESS,1,"day,successful_transaction_count,unique_sending_addresses,unique_receiving_addresses,unique_active_addresses,native_fees_paid,block_count,native_transfer_count"
COMMITTED_GIT_EVIDENCE,HEAD,data/research/rd09c/dune-template-registry-v1.csv,0cb57ab30a79f9ff7c91da06830741493529e551,7D,6,"5,polkadot,DOT,AKAH_NATIVE_POLKADOT_DAILY,C:/SIRAJ/Repositories/spot-speculation-bot/reports/research/rd09c-dune-templates/polkadot_daily.sql,ab442051dd3fb7ad1390638cee8b05a9cf47d0f06facc1898beec50e32932e59,polkadot.extrinsics;polkadot.b..."
COMMITTED_GIT_EVIDENCE,HEAD,data/research/rd09c/dune-template-registry-v1.csv,0cb57ab30a79f9ff7c91da06830741493529e551,ESS,2,"1,bitcoin,BTC,AKAH_NATIVE_BITCOIN_DAILY,C:/SIRAJ/Repositories/spot-speculation-bot/reports/research/rd09c-dune-templates/bitcoin_daily.sql,5e989f08ce6f0ce12fa77ee66ca28fdc33daa7c02d9b75afb121a09093559d53,bitcoin.transactions;bitcoin.bloc..."
COMMITTED_GIT_EVIDENCE,HEAD,data/research/rd09c/rd09c-browser-pilot-attempt-2-sql-mismatch.json,1a04b8c446f0a23fed0597c3f19bafcf83956d0c,ESS,39,"""test_2025_accessed"": false,"
COMMITTED_GIT_EVIDENCE,HEAD,data/research/rd09c/rd09c-browser-pilot-attempt-3-sql-persistence-failure.json,81046b935f4dde09f16ae15328e730f31b2743f9,ESS,51,"""test_2025_accessed"": false,"
COMMITTED_GIT_EVIDENCE,HEAD,data/research/rd09c/rd09c-browser-pilot-attempt-4-executed-version-evidence-gap.json,aaf22e954e3713600060a40f10e60e6e9c2fa3b0,ESS,41,"""execution_status"": ""SUCCESS"","
COMMITTED_GIT_EVIDENCE,HEAD,data/research/rd09c/rd09c-browser-pilot-v1.json,cd9b910a42a74019a4bc29bde383d71a87df545c,ESS,22,"""execution_status"": ""SUCCESS"","
COMMITTED_GIT_EVIDENCE,HEAD,data/research/rd09c/rd09c-remaining-canonical-queries-v1.json,75b06f598aa035e0ed4d494a46bf769b3d9b6e82,ESS,15,"""test_2025_accessed"": false,"
COMMITTED_GIT_EVIDENCE,HEAD,data/research/rd09c/rd09c-template-validation-v1.json,7b7cb49b57b048cd7ade72f3dbee6c2ddd80542c,ESS,10,"""holdout_2026_accessed"": false,"
COMMITTED_GIT_EVIDENCE,HEAD,data/research/rd09c/template-source-reconciliation.csv,b2261ab39525413d24d6d5de7cdd675919eca5f5,7D,4,"cardano,C:/SIRAJ/Repositories/spot-speculation-bot/reports/research/rd09b-v2-queries/cardano_2022_03.sql,C:/SIRAJ/Repositories/spot-speculation-bot/reports/research/rd09c-dune-templates/cardano_daily.sql,27228385dfb858b22d5dfa523c62457d5..."
COMMITTED_GIT_EVIDENCE,HEAD,reports/research/ams-rd04-final-rd05-candidate-program-v1.csv,287411cbfab81cbff65efbb71db448ff2779d06d,ESS,3,"RD05-02,""Which alpha layer fails: eligibility, ranking, sizing, or exits?"",one layer changes per registered study,frozen PIT equal weight,single isolated layer,incremental fold-stable return and expectancy,stress or fold gate fails,regis..."
COMMITTED_GIT_EVIDENCE,HEAD,reports/research/ams-rd05-authorization-ledger-v1.csv,15e10d309df1f9f7ad1079fd276f1c98276eb90d,ESS,14,"test_2025_accessed,False,True"
COMMITTED_GIT_EVIDENCE,HEAD,reports/research/ams-rd05-final-weekly-open-questions-v1.csv,1c9838285d0d0d78a7f28713486145edc5e441de,ESS,3,"RD05-Q02,Is low volatility defensive quality rather than aggressive alpha?,EXTERNAL_REPLICATION_ONLY"
COMMITTED_GIT_EVIDENCE,HEAD,reports/research/ams-rd05-final-weekly-reconciliation-v1.csv,3f9a60ba2ae3ebeee29666ffb760c3ee1302f958,7D,2,"reports\research\ams-rd05-p2-causal-panel-v1.json,fe56c9bb1944db824c19a8095be20cbb78db2c0ca051bc4f93f55d7df61aefb5,True,PASS"
COMMITTED_GIT_EVIDENCE,HEAD,reports/research/ams-rd05-final-weekly-signal-adjudication-v1.json,7c447de347f195a9261c53a339528a348ea2ecc7,ESS,7,"""holdout_2026_accessed"": false,"
COMMITTED_GIT_EVIDENCE,HEAD,reports/research/ams-rd05-final-weekly-signal-outcomes-v1.csv,1d70a3a6dae0d8c5e314362609bb4722f0196c51,AGE_OR_TENURE,3,"RD05-W02,SUPPORTED_FACT,AGE_OR_TENURE failed only the registered concentration gate,NONE"
COMMITTED_GIT_EVIDENCE,HEAD,reports/research/ams-rd05-label-registry-v1.csv,d5be48594fe4bc2fa23cbcbf59bb27ace25d8271,7D,2,"FORWARD_7D_CLOSE_TO_CLOSE_RETURN,7,next eligible close-to-close,EXCLUDE_AND_REPORT,REGISTERED_NOT_COMPUTED"
COMMITTED_GIT_EVIDENCE,HEAD,reports/research/ams-rd05-metric-registry-v1.csv,39f2e5f2998d624d42164691862c647fe220d388,spearman,2,"SPEARMAN_RANK_IC,PRIMARY,False"
COMMITTED_GIT_EVIDENCE,HEAD,reports/research/ams-rd05-metric-registry-v1.csv,39f2e5f2998d624d42164691862c647fe220d388,top_quintile,7,"TOP_QUINTILE_MINUS_UNIVERSE_MEAN,PRIMARY,False"
COMMITTED_GIT_EVIDENCE,HEAD,reports/research/ams-rd05-p1-label-contract-v1.csv,312fb45d5c482bcf3972fe15f4253f0949acfddb,7D,2,"FORWARD_7D_CLOSE_TO_CLOSE_RETURN,1D,decision_time close,7 calendar days,2024-12-25T00:00:00+00:00,close,future closed bars only; decision bar excluded,future 1D bars only,7,2024-12-25,EXCLUDE_AND_REPORT,EXCLUDE_AND_REPORT,EXCLUDE_AND_REP..."
COMMITTED_GIT_EVIDENCE,HEAD,reports/research/ams-rd05-p1-re-adjudication-v1.json,aaa1d3a50bf0143ce85761595dbc3cc6c43ff8db,ESS,7,"""holdout_2026_accessed"": false,"
COMMITTED_GIT_EVIDENCE,HEAD,reports/research/ams-rd05-p1-signal-data-contract-v1.json,1e9332d14f65c809e90637418b273e7cee0daf30,7D,25,"""reports\\research\\ams-rd05-p1-panel-schema-contract-v1.csv"": ""b16dc3405739372abbbd34864cf9b8f713bf026ad7109c554e7dbcfe09c324f2"","
COMMITTED_GIT_EVIDENCE,HEAD,reports/research/ams-rd05-p1-signal-data-contract-v1.json,1e9332d14f65c809e90637418b273e7cee0daf30,ESS,16,"""holdout_2026_accessed"": false,"
COMMITTED_GIT_EVIDENCE,HEAD,reports/research/ams-rd05-p1-signal-formula-contract-v1.csv,9017f73c97c90fe6cc3b5f6bbacf591c2b67428d,7D,2,"XSM_RETURN_7D,CROSS_SECTIONAL_MOMENTUM,HIGHER_SCORE_PREFERRED,OHLCV_1D,close|high|low|volume|availability as applicable,bar_close_time <= decision_time; bar_open_time < decision_time,REGISTERED_IN_FORMULA,lookback complete,exclude until ..."
COMMITTED_GIT_EVIDENCE,HEAD,reports/research/ams-rd05-p1-signal-formula-contract-v1.csv,9017f73c97c90fe6cc3b5f6bbacf591c2b67428d,AGE_OR_TENURE,34,"AGE_OR_TENURE,RISK_AND_QUALITY_DESCRIPTOR,HIGHER_SCORE_PREFERRED,AVAILABILITY,close|high|low|volume|availability as applicable,bar_close_time <= decision_time; bar_open_time < decision_time,REGISTERED_IN_FORMULA,lookback complete,exclude..."
COMMITTED_GIT_EVIDENCE,HEAD,reports/research/ams-rd05-p1-signal-formula-contract-v1.csv,9017f73c97c90fe6cc3b5f6bbacf591c2b67428d,ESS,1,"signal_id,family_id,economic_direction,required_sources,required_raw_columns,decision_cutoff,lookback_length,minimum_observations,warmup_requirement,missing_input_behavior,cross_sectional_or_time_series,rank_direction,tie_handling,winsor..."
COMMITTED_GIT_EVIDENCE,HEAD,reports/research/ams-rd05-p1-signal-source-readiness-v1.csv,4851fca1d96a0901eb4fd46e99df7e5231f5d25b,7D,2,"XSM_RETURN_7D,SOURCE_READY,True"
COMMITTED_GIT_EVIDENCE,HEAD,reports/research/ams-rd05-p1-signal-source-readiness-v1.csv,4851fca1d96a0901eb4fd46e99df7e5231f5d25b,AGE_OR_TENURE,34,"AGE_OR_TENURE,SOURCE_READY,True"
COMMITTED_GIT_EVIDENCE,HEAD,reports/research/ams-rd05-p1-signal-source-readiness-v1.csv,4851fca1d96a0901eb4fd46e99df7e5231f5d25b,ESS,1,"signal_id,source_readiness,p2_build_eligibility"
COMMITTED_GIT_EVIDENCE,HEAD,reports/research/ams-rd05-p1a-protocol-amendment-v1.json,26b3ebd400696ebbb453f24c9f4e5c9c3e065b3e,ESS,37,"""BETA_ADJUSTED_MOMENTUM_28D"": ""84 paired OLS intercept BTC beta; 60 min; 28D asset less beta BTC"","
COMMITTED_GIT_EVIDENCE,HEAD,reports/research/ams-rd05-p2-causal-panel-v1.json,7730e115b428fc0e37256be487a5e288a900e441,ESS,4,"""holdout_2026_accessed"": false,"
COMMITTED_GIT_EVIDENCE,HEAD,reports/research/ams-rd05-p2-label-coverage-v1.csv,6dc948f6b7bca0d5b4f23fbc46d2ffde2c7401e9,7D,4,"FORWARD_7D_CLOSE_TO_CLOSE_RETURN,4680,4710"
COMMITTED_GIT_EVIDENCE,HEAD,reports/research/ams-rd05-p2-missing-reasons-v1.csv,77a5d60e16edb3801b50e2d205d4811ac97123f1,7D,19,"QUOTE_TURNOVER_CHANGE_7D_30D,INSUFFICIENT_QUOTE_TURNOVER_HISTORY,8"
COMMITTED_GIT_EVIDENCE,HEAD,reports/research/ams-rd05-p2-signal-coverage-v1.csv,c75066d9af42209408ad1d76b2ba07958c885b1f,7D,2,"XSM_RETURN_7D,4708,4710"
COMMITTED_GIT_EVIDENCE,HEAD,reports/research/ams-rd05-p2-signal-coverage-v1.csv,c75066d9af42209408ad1d76b2ba07958c885b1f,AGE_OR_TENURE,34,"AGE_OR_TENURE,4710,4710"
COMMITTED_GIT_EVIDENCE,HEAD,reports/research/ams-rd05-p2-signal-missing-reasons-v1.csv,77a5d60e16edb3801b50e2d205d4811ac97123f1,7D,19,"QUOTE_TURNOVER_CHANGE_7D_30D,INSUFFICIENT_QUOTE_TURNOVER_HISTORY,8"
COMMITTED_GIT_EVIDENCE,HEAD,reports/research/ams-rd05-p2-source-lineage-v1.csv,41dca181719821d72f118ad3546b71ac8621ee44,7D,7,"P1A_AMENDMENT,reports\research\ams-rd05-p1a-protocol-amendment-v1.json,fd3b06369ca7931cbe1e79bc83962039171a4ec0fca6a324f4e7b7dab2a735b7,73e31cc3c85187a5bbde91eeb2a034f903486a41a61a6d14d5e51eef442cb5bc,True"
COMMITTED_GIT_EVIDENCE,HEAD,reports/research/ams-rd05-protocol-registration-v1.json,3d7c88ec983278cc6ae907e074af2078a30e19e4,7D,36,"""reports/research/ams-rd05-regime-registry-v1.csv"": ""71f6fc6893487d9c0a3d1ab1a64c210c3c3c1c9dceffa90540ca9f2bbdbe9083"","
COMMITTED_GIT_EVIDENCE,HEAD,reports/research/ams-rd05-protocol-registration-v1.json,3d7c88ec983278cc6ae907e074af2078a30e19e4,ESS,54,"""top_quintile_excess_return_minimum"": 0.0"
COMMITTED_GIT_EVIDENCE,HEAD,reports/research/ams-rd05-protocol-registration-v1.json,3d7c88ec983278cc6ae907e074af2078a30e19e4,bootstrap,26,"""decision-time clustered bootstrap"","
COMMITTED_GIT_EVIDENCE,HEAD,reports/research/ams-rd05-protocol-registration-v1.json,3d7c88ec983278cc6ae907e074af2078a30e19e4,top_quintile,54,"""top_quintile_excess_return_minimum"": 0.0"
COMMITTED_GIT_EVIDENCE,HEAD,reports/research/ams-rd05-s1-bootstrap-significance-v1.csv,bbd96392fccd613259404b19cad6e778bc6a0c9f,7D,2,"XSM_RETURN_7D,0.8126187381261873,0.9998000199980002,10000"
COMMITTED_GIT_EVIDENCE,HEAD,reports/research/ams-rd05-s1-bootstrap-significance-v1.csv,bbd96392fccd613259404b19cad6e778bc6a0c9f,AGE_OR_TENURE,34,"AGE_OR_TENURE,0.00039996000399960006,0.013198680131986803,10000"
COMMITTED_GIT_EVIDENCE,HEAD,reports/research/ams-rd05-s1-bootstrap-significance-v1.csv,bbd96392fccd613259404b19cad6e778bc6a0c9f,bootstrap,1,"signal_id,raw_bootstrap_p_value,bh_adjusted_p_value,bootstrap_replications"
COMMITTED_GIT_EVIDENCE,HEAD,reports/research/ams-rd05-s1-decision-time-ic-v1.csv,0f1676619f3cb109a6f245c9901e2f0096af0ac3,7D,2,"XSM_RETURN_7D,CROSS_SECTIONAL_MOMENTUM,WF01,2023-01-02 00:00:00+00:00,30,30,30,True,,-0.17063403781979977,6,0.19634680195365448,0.12266901188576958,0.0736777900678849,1.0,6,0.12547839975146433,0.07086840220219015,0.12547839975146433,0.10..."
COMMITTED_GIT_EVIDENCE,HEAD,reports/research/ams-rd05-s1-decision-time-ic-v1.csv,0f1676619f3cb109a6f245c9901e2f0096af0ac3,AGE_OR_TENURE,34,"AGE_OR_TENURE,RISK_AND_QUALITY_DESCRIPTOR,WF01,2023-01-02 00:00:00+00:00,30,12,30,True,,0.15991179192768118,6,0.10237440950731158,0.12266901188576958,-0.020294602378457996,1.0,6,0.1735786453343339,-0.07120423582702232,0.1735786453343339,..."
COMMITTED_GIT_EVIDENCE,HEAD,reports/research/ams-rd05-s1-decision-time-ic-v1.csv,0f1676619f3cb109a6f245c9901e2f0096af0ac3,ESS,1,"signal_id,family_id,fold_id,decision_time,matched_symbol_count,signal_unique_count,label_unique_count,evaluable,exclusion_reason,rank_ic,top_count,top_mean_return,universe_mean_return,top_quintile_excess,top_quintile_hit_rate,bottom_coun..."
COMMITTED_GIT_EVIDENCE,HEAD,reports/research/ams-rd05-s1-decision-time-ic-v1.csv,0f1676619f3cb109a6f245c9901e2f0096af0ac3,top_quintile,1,"signal_id,family_id,fold_id,decision_time,matched_symbol_count,signal_unique_count,label_unique_count,evaluable,exclusion_reason,rank_ic,top_count,top_mean_return,universe_mean_return,top_quintile_excess,top_quintile_hit_rate,bottom_coun..."
COMMITTED_GIT_EVIDENCE,HEAD,reports/research/ams-rd05-s1-excluded-decision-reasons-v1.csv,181cc41dcb49f24b23093ff8a06698dc25c326ab,ESS,1,"signal_id,family_id,fold_id,decision_time,matched_symbol_count,signal_unique_count,label_unique_count,evaluable,exclusion_reason,rank_ic,top_count,top_mean_return,universe_mean_return,top_quintile_excess,top_quintile_hit_rate,bottom_coun..."
COMMITTED_GIT_EVIDENCE,HEAD,reports/research/ams-rd05-s1-excluded-decision-reasons-v1.csv,181cc41dcb49f24b23093ff8a06698dc25c326ab,top_quintile,1,"signal_id,family_id,fold_id,decision_time,matched_symbol_count,signal_unique_count,label_unique_count,evaluable,exclusion_reason,rank_ic,top_count,top_mean_return,universe_mean_return,top_quintile_excess,top_quintile_hit_rate,bottom_coun..."
COMMITTED_GIT_EVIDENCE,HEAD,reports/research/ams-rd05-s1-family-summary-v1.csv,9140bbab7817f9349e94d69db9b219001f7cf43d,7D,3,"CROSS_SECTIONAL_MOMENTUM,4,4,0,-0.022564754489114887,XSM_RETURN_7D,-0.044287379750394214"
COMMITTED_GIT_EVIDENCE,HEAD,reports/research/ams-rd05-s1-family-summary-v1.csv,9140bbab7817f9349e94d69db9b219001f7cf43d,AGE_OR_TENURE,6,"RISK_AND_QUALITY_DESCRIPTOR,5,5,0,0.07255432207241548,AGE_OR_TENURE,0.024561020181153657"
COMMITTED_GIT_EVIDENCE,HEAD,reports/research/ams-rd05-s1-fold-metrics-v1.csv,b2621730a0b6c668070ce97d3ed09cf69216be16,7D,56,"QUOTE_TURNOVER_CHANGE_7D_30D,WF01,26,0,0.03621117480961752,0.07541713014460512,0.5769230769230769,0.014778320823649242,0.005770492307684377,0.6538461538461539,0.5448717948717948"
COMMITTED_GIT_EVIDENCE,HEAD,reports/research/ams-rd05-s1-fold-metrics-v1.csv,b2621730a0b6c668070ce97d3ed09cf69216be16,AGE_OR_TENURE,2,"AGE_OR_TENURE,WF01,26,0,0.11625369531700554,0.13355063701318143,0.7307692307692307,0.003839215535206636,-0.0006831479750123628,0.5,0.5064102564102565"
COMMITTED_GIT_EVIDENCE,HEAD,reports/research/ams-rd05-s1-fold-metrics-v1.csv,b2621730a0b6c668070ce97d3ed09cf69216be16,ESS,1,"signal_id,fold_id,evaluable_decision_count,excluded_decision_count,mean_rank_ic,median_rank_ic,positive_ic_period_share,mean_top_excess,median_top_excess,positive_top_excess_share,top_quintile_hit_rate"
COMMITTED_GIT_EVIDENCE,HEAD,reports/research/ams-rd05-s1-fold-metrics-v1.csv,b2621730a0b6c668070ce97d3ed09cf69216be16,top_quintile,1,"signal_id,fold_id,evaluable_decision_count,excluded_decision_count,mean_rank_ic,median_rank_ic,positive_ic_period_share,mean_top_excess,median_top_excess,positive_top_excess_share,top_quintile_hit_rate"
COMMITTED_GIT_EVIDENCE,HEAD,reports/research/ams-rd05-s1-gate-ledger-v1.csv,002f85b7514d020db60d0edc8ad04c3d4b4aafb7,7D,2,"XSM_RETURN_7D,-0.022564754489114887,-0.0843305109348688,0.4423076923076923,0.005123764393559444,1,2,0.9998000199980002,0,3119,0.0,1,False,False,False,False,True,True,True,True,False,False,6,mean_rank_ic_gate|ic_information_ratio_gate|pos..."
COMMITTED_GIT_EVIDENCE,HEAD,reports/research/ams-rd05-s1-gate-ledger-v1.csv,002f85b7514d020db60d0edc8ad04c3d4b4aafb7,AGE_OR_TENURE,34,"AGE_OR_TENURE,0.07255432207241548,0.338547212791796,0.6538461538461539,0.0038059190077463006,3,3,0.013198680131986803,0,3120,0.0,15,True,True,True,True,True,True,False,True,True,True,1,concentration_gate,False,True"
COMMITTED_GIT_EVIDENCE,HEAD,reports/research/ams-rd05-s1-gate-ledger-v1.csv,002f85b7514d020db60d0edc8ad04c3d4b4aafb7,ESS,1,"signal_id,mean_rank_ic,ic_information_ratio,positive_ic_period_share,mean_top_excess,positive_fold_ic_count,positive_fold_top_excess_count,adjusted_p_value,missing_label_numerator,missing_label_denominator,missing_label_share,positive_re..."
COMMITTED_GIT_EVIDENCE,HEAD,reports/research/ams-rd05-s1-near-misses-v1.csv,e760168581e958245802aa3da23c59fe809b9f35,AGE_OR_TENURE,3,"AGE_OR_TENURE,0.07255432207241548,0.338547212791796,0.6538461538461539,0.0038059190077463006,3,3,0.013198680131986803,0,3120,0.0,15,True,True,True,True,True,True,False,True,True,True,1,concentration_gate,False,True"
COMMITTED_GIT_EVIDENCE,HEAD,reports/research/ams-rd05-s1-near-misses-v1.csv,e760168581e958245802aa3da23c59fe809b9f35,ESS,1,"signal_id,mean_rank_ic,ic_information_ratio,positive_ic_period_share,mean_top_excess,positive_fold_ic_count,positive_fold_top_excess_count,adjusted_p_value,missing_label_numerator,missing_label_denominator,missing_label_share,positive_re..."
COMMITTED_GIT_EVIDENCE,HEAD,reports/research/ams-rd05-s1-primitive-signal-diagnostic-v1.json,e7b5c5e11449374e4ee21b5c39717c0b57686d7f,ESS,9,"""holdout_2026_accessed"": false,"
COMMITTED_GIT_EVIDENCE,HEAD,reports/research/ams-rd05-s1-quality-repair-v1.json,e7b5c5e11449374e4ee21b5c39717c0b57686d7f,ESS,9,"""holdout_2026_accessed"": false,"
