policy_id,portfolio_id,universe_id,cost_multiplier,pair,signal_time,entry_time,exit_time,holding_hours,exit_reason,entry_price,exit_price,quantity,entry_notional,exit_notional,entry_cost,exit_cost,gross_pnl,net_pnl,period_id,membership_rank,support_families,support_count,atr24_at_signal,high_water_at_exit,entry_market_state,exit_market_state,entry_market_context,exit_market_context,lifecycle_class,degraded_since_at_exit,replay_policy_id,control_position_id,risk_set_class,terminal_observed,censor_time,original_completion_eligible,boundary_extension
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,XRP-USDT,2022-03-22 22:00:00+00:00,2022-03-22 23:00:00+00:00,2022-03-25 23:00:00+00:00,72,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,0.84181,0.82818,19164.890173356398,16133.196196833149,15871.978743770302,20.166495246041436,19.839973429712877,-261.2174530628472,-301.2239217386015,ROBUSTNESS_2022,3,RELATIVE_STRENGTH_ROTATION,1,0.0080458333333333,0.84997,RISK_ON,RISK_ON,SUPPORTIVE,SUPPORTIVE,RS_ONLY,,REGIME_HYSTERESIS_ADMISSION_GOVERNOR,C2:000011,RESOLVED_CONTROL_OUTCOME,True,,True,False
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,SOL-USDT,2022-03-23 14:00:00+00:00,2022-03-23 15:00:00+00:00,2022-03-30 15:00:00+00:00,168,MAX_HOLD_168H,92.255,115.692,172.99937606024335,15960.057438437749,20014.64381516167,19.950071798047187,25.01830476895209,4054.5863767239225,4009.6180001569232,ROBUSTNESS_2022,6,RELATIVE_STRENGTH_ROTATION,1,1.0557083333333324,116.864,RISK_ON,RISK_ON,SUPPORTIVE,SUPPORTIVE,RS_ONLY,,REGIME_HYSTERESIS_ADMISSION_GOVERNOR,C2:000012,RESOLVED_CONTROL_OUTCOME,True,,True,False
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,ATOM-USDT,2022-03-25 01:00:00+00:00,2022-03-25 02:00:00+00:00,2022-04-01 02:00:00+00:00,168,MAX_HOLD_168H,29.7461,29.1295,537.4803076671619,15987.942979898164,15656.532622190593,19.984928724872706,19.570665777738242,-331.41035770757117,-370.9659522101821,ROBUSTNESS_2022,5,MOMENTUM_BREAKOUT,1,0.3323958333333333,31.7264,RISK_ON,TRANSITION,SUPPORTIVE,STRESSED,MB_SUPPORTED,,REGIME_HYSTERESIS_ADMISSION_GOVERNOR,C2:000013,RESOLVED_CONTROL_OUTCOME,True,,True,False
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,XRP-USDT,2022-03-27 22:00:00+00:00,2022-03-27 23:00:00+00:00,2022-04-03 23:00:00+00:00,168,MAX_HOLD_168H,0.85244,0.84535,18314.982846371455,15612.423977560882,15482.57074918011,19.515529971951104,19.353213436475137,-129.85322838077263,-168.72197178919888,ROBUSTNESS_2022,3,MOMENTUM_BREAKOUT,1,0.0050908333333333,0.91202,RISK_ON,RISK_ON,SUPPORTIVE,SUPPORTIVE,MB_SUPPORTED,,REGIME_HYSTERESIS_ADMISSION_GOVERNOR,C2:000014,RESOLVED_CONTROL_OUTCOME,True,,True,False
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,AVAX-USDT,2022-03-29 11:00:00+00:00,2022-03-29 12:00:00+00:00,2022-04-05 12:00:00+00:00,168,MAX_HOLD_168H,93.869,95.558,186.1806075723269,17476.587452206753,17791.046498396416,21.845734315258444,22.23880812299552,314.45904618966233,270.3745037514084,ROBUSTNESS_2022,4,RELATIVE_STRENGTH_ROTATION,1,1.768458333333332,103.626,RISK_ON,TRANSITION,SUPPORTIVE,STRESSED,RS_ONLY,,REGIME_HYSTERESIS_ADMISSION_GOVERNOR,C2:000015,RESOLVED_CONTROL_OUTCOME,True,,True,False
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,ETH-USDT,2022-03-29 12:00:00+00:00,2022-03-29 13:00:00+00:00,2022-04-01 13:00:00+00:00,72,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,3465.08,3284.61,5.078941733160703,17598.939420740488,16682.34280615698,21.99867427592561,20.852928507696223,-916.5966145835082,-959.44821736713,ROBUSTNESS_2022,2,MOMENTUM_BREAKOUT,1,34.51374999999994,3481.93,RISK_ON,TRANSITION,SUPPORTIVE,STRESSED,MB_SUPPORTED,,REGIME_HYSTERESIS_ADMISSION_GOVERNOR,C2:000016,RESOLVED_CONTROL_OUTCOME,True,,True,False
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,SOL-USDT,2022-03-30 14:00:00+00:00,2022-03-30 15:00:00+00:00,2022-04-06 15:00:00+00:00,168,MAX_HOLD_168H,115.692,119.093,149.74691101988012,17324.51962971197,17833.808874090584,21.65564953713996,22.29226109261323,509.28924437861497,465.3413337488618,ROBUSTNESS_2022,5,MOMENTUM_BREAKOUT,1,2.141,143.504,RISK_ON,TRANSITION,SUPPORTIVE,STRESSED,MB_SUPPORTED,,REGIME_HYSTERESIS_ADMISSION_GOVERNOR,C2:000017,RESOLVED_CONTROL_OUTCOME,True,,True,False
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,ATOM-USDT,2022-04-03 19:00:00+00:00,2022-04-03 20:00:00+00:00,2022-04-06 20:00:00+00:00,72,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,31.9329,27.4917,557.928051025108,17816.26066057967,15338.390600366962,22.270325825724587,19.1729882504587,-2477.8700602127064,-2519.31337428889,ROBUSTNESS_2022,7,RELATIVE_STRENGTH_ROTATION,1,0.6822583333333334,32.768,RISK_ON,TRANSITION,SUPPORTIVE,STRESSED,RS_ONLY,,REGIME_HYSTERESIS_ADMISSION_GOVERNOR,C2:000018,RESOLVED_CONTROL_OUTCOME,True,,True,False
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,ETH-USDT,2022-04-03 23:00:00+00:00,2022-04-04 00:00:00+00:00,2022-04-07 00:00:00+00:00,72,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,3544.67,3188.37,5.071541789886149,17976.942036355736,16169.9516966193,22.47117754544467,20.212439620774127,-1806.990339736436,-1849.6739569026547,ROBUSTNESS_2022,2,MOMENTUM_BREAKOUT,1,28.466666666666622,3554.74,RISK_ON,RISK_OFF,SUPPORTIVE,STRESSED,MB_SUPPORTED,,REGIME_HYSTERESIS_ADMISSION_GOVERNOR,C2:000019,RESOLVED_CONTROL_OUTCOME,True,,True,False
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,ETH-USDT,2022-07-21 02:00:00+00:00,2022-07-21 03:00:00+00:00,2022-07-28 03:00:00+00:00,168,MAX_HOLD_168H,1530.7,1615.47,10.801357789997827,16533.638369149674,17449.269469007788,20.667047961437092,21.811586836259735,915.6310998581139,873.1524650604171,ROBUSTNESS_2022,2,RELATIVE_STRENGTH_ROTATION,1,31.02166666666669,1665.0,RISK_ON,RISK_ON,SUPPORTIVE,SUPPORTIVE,RS_ONLY,,REGIME_HYSTERESIS_ADMISSION_GOVERNOR,C2:000020,RESOLVED_CONTROL_OUTCOME,True,,True,False
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,ADA-USDT,2022-07-21 08:00:00+00:00,2022-07-21 09:00:00+00:00,2022-07-28 09:00:00+00:00,168,MAX_HOLD_168H,0.490217,0.500097,33549.329966790596,16446.451888330186,16777.919268402078,20.558064860412735,20.972399085502598,331.46738007189197,289.9369161259766,ROBUSTNESS_2022,6,RELATIVE_STRENGTH_ROTATION,1,0.0108849999999999,0.536307,RISK_ON,RISK_ON,SUPPORTIVE,SUPPORTIVE,RS_ONLY,,REGIME_HYSTERESIS_ADMISSION_GOVERNOR,C2:000021,RESOLVED_CONTROL_OUTCOME,True,,True,False
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,BTC-USDT,2022-07-21 10:00:00+00:00,2022-07-21 11:00:00+00:00,2022-07-24 11:00:00+00:00,72,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,23005.8,22618.4,0.7171679972832209,16499.023511898322,16221.192629750805,20.623779389872904,20.276490787188507,-277.8308821475166,-318.731152324578,ROBUSTNESS_2022,1,RELATIVE_STRENGTH_ROTATION,1,356.81666666666706,23754.0,RISK_ON,TRANSITION,SUPPORTIVE,MIXED,RS_ONLY,,REGIME_HYSTERESIS_ADMISSION_GOVERNOR,C2:000022,RESOLVED_CONTROL_OUTCOME,True,,True,False
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,BTC-USDT,2022-07-28 03:00:00+00:00,2022-07-28 04:00:00+00:00,2022-08-04 04:00:00+00:00,168,MAX_HOLD_168H,23281.4,23133.3,0.7208720235723206,16782.909929596626,16676.148782905562,20.978637411995784,20.845185978631953,-106.76114669106391,-148.58497008169164,ROBUSTNESS_2022,1,MOMENTUM_BREAKOUT,1,232.45416666666705,24721.0,RISK_ON,TRANSITION,SUPPORTIVE,STRESSED,MB_SUPPORTED,,REGIME_HYSTERESIS_ADMISSION_GOVERNOR,C2:000023,RESOLVED_CONTROL_OUTCOME,True,,True,False
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,ETH-USDT,2022-07-28 03:00:00+00:00,2022-07-28 04:00:00+00:00,2022-08-04 04:00:00+00:00,168,MAX_HOLD_168H,1658.66,1654.03,10.116077903164282,16779.13377486247,16732.296334170816,20.973917218578087,20.915370417713522,-46.837440691651864,-88.72672832794348,ROBUSTNESS_2022,2,MOMENTUM_BREAKOUT,1,24.96541666666663,1784.17,RISK_ON,TRANSITION,SUPPORTIVE,STRESSED,MB_SUPPORTED,,REGIME_HYSTERESIS_ADMISSION_GOVERNOR,C2:000024,RESOLVED_CONTROL_OUTCOME,True,,True,False
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,SOL-USDT,2022-07-28 16:00:00+00:00,2022-07-28 17:00:00+00:00,2022-08-04 17:00:00+00:00,168,MAX_HOLD_168H,41.937,38.885,402.1181782331722,16863.63004056454,15636.365360596901,21.079537550705677,19.545456700746126,-1227.2646799676404,-1267.8896742190923,ROBUSTNESS_2022,3,MOMENTUM_BREAKOUT,1,0.8371250000000003,46.651,RISK_ON,TRANSITION,SUPPORTIVE,STRESSED,MB_SUPPORTED,,REGIME_HYSTERESIS_ADMISSION_GOVERNOR,C2:000025,RESOLVED_CONTROL_OUTCOME,True,,True,False
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,XRP-USDT,2022-07-28 16:00:00+00:00,2022-07-28 17:00:00+00:00,2022-08-04 17:00:00+00:00,168,MAX_HOLD_168H,0.36468,0.36871,46231.8627942454,16859.835723805412,17046.15013086622,21.074794654756765,21.307687663582776,186.31440706080684,143.9319247424673,ROBUSTNESS_2022,4,MOMENTUM_BREAKOUT,1,0.0044375,0.41006,RISK_ON,TRANSITION,SUPPORTIVE,STRESSED,MB_SUPPORTED,,REGIME_HYSTERESIS_ADMISSION_GOVERNOR,C2:000026,RESOLVED_CONTROL_OUTCOME,True,,True,False
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,AVAX-USDT,2022-07-28 16:00:00+00:00,2022-07-28 17:00:00+00:00,2022-08-04 17:00:00+00:00,168,MAX_HOLD_168H,24.136,23.402,660.6679370785785,15945.88132932857,15460.951063512894,19.93235166166071,19.326188829391118,-484.93026581567574,-524.1888063067275,ROBUSTNESS_2022,5,MOMENTUM_BREAKOUT,1,0.488375,25.827,RISK_ON,TRANSITION,SUPPORTIVE,STRESSED,MB_SUPPORTED,,REGIME_HYSTERESIS_ADMISSION_GOVERNOR,C2:000027,RESOLVED_CONTROL_OUTCOME,True,,True,False
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,ETH-USDT,2022-08-05 12:00:00+00:00,2022-08-05 13:00:00+00:00,2022-08-12 13:00:00+00:00,168,MAX_HOLD_168H,1713.42,1868.49,9.54012464228856,16346.240364590067,17825.627492869753,20.432800455737585,22.282034366087192,1479.3871282796863,1436.6722934578615,ROBUSTNESS_2022,2,MOMENTUM_BREAKOUT,1,20.220416666666704,1941.58,RISK_ON,RISK_ON,SUPPORTIVE,SUPPORTIVE,MB_SUPPORTED,,REGIME_HYSTERESIS_ADMISSION_GOVERNOR,C2:000028,RESOLVED_CONTROL_OUTCOME,True,,True,False
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,AVAX-USDT,2022-08-05 12:00:00+00:00,2022-08-05 13:00:00+00:00,2022-08-12 13:00:00+00:00,168,MAX_HOLD_168H,24.669,28.409,662.473649540234,16342.562460508032,18820.213909788505,20.42820307563504,23.52526738723563,2477.6514492804727,2433.6979788176022,ROBUSTNESS_2022,5,MOMENTUM_BREAKOUT,1,0.3286250000000003,30.873,RISK_ON,RISK_ON,SUPPORTIVE,SUPPORTIVE,MB_SUPPORTED,,REGIME_HYSTERESIS_ADMISSION_GOVERNOR,C2:000029,RESOLVED_CONTROL_OUTCOME,True,,True,False
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,ADA-USDT,2022-08-05 12:00:00+00:00,2022-08-05 13:00:00+00:00,2022-08-12 13:00:00+00:00,168,MAX_HOLD_168H,0.516752,0.523038,31618.426990034717,16338.885383954419,16537.63881601378,20.423606729943025,20.672048520017224,198.75343205936042,157.65777680940016,ROBUSTNESS_2022,7,MOMENTUM_BREAKOUT,1,0.0045146249999999,0.549349,RISK_ON,RISK_ON,SUPPORTIVE,SUPPORTIVE,MB_SUPPORTED,,REGIME_HYSTERESIS_ADMISSION_GOVERNOR,C2:000030,RESOLVED_CONTROL_OUTCOME,True,,True,False
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,SOL-USDT,2022-08-08 04:00:00+00:00,2022-08-08 05:00:00+00:00,2022-08-15 05:00:00+00:00,168,MAX_HOLD_168H,41.926,46.468,401.6767498077759,16840.699412440812,18665.115210067732,21.050874265551016,23.331394012584663,1824.4157976269198,1780.033529348784,ROBUSTNESS_2022,3,MOMENTUM_BREAKOUT,1,0.348291666666667,48.362,RISK_ON,RISK_ON,SUPPORTIVE,SUPPORTIVE,MB_SUPPORTED,,REGIME_HYSTERESIS_ADMISSION_GOVERNOR,C2:000031,RESOLVED_CONTROL_OUTCOME,True,,True,False
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,BTC-USDT,2022-08-08 07:00:00+00:00,2022-08-08 08:00:00+00:00,2022-08-15 08:00:00+00:00,168,MAX_HOLD_168H,23726.5,24131.0,0.6483506666347106,15383.092091908462,15645.349936562203,19.22886511488558,19.556687420702755,262.2578446537409,223.47229211815255,ROBUSTNESS_2022,1,MOMENTUM_BREAKOUT,1,108.61666666666709,25206.7,RISK_ON,RISK_ON,SUPPORTIVE,SUPPORTIVE,MB_SUPPORTED,,REGIME_HYSTERESIS_ADMISSION_GOVERNOR,C2:000032,RESOLVED_CONTROL_OUTCOME,True,,True,False
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,ETH-USDT,2022-08-13 00:00:00+00:00,2022-08-13 01:00:00+00:00,2022-08-16 01:00:00+00:00,72,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,1958.08,1899.19,8.885795406268967,17399.098269107137,16875.81377763196,21.74887283638392,21.094767222039952,-523.2844914751768,-566.1281315336007,ROBUSTNESS_2022,2,MOMENTUM_BREAKOUT,1,19.512500000000017,2031.3,RISK_ON,TRANSITION,SUPPORTIVE,STRESSED,MB_SUPPORTED,,REGIME_HYSTERESIS_ADMISSION_GOVERNOR,C2:000033,RESOLVED_CONTROL_OUTCOME,True,,True,False
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,ADA-USDT,2022-08-13 06:00:00+00:00,2022-08-13 07:00:00+00:00,2022-08-16 07:00:00+00:00,72,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,0.553102,0.551296,31946.795793245572,17669.836646835713,17612.14073363311,22.087295808544642,22.01517591704139,-57.69591320260224,-101.79838492818827,ROBUSTNESS_2022,7,MOMENTUM_BREAKOUT,1,0.0044082499999999,0.594609,RISK_ON,TRANSITION,SUPPORTIVE,STRESSED,MB_SUPPORTED,,REGIME_HYSTERESIS_ADMISSION_GOVERNOR,C2:000034,RESOLVED_CONTROL_OUTCOME,True,,True,False
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,XRP-USDT,2022-08-14 10:00:00+00:00,2022-08-14 11:00:00+00:00,2022-08-17 11:00:00+00:00,72,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,0.39059,0.37823,44863.96244011143,17523.415089483122,16968.896513723346,21.904268861853904,21.21112064215418,-554.5185757597756,-597.6339652637836,ROBUSTNESS_2022,4,MOMENTUM_BREAKOUT,1,0.0025908333333333,0.39235,RISK_ON,TRANSITION,SUPPORTIVE,STRESSED,MB_SUPPORTED,,REGIME_HYSTERESIS_ADMISSION_GOVERNOR,C2:000035,RESOLVED_CONTROL_OUTCOME,True,,True,False
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,SOL-USDT,2022-10-29 04:00:00+00:00,2022-10-29 05:00:00+00:00,2022-11-01 05:00:00+00:00,72,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,32.897,32.615,522.9691331908317,17204.11557457879,17056.63827901898,21.505144468223488,21.320797848773722,-147.47729555981277,-190.30323787681,ROBUSTNESS_2022,5,MOMENTUM_BREAKOUT,1,0.3729999999999993,34.394,RISK_ON,TRANSITION,SUPPORTIVE,STRESSED,MB_SUPPORTED,,REGIME_HYSTERESIS_ADMISSION_GOVERNOR,C2:000036,RESOLVED_CONTROL_OUTCOME,True,,True,False
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,ETH-USDT,2022-10-29 09:00:00+00:00,2022-10-29 10:00:00+00:00,2022-11-01 10:00:00+00:00,72,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,1628.82,1587.88,10.603402309919584,17271.033750443217,16836.93045987511,21.588792188054022,21.04616307484389,-434.1032905681059,-476.7382458310038,ROBUSTNESS_2022,2,MOMENTUM_BREAKOUT,1,18.329583333333336,1663.71,RISK_ON,TRANSITION,SUPPORTIVE,STRESSED,MB_SUPPORTED,,REGIME_HYSTERESIS_ADMISSION_GOVERNOR,C2:000037,RESOLVED_CONTROL_OUTCOME,True,,True,False
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,ADA-USDT,2022-10-29 17:00:00+00:00,2022-10-29 18:00:00+00:00,2022-11-01 18:00:00+00:00,72,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,0.430292,0.401296,40036.06475136944,17227.19837399626,16066.31264046555,21.533997967495324,20.08289080058194,-1160.8857335307093,-1202.5026222987865,ROBUSTNESS_2022,7,MOMENTUM_BREAKOUT,1,0.0043868333333333,0.4325,RISK_ON,TRANSITION,SUPPORTIVE,STRESSED,MB_SUPPORTED,,REGIME_HYSTERESIS_ADMISSION_GOVERNOR,C2:000038,RESOLVED_CONTROL_OUTCOME,True,,True,False
RD31_REGIME_HYSTERESIS_CONTROL,UNION_FOCUS,C2,1.0,LUNC-USDT,2022-10-30 09:00:00+00:00,2022-10-30 10:00:00+00:00,2022-11-02 10:00:00+00:00,72,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,0.00025584,0.0002222,66675955.4694455,17058.376447302937,14815.39730531079,21.32297055912867,18.519246631638488,-2242.9791419921476,-2282.821359182915,ROBUSTNESS_2022,4,MOMENTUM_BREAKOUT,1,3.4574999999999974e-06,0.0002574,RISK_ON,TRANSITION,SUPPORTIVE,STRESSED,MB_SUPPORTED,,REGIME_HYSTERESIS_ADMISSION_GOVERNOR,C2:000039,RESOLVED_CONTROL_OUTCOME,True,,True,False
