architecture_id,variant_id,engine_id,trade_count,net_pnl,return_on_initial_equity,win_rate,profit_factor,average_r,median_r,positive_net_contribution
COMPOSITE_ALPHA_V1,BASELINE,COMPRESSION_EXPANSION_SPECIALIST,275,17818.28728326049,0.17818287283260492,0.38545454545454544,1.2461729181032934,0.12958754387825816,-0.6212292177712827,True
COMPOSITE_ALPHA_V1,BASELINE,TREND_CONTINUATION_CORE,279,31295.910861410604,0.31295910861410603,0.4265232974910394,1.4314383281181884,0.22434344703520145,-0.6124045985380443,True
COMPOSITE_ALPHA_V1,TREND_STRONG_BULL_STRUCTURE_BREADTH,COMPRESSION_EXPANSION_SPECIALIST,273,18601.286102635848,0.18601286102635847,0.3882783882783883,1.259801083691968,0.13627315826106848,-0.616388536641294,True
COMPOSITE_ALPHA_V1,TREND_STRONG_BULL_STRUCTURE_BREADTH,TREND_CONTINUATION_CORE,287,36841.92063550188,0.36841920635501885,0.4250871080139373,1.4983896992309118,0.25673812289548353,-0.6071062149737114,True
COMPOSITE_ALPHA_V1,TREND_STRONG_BULL_DIAGNOSTIC_BREADTH,COMPRESSION_EXPANSION_SPECIALIST,250,6329.590096706797,0.06329590096706797,0.372,1.092813873631188,0.05063672077365438,-0.6287229492212798,True
COMPOSITE_ALPHA_V1,TREND_STRONG_BULL_DIAGNOSTIC_BREADTH,TREND_CONTINUATION_CORE,433,50894.36479967162,0.5089436479967162,0.4226327944572748,1.4446047648858793,0.23507789745806754,-0.6526299559762563,True
COMPOSITE_ALPHA_V1,COMPRESSION_STRONG_BULL_STRUCTURE_BREADTH,COMPRESSION_EXPANSION_SPECIALIST,349,16496.931662545438,0.1649693166254544,0.335243553008596,1.1821389626070458,0.0945382903297733,-0.565384594279932,True
COMPOSITE_ALPHA_V1,COMPRESSION_STRONG_BULL_STRUCTURE_BREADTH,TREND_CONTINUATION_CORE,272,27415.760080495365,0.27415760080495366,0.4227941176470588,1.3825972344739306,0.201586471180113,-0.6513803814553478,True
COMPOSITE_ALPHA_V1,DUAL_STRONG_BULL_STRUCTURE_BREADTH,COMPRESSION_EXPANSION_SPECIALIST,347,17279.930481920794,0.17279930481920794,0.3371757925072046,1.1924475720052494,0.09959614110617172,-0.5451564469923431,True
COMPOSITE_ALPHA_V1,DUAL_STRONG_BULL_STRUCTURE_BREADTH,TREND_CONTINUATION_CORE,280,32961.76985458665,0.32961769854586653,0.42142857142857143,1.4512817267158775,0.2354412132470475,-0.6268946469576007,True
COMPOSITE_ALPHA_V1,TREND_COOLDOWN_12H,COMPRESSION_EXPANSION_SPECIALIST,274,18361.824993182123,0.18361824993182121,0.38686131386861317,1.2556017066141603,0.1340279196582637,-0.6188088772062883,True
COMPOSITE_ALPHA_V1,TREND_COOLDOWN_12H,TREND_CONTINUATION_CORE,316,43906.799054580326,0.43906799054580326,0.43670886075949367,1.5371688550197984,0.2778911332568376,-0.6097554067558779,True
COMPOSITE_ALPHA_V1,CONSENSUS_RISK_075,COMPRESSION_EXPANSION_SPECIALIST,275,17818.28728326049,0.17818287283260492,0.38545454545454544,1.2461729181032934,0.12958754387825816,-0.6212292177712827,True
COMPOSITE_ALPHA_V1,CONSENSUS_RISK_075,TREND_CONTINUATION_CORE,279,32612.37875520995,0.3261237875520995,0.4265232974910394,1.4297558716168643,0.22434344703520145,-0.6124045985380443,True
COMPOSITE_ALPHA_V1,STRONG_BULL_RISK_075,COMPRESSION_EXPANSION_SPECIALIST,275,25624.773878400752,0.25624773878400753,0.38545454545454544,1.2399328843161768,0.12958754387825816,-0.6212292177712827,True
COMPOSITE_ALPHA_V1,STRONG_BULL_RISK_075,TREND_CONTINUATION_CORE,279,43961.20521292513,0.4396120521292513,0.4265232974910394,1.4241359234129258,0.22434344703520143,-0.6124045985380443,True
COMPOSITE_ALPHA_V1,STRONG_BULL_RISK_100,COMPRESSION_EXPANSION_SPECIALIST,275,33431.26047354102,0.3343126047354102,0.38545454545454544,1.2367345670004257,0.12958754387825816,-0.6212292177712827,True
COMPOSITE_ALPHA_V1,STRONG_BULL_RISK_100,TREND_CONTINUATION_CORE,279,56626.499564439684,0.5662649956443968,0.4265232974910394,1.4202051642136642,0.22434344703520145,-0.6124045985380443,True
COMPOSITE_ALPHA_V1,EVIDENCE_COMPOSITE_EXPANSION,COMPRESSION_EXPANSION_SPECIALIST,272,27614.57867234623,0.2761457867234623,0.3897058823529412,1.263472866273989,0.1407707633276285,-0.6151128375609818,True
COMPOSITE_ALPHA_V1,EVIDENCE_COMPOSITE_EXPANSION,TREND_CONTINUATION_CORE,324,64021.977673002155,0.6402197767300215,0.4351851851851852,1.5390109178496427,0.2645128093992445,-0.6044803447268257,True
