architecture_id,variant_id,symbol,trade_count,net_pnl,return_on_initial_equity,win_rate,profit_factor,average_r,median_r,average_mfe_r,average_mae_r,average_holding_bars
COMPOSITE_ALPHA_V1,BASELINE,AVAX/USDT,39,1051.1059375329742,0.010511059375329741,0.28205128205128205,1.0703477117930784,0.05390286859143457,-1.0604818949190178,1.650259903538054,-1.0668823585166156,12.717948717948717
COMPOSITE_ALPHA_V1,BASELINE,BTC/USDT,214,14068.767877647519,0.14068767877647517,0.3644859813084112,1.2859071538768532,0.13148381194063105,-0.5325406241575364,2.307123651818332,-1.1988141399188175,16.574766355140188
COMPOSITE_ALPHA_V1,BASELINE,ETH/USDT,190,24000.95515860391,0.2400095515860391,0.48947368421052634,1.5369594212290807,0.25264163324846217,-0.2123790319311863,2.322137775939009,-0.9598083911511052,17.54736842105263
COMPOSITE_ALPHA_V1,BASELINE,LINK/USDT,38,3944.286545460228,0.03944286545460228,0.2894736842105263,1.2799993463514794,0.20759402870843302,-1.0738557053750335,2.488952614052407,-1.0735186432912496,13.157894736842104
COMPOSITE_ALPHA_V1,BASELINE,NEAR/USDT,23,3978.9973262813614,0.03978997326281362,0.5217391304347826,1.6660884197491121,0.3459997675027271,0.04702345299580135,2.267788332579643,-0.8584521895418347,17.391304347826086
COMPOSITE_ALPHA_V1,BASELINE,SOL/USDT,50,2070.0852991451047,0.02070085299145105,0.4,1.1292806044619421,0.08280341196580418,-1.069155600608866,1.9126105805454465,-1.0054972338508243,13.86
COMPOSITE_ALPHA_V1,TREND_STRONG_BULL_STRUCTURE_BREADTH,AVAX/USDT,39,1051.1059375329742,0.010511059375329741,0.28205128205128205,1.0703477117930784,0.05390286859143457,-1.0604818949190178,1.650259903538054,-1.0668823585166156,12.717948717948717
COMPOSITE_ALPHA_V1,TREND_STRONG_BULL_STRUCTURE_BREADTH,BTC/USDT,216,13025.317067126354,0.13025317067126355,0.3611111111111111,1.2638100647293056,0.12060478765857734,-0.5325406241575364,2.2826803305030574,-1.197123312328006,16.27777777777778
COMPOSITE_ALPHA_V1,TREND_STRONG_BULL_STRUCTURE_BREADTH,ETH/USDT,194,31373.41456259171,0.3137341456259171,0.4948453608247423,1.6951496572521725,0.3234372635318733,-0.00680192061052879,2.4104650960863743,-0.9570691482907508,17.896907216494846
COMPOSITE_ALPHA_V1,TREND_STRONG_BULL_STRUCTURE_BREADTH,LINK/USDT,38,3944.286545460228,0.03944286545460228,0.2894736842105263,1.2799993463514794,0.20759402870843302,-1.0738557053750335,2.488952614052407,-1.0735186432912496,13.157894736842104
COMPOSITE_ALPHA_V1,TREND_STRONG_BULL_STRUCTURE_BREADTH,NEAR/USDT,23,3978.9973262813614,0.03978997326281362,0.5217391304347826,1.6660884197491121,0.3459997675027271,0.04702345299580135,2.267788332579643,-0.8584521895418347,17.391304347826086
COMPOSITE_ALPHA_V1,TREND_STRONG_BULL_STRUCTURE_BREADTH,SOL/USDT,50,2070.0852991451047,0.02070085299145105,0.4,1.1292806044619421,0.08280341196580418,-1.069155600608866,1.9126105805454465,-1.0054972338508243,13.86
COMPOSITE_ALPHA_V1,TREND_STRONG_BULL_DIAGNOSTIC_BREADTH,AVAX/USDT,39,1051.1059375329742,0.010511059375329741,0.28205128205128205,1.0703477117930784,0.05390286859143457,-1.0604818949190178,1.650259903538054,-1.0668823585166156,12.717948717948717
COMPOSITE_ALPHA_V1,TREND_STRONG_BULL_DIAGNOSTIC_BREADTH,BTC/USDT,253,11521.85721805157,0.11521857218051569,0.36363636363636365,1.1924610686257975,0.09108187524151436,-0.5517787605528076,2.214250252754254,-1.1882427155052637,16.52173913043478
COMPOSITE_ALPHA_V1,TREND_STRONG_BULL_DIAGNOSTIC_BREADTH,ETH/USDT,234,24734.577927494945,0.24734577927494947,0.44871794871794873,1.4093529270292002,0.21140664895294822,-0.6472142377832817,2.2184165572645007,-0.9674733254977634,17.21794871794872
COMPOSITE_ALPHA_V1,TREND_STRONG_BULL_DIAGNOSTIC_BREADTH,LINK/USDT,68,8205.41753966349,0.08205417539663488,0.39705882352941174,1.3789435749120817,0.24133580999010268,-1.0647151693710453,2.3894421019021466,-1.0278518176995117,14.558823529411764
