architecture_id,variant_id,period,start_equity,end_equity,return,trade_count
COMPOSITE_ALPHA_V1,BASELINE,2019,100000.0,96494.824739251,-0.03505175260749005,15
COMPOSITE_ALPHA_V1,BASELINE,2020,96494.824739251,125767.42887424563,0.3033593170835356,112
COMPOSITE_ALPHA_V1,BASELINE,2021,125767.42887424563,134950.40254598702,0.07301551565408415,132
COMPOSITE_ALPHA_V1,BASELINE,2022,134950.40254598702,135190.41024873272,0.0017784882313627293,17
COMPOSITE_ALPHA_V1,BASELINE,2023,135190.41024873272,147444.41060064532,0.09064252656210492,104
COMPOSITE_ALPHA_V1,BASELINE,2024,147444.41060064532,149114.19814467017,0.011324861601891945,174
COMPOSITE_ALPHA_V1,BASELINE,2025,149114.19814467017,149114.19814467017,0.0,0
COMPOSITE_ALPHA_V1,TREND_STRONG_BULL_STRUCTURE_BREADTH,2019,100000.0,96494.824739251,-0.03505175260749005,15
COMPOSITE_ALPHA_V1,TREND_STRONG_BULL_STRUCTURE_BREADTH,2020,96494.824739251,125333.43737520398,0.2988617546472663,113
COMPOSITE_ALPHA_V1,TREND_STRONG_BULL_STRUCTURE_BREADTH,2021,125333.43737520398,142322.20307240242,0.13554854995590748,134
COMPOSITE_ALPHA_V1,TREND_STRONG_BULL_STRUCTURE_BREADTH,2022,142322.20307240242,142562.21077514812,0.0016863686590320448,17
COMPOSITE_ALPHA_V1,TREND_STRONG_BULL_STRUCTURE_BREADTH,2023,142562.21077514812,155078.1330670391,0.08779270624268953,106
COMPOSITE_ALPHA_V1,TREND_STRONG_BULL_STRUCTURE_BREADTH,2024,155078.1330670391,155443.20673813648,0.002354127328445088,175
COMPOSITE_ALPHA_V1,TREND_STRONG_BULL_STRUCTURE_BREADTH,2025,155443.20673813648,155443.20673813648,0.0,0
COMPOSITE_ALPHA_V1,TREND_STRONG_BULL_DIAGNOSTIC_BREADTH,2019,100000.0,96212.01029097132,-0.03787989709028683,16
COMPOSITE_ALPHA_V1,TREND_STRONG_BULL_DIAGNOSTIC_BREADTH,2020,96212.01029097132,124088.14400684657,0.2897365269842116,134
COMPOSITE_ALPHA_V1,TREND_STRONG_BULL_DIAGNOSTIC_BREADTH,2021,124088.14400684657,136090.4281066833,0.09672385864014932,172
COMPOSITE_ALPHA_V1,TREND_STRONG_BULL_DIAGNOSTIC_BREADTH,2022,136090.4281066833,136330.43580942904,0.0017635898871417588,17
COMPOSITE_ALPHA_V1,TREND_STRONG_BULL_DIAGNOSTIC_BREADTH,2023,136330.43580942904,151148.06765584744,0.10868909615407807,133
COMPOSITE_ALPHA_V1,TREND_STRONG_BULL_DIAGNOSTIC_BREADTH,2024,151148.06765584744,157223.95489637722,0.040198246228090095,211
COMPOSITE_ALPHA_V1,TREND_STRONG_BULL_DIAGNOSTIC_BREADTH,2025,157223.95489637722,157223.95489637722,0.0,0
COMPOSITE_ALPHA_V1,COMPRESSION_STRONG_BULL_STRUCTURE_BREADTH,2019,100000.0,95679.17158335095,-0.043208284166490474,17
COMPOSITE_ALPHA_V1,COMPRESSION_STRONG_BULL_STRUCTURE_BREADTH,2020,95679.17158335095,126246.55158993702,0.31947789159061935,126
COMPOSITE_ALPHA_V1,COMPRESSION_STRONG_BULL_STRUCTURE_BREADTH,2021,126246.55158993702,139485.74445556736,0.1048677583577311,134
COMPOSITE_ALPHA_V1,COMPRESSION_STRONG_BULL_STRUCTURE_BREADTH,2022,139485.74445556736,139102.94863647144,-0.002744336495388966,17
COMPOSITE_ALPHA_V1,COMPRESSION_STRONG_BULL_STRUCTURE_BREADTH,2023,139102.94863647144,150758.33508398515,0.08378964329486394,133
COMPOSITE_ALPHA_V1,COMPRESSION_STRONG_BULL_STRUCTURE_BREADTH,2024,150758.33508398515,143912.69174303976,-0.04540805877918319,194
COMPOSITE_ALPHA_V1,COMPRESSION_STRONG_BULL_STRUCTURE_BREADTH,2025,143912.69174303976,143912.69174303976,0.0,0
COMPOSITE_ALPHA_V1,DUAL_STRONG_BULL_STRUCTURE_BREADTH,2019,100000.0,95679.17158335095,-0.043208284166490474,17
COMPOSITE_ALPHA_V1,DUAL_STRONG_BULL_STRUCTURE_BREADTH,2020,95679.17158335095,125812.56009089538,0.3149419879884068,127
COMPOSITE_ALPHA_V1,DUAL_STRONG_BULL_STRUCTURE_BREADTH,2021,125812.56009089538,146857.54498198276,0.16727252728887398,136
COMPOSITE_ALPHA_V1,DUAL_STRONG_BULL_STRUCTURE_BREADTH,2022,146857.54498198276,146474.74916288684,-0.0026065791794550597,17
COMPOSITE_ALPHA_V1,DUAL_STRONG_BULL_STRUCTURE_BREADTH,2023,146474.74916288684,158392.05755037905,0.08136083833971686,135
COMPOSITE_ALPHA_V1,DUAL_STRONG_BULL_STRUCTURE_BREADTH,2024,158392.05755037905,150241.70033650624,-0.051456855475726426,195
COMPOSITE_ALPHA_V1,DUAL_STRONG_BULL_STRUCTURE_BREADTH,2025,150241.70033650624,150241.70033650624,0.0,0
COMPOSITE_ALPHA_V1,TREND_COOLDOWN_12H,2019,100000.0,96494.824739251,-0.03505175260749005,15
COMPOSITE_ALPHA_V1,TREND_COOLDOWN_12H,2020,96494.824739251,124095.42912018839,0.2860319655019836,122
COMPOSITE_ALPHA_V1,TREND_COOLDOWN_12H,2021,124095.42912018839,140954.69182780842,0.13585724169817381,143
COMPOSITE_ALPHA_V1,TREND_COOLDOWN_12H,2022,140954.69182780842,140666.03345142127,-0.0020478805823631596,18
COMPOSITE_ALPHA_V1,TREND_COOLDOWN_12H,2023,140666.03345142127,159561.66614803884,0.1343297470824265,108
COMPOSITE_ALPHA_V1,TREND_COOLDOWN_12H,2024,159561.66614803884,162268.62404776114,0.01696496386049784,184
COMPOSITE_ALPHA_V1,TREND_COOLDOWN_12H,2025,162268.62404776114,162268.62404776114,0.0,0
COMPOSITE_ALPHA_V1,CONSENSUS_RISK_075,2019,100000.0,96395.75512137535,-0.03604244878624652,15
COMPOSITE_ALPHA_V1,CONSENSUS_RISK_075,2020,96395.75512137535,127335.93273157625,0.32097033288699306,112
COMPOSITE_ALPHA_V1,CONSENSUS_RISK_075,2021,127335.93273157625,136829.3882560168,0.07455441147513886,132
COMPOSITE_ALPHA_V1,CONSENSUS_RISK_075,2022,136829.3882560168,137069.3959587625,0.001754065451908815,17
COMPOSITE_ALPHA_V1,CONSENSUS_RISK_075,2023,137069.3959587625,148783.4432234284,0.08546070538014239,104
COMPOSITE_ALPHA_V1,CONSENSUS_RISK_075,2024,148783.4432234284,150430.6660384694,0.011071277686236725,174
COMPOSITE_ALPHA_V1,CONSENSUS_RISK_075,2025,150430.6660384694,150430.6660384694,0.0,0
COMPOSITE_ALPHA_V1,STRONG_BULL_RISK_075,2019,100000.0,95490.52571550729,-0.045094742844927094,15
COMPOSITE_ALPHA_V1,STRONG_BULL_RISK_075,2020,95490.52571550729,133720.1388494036,0.40034980274161347,112
COMPOSITE_ALPHA_V1,STRONG_BULL_RISK_075,2021,133720.1388494036,147876.3634583591,0.10586456707839886,132
COMPOSITE_ALPHA_V1,STRONG_BULL_RISK_075,2022,147876.3634583591,147684.1242556565,-0.0012999995280295051,17
COMPOSITE_ALPHA_V1,STRONG_BULL_RISK_075,2023,147684.1242556565,166822.68516253986,0.12959118661767954,104
COMPOSITE_ALPHA_V1,STRONG_BULL_RISK_075,2024,166822.68516253986,169585.97909132738,0.016564257589398945,174
COMPOSITE_ALPHA_V1,STRONG_BULL_RISK_075,2025,169585.97909132738,169585.97909132738,0.0,0
COMPOSITE_ALPHA_V1,STRONG_BULL_RISK_100,2019,100000.0,94486.22669176359,-0.05513773308236414,15
COMPOSITE_ALPHA_V1,STRONG_BULL_RISK_100,2020,94486.22669176359,141672.84882456108,0.49940212224509084,112
COMPOSITE_ALPHA_V1,STRONG_BULL_RISK_100,2021,141672.84882456108,160802.32437073038,0.1350256997362851,132
COMPOSITE_ALPHA_V1,STRONG_BULL_RISK_100,2022,160802.32437073038,160177.8382625794,-0.003883563938486434,17
COMPOSITE_ALPHA_V1,STRONG_BULL_RISK_100,2023,160177.8382625794,186200.95972443296,0.16246393224007605,104
COMPOSITE_ALPHA_V1,STRONG_BULL_RISK_100,2024,186200.95972443296,190057.76003798144,0.02071310652349112,174
COMPOSITE_ALPHA_V1,STRONG_BULL_RISK_100,2025,190057.76003798144,190057.76003798144,0.0,0
COMPOSITE_ALPHA_V1,EVIDENCE_COMPOSITE_EXPANSION,2019,100000.0,95490.52571550729,-0.045094742844927094,15
COMPOSITE_ALPHA_V1,EVIDENCE_COMPOSITE_EXPANSION,2020,95490.52571550729,133084.72160538327,0.3936955588859097,124
COMPOSITE_ALPHA_V1,EVIDENCE_COMPOSITE_EXPANSION,2021,133084.72160538327,158755.37976815685,0.19288959583873977,143
COMPOSITE_ALPHA_V1,EVIDENCE_COMPOSITE_EXPANSION,2022,158755.37976815685,158034.4744863214,-0.00454098174744233,18
COMPOSITE_ALPHA_V1,EVIDENCE_COMPOSITE_EXPANSION,2023,158034.4744863214,187802.06896736808,0.18836139758621595,110
COMPOSITE_ALPHA_V1,EVIDENCE_COMPOSITE_EXPANSION,2024,187802.06896736808,191636.5563453498,0.020417705721058832,186
COMPOSITE_ALPHA_V1,EVIDENCE_COMPOSITE_EXPANSION,2025,191636.5563453498,191636.5563453498,0.0,0
