architecture_id,variant_id,window_id,start,end,days,architecture_return,equal_weight_return,capture_ratio,high_opportunity_window,strategic_bull_adequacy
COMPOSITE_ALPHA_V1,BASELINE,1,2019-05-01T00:00:00+00:00,2019-09-20T00:00:00+00:00,143,-0.009345996892299757,0.6437975137033425,-0.014516981959961915,False,
COMPOSITE_ALPHA_V1,BASELINE,2,2020-05-27T00:00:00+00:00,2021-05-15T00:00:00+00:00,354,0.23949660204754664,8.977084241529303,0.026678662648569162,True,False
COMPOSITE_ALPHA_V1,BASELINE,3,2021-08-15T00:00:00+00:00,2021-09-21T00:00:00+00:00,38,-0.04987237921823262,0.33154791649728477,-0.15042284006825016,False,
COMPOSITE_ALPHA_V1,BASELINE,4,2021-10-01T00:00:00+00:00,2021-12-04T00:00:00+00:00,65,0.01463971789743379,0.37052437252117865,0.03951080949903506,False,
COMPOSITE_ALPHA_V1,BASELINE,5,2023-03-13T00:00:00+00:00,2023-06-14T00:00:00+00:00,94,-0.011556003820150984,-0.15141585105211164,,False,
COMPOSITE_ALPHA_V1,BASELINE,6,2023-10-23T00:00:00+00:00,2024-06-02T00:00:00+00:00,224,0.11546829762010469,2.667291938689029,0.04329046098975474,True,False
COMPOSITE_ALPHA_V1,BASELINE,7,2024-10-28T00:00:00+00:00,2025-01-01T00:00:00+00:00,66,-0.07032157620570234,0.37373514866458524,-0.18815885114625278,False,
COMPOSITE_ALPHA_V1,TREND_STRONG_BULL_STRUCTURE_BREADTH,1,2019-05-01T00:00:00+00:00,2019-09-20T00:00:00+00:00,143,-0.009345996892299757,0.6437975137033425,-0.014516981959961915,False,
COMPOSITE_ALPHA_V1,TREND_STRONG_BULL_STRUCTURE_BREADTH,2,2020-05-27T00:00:00+00:00,2021-05-15T00:00:00+00:00,354,0.29457511409501436,8.977084241529303,0.0328141193921593,True,False
COMPOSITE_ALPHA_V1,TREND_STRONG_BULL_STRUCTURE_BREADTH,3,2021-08-15T00:00:00+00:00,2021-09-21T00:00:00+00:00,38,-0.0353984075914876,0.33154791649728477,-0.10676709407636256,False,
COMPOSITE_ALPHA_V1,TREND_STRONG_BULL_STRUCTURE_BREADTH,4,2021-10-01T00:00:00+00:00,2021-12-04T00:00:00+00:00,65,0.013870085523157716,0.37052437252117865,0.03743366577691167,False,
COMPOSITE_ALPHA_V1,TREND_STRONG_BULL_STRUCTURE_BREADTH,5,2023-03-13T00:00:00+00:00,2023-06-14T00:00:00+00:00,94,-0.010947587151555749,-0.15141585105211164,,False,
COMPOSITE_ALPHA_V1,TREND_STRONG_BULL_STRUCTURE_BREADTH,6,2023-10-23T00:00:00+00:00,2024-06-02T00:00:00+00:00,224,0.10953718030501758,2.667291938689029,0.04106681339083377,True,False
COMPOSITE_ALPHA_V1,TREND_STRONG_BULL_STRUCTURE_BREADTH,7,2024-10-28T00:00:00+00:00,2025-01-01T00:00:00+00:00,66,-0.0724302757403722,0.37373514866458524,-0.19380108078990435,False,
COMPOSITE_ALPHA_V1,TREND_STRONG_BULL_DIAGNOSTIC_BREADTH,1,2019-05-01T00:00:00+00:00,2019-09-20T00:00:00+00:00,143,-0.012174141375096648,0.6437975137033425,-0.01890989187744271,False,
COMPOSITE_ALPHA_V1,TREND_STRONG_BULL_DIAGNOSTIC_BREADTH,2,2020-05-27T00:00:00+00:00,2021-05-15T00:00:00+00:00,354,0.26703984571975514,8.977084241529303,0.029746835223444804,True,False
COMPOSITE_ALPHA_V1,TREND_STRONG_BULL_DIAGNOSTIC_BREADTH,3,2021-08-15T00:00:00+00:00,2021-09-21T00:00:00+00:00,38,-0.036840296744976686,0.33154791649728477,-0.11111605566454644,False,
COMPOSITE_ALPHA_V1,TREND_STRONG_BULL_DIAGNOSTIC_BREADTH,4,2021-10-01T00:00:00+00:00,2021-12-04T00:00:00+00:00,65,0.006900552129919024,0.37052437252117865,0.018623746888673562,False,
COMPOSITE_ALPHA_V1,TREND_STRONG_BULL_DIAGNOSTIC_BREADTH,5,2023-03-13T00:00:00+00:00,2023-06-14T00:00:00+00:00,94,-0.016653799196646557,-0.15141585105211164,,False,
COMPOSITE_ALPHA_V1,TREND_STRONG_BULL_DIAGNOSTIC_BREADTH,6,2023-10-23T00:00:00+00:00,2024-06-02T00:00:00+00:00,224,0.14581929884712763,2.667291938689029,0.0546694183460089,True,False
COMPOSITE_ALPHA_V1,TREND_STRONG_BULL_DIAGNOSTIC_BREADTH,7,2024-10-28T00:00:00+00:00,2025-01-01T00:00:00+00:00,66,-0.04890243133250294,0.37373514866458524,-0.13084782500987413,False,
COMPOSITE_ALPHA_V1,COMPRESSION_STRONG_BULL_STRUCTURE_BREADTH,1,2019-05-01T00:00:00+00:00,2019-09-20T00:00:00+00:00,143,-0.01750252845130018,0.6437975137033425,-0.027186387146200176,False,
COMPOSITE_ALPHA_V1,COMPRESSION_STRONG_BULL_STRUCTURE_BREADTH,2,2020-05-27T00:00:00+00:00,2021-05-15T00:00:00+00:00,354,0.27892129113791153,8.977084241529303,0.03107036579289085,True,False
