architecture_id,variant_id,window_id,start,end,days,architecture_return,equal_weight_return,capture_ratio,high_opportunity_window,strategic_bull_adequacy
COMPOSITE_ALPHA_V1,COMPRESSION_STRONG_BULL_STRUCTURE_BREADTH,3,2021-08-15T00:00:00+00:00,2021-09-21T00:00:00+00:00,38,-0.03509297627324959,0.33154791649728477,-0.10584586579218326,False,
COMPOSITE_ALPHA_V1,COMPRESSION_STRONG_BULL_STRUCTURE_BREADTH,4,2021-10-01T00:00:00+00:00,2021-12-04T00:00:00+00:00,65,0.0141111972042689,0.37052437252117865,0.03808439673819925,False,
COMPOSITE_ALPHA_V1,COMPRESSION_STRONG_BULL_STRUCTURE_BREADTH,5,2023-03-13T00:00:00+00:00,2023-06-14T00:00:00+00:00,94,-0.01671125170255472,-0.15141585105211164,,False,
COMPOSITE_ALPHA_V1,COMPRESSION_STRONG_BULL_STRUCTURE_BREADTH,6,2023-10-23T00:00:00+00:00,2024-06-02T00:00:00+00:00,224,0.07943826657109643,2.667291938689029,0.029782366683918465,True,False
COMPOSITE_ALPHA_V1,COMPRESSION_STRONG_BULL_STRUCTURE_BREADTH,7,2024-10-28T00:00:00+00:00,2025-01-01T00:00:00+00:00,66,-0.083935389376672,0.37373514866458524,-0.22458521676804125,False,
COMPOSITE_ALPHA_V1,DUAL_STRONG_BULL_STRUCTURE_BREADTH,1,2019-05-01T00:00:00+00:00,2019-09-20T00:00:00+00:00,143,-0.01750252845130018,0.6437975137033425,-0.027186387146200176,False,
COMPOSITE_ALPHA_V1,DUAL_STRONG_BULL_STRUCTURE_BREADTH,2,2020-05-27T00:00:00+00:00,2021-05-15T00:00:00+00:00,354,0.33468436622690856,8.977084241529303,0.03728207926117144,True,False
COMPOSITE_ALPHA_V1,DUAL_STRONG_BULL_STRUCTURE_BREADTH,3,2021-08-15T00:00:00+00:00,2021-09-21T00:00:00+00:00,38,-0.021479138663269004,0.33154791649728477,-0.06478441755927883,False,
COMPOSITE_ALPHA_V1,DUAL_STRONG_BULL_STRUCTURE_BREADTH,4,2021-10-01T00:00:00+00:00,2021-12-04T00:00:00+00:00,65,0.01339477229528585,0.37052437252117865,0.036150853462467505,False,
COMPOSITE_ALPHA_V1,DUAL_STRONG_BULL_STRUCTURE_BREADTH,5,2023-03-13T00:00:00+00:00,2023-06-14T00:00:00+00:00,94,-0.015858463308752846,-0.15141585105211164,,False,
COMPOSITE_ALPHA_V1,DUAL_STRONG_BULL_STRUCTURE_BREADTH,6,2023-10-23T00:00:00+00:00,2024-06-02T00:00:00+00:00,224,0.07538041674971452,2.667291938689029,0.028261029719440427,True,False
COMPOSITE_ALPHA_V1,DUAL_STRONG_BULL_STRUCTURE_BREADTH,7,2024-10-28T00:00:00+00:00,2025-01-01T00:00:00+00:00,66,-0.08549074536566847,0.37373514866458524,-0.2287468697315209,False,
COMPOSITE_ALPHA_V1,TREND_COOLDOWN_12H,1,2019-05-01T00:00:00+00:00,2019-09-20T00:00:00+00:00,143,-0.009345996892299757,0.6437975137033425,-0.014516981959961915,False,
COMPOSITE_ALPHA_V1,TREND_COOLDOWN_12H,2,2020-05-27T00:00:00+00:00,2021-05-15T00:00:00+00:00,354,0.2766943128663708,8.977084241529303,0.03082229211867507,True,False
COMPOSITE_ALPHA_V1,TREND_COOLDOWN_12H,3,2021-08-15T00:00:00+00:00,2021-09-21T00:00:00+00:00,38,-0.0351118580869324,0.33154791649728477,-0.10590281627428037,False,
COMPOSITE_ALPHA_V1,TREND_COOLDOWN_12H,4,2021-10-01T00:00:00+00:00,2021-12-04T00:00:00+00:00,65,0.010124694968398407,0.37052437252117865,0.02732531439026914,False,
COMPOSITE_ALPHA_V1,TREND_COOLDOWN_12H,5,2023-03-13T00:00:00+00:00,2023-06-14T00:00:00+00:00,94,-0.011145271848618576,-0.15141585105211164,,False,
COMPOSITE_ALPHA_V1,TREND_COOLDOWN_12H,6,2023-10-23T00:00:00+00:00,2024-06-02T00:00:00+00:00,224,0.14060702596707353,2.667291938689029,0.05271527421785773,True,False
COMPOSITE_ALPHA_V1,TREND_COOLDOWN_12H,7,2024-10-28T00:00:00+00:00,2025-01-01T00:00:00+00:00,66,-0.055878014127078934,0.37373514866458524,-0.14951233333749825,False,
COMPOSITE_ALPHA_V1,CONSENSUS_RISK_075,1,2019-05-01T00:00:00+00:00,2019-09-20T00:00:00+00:00,143,-0.009345996892299757,0.6437975137033425,-0.014516981959961915,False,
COMPOSITE_ALPHA_V1,CONSENSUS_RISK_075,2,2020-05-27T00:00:00+00:00,2021-05-15T00:00:00+00:00,354,0.2271193287952029,8.977084241529303,0.025299899464518303,True,False
COMPOSITE_ALPHA_V1,CONSENSUS_RISK_075,3,2021-08-15T00:00:00+00:00,2021-09-21T00:00:00+00:00,38,-0.04979204177676588,0.33154791649728477,-0.15018052986972596,False,
COMPOSITE_ALPHA_V1,CONSENSUS_RISK_075,4,2021-10-01T00:00:00+00:00,2021-12-04T00:00:00+00:00,65,0.020945839552734657,0.37052437252117865,0.05653026118150277,False,
COMPOSITE_ALPHA_V1,CONSENSUS_RISK_075,5,2023-03-13T00:00:00+00:00,2023-06-14T00:00:00+00:00,94,-0.01319858230487636,-0.15141585105211164,,False,
COMPOSITE_ALPHA_V1,CONSENSUS_RISK_075,6,2023-10-23T00:00:00+00:00,2024-06-02T00:00:00+00:00,224,0.11605124347528806,2.667291938689029,0.04350901443968939,True,False
COMPOSITE_ALPHA_V1,CONSENSUS_RISK_075,7,2024-10-28T00:00:00+00:00,2025-01-01T00:00:00+00:00,66,-0.07230729172860939,0.37373514866458524,-0.19347201350200743,False,
COMPOSITE_ALPHA_V1,STRONG_BULL_RISK_075,1,2019-05-01T00:00:00+00:00,2019-09-20T00:00:00+00:00,143,-0.014018995338449192,0.6437975137033425,-0.021775472939942184,False,
COMPOSITE_ALPHA_V1,STRONG_BULL_RISK_075,2,2020-05-27T00:00:00+00:00,2021-05-15T00:00:00+00:00,354,0.35694200878311455,8.977084241529303,0.039761463653404154,True,False
COMPOSITE_ALPHA_V1,STRONG_BULL_RISK_075,3,2021-08-15T00:00:00+00:00,2021-09-21T00:00:00+00:00,38,-0.06601835880014195,0.33154791649728477,-0.19912162168777378,False,
COMPOSITE_ALPHA_V1,STRONG_BULL_RISK_075,4,2021-10-01T00:00:00+00:00,2021-12-04T00:00:00+00:00,65,0.020157503220384898,0.37052437252117865,0.05440263776233161,False,
COMPOSITE_ALPHA_V1,STRONG_BULL_RISK_075,5,2023-03-13T00:00:00+00:00,2023-06-14T00:00:00+00:00,94,-0.010691995076111516,-0.15141585105211164,,False,
COMPOSITE_ALPHA_V1,STRONG_BULL_RISK_075,6,2023-10-23T00:00:00+00:00,2024-06-02T00:00:00+00:00,224,0.1556852794880641,2.667291938689029,0.05836829378511272,True,False
COMPOSITE_ALPHA_V1,STRONG_BULL_RISK_075,7,2024-10-28T00:00:00+00:00,2025-01-01T00:00:00+00:00,66,-0.08826023659529503,0.37373514866458524,-0.2361571741664192,False,
COMPOSITE_ALPHA_V1,STRONG_BULL_RISK_100,1,2019-05-01T00:00:00+00:00,2019-09-20T00:00:00+00:00,143,-0.018691993784598626,0.6437975137033425,-0.029033963919922454,False,
COMPOSITE_ALPHA_V1,STRONG_BULL_RISK_100,2,2020-05-27T00:00:00+00:00,2021-05-15T00:00:00+00:00,354,0.47289126835183737,8.977084241529303,0.0526776017277607,True,False
COMPOSITE_ALPHA_V1,STRONG_BULL_RISK_100,3,2021-08-15T00:00:00+00:00,2021-09-21T00:00:00+00:00,38,-0.0793979060456067,0.33154791649728477,-0.23947641379992488,False,
COMPOSITE_ALPHA_V1,STRONG_BULL_RISK_100,4,2021-10-01T00:00:00+00:00,2021-12-04T00:00:00+00:00,65,0.024838355484760433,0.37052437252117865,0.06703568598133368,False,
COMPOSITE_ALPHA_V1,STRONG_BULL_RISK_100,5,2023-03-13T00:00:00+00:00,2023-06-14T00:00:00+00:00,94,-0.009960804833804016,-0.15141585105211164,,False,
COMPOSITE_ALPHA_V1,STRONG_BULL_RISK_100,6,2023-10-23T00:00:00+00:00,2024-06-02T00:00:00+00:00,224,0.18808103017528643,2.667291938689029,0.07051385243856285,True,False
COMPOSITE_ALPHA_V1,STRONG_BULL_RISK_100,7,2024-10-28T00:00:00+00:00,2025-01-01T00:00:00+00:00,66,-0.1018570183805102,0.37373514866458524,-0.27253796905231265,False,
COMPOSITE_ALPHA_V1,EVIDENCE_COMPOSITE_EXPANSION,1,2019-05-01T00:00:00+00:00,2019-09-20T00:00:00+00:00,143,-0.014018995338449192,0.6437975137033425,-0.021775472939942184,False,
COMPOSITE_ALPHA_V1,EVIDENCE_COMPOSITE_EXPANSION,2,2020-05-27T00:00:00+00:00,2021-05-15T00:00:00+00:00,354,0.4104625162009674,8.977084241529303,0.04572336687029268,True,False
COMPOSITE_ALPHA_V1,EVIDENCE_COMPOSITE_EXPANSION,3,2021-08-15T00:00:00+00:00,2021-09-21T00:00:00+00:00,38,-0.04494917824719458,0.33154791649728477,-0.13557370144886038,False,
COMPOSITE_ALPHA_V1,EVIDENCE_COMPOSITE_EXPANSION,4,2021-10-01T00:00:00+00:00,2021-12-04T00:00:00+00:00,65,0.013534573534331074,0.37052437252117865,0.036528159921672784,False,
COMPOSITE_ALPHA_V1,EVIDENCE_COMPOSITE_EXPANSION,5,2023-03-13T00:00:00+00:00,2023-06-14T00:00:00+00:00,94,-0.010012371939380316,-0.15141585105211164,,False,
COMPOSITE_ALPHA_V1,EVIDENCE_COMPOSITE_EXPANSION,6,2023-10-23T00:00:00+00:00,2024-06-02T00:00:00+00:00,224,0.1831793227343932,2.667291938689029,0.06867614304882788,True,False
COMPOSITE_ALPHA_V1,EVIDENCE_COMPOSITE_EXPANSION,7,2024-10-28T00:00:00+00:00,2025-01-01T00:00:00+00:00,66,-0.06764516384684038,0.37373514866458524,-0.18099759706451815,False,
