announcement_id,published_at,title,description,category,url,explicit_pairs,spot_explicit_pairs,candidate_symbols,non_spot,parsing_confidence,request_id
127523,2024-10-14T08:09:48+00:00,KuCoin Trading Bot Will Delist The Margin Grid of ORN/USDT,KuCoin Trading Bot Will Delist The Margin Grid of ORN/USDT,delistings,https://www.kucoin.com/announcement/kucoin-trading-bot-will-delist-the-margin-grid-of-orn-usdt?lang=en_US,ORN-USDT,,ORN,True,HIGH_EXPLICIT_PAIR,announcement_delistings_2024-10-01_2025-01-01_p1
126520,2024-10-08T07:44:11+00:00,KuCoin Trading Bot Will Delist The Margin Grid of LIT/USDT and CELR/USDT,KuCoin Trading Bot Will Delist The Margin Grid of LIT/USDT and CELR/USDT,delistings,https://www.kucoin.com/announcement/kucoin-trading-bot-will-delist-the-margin-grid-of-lit-usdt-and-celr-usdt?lang=en_US,CELR-USDT;LIT-USDT,,CELR;LIT,True,HIGH_EXPLICIT_PAIR,announcement_delistings_2024-10-01_2025-01-01_p1
1751,2019-03-26T08:03:22+00:00,Monero (XMR) Gets Listed on KuCoin!,Monero (XMR) is now available on KuCoin. Supported trading pairs include XMR/BTC and XMR/ETH.,new-listings,https://www.kucoin.com/announcement/en-monero-xmr-gets-listed-on-kucoin?lang=en_US,XMR-BTC;XMR-ETH,XMR-BTC;XMR-ETH,XMR,False,HIGH_EXPLICIT_PAIR,announcement_new-listings_2019-01-01_2019-04-01_p1
1737,2019-03-22T08:11:22+00:00,DxChain (DX) Gets Listed on KuCoin!,KuCoin is extremely proud to announce yet another great project coming to our trading platform. DxChain (DX) is now available on KuCoin. Supported trading pairs include DX/BTC and DX/ETH.,new-listings,https://www.kucoin.com/announcement/en-dxchain-dx-gets-listed-on-kucoin?lang=en_US,DX-BTC;DX-ETH,DX-BTC;DX-ETH,COMING;DX,False,HIGH_EXPLICIT_PAIR,announcement_new-listings_2019-01-01_2019-04-01_p1
1699,2019-03-14T13:55:55+00:00,Ankr Network (ANKR) Gets Listed on KuCoin!,Ankr Network (ANKR) is now available on KuCoin. Supported trading pairs include ANKR/BTC and ANKR/ETH.,new-listings,https://www.kucoin.com/announcement/en-ankr-network-ankr-gets-listed-on-kucoin?lang=en_US,ANKR-BTC;ANKR-ETH,ANKR-BTC;ANKR-ETH,ANKR,False,HIGH_EXPLICIT_PAIR,announcement_new-listings_2019-01-01_2019-04-01_p1
1677,2019-03-08T07:59:50+00:00,Fetch.Ai (FET) Gets Listed on KuCoin!,KuCoin is extremely proud to announce yet another great project coming to our trading platform. Fetch.Ai (FET) is now available on KuCoin. Supported trading pairs include FET/BTC and FET/ETH.,new-listings,https://www.kucoin.com/announcement/en-fetch-ai-fet-gets-listed-on-kucoin?lang=en_US,FET-BTC;FET-ETH,FET-BTC;FET-ETH,COMING;FET,False,HIGH_EXPLICIT_PAIR,announcement_new-listings_2019-01-01_2019-04-01_p1
1638,2019-02-28T02:01:14+00:00,Energi (NRG) Gets Listed on KuCoin!,Energi (NRG) is now available on KuCoin. Supported trading pair includes NRG/BTC.,new-listings,https://www.kucoin.com/announcement/784-20?lang=en_US,NRG-BTC,NRG-BTC,NRG,False,HIGH_EXPLICIT_PAIR,announcement_new-listings_2019-01-01_2019-04-01_p1
1635,2019-02-27T08:01:11+00:00,HotNow (HOT) Gets Listed on KuCoin! World Premiere!,HotNow (HOT) is now available on KuCoin. Supported trading pairs include HOT/BTC and HOT/ETH.,new-listings,https://www.kucoin.com/announcement/782-20?lang=en_US,HOT-BTC;HOT-ETH,HOT-BTC;HOT-ETH,HOT,False,HIGH_EXPLICIT_PAIR,announcement_new-listings_2019-01-01_2019-04-01_p1
1618,2019-02-26T08:44:38+00:00,Caspian (CSP) Gets Listed on KuCoin! World Premiere!,Caspian (CSP) is now available on KuCoin. Supported trading pairs include CSP/BTC and CSP/ETH.,new-listings,https://www.kucoin.com/announcement/772-20?lang=en_US,CSP-BTC;CSP-ETH,CSP-BTC;CSP-ETH,CSP,False,HIGH_EXPLICIT_PAIR,announcement_new-listings_2019-01-01_2019-04-01_p1
1599,2019-02-18T09:33:20+00:00,MetaHash (MHC) Gets Listed on KuCoin! World Premiere!,MetaHash (MHC) is now available on KuCoin. Supported trading pairs include MHC/BTC and MHC/ETH.,new-listings,https://www.kucoin.com/announcement/762-20?lang=en_US,MHC-BTC;MHC-ETH,MHC-BTC;MHC-ETH,MHC,False,HIGH_EXPLICIT_PAIR,announcement_new-listings_2019-01-01_2019-04-01_p1
1597,2019-02-15T08:17:53+00:00,BitTorrent (BTT) Gets Listed on KuCoin!,BitTorrent (BTT) is now available on KuCoin. Supported trading pairs include BTT/BTC and BTT/ETH.,new-listings,https://www.kucoin.com/announcement/761-20?lang=en_US,BTT-BTC;BTT-ETH,BTT-BTC;BTT-ETH,BTT,False,HIGH_EXPLICIT_PAIR,announcement_new-listings_2019-01-01_2019-04-01_p1
1595,2019-02-15T08:11:46+00:00,Solve.Care (SOLVE) Gets Listed on KuCoin!,Solve.Care (SOLVE) is now available on KuCoin. Supported trading pair includes SOLVE/BTC.,new-listings,https://www.kucoin.com/announcement/760-20?lang=en_US,SOLVE-BTC,SOLVE-BTC,SOLVE,False,HIGH_EXPLICIT_PAIR,announcement_new-listings_2019-01-01_2019-04-01_p1
2122,2019-06-28T08:00:02+00:00,Tezos (XTZ) Gets Listed on KuCoin!,Tezos (XTZ) is now available on KuCoin. Supported trading pairs include XTZ/BTC and XTZ/USDT.,new-listings,https://www.kucoin.com/announcement/en-tezos-xtz-gets-listed-on-kucoin?lang=en_US,XTZ-BTC;XTZ-USDT,XTZ-BTC;XTZ-USDT,XTZ,False,HIGH_EXPLICIT_PAIR,announcement_new-listings_2019-04-01_2019-07-01_p1
2116,2019-06-27T08:00:02+00:00,Cryptoindex (CIX100) Gets Listed on KuCoin! World Premiere!,KuCoin is extremely proud to announce yet another great project coming to our trading platform. Cryptoindex (CIX100) is now available on KuCoin. Supported trading pair includes CIX100/USDT.,new-listings,https://www.kucoin.com/announcement/en-cryptoindex-cix100-gets-listed-on-kucoin-world-premiere?lang=en_US,CIX100-USDT,CIX100-USDT,CIX100;COMING,False,HIGH_EXPLICIT_PAIR,announcement_new-listings_2019-04-01_2019-07-01_p1
2110,2019-06-27T08:00:02+00:00,NEM (XEM) Gets Listed on KuCoin!,KuCoin is extremely proud to announce yet another great project coming to our trading platform. NEM (XEM) is now available on KuCoin. Supported trading pairs include XEM/BTC and XEM/USDT.,new-listings,https://www.kucoin.com/announcement/en-nem-xem-gets-listed-on-kucoin?lang=en_US,XEM-BTC;XEM-USDT,XEM-BTC;XEM-USDT,COMING;XEM,False,HIGH_EXPLICIT_PAIR,announcement_new-listings_2019-04-01_2019-07-01_p1
2107,2019-06-25T08:00:02+00:00,Volume Network Token (VOL) Gets Listed on KuCoin!,Volume Network Token (VOL) is now available on KuCoin. Supported trading pairs include VOL/BTC and VOL/USDT.,new-listings,https://www.kucoin.com/announcement/en-volume-network-token-vol-gets-listed-on-kucoin?lang=en_US,VOL-BTC;VOL-USDT,VOL-BTC;VOL-USDT,VOL,False,HIGH_EXPLICIT_PAIR,announcement_new-listings_2019-04-01_2019-07-01_p1
2103,2019-06-20T15:33:40+00:00,Algorand (ALGO) Gets Listed on KuCoin!,KuCoin is extremely proud to announce yet another great project coming to our trading platform. Algorand (ALGO) is now available on KuCoin. Supported trading pairs include ALGO/ETH and ALGO/USDT.,new-listings,https://www.kucoin.com/announcement/en-algorand-algo-gets-listed-on-kucoin?lang=en_US,ALGO-ETH;ALGO-USDT,ALGO-ETH;ALGO-USDT,ALGO;COMING,False,HIGH_EXPLICIT_PAIR,announcement_new-listings_2019-04-01_2019-07-01_p1
2072,2019-06-18T08:23:16+00:00,PIVX (PIVX) Gets Listed on KuCoin!,PIVX (PIVX) is now available on KuCoin. Supported trading pairs include PIVX/BTC and PIVX/ETH.,new-listings,https://www.kucoin.com/announcement/en-pivx-gets-listed-on-kucoin?lang=en_US,PIVX-BTC;PIVX-ETH,PIVX-BTC;PIVX-ETH,PIVX,False,HIGH_EXPLICIT_PAIR,announcement_new-listings_2019-04-01_2019-07-01_p1
2074,2019-06-17T08:00:01+00:00,Jarvis+ (JAR) Gets Listed on KuCoin! World Premiere!,Jarvis+ (JAR) is now available on KuCoin. Supported trading pairs include JAR/BTC and JAR/ETH.,new-listings,https://www.kucoin.com/announcement/en-jarvis-jar-gets-listed-on-kucoin-world-premiere?lang=en_US,JAR-BTC;JAR-ETH,JAR-BTC;JAR-ETH,JAR,False,HIGH_EXPLICIT_PAIR,announcement_new-listings_2019-04-01_2019-07-01_p1
1996,2019-05-30T08:11:35+00:00,Nimiq (NIM) Gets Listed on KuCoin!,KuCoin is extremely proud to announce yet another great project coming to our trading platform. Nimiq (NIM) is now available on KuCoin. Supported trading pairs include NIM/BTC and NIM/ETH.,new-listings,https://www.kucoin.com/announcement/en-nimiq-nim-gets-listed-on-kucoin?lang=en_US,NIM-BTC;NIM-ETH,NIM-BTC;NIM-ETH,COMING;NIM,False,HIGH_EXPLICIT_PAIR,announcement_new-listings_2019-04-01_2019-07-01_p1
1973,2019-05-27T08:12:28+00:00,Ocean Protocol (OCEAN) Gets Listed on KuCoin!,Ocean Protocol (OCEAN) is now available on KuCoin. Supported trading pairs include OCEAN/BTC and OCEAN/ETH.,new-listings,https://www.kucoin.com/announcement/en-ocean-protocol-ocean-gets-listed-on-kucoin?lang=en_US,OCEAN-BTC;OCEAN-ETH,OCEAN-BTC;OCEAN-ETH,OCEAN,False,HIGH_EXPLICIT_PAIR,announcement_new-listings_2019-04-01_2019-07-01_p1
1966,2019-05-23T14:15:32+00:00,Cosmos (ATOM) Gets Listed on KuCoin!,"Cosmos (ATOM) is now available on KuCoin. Supported trading pair includes ATOM/BTC, ATOM/ETH, ATOM/USDT.",new-listings,https://www.kucoin.com/announcement/en-cosmos-atom-gets-listed-on-kucoin?lang=en_US,ATOM-BTC;ATOM-ETH;ATOM-USDT,ATOM-BTC;ATOM-ETH;ATOM-USDT,ATOM,False,HIGH_EXPLICIT_PAIR,announcement_new-listings_2019-04-01_2019-07-01_p1
1960,2019-05-23T08:30:36+00:00,Silent Notary (SNTR) Gets Listed on KuCoin!,Silent Notary (SNTR) is now available on KuCoin. Supported trading pair includes SNTR/ETH.,new-listings,https://www.kucoin.com/announcement/en-silent-notary-sntr-gets-listed-on-kucoin?lang=en_US,SNTR-ETH,SNTR-ETH,SNTR,False,HIGH_EXPLICIT_PAIR,announcement_new-listings_2019-04-01_2019-07-01_p1
1622,2019-05-17T05:41:22+00:00,Loki (LOKI) Gets Listed on KuCoin!,Loki (LOKI) is now available on KuCoin. Supported trading pairs include LOKI/BTC and LOKI/ETH.,new-listings,https://www.kucoin.com/announcement/774-20?lang=en_US,LOKI-BTC;LOKI-ETH,LOKI-BTC;LOKI-ETH,LOKI,False,HIGH_EXPLICIT_PAIR,announcement_new-listings_2019-04-01_2019-07-01_p1
1914,2019-05-16T08:00:14+00:00,NIX (NIX) Gets Listed on KuCoin!,NIX (NIX) is now available on KuCoin. Supported trading pairs include NIX/BTC and NIX/ETH.,new-listings,https://www.kucoin.com/announcement/en-nix-gets-listed-on-kucoin?lang=en_US,NIX-BTC;NIX-ETH,NIX-BTC;NIX-ETH,NIX,False,HIGH_EXPLICIT_PAIR,announcement_new-listings_2019-04-01_2019-07-01_p1
1836,2019-04-17T08:05:29+00:00,Spendcoin (SPND) Gets Listed on KuCoin!,Spendcoin (SPND) is now available on KuCoin. Supported trading pairs include SPND/BTC and SPND/ETH.,new-listings,https://www.kucoin.com/announcement/en-spendcoin-spnd-gets-listed-on-kucoin?lang=en_US,SPND-BTC;SPND-ETH,SPND-BTC;SPND-ETH,SPND,False,HIGH_EXPLICIT_PAIR,announcement_new-listings_2019-04-01_2019-07-01_p1
1823,2019-04-12T08:22:59+00:00,Crypto.com Chain (CRO) Gets Listed on KuCoin!,Crypto.com Chain (CRO) is now available on KuCoin. Supported trading pair includes CRO/BTC.,new-listings,https://www.kucoin.com/announcement/en-crypto-com-chain-cro-gets-listed-on-kucoin?lang=en_US,CRO-BTC,CRO-BTC,CRO,False,HIGH_EXPLICIT_PAIR,announcement_new-listings_2019-04-01_2019-07-01_p1
1813,2019-04-10T08:10:28+00:00,ODEM (ODE) Gets Listed on KuCoin!,KuCoin is extremely proud to announce yet another great project coming to our trading platform. ODEM (ODE) is now available on KuCoin. Supported trading pairs include ODE/ETH and ODE/USDT.,new-listings,https://www.kucoin.com/announcement/en-odem-ode-gets-listed-on-kucoin?lang=en_US,ODE-ETH;ODE-USDT,ODE-ETH;ODE-USDT,COMING;ODE,False,HIGH_EXPLICIT_PAIR,announcement_new-listings_2019-04-01_2019-07-01_p1
1817,2019-04-10T08:07:57+00:00,Pundi X (NPXS) Gets Listed on KuCoin!,KuCoin is extremely proud to announce yet another great project coming to our trading platform. Pundi X (NPXS) is now available on KuCoin. Supported trading pairs include NPXS/BTC and NPXS/ETH.,new-listings,https://www.kucoin.com/announcement/en-pundi-x-npxs-gets-listed-on-kucoin?lang=en_US,NPXS-BTC;NPXS-ETH,NPXS-BTC;NPXS-ETH,COMING;NPXS,False,HIGH_EXPLICIT_PAIR,announcement_new-listings_2019-04-01_2019-07-01_p1
1790,2019-04-04T08:04:20+00:00,TurtleCoin (TRTL) Gets Listed on KuCoin!,"KuCoin is extremely proud to announce yet another great project coming to our trading platform. TurtleCoin (TRTL) is now available on KuCoin. Supported trading pairs include TRTL/BTC, TRTL/ETH.",new-listings,https://www.kucoin.com/announcement/en-turtlecoin-trtl-gets-listed-on-kucoin?lang=en_US,TRTL-BTC;TRTL-ETH,TRTL-BTC;TRTL-ETH,COMING;TRTL,False,HIGH_EXPLICIT_PAIR,announcement_new-listings_2019-04-01_2019-07-01_p1
1768,2019-04-01T08:03:34+00:00,RSK Smart Bitcoin (RBTC) Gets Listed on KuCoin!,RSK Smart Bitcoin (RBTC) is now available on KuCoin. Supported trading pair includes RBTC/BTC.,new-listings,https://www.kucoin.com/announcement/en-rsk-smart-bitcon-rbtc-gets-listed-on-kucoin?lang=en_US,RBTC-BTC,RBTC-BTC,RBTC,False,HIGH_EXPLICIT_PAIR,announcement_new-listings_2019-04-01_2019-07-01_p1
1770,2019-04-01T08:03:28+00:00,RIF Token (RIF) Gets Listed on KuCoin!,RIF Token (RIF) is now available on KuCoin. Supported trading pair includes RIF/BTC.,new-listings,https://www.kucoin.com/announcement/en-rif-token-rif-gets-listed-on-kucoin?lang=en_US,RIF-BTC,RIF-BTC,RIF,False,HIGH_EXPLICIT_PAIR,announcement_new-listings_2019-04-01_2019-07-01_p1
2667,2019-09-30T08:00:03+00:00,V-ID (VIDT) Gets Listed on KuCoin!,"KuCoin is extremely proud to announce yet another great project coming to our trading platform. V-ID (VIDT) is now available on KuCoin. Supported trading pairs include VIDT/BTC, VIDT/USDT.",new-listings,https://www.kucoin.com/announcement/en-vidt-gets-listed-on-kucoin?lang=en_US,VIDT-BTC;VIDT-USDT,VIDT-BTC;VIDT-USDT,COMING;VIDT,False,HIGH_EXPLICIT_PAIR,announcement_new-listings_2019-07-01_2019-10-01_p1
2655,2019-09-25T08:06:01+00:00,Swipe (SXP) Gets Listed on KuCoin!,"KuCoin is extremely proud to announce yet another great project coming to our trading platform. Swipe (SXP) is now available on KuCoin. Supported trading pairs include SXP/BTC, SXP/USDT.",new-listings,https://www.kucoin.com/announcement/en-swipe-sxp-gets-listed-on-kucoin?lang=en_US,SXP-BTC;SXP-USDT,SXP-BTC;SXP-USDT,COMING;SXP,False,HIGH_EXPLICIT_PAIR,announcement_new-listings_2019-07-01_2019-10-01_p1
2647,2019-09-24T06:27:35+00:00,Maxonrow (MXW) Gets Listed on KuCoin! World Premiere!,"KuCoin is extremely proud to announce yet another great project coming to our trading platform. Maxonrow (MXW) is now available on KuCoin. Supported trading pairs include MXW/BTC, MXW/USDT.",new-listings,https://www.kucoin.com/announcement/en-maxonrow-mxw-gets-listed-on-kucoin?lang=en_US,MXW-BTC;MXW-USDT,MXW-BTC;MXW-USDT,COMING;MXW,False,HIGH_EXPLICIT_PAIR,announcement_new-listings_2019-07-01_2019-10-01_p1
2546,2019-09-05T11:10:28+00:00,Amino (AMIO) Gets Listed on KuCoin!,"KuCoin is extremely proud to announce yet another great project coming to our trading platform. Amino(AMIO) is now available on KuCoin. Supported trading pairs include AMIO/BTC,AMIO/USDT.",new-listings,https://www.kucoin.com/announcement/en-amio-gets-listed-on-kucoin?lang=en_US,AMIO-BTC;AMIO-USDT,AMIO-BTC;AMIO-USDT,AMIO;COMING,False,HIGH_EXPLICIT_PAIR,announcement_new-listings_2019-07-01_2019-10-01_p1
2493,2019-08-28T02:35:47+00:00,Terra (LUNA & SDT) Gets Listed on KuCoin!,"KuCoin is extremely proud to announce yet another great project coming to our trading platform. Terra (LUNA & SDT) is now available on KuCoin. Supported trading pairs include LUNA/BTC, LUNA/USDT and SDT/USDT.",new-listings,https://www.kucoin.com/announcement/en-terra-gets-listed-on-kucoin?lang=en_US,LUNA-BTC;LUNA-USDT;SDT-USDT,LUNA-BTC;LUNA-USDT;SDT-USDT,COMING;LUNA;SDT,False,HIGH_EXPLICIT_PAIR,announcement_new-listings_2019-07-01_2019-10-01_p1
2483,2019-08-27T09:00:31+00:00,VideoCoin (VID) Gets Listed on KuCoin!,KuCoin is extremely proud to announce yet another great project coming to our trading platform. VideoCoin (VID) is now available on KuCoin. Supported trading pairs include VID/BTC and VID/USDT.,new-listings,https://www.kucoin.com/announcement/en-videcoin-vid-gets-listed-on-kucoin?lang=en_US,VID-BTC;VID-USDT,VID-BTC;VID-USDT,COMING;VID,False,HIGH_EXPLICIT_PAIR,announcement_new-listings_2019-07-01_2019-10-01_p1
2441,2019-08-21T08:00:02+00:00,Harmony (ONE) Gets Listed on KuCoin!,KuCoin is extremely proud to announce yet another great project coming to our trading platform. Harmony (ONE) is now available on KuCoin. Supported trading pairs include ONE/BTC and ONE/USDT.,new-listings,https://www.kucoin.com/announcement/en-harmony-one-gets-listed-on-kucoin?lang=en_US,ONE-BTC;ONE-USDT,ONE-BTC;ONE-USDT,COMING;ONE,False,HIGH_EXPLICIT_PAIR,announcement_new-listings_2019-07-01_2019-10-01_p1
2399,2019-08-12T08:00:38+00:00,Enecuum (ENQ) Gets Listed on KuCoin!,KuCoin is extremely proud to announce yet another great project coming to our trading platform. Enecuum (ENQ) is now available on KuCoin. Supported trading pairs include ENQ/BTC and ENQ/USDT.,new-listings,https://www.kucoin.com/announcement/en-enecuum-enq-gets-listed-on-kucoin?lang=en_US,ENQ-BTC;ENQ-USDT,ENQ-BTC;ENQ-USDT,COMING;ENQ,False,HIGH_EXPLICIT_PAIR,announcement_new-listings_2019-07-01_2019-10-01_p1
2385,2019-08-08T12:50:17+00:00,EOSForce (EOSC) Gets Listed on KuCoin!,In accordance with the previous announcement. EOSForce (EOSC) is now available on KuCoin. Supported trading pair includes EOSC/USDT.,new-listings,https://www.kucoin.com/announcement/en-eosforce-eosc-gets-listed-on-kucoin?lang=en_US,EOSC-USDT,EOSC-USDT,EOSC,False,HIGH_EXPLICIT_PAIR,announcement_new-listings_2019-07-01_2019-10-01_p1
2387,2019-08-08T08:00:03+00:00,FortKnoxster (FKX) Gets Listed on KuCoin!,KuCoin is extremely proud to announce yet another great project coming to our trading platform. FortKnoxster (FKX) is now available on KuCoin. Supported trading pairs include FKX/BTC and FKX/ETH.,new-listings,https://www.kucoin.com/announcement/en-fortknoxster-fkx-gets-listed-on-kucoin?lang=en_US,FKX-BTC;FKX-ETH,FKX-BTC;FKX-ETH,COMING;FKX,False,HIGH_EXPLICIT_PAIR,announcement_new-listings_2019-07-01_2019-10-01_p1
2355,2019-08-02T13:26:36+00:00,KuCoin Will List VideoCoin (VID) on August 27th! World Premiere!,KuCoin is extremely proud to announce yet another great project coming to our trading platform. The VideoCoin Network’s protocol utility token VideoCoin (VID) will be listed on KuCoin. Supported trading pairs include VID/BTC and VID/USDT.,new-listings,https://www.kucoin.com/announcement/en-kucoin-will-list-videocoin-vid-on-august-27th-world-premiere?lang=en_US,VID-BTC;VID-USDT,VID-BTC;VID-USDT,COMING;VID;VIDEOCOIN,False,HIGH_EXPLICIT_PAIR,announcement_new-listings_2019-07-01_2019-10-01_p1
2349,2019-08-02T08:19:36+00:00,Dero (DERO) Gets Listed on KuCoin!,KuCoin is extremely proud to announce yet another great project coming to our trading platform. Dero (DERO) is now available on KuCoin. Supported trading pairs include DERO/BTC and DERO/USDT.,new-listings,https://www.kucoin.com/announcement/en-dero-gets-listed-on-kucoin?lang=en_US,DERO-BTC;DERO-USDT,DERO-BTC;DERO-USDT,COMING;DERO,False,HIGH_EXPLICIT_PAIR,announcement_new-listings_2019-07-01_2019-10-01_p1
2337,2019-08-01T10:13:28+00:00,WINk (WIN) Gets Listed on KuCoin!,KuCoin is extremely proud to announce yet another great project coming to our trading platform. WINk (WIN) is now available on KuCoin. Supported trading pairs include WIN/BTC and WIN/USDT.,new-listings,https://www.kucoin.com/announcement/en-wink-win-gets-listed-on-kucoin?lang=en_US,WIN-BTC;WIN-USDT,WIN-BTC;WIN-USDT,COMING;WIN,False,HIGH_EXPLICIT_PAIR,announcement_new-listings_2019-07-01_2019-10-01_p1
2331,2019-08-01T03:03:39+00:00,KuCoin Will List WINk (WIN)!,KuCoin is extremely proud to announce yet another great project coming to our trading platform. KuCoin will list WINk (WIN) and open trading for WIN/BTC and WIN/USDT.,new-listings,https://www.kucoin.com/announcement/en-kucoin-will-list-wink-win?lang=en_US,WIN-BTC;WIN-USDT,WIN-BTC;WIN-USDT,COMING;WIN,False,HIGH_EXPLICIT_PAIR,announcement_new-listings_2019-07-01_2019-10-01_p1
2309,2019-07-26T12:00:48+00:00,Blockcloud (BLOC) Gets Listed on KuCoin!,Blockcloud (BLOC) is now available on KuCoin. Supported trading pair includes BLOC/USDT.,new-listings,https://www.kucoin.com/announcement/en-blockcloud-bloc-gets-listed-on-kucoin?lang=en_US,BLOC-USDT,BLOC-USDT,BLOC,False,HIGH_EXPLICIT_PAIR,announcement_new-listings_2019-07-01_2019-10-01_p1
2270,2019-07-19T08:00:03+00:00,Dapp.com (DAPPT) Gets Listed on KuCoin!,KuCoin is extremely proud to announce yet another great project coming to our trading platform. Dapp.com (DAPPT) is now available on KuCoin. Supported trading pairs include DAPPT/BTC and DAPPT/USDT.,new-listings,https://www.kucoin.com/announcement/en-dapp-com-dappt-gets-listed-on-kucoin?lang=en_US,DAPPT-BTC;DAPPT-USDT,DAPPT-BTC;DAPPT-USDT,COMING;DAPPT,False,HIGH_EXPLICIT_PAIR,announcement_new-listings_2019-07-01_2019-10-01_p1
2260,2019-07-17T10:38:00+00:00,NOIA Network (NOIA) Gets Listed on KuCoin! World Premiere!,KuCoin is extremely proud to announce yet another great project coming to our trading platform. NOIA Network (NOIA) is now available on KuCoin. Supported trading pairs include NOIA/BTC and NOIA/USDT.,new-listings,https://www.kucoin.com/announcement/en-noia-network-noia-gets-listed-on-kucoin-world-premiere?lang=en_US,NOIA-BTC;NOIA-USDT,NOIA-BTC;NOIA-USDT,COMING;NOIA,False,HIGH_EXPLICIT_PAIR,announcement_new-listings_2019-07-01_2019-10-01_p1
