pair,canonical_asset_id,identity_status,identity_collision,temporal_mapping
LA-USDT,LA,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LAB-USDT,LAB,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LABS-USDT,LABS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LACE-USDT,LACE,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LADYS-USDT,LADYS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LAI-USDT,LAI,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LAK-USDT,LAK,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LALA-USDT,LALA,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LAOLD-USDT,LAOLD,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LAT-USDT,LAT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LAUNCHCOIN-USDT,LAUNCHCOIN,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LAVA-USDT,LAVA,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LAVAX-USDT,LAVAX,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LAY3R-USDT,LAY3R,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LAYER-USDT,LAYER,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LAYEROLD-USDT,LAYEROLD,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LBP-USDT,LBP,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LBR-USDT,LBR,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LDO-USDT,LDO,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LEND-USDT,LEND,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LENDS-USDT,LENDS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LFT-USDT,LFT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LGCT-USDT,LGCT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LIGHT-USDT,LIGHT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LIKE-USDT,LIKE,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LINA-USDT,LINA,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LINADOWN-USDT,LINADOWN,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LINAUP-USDT,LINAUP,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LINEA-USDT,LINEA,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LINGO-USDT,LINGO,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LINK-USDT,LINK,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LINK3L-USDT,LINK3L,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LINK3S-USDT,LINK3S,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LISTA-USDT,LISTA,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LISTING-USDT,LISTING,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LIT-USDT,LIT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LITH-USDT,LITH,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LITOLD-USDT,LITOLD,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LKI-USDT,LKI,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LKR-USDT,LKR,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LL-USDT,LL,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LLM-USDT,LLM,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LMR-USDT,LMR,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LMTS-USDT,LMTS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LMWR-USDT,LMWR,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LNCHX-USDT,LNCHX,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LOC-USDT,LOC,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LOCG-USDT,LOCG,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LOCI-USDT,LOCI,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LOCUS-USDT,LOCUS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LOFI-USDT,LOFI,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LOGX-USDT,LOGX,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LOKA-USDT,LOKA,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LOKI-USDT,LOKI,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LOL-USDT,LOL,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LON-USDT,LON,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LOOKS-USDT,LOOKS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LOOM-USDT,LOOM,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LOOMDOWN-USDT,LOOMDOWN,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LOOMUP-USDT,LOOMUP,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LOT-USDT,LOT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LOVE-USDT,LOVE,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LPOOL-USDT,LPOOL,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LPT-USDT,LPT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LQTY-USDT,LQTY,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LRC-USDT,LRC,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LRDS-USDT,LRDS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LSD-USDT,LSD,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LSK-USDT,LSK,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LSL-USDT,LSL,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LSS-USDT,LSS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LTC-USDT,LTC,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LTC3L-USDT,LTC3L,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LTC3S-USDT,LTC3S,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LTO-USDT,LTO,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LTX-USDT,LTX,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LUCE-USDT,LUCE,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LUMIA-USDT,LUMIA,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LUNA-USDT,LUNA,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LUNA3L-USDT,LUNA3L,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LUNA3S-USDT,LUNA3S,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LUNADOWN-USDT,LUNADOWN,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LUNAUP-USDT,LUNAUP,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LUNC-USDT,LUNC,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LUNCDOWN-USDT,LUNCDOWN,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LUNCUP-USDT,LUNCUP,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LVVA-USDT,LVVA,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LYM-USDT,LYM,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LYN-USDT,LYN,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LYX-USDT,LYX,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
LYXE-USDT,LYXE,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
M3M3-USDT,M3M3,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MAD-USDT,MAD,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MAGIC-USDT,MAGIC,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MAHA-USDT,MAHA,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MAIGA-USDT,MAIGA,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MAJOR-USDT,MAJOR,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MAK-USDT,MAK,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MAKI-USDT,MAKI,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MAN-USDT,MAN,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MANA-USDT,MANA,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MANA3L-USDT,MANA3L,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MANA3S-USDT,MANA3S,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MANEKI-USDT,MANEKI,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MANTA-USDT,MANTA,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MANTRA-USDT,MANTRA,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MANYU-USDT,MANYU,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MAP-USDT,MAP,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MAP2-USDT,MAP2,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MAPO-USDT,MAPO,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MARGINED-USDT,MARGINED,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MARS4-USDT,MARS4,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MARSH-USDT,MARSH,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MASA-USDT,MASA,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MASK-USDT,MASK,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MASKDOWN-USDT,MASKDOWN,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MASKUP-USDT,MASKUP,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MAT-USDT,MAT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MATCH-USDT,MATCH,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MATIC-USDT,MATIC,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MATIC3L-USDT,MATIC3L,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MATIC3S-USDT,MATIC3S,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MATTER-USDT,MATTER,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MAV-USDT,MAV,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MAVIA-USDT,MAVIA,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MAX-USDT,MAX,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MBL-USDT,MBL,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MBOX-USDT,MBOX,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MC-USDT,MC,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MCT-USDT,MCT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MDL-USDT,MDL,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MDX-USDT,MDX,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ME-USDT,ME,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MEE-USDT,MEE,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MEET-USDT,MEET,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MEGA-USDT,MEGA,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MELANIA-USDT,MELANIA,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MELOS-USDT,MELOS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MEM-USDT,MEM,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MEME-USDT,MEME,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MEMEFI-USDT,MEMEFI,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MEMHASH-USDT,MEMHASH,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MERGER-USDT,MERGER,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MERL-USDT,MERL,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MET-USDT,MET,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
METADAO-USDT,METADAO,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
METAOLD-USDT,METAOLD,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
METIS-USDT,METIS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MEW-USDT,MEW,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MEZO-USDT,MEZO,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MF-USDT,MF,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MFT-USDT,MFT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MGO-USDT,MGO,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MGT-USDT,MGT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MHC-USDT,MHC,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MICHI-USDT,MICHI,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MIGGLES-USDT,MIGGLES,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MILADYCULT-USDT,MILADYCULT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MILK-USDT,MILK,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MIN-USDT,MIN,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MINA-USDT,MINA,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MIND-USDT,MIND,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MINT-USDT,MINT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MIR-USDT,MIR,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MIRA-USDT,MIRA,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MIRAI-USDT,MIRAI,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MISSION-USDT,MISSION,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MITX-USDT,MITX,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MJT-USDT,MJT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MKD-USDT,MKD,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MKR-USDT,MKR,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MKRDOWN-USDT,MKRDOWN,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MKRUP-USDT,MKRUP,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MLK-USDT,MLK,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MLN-USDT,MLN,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MLS-USDT,MLS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MM-USDT,MM,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MMM-USDT,MMM,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MMOLD-USDT,MMOLD,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MMT-USDT,MMT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MNDE-USDT,MNDE,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MNET-USDT,MNET,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MNRY-USDT,MNRY,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MNST-USDT,MNST,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MNT-USDT,MNT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MNW-USDT,MNW,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MOBI-USDT,MOBI,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MOBILE-USDT,MOBILE,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MOCA-USDT,MOCA,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MOD-USDT,MOD,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MODEFI-USDT,MODEFI,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MOG-USDT,MOG,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MON-USDT,MON,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MONG-USDT,MONG,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MONI-USDT,MONI,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MONKY-USDT,MONKY,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MONPRO-USDT,MONPRO,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MOODENG-USDT,MOODENG,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MOOLAH-USDT,MOOLAH,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MOOV-USDT,MOOV,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MOP-USDT,MOP,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MORE-USDT,MORE,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MORI-USDT,MORI,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MORPHO-USDT,MORPHO,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MOVA-USDT,MOVA,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MOVE-USDT,MOVE,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MOVR-USDT,MOVR,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MOXIE-USDT,MOXIE,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MOZ-USDT,MOZ,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MPC-USDT,MPC,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MPLX-USDT,MPLX,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MSN-USDT,MSN,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MSTRX-USDT,MSTRX,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MSWAP-USDT,MSWAP,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MTC-USDT,MTC,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MTH-USDT,MTH,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MTL-USDT,MTL,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MTN-USDT,MTN,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MTOS-USDT,MTOS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MTRG-USDT,MTRG,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MTS-USDT,MTS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MTV-USDT,MTV,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MUBARAK-USDT,MUBARAK,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MUBI-USDT,MUBI,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MUR-USDT,MUR,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MUSH-USDT,MUSH,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MV-USDT,MV,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MVP-USDT,MVP,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MWAT-USDT,MWAT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MXC-USDT,MXC,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MXM-USDT,MXM,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MXN-USDT,MXN,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MXW-USDT,MXW,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MYR-USDT,MYR,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MYRIA-USDT,MYRIA,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MYRO-USDT,MYRO,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
MZN-USDT,MZN,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
NAKA-USDT,NAKA,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
NAM-USDT,NAM,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
NANO-USDT,NANO,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
NATIX-USDT,NATIX,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
NAVI-USDT,NAVI,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
NAVX-USDT,NAVX,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
NAYM-USDT,NAYM,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
NC-USDT,NC,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
NDAU-USDT,NDAU,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
NEAR-USDT,NEAR,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
NEAR3L-USDT,NEAR3L,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
NEAR3S-USDT,NEAR3S,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
NEBL-USDT,NEBL,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
NEER-USDT,NEER,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
NEIRO-USDT,NEIRO,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
NEIROCTO-USDT,NEIROCTO,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
NEM-USDT,NEM,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
NEO-USDT,NEO,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
NEON-USDT,NEON,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
NES-USDT,NES,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
NETVR-USDT,NETVR,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
NEWT-USDT,NEWT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
NEX-USDT,NEX,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
NEXG-USDT,NEXG,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
NEXI-USDT,NEXI,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
NFP-USDT,NFP,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
NFT-USDT,NFT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
NFTB-USDT,NFTB,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
NGC-USDT,NGC,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
NGL-USDT,NGL,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
NGM-USDT,NGM,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
NGN-USDT,NGN,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
NHCT-USDT,NHCT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
