currency,display_name,full_name,is_margin_enabled,is_debit_enabled,chain_count,canonical_asset_id,identity_confidence,current_metadata_isolation
LYX,LYX,LUKSO,False,False,1,LYX,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
LYXE,LYXe,LUKSO,False,True,1,LYXE,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
M3M3,M3M3,M3M3,False,False,1,M3M3,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MAD,MAD,Moroccan Dirhams,False,False,0,MAD,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MAGIC,MAGIC,MAGIC,False,True,1,MAGIC,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MAHA,MAHA,MahaDAO,False,True,1,MAHA,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MAIGA,MAIGA,MAIGA Token,False,False,1,MAIGA,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MAJOR,MAJOR,Major,False,True,2,MAJOR,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MAK,MAK,Metacene,False,False,1,MAK,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MAKI,MAKI,MakiSwap,False,False,1,MAKI,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MAN,MAN,Matrix AI Network,False,True,1,MAN,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MANA,MANA,Decentraland,False,True,2,MANA,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MANA3L,MANA3L,MANA 3x Long,False,False,1,MANA3L,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MANA3S,MANA3S,MANA 3x Short,False,False,1,MANA3S,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MANEKI,MANEKI,MANEKI,False,False,1,MANEKI,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MANTA,MANTA,Manta Network,False,True,1,MANTA,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MANTRA,MANTRA,MANTRA,False,False,1,MANTRA,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MANYU,MANYU,Manyu,False,False,1,MANYU,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MAP,MAP,MAP Protocol,False,True,1,MAP,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MAP2,LZM,LoungeM,False,False,1,MAP2,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MAPO,MAPO,MAPO,False,False,1,MAPO,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MARS4,MARS4,MARS4,False,False,1,MARS4,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MARSH,MARSH,Unmarshal,False,False,1,MARSH,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MASA,MASA,Masa,False,False,1,MASA,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MASK,MASK,Mask Network,False,True,1,MASK,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MASKDOWN,MASKDOWN,MASK 2-4 Short,False,False,1,MASKDOWN,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MASKUP,MASKUP,MASK 2-4 Long,False,False,1,MASKUP,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MAT,MAT,Matchain,False,False,1,MAT,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MATCH,MATCH,Matching game,False,False,1,MATCH,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MATIC,MATIC,Polygon,False,True,3,MATIC,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MATIC3L,MATIC3L,MATIC 3x Long,False,False,1,MATIC3L,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MATIC3S,MATIC3S,MATIC 3x Short,False,False,1,MATIC3S,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MATTER,MATTER,Antimatter,False,False,1,MATTER,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MAV,MAV,Maverick Protocol,False,True,1,MAV,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MAVIA,MAVIA,Heroes of Mavia,False,False,1,MAVIA,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MAX,MAX,Matr1x,False,True,1,MAX,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MBL,MBL,MovieBloc,False,False,1,MBL,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MBOX,MBOX,Mobox,False,False,1,MBOX,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MC,MC,Mechaverse,False,False,1,MC,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MCT,MCT,Master Contract Token,False,False,1,MCT,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MDL,MDL,Moldovan Leu,False,False,0,MDL,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MDX,MDX,Mdex,False,False,1,MDX,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
ME,ME,Magic Eden,False,True,1,ME,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MEE,MEE,CoinMeet,False,False,1,MEE,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MEET,MEET,CoinMeet,False,False,1,MEET,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MEGA,MEGA,MegaETH,False,False,1,MEGA,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MELANIA,MELANIA,Melania Meme,False,True,1,MELANIA,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MELOS,MELOS,Melos Studio,False,False,1,MELOS,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MEM,MEM,MEME.COM,False,False,1,MEM,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MEME,MEME,Memecoin,False,True,1,MEME,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MEMEFI,MEMEFI,MEMEFI,False,True,1,MEMEFI,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MEMHASH,MEMHASH,Memhash,False,False,2,MEMHASH,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MERL,MERL,Merlin Chain,False,True,1,MERL,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MET,MET,Meteora,False,False,1,MET,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
METADAO,METADAO,MetaDAO,False,False,1,METADAO,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
METAOLD,METAOLD,Metadium,False,False,1,METAOLD,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
METIS,METIS,Metis,False,True,2,METIS,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MEW,MEW,cat in a dogs world,False,True,1,MEW,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MEZO,MEZO,Mezo,False,False,1,MEZO,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MF,MF,Moonwalk Fitness,False,False,1,MF,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MFT,MFT,Hifi Finance,False,True,1,MFT,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MGO,MGO,Mango Network,False,False,1,MGO,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MGT,MGT,Moongate,False,False,1,MGT,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MHC,MHC,MetaHash,False,True,1,MHC,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MICHI,MICHI,michi,False,False,1,MICHI,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MIGGLES,MIGGLES,Mr. Miggles,False,False,1,MIGGLES,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MILADYCULT,MILADYCULT,Milady Cult Coin,False,False,1,MILADYCULT,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MILK,MILK,MilkyWay,False,True,1,MILK,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MIN,MIN,Minswap,False,False,1,MIN,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MINA,MINA,Mina,False,True,1,MINA,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MIND,MIND,Morpheus Infrastructure Node,False,False,1,MIND,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MINT,MINT,Mintify,False,False,1,MINT,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MIR,MIR,Mirror Protocol,False,True,1,MIR,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MIRA,MIRA,Mira,False,False,1,MIRA,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MIRAI,MIRAI,Project MIRAI,False,False,1,MIRAI,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MISSION,MISSION,MissionPawsible,False,False,2,MISSION,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MITX,MITX,Morpheus Labs,False,False,1,MITX,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MJT,MJT,MojitoSwap,False,False,1,MJT,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MKD,MKD,Denar,False,False,0,MKD,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MKR,MKR,Maker,False,True,1,MKR,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MKRDOWN,MKRDOWN,MKR 2-4 Short,False,False,1,MKRDOWN,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MKRUP,MKRUP,MKR 2-4 Long,False,False,1,MKRUP,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MLK,MLK,MiL.k,False,False,2,MLK,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MLN,MLN,Enzyme,False,False,1,MLN,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MLS,MLS,WinGoal,False,False,3,MLS,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MMM,MMM,Meta Merge Mana,False,False,1,MMM,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MMOLD,MMOLD,MetaMecha,False,False,1,MMOLD,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MMT,MMT,Momentum,False,True,1,MMT,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MNDE,MNDE,Marinade,False,False,1,MNDE,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MNET,MNET,MINE Network,False,False,1,MNET,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MNRY,MNRY,Moonray,False,False,1,MNRY,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MNST,MNST,MoonStarter,False,False,1,MNST,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MNT,MNT,Mantle Network,False,False,2,MNT,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MNW,MNW,Morpheus.Network,False,False,1,MNW,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MOBI,MOBI,Mobius,False,False,1,MOBI,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MOBILE,MOBILE,Helium Mobile,False,False,1,MOBILE,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MOCA,MOCA,Moca Coin,False,False,1,MOCA,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MOD,MOD,Modum,False,False,1,MOD,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MODEFI,MODEFI,Modefi,False,False,1,MODEFI,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MOG,MOG,Mog Coin,False,False,1,MOG,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MON,MON,MONAD,False,True,1,MON,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MONG,MONG,MongCoin,False,False,1,MONG,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MONI,MONI,Monsta Infinite,False,False,1,MONI,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MONKY,MONKY,Wise Monkey,False,True,1,MONKY,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MONPRO,MONPRO,MON Protocol,False,False,1,MONPRO,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MOODENG,MOODENG,Moo Deng,False,True,1,MOODENG,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MOOLAH,MOOLAH,Moolah,False,False,1,MOOLAH,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MOOV,MOOV,Dotmoovs,False,False,1,MOOV,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MOP,MOP,Pataca,False,False,0,MOP,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MORE,MORE,Moonveil,False,False,1,MORE,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MORI,MORI,Mori Coin (MORI),False,False,1,MORI,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MORPHO,MORPHO,Morpho,False,False,1,MORPHO,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MOVA,MOVA,Movachain,False,False,1,MOVA,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MOVE,MOVE,Movement,False,True,2,MOVE,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MOVR,MOVR,Moonriver,False,True,1,MOVR,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MOXIE,MOXIE,Moxie,False,False,1,MOXIE,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MOZ,MOZ,Lumoz token,False,False,1,MOZ,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MPC,MPC,Partisia Blockchain,False,False,1,MPC,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MPLX,MPLX,Metaplex,False,False,1,MPLX,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MSN,MSN,meson.network,False,True,1,MSN,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MSTRX,MSTRX,MicroStrategy xStock,False,False,1,MSTRX,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MSWAP,MSWAP,MoneySwap,False,False,1,MSWAP,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MTC,MTC,DOC.COM,False,False,1,MTC,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MTH,MTH,Monetha,False,False,1,MTH,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MTL,MTL,Metal DAO,False,True,1,MTL,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MTN,MTN,Medicalchain,False,False,1,MTN,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MTOS,MTOS,MomoAI,False,False,1,MTOS,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MTRG,MTRG,Meter,False,True,2,MTRG,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MTS,MTS,Metastrike,False,False,1,MTS,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MTV,MTV,MultiVAC,False,True,2,MTV,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MUBARAK,MUBARAK,Mubarak,False,True,1,MUBARAK,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MUBI,MUBI,Multibit,False,False,1,MUBI,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MUR,MUR,Mauritian Rupee,False,False,0,MUR,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MUSH,MUSH,MUSH,False,False,1,MUSH,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MV,MV,GensoKishi Metaverse,False,False,1,MV,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MVP,MVP,Merculet,False,False,1,MVP,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MWAT,MWAT,Restart Energy,False,False,1,MWAT,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MXC,MXC,MXCToken,False,True,1,MXC,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MXM,MXM,MixMob,False,False,1,MXM,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MXN,MXN,Mexican Peso,False,False,0,MXN,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MXW,MXW,Maxonrow,False,False,1,MXW,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MYR,MYR,Malaysian Ringgit,False,False,0,MYR,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MYRIA,MYRIA,Myria,False,False,1,MYRIA,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MYRO,MYRO,Myro,False,True,1,MYRO,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
MZN,MZN,Metical,False,False,0,MZN,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
NAKA,NAKA,Nakamoto.Games,False,False,1,NAKA,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
NAM,NAM,namada,False,False,1,NAM,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
NANO,NANO,NANO,False,False,1,NANO,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
NATIX,NATIX,NATIX Network,False,False,1,NATIX,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
NAVI,NAVI,Atlas Navi,False,False,1,NAVI,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
NAVX,NAVX,NAVI Protocol,False,False,1,NAVX,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
NAYM,NAYM,Naym,False,False,1,NAYM,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
NC,NC,Nodecoin,False,True,1,NC,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
NDAU,NDAU,ndau,False,False,1,NDAU,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
NEAR,NEAR,NEAR Protocol,True,True,1,NEAR,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
NEAR3L,NEAR3L,NEAR 3x Long,False,False,1,NEAR3L,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
NEAR3S,NEAR3S,NEAR 3x Short,False,False,1,NEAR3S,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
NEBL,NEBL,Neblio,False,False,1,NEBL,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
NEER,NEER,Metaverse.Network & Bit.Country,False,False,1,NEER,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
NEIRO,NEIRO,Neiro,False,True,1,NEIRO,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
NEIROCTO,NEIROCTO,First Neiro on Ethereum,False,True,1,NEIROCTO,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
NEM,NEM,XEM,False,False,1,NEM,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
NEO,NEO,NEO,False,True,1,NEO,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
NEON,NEON,Neon EVM,False,False,1,NEON,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
NES,NES,Nesa,False,False,2,NES,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
NETVR,NETVR,NetVRk,False,False,1,NETVR,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
NEWT,NEWT,Newton Protocol,False,True,1,NEWT,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
NEX,NEX,Nexus,False,False,1,NEX,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
NEXG,NEXG,NexGami,False,False,1,NEXG,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
NEXI,NEXI,Nexira DAEP,False,False,1,NEXI,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
NFP,NFP,NFPrompt,False,False,1,NFP,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
NFT,NFT,AINFT,False,True,1,NFT,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
NFTB,NFTB,NFTB,False,False,1,NFTB,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
NGC,NGC,NAGA Coin,False,False,1,NGC,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
NGL,NGL,Gold Fever,False,False,1,NGL,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
NGM,NGM,e-Money,False,False,2,NGM,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
NGN,NGN,Naira,False,False,0,NGN,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
NHCT,NHCT,Hurricane NFT,False,False,1,NHCT,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
NIBI,NIBI,Nibiru,False,False,1,NIBI,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
NIF,NIF,Unifty,False,False,1,NIF,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
NIGHT,NIGHT,NIGHT,False,True,1,NIGHT,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
NIL,NIL,Nillion,False,True,2,NIL,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
NIM,NIM,Nimiq,False,False,1,NIM,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
NIX,NIX,NIX,False,False,1,NIX,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
NKN,NKN,NKN,False,True,1,NKN,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
NLK,NLK,NuLink,False,False,1,NLK,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
NMR,NMR,Numeraire,False,False,1,NMR,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
NOBODY,NOBODY,Nobody Sausage,False,False,1,NOBODY,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
NOC,NOC,Nono Coin,False,False,1,NOC,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
NODE,NODE,NodeOps,False,False,1,NODE,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
NOIA,NOIA,Synternet,False,False,1,NOIA,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
NOK,NOK,Norwegian Krone,False,False,0,NOK,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
NOLAN,NOLAN,NOLAN,False,False,1,NOLAN,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
NOM,NOM,Nomina,False,False,1,NOM,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
NOOB,NOOB,Blast Royale,False,False,1,NOOB,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
NOON,NOON,NOON,False,False,1,NOON,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
NORD,NORD,Nord Finance,False,False,1,NORD,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
NOT,NOT,Notcoin,False,True,2,NOT,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
NOTAI,NOTAI,NOTAI,False,False,1,NOTAI,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
NPC,NPC,Non Playable Coin,False,False,1,NPC,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
NPR,NPR,Nepalese Rupees,False,False,0,NPR,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
NPXS,NPXS,Pundi X,False,False,1,NPXS,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
NRFB,NRFB,NuriFootball,False,False,1,NRFB,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
NRG,NRG,Energi,False,True,1,NRG,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
NRN,NRN,Neuron,False,False,1,NRN,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
NS,NS,SuiNS,False,False,1,NS,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
NTRN,NTRN,Neutron,False,False,1,NTRN,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
NTVRK,NTVRK,Netvrk,False,False,1,NTVRK,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
NU,NU,NuCypher,False,True,1,NU,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
NULS,NULS,Nuls,False,True,1,NULS,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
NUM,NUM,Numbers Protocol,False,True,2,NUM,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
NUMI,NUMI,NUMINE Token,False,False,1,NUMI,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
NUSD,NUSD,Neutral Dollar,False,False,1,NUSD,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
NVDAX,NVDAX,NVIDIA xStock,False,False,1,NVDAX,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
NVG8,NVG8,Navigate,False,False,1,NVG8,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
