currency,display_name,full_name,is_margin_enabled,is_debit_enabled,chain_count,canonical_asset_id,identity_confidence,current_metadata_isolation,historical_base_usdt_kline_found
DLTA,DLTA,delta.theta,False,False,1,DLTA,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
DMAIL,DMAIL,Dmail Network,False,True,2,DMAIL,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
DMC,DMC,Delorean Labs,False,False,1,DMC,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
DMG,DMG,DMM Governance,False,False,1,DMG,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
DMTR,DMTR,Dimitra,False,False,1,DMTR,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,True
DN,DN,DeepNode,False,False,1,DN,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
DNA,DNA,EncrypGen,False,False,1,DNA,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
DOAI,DOAI,DOJO Protocol,False,False,1,DOAI,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
DOCK,DOCK,DOCK,False,False,1,DOCK,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
DODO,DODO,DODO,False,True,2,DODO,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,True
DOGE,DOGE,Dogecoin,True,True,1,DOGE,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,True
DOGE3L,DOGE3L,DOGE 3x Long,False,False,1,DOGE3L,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
DOGE3S,DOGE3S,DOGE 3x Short,False,False,1,DOGE3S,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
DOGEGOV,DOGEGOV,Department Of Government Efficiency,False,False,1,DOGEGOV,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
DOGS,DOGS,DOGS,False,True,2,DOGS,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
DOLO,DOLO,Dolomite,False,False,1,DOLO,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
DOMIN,DOMIN,Domin Network,False,False,1,DOMIN,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
DON,DON,donnie_finance,False,False,1,DON,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
DOOD,DOOD,Doodles,False,True,1,DOOD,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
DOP,DOP,Data Ownership Protocol,False,False,1,DOP,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
DORA,DORA,Dora Factory,False,False,1,DORA,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
DOSE,DOSE,DOSE,False,False,1,DOSE,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
DOT,DOT,Polkadot,True,True,1,DOT,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,True
DOT3L,DOT3L,DOT 3x Long,False,False,1,DOT3L,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
DOT3S,DOT3S,DOT 3x Short,False,False,1,DOT3S,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
DOVI,DOVI,Dovi,False,False,1,DOVI,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
DPET,DPET,My DeFi Pet,False,False,2,DPET,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
DPI,DPI,Defi Pulse Index,False,False,1,DPI,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
DPR,DPR,Deeper Network,False,False,2,DPR,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
DPX,DPX,Dopex,False,False,1,DPX,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
DREAMS,DREAMS,Dreams Quest,False,False,1,DREAMS,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
DRGN,DRGN,Dragonchain,False,False,1,DRGN,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
DRIFT,DRIFT,Drift Protocol,False,False,1,DRIFT,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
DSLA,DSLA,DSLA Protocol,False,False,1,DSLA,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
DSYNC,DSYNC,Destra Network,False,False,1,DSYNC,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
DTA,DTA,DATA,False,False,1,DTA,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
DUCK,DUCK,DuckChain,False,True,2,DUCK,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
DUSK,DUSK,Dusk,False,True,1,DUSK,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,True
DX,DX,DxChain,False,False,1,DX,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
DYDX,DYDX,dYdX,False,True,1,DYDX,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,True
DYDXDOWN,DYDXDOWN,DYDX 2-4 Short,False,False,1,DYDXDOWN,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
DYDXUP,DYDXUP,DYDX 2-4 Long,False,False,1,DYDXUP,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
DYM,DYM,Dymension,False,True,1,DYM,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
DYP,DYP,Dypius,False,False,1,DYP,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
DZD,DZD,Algerian Dinar,False,False,0,DZD,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
E4C,E4C,E4C,False,False,1,E4C,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
EAT,EAT,375ai,False,False,1,EAT,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
EBTC,EBTC,eBitcoin,False,False,1,EBTC,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
ECHO,ECHO,Echo,False,False,1,ECHO,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
ECOX,ECOx,Eco,False,False,1,ECOX,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
EDEN,EDEN,OpenEden,False,False,1,EDEN,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
EDG,EDG,Edgeware,False,False,1,EDG,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
EDGE,EDGE,Edge,False,False,1,EDGE,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
EDGEN,EDGEN,LayerEdge,False,False,1,EDGEN,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
EDGEOLD,EDGEOLD,Edge,False,False,1,EDGEOLD,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
EDN,EDN,EdenChain,False,False,1,EDN,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
EDR,EDR,Endor Protocol,False,False,1,EDR,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
EDU,EDU,Open Campus,False,False,1,EDU,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,True
EFI,EFI,Efinity,False,False,2,EFI,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
EFX,EFX,Effect.AI,False,False,1,EFX,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
EGAME,EGAME,EVERY GAME,False,False,1,EGAME,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
EGL1,EGL1,EGL1,False,False,1,EGL1,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
EGLD,EGLD,MultiversX,False,True,1,EGLD,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,True
EGO,EGO,Paysenger EGO,False,False,1,EGO,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
EGP,EGP,Eigenpie,False,False,1,EGP,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
EGT,EGT,Egretia,False,False,1,EGT,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
EIGEN,EIGEN,Eigen,True,True,1,EIGEN,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
ELA,ELA,Elastos,False,True,2,ELA,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
ELDE,ELDE,Elderglade,False,True,2,ELDE,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
ELEC,ELEC,Electrify.Asia,False,False,1,ELEC,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
ELF,ELF,aelf,False,False,1,ELF,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
ELITEHERO,ELITEHERO,CEBG,False,False,1,ELITEHERO,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
ELIX,ELIX,Elixir,False,False,1,ELIX,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
ELIZAOS,ELIZAOS,elizaOS,False,False,1,ELIZAOS,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
ELON,ELON,Dogelon,False,True,1,ELON,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,True
ELP,ELP,Elympics,False,False,1,ELP,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
ELSA,ELSA,Elsa,False,False,1,ELSA,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
EMYC,EMYC,emyc,False,False,1,EMYC,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
ENA,ENA,Ethena,True,True,1,ENA,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
ENADOWN,ENADOWN,ENA 2-4 Short,False,False,1,ENADOWN,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
ENAUP,ENAUP,ENA 2-4 Long,False,False,1,ENAUP,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
ENJ,ENJ,Enjin Coin,False,True,1,ENJ,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
ENQ,ENQ,Enecuum,False,False,1,ENQ,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
ENS,ENS,Ethereum Name Service,False,True,1,ENS,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,True
ENSO,ENSO,Enso,False,False,1,ENSO,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
EOS,EOS,EOS,False,True,1,EOS,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
EOS3L,EOS3L,EOS 3x Long,False,False,1,EOS3L,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
EOS3S,EOS3S,EOS 3x Short,False,False,1,EOS3S,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
EOSC,EOSC,EOSForce,False,False,1,EOSC,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
EPIC,EPIC,Epic Chain,False,False,1,EPIC,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
EPIK,EPIK,Epik Prime,False,True,1,EPIK,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
EPK,EPK,EpiK Protocol,False,False,1,EPK,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
EPRX,EPRX,EPRX,False,False,1,EPRX,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
EPS,EPS,Ellipsis,False,False,1,EPS,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
EPT,EPT,Balance,False,False,2,EPT,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
EPX,EPX,Ellipsis X,False,False,1,EPX,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
EQTY,EQTY,EQTY,False,False,1,EQTY,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
EQX,EQX,EQIFi,False,False,1,EQX,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
EQZ,EQZ,Equalizer,False,False,2,EQZ,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
ERA,ERA,Caldera,False,True,1,ERA,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
ERG,ERG,Ergo,False,False,1,ERG,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,True
ERN,ERN,Ethernity Chain,False,True,1,ERN,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
ERSDL,ERSDL,UnFederalReserveToken,False,False,1,ERSDL,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
ERTHA,ERTHA,Ertha,False,False,1,ERTHA,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
ES,ES,Eclipse,False,True,2,ES,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
ESE,ESE,eesee,False,False,2,ESE,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
ESIM,ESIM,Depinsim,False,False,1,ESIM,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
ESP,ESP,Espresso,False,False,1,ESP,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
ESPORTS,ESPORTS,Yooldo Games,False,False,1,ESPORTS,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
ETC,ETC,Ethereum Classic,True,True,1,ETC,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
ETCDOWN,ETCDOWN,ETC 2-4 Short,False,False,1,ETCDOWN,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
ETCUP,ETCUP,ETC 2-4 Long,False,False,1,ETCUP,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
ETF,ETF,Ethereum Fog,False,False,1,ETF,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
ETGM,ETGM,ETGM,False,False,1,ETGM,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
ETH,ETH,Ethereum,True,True,6,ETH,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,True
ETH2,ksETH,Ethereum2.0,False,False,1,ETH2,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
ETH3L,ETH3L,ETH 3x Long,False,False,1,ETH3L,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
ETH3S,ETH3S,ETH 3x Short,False,False,1,ETH3S,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
ETHDOWN,ETHDOWN,ETH 2-4 Short,False,False,1,ETHDOWN,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
ETHFI,ETHFI,ether.fi,False,True,1,ETHFI,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
ETHO,ETHO,Etho Protocol,False,False,1,ETHO,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
ETHUP,ETHUP,ETH 2-4 Long,False,False,1,ETHUP,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
ETHW,ETHW,ETHPoW,False,True,1,ETHW,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,True
ETN,ETN,Electroneum,False,True,1,ETN,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
EUL,EUL,Euler,False,False,1,EUL,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,True
EUR,EUR,Euro,False,False,0,,LOW,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
EVER,EVER,Everscale,False,False,2,EVER,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
EVX,EVX,Everex,False,False,1,EVX,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
EWT,EWT,Energy Web Token,False,False,1,EWT,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,True
EXRD,EXRD,Radix,False,False,1,EXRD,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
EXY,EXY,Experty,False,False,1,EXY,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
EYWA,EYWA,EYWA,False,False,1,EYWA,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
F,F,SynFutures,False,False,2,,LOW,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
FALCONS,FALCONS,FalconSwaps Token,False,False,1,FALCONS,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
FARTCOIN,FARTCOIN,Fartcoin,False,True,1,FARTCOIN,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
FASTER,FASTER,Archer Hunter,False,False,1,FASTER,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
FB,FB,Fractal Bitcoin,False,False,1,FB,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
FCD,FCD,FreshCut Diamond,False,False,1,FCD,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
FCL,FCL,Fractal,False,False,1,FCL,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
FCON,FCON,Space Falcon,False,False,1,FCON,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
FEAR,FEAR,FEAR,False,False,1,FEAR,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
FET,FET,Artificial Superintelligence Alliance,True,True,1,FET,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,True
FETDOWN,FETDOWN,FET 2-4 Short,False,False,1,FETDOWN,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
FETUP,FETUP,FET 2-4 Long,False,False,1,FETUP,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
FF,FF,Falcon Finance,False,False,1,FF,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
FIDA,FIDA,Bonfida,False,False,1,FIDA,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,True
FIGHT,FIGHT,Fight,False,False,1,FIGHT,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
FIL,FIL,Filecoin,True,True,1,FIL,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,True
FILDOWN,FILDOWN,FIL 2-4 Short,False,False,1,FILDOWN,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
FILUP,FILUP,FIL 2-4 Long,False,False,1,FILUP,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
FINC,FINC,Finceptor,False,False,1,FINC,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
FIRE,FIRE,MATR1X,False,False,1,FIRE,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
FITFI,FITFI,Step App,False,True,1,FITFI,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,True
FJD,FJD,Fiji Dollar,False,False,0,FJD,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
FKX,FKX,FortKnoxster,False,False,1,FKX,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
FLAME,FLAME,FireStarter,False,False,1,FLAME,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
FLIP,FLIP,Chainflip,False,False,1,FLIP,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,True
FLIXX,FLIXX,Flixxo,False,False,1,FLIXX,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
FLK,FLK,Fleek,False,False,1,FLK,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
FLOCK,FLOCK,Flock,False,False,1,FLOCK,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
FLOKI,FLOKI,FLOKI,False,True,2,FLOKI,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,True
FLOKIDOWN,FLOKIDOWN,FLOKI 2-4 Short,False,False,1,FLOKIDOWN,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
FLOKIUP,FLOKIUP,FLOKI 2-4 Long,False,False,1,FLOKIUP,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
FLOW,FLOW,Flow,False,True,1,FLOW,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,True
FLR,FLR,Flare Network,False,True,1,FLR,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,True
FLUX,FLUX,flux,False,True,1,FLUX,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,True
FLY,FLY,Franklin,False,False,1,FLY,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
FOGO,FOGO,FOGO,False,True,1,FOGO,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
FOLKS,FOLKS,Folks Finance,False,False,1,FOLKS,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
FOMO,FOMO,Fomo,False,False,1,FOMO,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
FORESTPLUS,FORESTPLUS,The Forbidden Forest,False,False,1,FORESTPLUS,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
FORM,FORM,Form,False,False,1,FORM,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
FORMOLD,FORMOLD,Formation Fi,False,False,1,FORMOLD,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
FORT,FORT,Forta,False,False,1,FORT,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,True
FORTH,FORTH,Ampleforth Governance Token,False,False,1,FORTH,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,True
FORWARD,FORWARD,Forward Protocol,False,False,1,FORWARD,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
FOTA,FOTA,Fortuna,False,False,1,FOTA,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
FOXY,FOXY,Foxy,False,True,1,FOXY,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
FRA,FRA,Findora,False,False,1,FRA,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
FRAG,FRAG,Fragmetric,False,False,1,FRAG,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
FRAX,FRAX,FRAX,False,False,1,,LOW,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
