currency,display_name,full_name,is_margin_enabled,is_debit_enabled,chain_count,canonical_asset_id,identity_confidence,current_metadata_isolation,historical_base_usdt_kline_found
MDX,MDX,Mdex,False,False,1,MDX,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
ME,ME,Magic Eden,False,True,1,ME,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MEE,MEE,CoinMeet,False,False,1,MEE,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MEET,MEET,CoinMeet,False,False,1,MEET,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MEGA,MEGA,MegaETH,False,False,1,MEGA,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MELANIA,MELANIA,Melania Meme,False,True,1,MELANIA,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MELOS,MELOS,Melos Studio,False,False,1,MELOS,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MEM,MEM,MEME.COM,False,False,1,MEM,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MEME,MEME,Memecoin,False,True,1,MEME,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,True
MEMEFI,MEMEFI,MEMEFI,False,True,1,MEMEFI,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MEMHASH,MEMHASH,Memhash,False,False,2,MEMHASH,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MERL,MERL,Merlin Chain,False,True,1,MERL,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MET,MET,Meteora,False,False,1,MET,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
METADAO,METADAO,MetaDAO,False,False,1,METADAO,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
METAOLD,METAOLD,Metadium,False,False,1,METAOLD,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
METIS,METIS,Metis,False,True,2,METIS,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,True
MEW,MEW,cat in a dogs world,False,True,1,MEW,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MEZO,MEZO,Mezo,False,False,1,MEZO,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MF,MF,Moonwalk Fitness,False,False,1,MF,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MFT,MFT,Hifi Finance,False,True,1,MFT,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MGO,MGO,Mango Network,False,False,1,MGO,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MGT,MGT,Moongate,False,False,1,MGT,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MHC,MHC,MetaHash,False,True,1,MHC,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MICHI,MICHI,michi,False,False,1,MICHI,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MIGGLES,MIGGLES,Mr. Miggles,False,False,1,MIGGLES,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MILADYCULT,MILADYCULT,Milady Cult Coin,False,False,1,MILADYCULT,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MILK,MILK,MilkyWay,False,True,1,MILK,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MIN,MIN,Minswap,False,False,1,MIN,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MINA,MINA,Mina,False,True,1,MINA,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,True
MIND,MIND,Morpheus Infrastructure Node,False,False,1,MIND,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MINT,MINT,Mintify,False,False,1,MINT,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MIR,MIR,Mirror Protocol,False,True,1,MIR,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MIRA,MIRA,Mira,False,False,1,MIRA,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MIRAI,MIRAI,Project MIRAI,False,False,1,MIRAI,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MISSION,MISSION,MissionPawsible,False,False,2,MISSION,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MITX,MITX,Morpheus Labs,False,False,1,MITX,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MJT,MJT,MojitoSwap,False,False,1,MJT,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MKD,MKD,Denar,False,False,0,MKD,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MKR,MKR,Maker,False,True,1,MKR,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MKRDOWN,MKRDOWN,MKR 2-4 Short,False,False,1,MKRDOWN,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MKRUP,MKRUP,MKR 2-4 Long,False,False,1,MKRUP,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MLK,MLK,MiL.k,False,False,2,MLK,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,True
MLN,MLN,Enzyme,False,False,1,MLN,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MLS,MLS,WinGoal,False,False,3,MLS,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MMM,MMM,Meta Merge Mana,False,False,1,MMM,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MMOLD,MMOLD,MetaMecha,False,False,1,MMOLD,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MMT,MMT,Momentum,False,True,1,MMT,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MNDE,MNDE,Marinade,False,False,1,MNDE,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MNET,MNET,MINE Network,False,False,1,MNET,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MNRY,MNRY,Moonray,False,False,1,MNRY,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MNST,MNST,MoonStarter,False,False,1,MNST,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MNT,MNT,Mantle Network,False,False,2,MNT,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,True
MNW,MNW,Morpheus.Network,False,False,1,MNW,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MOBI,MOBI,Mobius,False,False,1,MOBI,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MOBILE,MOBILE,Helium Mobile,False,False,1,MOBILE,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MOCA,MOCA,Moca Coin,False,False,1,MOCA,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MOD,MOD,Modum,False,False,1,MOD,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MODEFI,MODEFI,Modefi,False,False,1,MODEFI,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MOG,MOG,Mog Coin,False,False,1,MOG,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MON,MON,MONAD,False,True,1,MON,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MONG,MONG,MongCoin,False,False,1,MONG,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MONI,MONI,Monsta Infinite,False,False,1,MONI,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MONKY,MONKY,Wise Monkey,False,True,1,MONKY,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MONPRO,MONPRO,MON Protocol,False,False,1,MONPRO,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MOODENG,MOODENG,Moo Deng,False,True,1,MOODENG,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MOOLAH,MOOLAH,Moolah,False,False,1,MOOLAH,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MOOV,MOOV,Dotmoovs,False,False,1,MOOV,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MOP,MOP,Pataca,False,False,0,MOP,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MORE,MORE,Moonveil,False,False,1,MORE,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MORI,MORI,Mori Coin (MORI),False,False,1,MORI,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MORPHO,MORPHO,Morpho,False,False,1,MORPHO,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MOVA,MOVA,Movachain,False,False,1,MOVA,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MOVE,MOVE,Movement,False,True,2,MOVE,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MOVR,MOVR,Moonriver,False,True,1,MOVR,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,True
MOXIE,MOXIE,Moxie,False,False,1,MOXIE,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MOZ,MOZ,Lumoz token,False,False,1,MOZ,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MPC,MPC,Partisia Blockchain,False,False,1,MPC,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MPLX,MPLX,Metaplex,False,False,1,MPLX,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MSN,MSN,meson.network,False,True,1,MSN,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MSTRX,MSTRX,MicroStrategy xStock,False,False,1,MSTRX,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MSWAP,MSWAP,MoneySwap,False,False,1,MSWAP,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MTC,MTC,DOC.COM,False,False,1,MTC,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MTH,MTH,Monetha,False,False,1,MTH,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MTL,MTL,Metal DAO,False,True,1,MTL,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,True
MTN,MTN,Medicalchain,False,False,1,MTN,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MTOS,MTOS,MomoAI,False,False,1,MTOS,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MTRG,MTRG,Meter,False,True,2,MTRG,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,True
MTS,MTS,Metastrike,False,False,1,MTS,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MTV,MTV,MultiVAC,False,True,2,MTV,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MUBARAK,MUBARAK,Mubarak,False,True,1,MUBARAK,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MUBI,MUBI,Multibit,False,False,1,MUBI,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MUR,MUR,Mauritian Rupee,False,False,0,MUR,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MUSH,MUSH,MUSH,False,False,1,MUSH,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MV,MV,GensoKishi Metaverse,False,False,1,MV,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MVP,MVP,Merculet,False,False,1,MVP,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MWAT,MWAT,Restart Energy,False,False,1,MWAT,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MXC,MXC,MXCToken,False,True,1,MXC,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MXM,MXM,MixMob,False,False,1,MXM,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MXN,MXN,Mexican Peso,False,False,0,MXN,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MXW,MXW,Maxonrow,False,False,1,MXW,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MYR,MYR,Malaysian Ringgit,False,False,0,MYR,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
MYRIA,MYRIA,Myria,False,False,1,MYRIA,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,True
MYRO,MYRO,Myro,False,True,1,MYRO,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,True
MZN,MZN,Metical,False,False,0,MZN,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
NAKA,NAKA,Nakamoto.Games,False,False,1,NAKA,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,True
NAM,NAM,namada,False,False,1,NAM,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
NANO,NANO,NANO,False,False,1,NANO,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
NATIX,NATIX,NATIX Network,False,False,1,NATIX,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
NAVI,NAVI,Atlas Navi,False,False,1,NAVI,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
NAVX,NAVX,NAVI Protocol,False,False,1,NAVX,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
NAYM,NAYM,Naym,False,False,1,NAYM,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
NC,NC,Nodecoin,False,True,1,NC,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
NDAU,NDAU,ndau,False,False,1,NDAU,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
NEAR,NEAR,NEAR Protocol,True,True,1,NEAR,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,True
NEAR3L,NEAR3L,NEAR 3x Long,False,False,1,NEAR3L,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
NEAR3S,NEAR3S,NEAR 3x Short,False,False,1,NEAR3S,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
NEBL,NEBL,Neblio,False,False,1,NEBL,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
NEER,NEER,Metaverse.Network & Bit.Country,False,False,1,NEER,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
NEIRO,NEIRO,Neiro,False,True,1,NEIRO,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
NEIROCTO,NEIROCTO,First Neiro on Ethereum,False,True,1,NEIROCTO,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
NEM,NEM,XEM,False,False,1,NEM,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
NEO,NEO,NEO,False,True,1,NEO,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
NEON,NEON,Neon EVM,False,False,1,NEON,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,True
NES,NES,Nesa,False,False,2,NES,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
NETVR,NETVR,NetVRk,False,False,1,NETVR,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
NEWT,NEWT,Newton Protocol,False,True,1,NEWT,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
NEX,NEX,Nexus,False,False,1,NEX,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
NEXG,NEXG,NexGami,False,False,1,NEXG,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
NEXI,NEXI,Nexira DAEP,False,False,1,NEXI,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
NFP,NFP,NFPrompt,False,False,1,NFP,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
NFT,NFT,AINFT,False,True,1,NFT,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,True
NFTB,NFTB,NFTB,False,False,1,NFTB,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
NGC,NGC,NAGA Coin,False,False,1,NGC,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
NGL,NGL,Gold Fever,False,False,1,NGL,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
NGM,NGM,e-Money,False,False,2,NGM,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
NGN,NGN,Naira,False,False,0,NGN,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
NHCT,NHCT,Hurricane NFT,False,False,1,NHCT,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
NIBI,NIBI,Nibiru,False,False,1,NIBI,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
NIF,NIF,Unifty,False,False,1,NIF,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
NIGHT,NIGHT,NIGHT,False,True,1,NIGHT,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
NIL,NIL,Nillion,False,True,2,NIL,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
NIM,NIM,Nimiq,False,False,1,NIM,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,True
NIX,NIX,NIX,False,False,1,NIX,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
NKN,NKN,NKN,False,True,1,NKN,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,True
NLK,NLK,NuLink,False,False,1,NLK,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
NMR,NMR,Numeraire,False,False,1,NMR,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,True
NOBODY,NOBODY,Nobody Sausage,False,False,1,NOBODY,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
NOC,NOC,Nono Coin,False,False,1,NOC,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
NODE,NODE,NodeOps,False,False,1,NODE,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
NOIA,NOIA,Synternet,False,False,1,NOIA,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
NOK,NOK,Norwegian Krone,False,False,0,NOK,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
NOLAN,NOLAN,NOLAN,False,False,1,NOLAN,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
NOM,NOM,Nomina,False,False,1,NOM,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
NOOB,NOOB,Blast Royale,False,False,1,NOOB,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
NOON,NOON,NOON,False,False,1,NOON,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
NORD,NORD,Nord Finance,False,False,1,NORD,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
NOT,NOT,Notcoin,False,True,2,NOT,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
NOTAI,NOTAI,NOTAI,False,False,1,NOTAI,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
NPC,NPC,Non Playable Coin,False,False,1,NPC,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
NPR,NPR,Nepalese Rupees,False,False,0,NPR,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
NPXS,NPXS,Pundi X,False,False,1,NPXS,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
NRFB,NRFB,NuriFootball,False,False,1,NRFB,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
NRG,NRG,Energi,False,True,1,NRG,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
NRN,NRN,Neuron,False,False,1,NRN,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
NS,NS,SuiNS,False,False,1,NS,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
NTRN,NTRN,Neutron,False,False,1,NTRN,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
NTVRK,NTVRK,Netvrk,False,False,1,NTVRK,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
NU,NU,NuCypher,False,True,1,NU,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
NULS,NULS,Nuls,False,True,1,NULS,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
NUM,NUM,Numbers Protocol,False,True,2,NUM,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,True
NUMI,NUMI,NUMINE Token,False,False,1,NUMI,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
NUSD,NUSD,Neutral Dollar,False,False,1,NUSD,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
NVDAX,NVDAX,NVIDIA xStock,False,False,1,NVDAX,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
NVG8,NVG8,Navigate,False,False,1,NVG8,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
NVT,NVT,Nerve,False,False,1,NVT,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
NWC,NWC,Numerico,False,True,2,NWC,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
NXPC,NXPC,NEXPACE,False,True,2,NXPC,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
NXRA,NXRA,Nexera Foundation,False,False,1,NXRA,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
NXT,NXT,NEXST,False,False,1,NXT,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
NYM,NYM,NYM,False,True,1,NYM,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,True
NZD,NZD,New Zealand Dollar,False,False,0,NZD,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
O,O,o1.exchange,False,False,1,,LOW,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
OAS,OAS,Oasys,False,False,1,OAS,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
OBI,OBI,Orbofi AI,False,False,1,OBI,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,True
