architecture_id,source_architecture_id,source_variant_id,trend_engine_id,compression_engine_id,maximum_positions,maximum_open_risk_fraction,base_risk_per_trade_fraction,expanded_risk_per_trade_fraction,trend_cooldown_hours,compression_cooldown_hours,normal_holding_bars,strong_bull_holding_bars
COMPOSITE_ALPHA_V3,COMPOSITE_ALPHA_V2,STRONG_BULL_HOLD_96,TREND_CONTINUATION_CORE_V3,COMPRESSION_EXPANSION_SPECIALIST_V3,5,0.0225,0.005,0.0075,12,24,48,96
