metric,period,first_disagreement_week,final_disagreement_week,duration_weeks,c2_only,d2_only,recurrence_count,resolved_within_one_week,resolved_within_four_weeks,persistent_4_weeks,persistent_8_weeks,persistent_13_weeks,persistent_26_weeks
TOP_8,POST_WARMUP,2021-08-23T00:00:00+00:00,2021-08-23T00:00:00+00:00,1,VET-USDT,KCS-USDT,2,True,True,False,False,False,False
TOP_8,POST_WARMUP,2021-08-30T00:00:00+00:00,2021-09-06T00:00:00+00:00,2,VET-USDT,ICP-USDT,1,False,True,False,False,False,False
TOP_8,POST_WARMUP,2021-09-13T00:00:00+00:00,2021-09-13T00:00:00+00:00,1,VET-USDT,AVAX-USDT,1,True,True,False,False,False,False
TOP_8,POST_WARMUP,2021-11-22T00:00:00+00:00,2021-11-22T00:00:00+00:00,1,MANA-USDT,ADA-USDT,1,True,True,False,False,False,False
TOP_8,POST_WARMUP,2021-11-29T00:00:00+00:00,2021-12-13T00:00:00+00:00,3,MANA-USDT,SOL-USDT,1,False,True,False,False,False,False
TOP_8,POST_WARMUP,2021-12-20T00:00:00+00:00,2021-12-20T00:00:00+00:00,1,MANA-USDT,BNB-USDT,1,True,True,False,False,False,False
TOP_8,POST_WARMUP,2023-01-30T00:00:00+00:00,2023-01-30T00:00:00+00:00,1,GRAM-USDT,GALAX-USDT,1,True,True,False,False,False,False
TOP_8,POST_WARMUP,2023-02-13T00:00:00+00:00,2023-02-13T00:00:00+00:00,1,GRAM-USDT,ADA-USDT,1,True,True,False,False,False,False
TOP_8,POST_WARMUP,2023-04-17T00:00:00+00:00,2023-04-17T00:00:00+00:00,1,GRAM-USDT,SHIB-USDT,2,True,True,False,False,False,False
TOP_8,POST_WARMUP,2023-04-24T00:00:00+00:00,2023-04-24T00:00:00+00:00,1,GRAM-USDT,LTC-USDT,2,True,True,False,False,False,False
TOP_8,POST_WARMUP,2023-05-01T00:00:00+00:00,2023-05-01T00:00:00+00:00,1,GRAM-USDT,SHIB-USDT,2,True,True,False,False,False,False
TOP_8,POST_WARMUP,2023-05-08T00:00:00+00:00,2023-05-08T00:00:00+00:00,1,GRAM-USDT,LTC-USDT,2,True,True,False,False,False,False
TOP_8,POST_WARMUP,2023-05-15T00:00:00+00:00,2023-05-15T00:00:00+00:00,1,GRAM-USDT,DOGE-USDT,2,True,True,False,False,False,False
TOP_8,POST_WARMUP,2023-05-22T00:00:00+00:00,2023-05-22T00:00:00+00:00,1,GRAM-USDT,INJ-USDT,1,True,True,False,False,False,False
TOP_8,POST_WARMUP,2023-08-07T00:00:00+00:00,2023-08-07T00:00:00+00:00,1,XLM-USDT,SHIB-USDT,1,True,True,False,False,False,False
TOP_8,POST_WARMUP,2023-08-21T00:00:00+00:00,2023-08-21T00:00:00+00:00,1,PEPE-USDT,XMR-USDT,2,True,True,False,False,False,False
TOP_8,POST_WARMUP,2023-08-28T00:00:00+00:00,2023-09-04T00:00:00+00:00,2,PEPE-USDT,DOGE-USDT,2,False,True,False,False,False,False
TOP_8,POST_WARMUP,2023-09-11T00:00:00+00:00,2023-09-18T00:00:00+00:00,2,GRAM-USDT;PEPE-USDT,DOGE-USDT;LTC-USDT,1,False,True,False,False,False,False
TOP_8,POST_WARMUP,2023-09-25T00:00:00+00:00,2023-09-25T00:00:00+00:00,1,GRAM-USDT,DOGE-USDT,2,True,True,False,False,False,False
TOP_8,POST_WARMUP,2023-10-02T00:00:00+00:00,2023-10-02T00:00:00+00:00,1,GRAM-USDT,LINK-USDT,1,True,True,False,False,False,False
TOP_8,POST_WARMUP,2023-10-16T00:00:00+00:00,2023-10-23T00:00:00+00:00,2,KAS-USDT,LTC-USDT,1,False,True,False,False,False,False
TOP_8,POST_WARMUP,2023-11-13T00:00:00+00:00,2023-11-13T00:00:00+00:00,1,PEPE-USDT,XMR-USDT,2,True,True,False,False,False,False
TOP_8,POST_WARMUP,2023-11-20T00:00:00+00:00,2023-11-20T00:00:00+00:00,1,PEPE-USDT,DOGE-USDT,2,True,True,False,False,False,False
TOP_8,POST_WARMUP,2023-11-27T00:00:00+00:00,2023-11-27T00:00:00+00:00,1,KAS-USDT;PEPE-USDT,RUNE-USDT;SHIB-USDT,1,True,True,False,False,False,False
TOP_8,POST_WARMUP,2023-12-04T00:00:00+00:00,2023-12-04T00:00:00+00:00,1,KAS-USDT,SHIB-USDT,1,True,True,False,False,False,False
TOP_8,POST_WARMUP,2023-12-11T00:00:00+00:00,2023-12-11T00:00:00+00:00,1,KAS-USDT,DOGE-USDT,1,True,True,False,False,False,False
TOP_8,POST_WARMUP,2023-12-18T00:00:00+00:00,2023-12-18T00:00:00+00:00,1,KAS-USDT,INJ-USDT,2,True,True,False,False,False,False
TOP_8,POST_WARMUP,2024-01-29T00:00:00+00:00,2024-01-29T00:00:00+00:00,1,SUI-USDT,SEI-USDT,1,True,True,False,False,False,False
TOP_8,POST_WARMUP,2024-02-05T00:00:00+00:00,2024-02-05T00:00:00+00:00,1,SUI-USDT,LINK-USDT,1,True,True,False,False,False,False
TOP_8,POST_WARMUP,2024-02-12T00:00:00+00:00,2024-02-19T00:00:00+00:00,2,SUI-USDT,XMR-USDT,1,False,True,False,False,False,False
TOP_8,POST_WARMUP,2024-02-26T00:00:00+00:00,2024-03-04T00:00:00+00:00,2,KAS-USDT,INJ-USDT,2,False,True,False,False,False,False
TOP_8,POST_WARMUP,2024-03-11T00:00:00+00:00,2024-03-11T00:00:00+00:00,1,PEPE-USDT,JASMY-USDT,1,True,True,False,False,False,False
TOP_8,POST_WARMUP,2024-03-18T00:00:00+00:00,2024-03-18T00:00:00+00:00,1,PEPE-USDT,ICP-USDT,2,True,True,False,False,False,False
TOP_8,POST_WARMUP,2024-03-25T00:00:00+00:00,2024-03-25T00:00:00+00:00,1,PEPE-USDT,NEAR-USDT,1,True,True,False,False,False,False
TOP_8,POST_WARMUP,2024-04-01T00:00:00+00:00,2024-04-08T00:00:00+00:00,2,PEPE-USDT,ICP-USDT,2,False,True,False,False,False,False
TOP_8,POST_WARMUP,2024-05-13T00:00:00+00:00,2024-05-13T00:00:00+00:00,1,PEPE-USDT,SHIB-USDT,3,True,True,False,False,False,False
TOP_8,POST_WARMUP,2024-05-20T00:00:00+00:00,2024-05-20T00:00:00+00:00,1,PEPE-USDT,XRP-USDT,2,True,True,False,False,False,False
TOP_8,POST_WARMUP,2024-05-27T00:00:00+00:00,2024-05-27T00:00:00+00:00,1,PEPE-USDT,WIF-USDT,1,True,True,False,False,False,False
TOP_8,POST_WARMUP,2024-06-03T00:00:00+00:00,2024-06-03T00:00:00+00:00,1,GRAM-USDT;PEPE-USDT,WIF-USDT;XRP-USDT,1,True,True,False,False,False,False
TOP_8,POST_WARMUP,2024-06-10T00:00:00+00:00,2024-06-10T00:00:00+00:00,1,GRAM-USDT;PEPE-USDT,NEAR-USDT;WIF-USDT,2,True,True,False,False,False,False
TOP_8,POST_WARMUP,2024-06-17T00:00:00+00:00,2024-06-17T00:00:00+00:00,1,PEPE-USDT,XRP-USDT,2,True,True,False,False,False,False
TOP_8,POST_WARMUP,2024-06-24T00:00:00+00:00,2024-06-24T00:00:00+00:00,1,PEPE-USDT,SHIB-USDT,3,True,True,False,False,False,False
TOP_8,POST_WARMUP,2024-07-01T00:00:00+00:00,2024-07-01T00:00:00+00:00,1,GRAM-USDT;PEPE-USDT,DOGE-USDT;NEAR-USDT,1,True,True,False,False,False,False
TOP_8,POST_WARMUP,2024-07-08T00:00:00+00:00,2024-07-08T00:00:00+00:00,1,GRAM-USDT;PEPE-USDT,DOGE-USDT;WIF-USDT,2,True,True,False,False,False,False
TOP_8,POST_WARMUP,2024-07-15T00:00:00+00:00,2024-07-15T00:00:00+00:00,1,GRAM-USDT;PEPE-USDT,JASMY-USDT;NEAR-USDT,1,True,True,False,False,False,False
TOP_8,POST_WARMUP,2024-07-22T00:00:00+00:00,2024-07-22T00:00:00+00:00,1,GRAM-USDT;PEPE-USDT,NEAR-USDT;SHIB-USDT,1,True,True,False,False,False,False
TOP_8,POST_WARMUP,2024-07-29T00:00:00+00:00,2024-07-29T00:00:00+00:00,1,KAS-USDT;PEPE-USDT,NEAR-USDT;SHIB-USDT,1,True,True,False,False,False,False
TOP_8,POST_WARMUP,2024-08-05T00:00:00+00:00,2024-08-05T00:00:00+00:00,1,PEPE-USDT,SHIB-USDT,3,True,True,False,False,False,False
TOP_8,POST_WARMUP,2024-08-12T00:00:00+00:00,2024-08-12T00:00:00+00:00,1,KAS-USDT;PEPE-USDT,ONDO-USDT;SHIB-USDT,1,True,True,False,False,False,False
TOP_8,POST_WARMUP,2024-08-19T00:00:00+00:00,2024-08-19T00:00:00+00:00,1,KAS-USDT;PEPE-USDT,ONDO-USDT;XMR-USDT,1,True,True,False,False,False,False
TOP_8,POST_WARMUP,2024-08-26T00:00:00+00:00,2024-08-26T00:00:00+00:00,1,KAS-USDT;PEPE-USDT,DOGE-USDT;ONDO-USDT,1,True,True,False,False,False,False
TOP_8,POST_WARMUP,2024-09-02T00:00:00+00:00,2024-09-02T00:00:00+00:00,1,GRAM-USDT;PEPE-USDT,DOGE-USDT;FET-USDT,1,True,True,False,False,False,False
TOP_8,POST_WARMUP,2024-09-09T00:00:00+00:00,2024-09-09T00:00:00+00:00,1,GRAM-USDT;PEPE-USDT,DOGE-USDT;WIF-USDT,2,True,True,False,False,False,False
TOP_8,POST_WARMUP,2024-09-16T00:00:00+00:00,2024-09-23T00:00:00+00:00,2,GRAM-USDT;PEPE-USDT,NEAR-USDT;WIF-USDT,2,False,True,False,False,False,False
TOP_8,POST_WARMUP,2024-09-30T00:00:00+00:00,2024-09-30T00:00:00+00:00,1,PEPE-USDT;SUI-USDT,NEAR-USDT;WIF-USDT,1,True,True,False,False,False,False
TOP_8,POST_WARMUP,2024-10-07T00:00:00+00:00,2024-10-07T00:00:00+00:00,1,PEPE-USDT;SUI-USDT,SHIB-USDT;TAO-USDT,2,True,True,False,False,False,False
TOP_8,POST_WARMUP,2024-10-14T00:00:00+00:00,2024-10-14T00:00:00+00:00,1,PEPE-USDT;SUI-USDT,SHIB-USDT;XMR-USDT,1,True,True,False,False,False,False
TOP_8,POST_WARMUP,2024-10-21T00:00:00+00:00,2024-10-21T00:00:00+00:00,1,PEPE-USDT;SUI-USDT,FET-USDT;TAO-USDT,1,True,True,False,False,False,False
TOP_8,POST_WARMUP,2024-10-28T00:00:00+00:00,2024-10-28T00:00:00+00:00,1,PEPE-USDT;SUI-USDT,TAO-USDT;WIF-USDT,1,True,True,False,False,False,False
TOP_8,POST_WARMUP,2024-11-04T00:00:00+00:00,2024-11-04T00:00:00+00:00,1,PEPE-USDT;SUI-USDT,TAO-USDT;XMR-USDT,1,True,True,False,False,False,False
TOP_8,POST_WARMUP,2024-11-11T00:00:00+00:00,2024-11-18T00:00:00+00:00,2,PEPE-USDT;SUI-USDT,SHIB-USDT;TAO-USDT,2,False,True,False,False,False,False
TOP_8,POST_WARMUP,2024-11-25T00:00:00+00:00,2024-11-25T00:00:00+00:00,1,PEPE-USDT;SUI-USDT,ADA-USDT;XMR-USDT,2,True,True,False,False,False,False
TOP_8,POST_WARMUP,2024-12-02T00:00:00+00:00,2024-12-02T00:00:00+00:00,1,PEPE-USDT;SUI-USDT,ADA-USDT;WIF-USDT,1,True,True,False,False,False,False
TOP_8,POST_WARMUP,2024-12-09T00:00:00+00:00,2024-12-16T00:00:00+00:00,2,PEPE-USDT;SUI-USDT,ADA-USDT;HBAR-USDT,1,False,True,False,False,False,False
TOP_8,POST_WARMUP,2024-12-23T00:00:00+00:00,2024-12-23T00:00:00+00:00,1,PEPE-USDT;SUI-USDT,ADA-USDT;XMR-USDT,2,True,True,False,False,False,False
TOP_8,POST_WARMUP,2024-12-30T00:00:00+00:00,2024-12-30T00:00:00+00:00,1,PEPE-USDT;SUI-USDT,HBAR-USDT;XMR-USDT,1,True,True,False,False,False,False
TOP_10,FULL,2019-03-18T00:00:00+00:00,2019-03-18T00:00:00+00:00,1,BCHSV-USDT;ETC-USDT;NEO-USDT;XLM-USDT,,3,True,True,False,False,False,False
TOP_10,FULL,2019-03-25T00:00:00+00:00,2019-03-25T00:00:00+00:00,1,ETC-USDT;NEO-USDT;ONT-USDT;XLM-USDT,,3,True,True,False,False,False,False
TOP_10,FULL,2019-04-01T00:00:00+00:00,2019-05-06T00:00:00+00:00,6,BCHSV-USDT;ETC-USDT;NEO-USDT;XLM-USDT,,3,False,False,True,False,False,False
TOP_10,FULL,2019-05-13T00:00:00+00:00,2019-05-13T00:00:00+00:00,1,ETC-USDT;NEO-USDT;ONT-USDT;XLM-USDT,,3,True,True,False,False,False,False
TOP_10,FULL,2019-05-20T00:00:00+00:00,2019-05-20T00:00:00+00:00,1,BCHSV-USDT;NEO-USDT;ONT-USDT;XLM-USDT,,1,True,True,False,False,False,False
TOP_10,FULL,2019-05-27T00:00:00+00:00,2019-06-03T00:00:00+00:00,2,ETC-USDT;NEO-USDT;ONT-USDT;XLM-USDT,,3,False,True,False,False,False,False
TOP_10,FULL,2019-06-10T00:00:00+00:00,2019-07-08T00:00:00+00:00,5,BCHSV-USDT;ETC-USDT;NEO-USDT;XLM-USDT,,3,False,False,True,False,False,False
TOP_10,FULL,2019-07-15T00:00:00+00:00,2019-07-15T00:00:00+00:00,1,BCHSV-USDT;MTV-USDT;NEO-USDT;XLM-USDT,,1,True,True,False,False,False,False
TOP_10,FULL,2019-07-22T00:00:00+00:00,2019-07-29T00:00:00+00:00,2,BCHSV-USDT;ETC-USDT;MTV-USDT;NEO-USDT,,1,False,True,False,False,False,False
TOP_10,FULL,2019-08-05T00:00:00+00:00,2019-08-19T00:00:00+00:00,3,BCHSV-USDT;MTV-USDT;NEO-USDT;TEL-USDT,,1,False,True,False,False,False,False
TOP_10,FULL,2019-08-26T00:00:00+00:00,2019-08-26T00:00:00+00:00,1,BCHSV-USDT;MTV-USDT;NEO-USDT;TEL-USDT,ATOM-USDT,1,True,True,False,False,False,False
TOP_10,FULL,2019-09-02T00:00:00+00:00,2019-09-16T00:00:00+00:00,3,BCHSV-USDT;CHR-USDT;MTV-USDT;NEO-USDT,ATOM-USDT,1,False,True,False,False,False,False
TOP_10,FULL,2019-09-23T00:00:00+00:00,2019-09-23T00:00:00+00:00,1,BCHSV-USDT;CHR-USDT;MTV-USDT;NEO-USDT,ALGO-USDT;ATOM-USDT;BNB-USDT,1,True,True,False,False,False,False
TOP_10,FULL,2019-09-30T00:00:00+00:00,2019-09-30T00:00:00+00:00,1,BCHSV-USDT;CHR-USDT;MTV-USDT;NEO-USDT,ALGO-USDT;ATOM-USDT;BNB-USDT;XTZ-USDT,1,True,True,False,False,False,False
TOP_10,FULL,2019-10-07T00:00:00+00:00,2019-10-07T00:00:00+00:00,1,BCHSV-USDT;CHR-USDT;COTI-USDT;NEO-USDT,ADA-USDT;ALGO-USDT;ATOM-USDT;BNB-USDT,1,True,True,False,False,False,False
TOP_10,FULL,2019-10-14T00:00:00+00:00,2019-10-14T00:00:00+00:00,1,BCHSV-USDT;CHR-USDT;COTI-USDT;MTV-USDT,ALGO-USDT;ARPA-USDT;ATOM-USDT;BNB-USDT,1,True,True,False,False,False,False
TOP_10,FULL,2019-10-21T00:00:00+00:00,2019-10-21T00:00:00+00:00,1,BCHSV-USDT;CHR-USDT;COTI-USDT,ARPA-USDT;ATOM-USDT;BNB-USDT,2,True,True,False,False,False,False
TOP_10,FULL,2019-10-28T00:00:00+00:00,2019-10-28T00:00:00+00:00,1,BCHSV-USDT;CHR-USDT;TEL-USDT,ARPA-USDT;ATOM-USDT;BNB-USDT,1,True,True,False,False,False,False
TOP_10,FULL,2019-11-04T00:00:00+00:00,2019-11-11T00:00:00+00:00,2,BCHSV-USDT;CHR-USDT;COTI-USDT,ARPA-USDT;ATOM-USDT;BNB-USDT,2,False,True,False,False,False,False
TOP_10,FULL,2019-11-18T00:00:00+00:00,2019-11-18T00:00:00+00:00,1,BCHSV-USDT;COTI-USDT;MTV-USDT;NEO-USDT,ALGO-USDT;ARPA-USDT;ATOM-USDT;BNB-USDT,1,True,True,False,False,False,False
TOP_10,FULL,2019-11-25T00:00:00+00:00,2019-11-25T00:00:00+00:00,1,BCHSV-USDT;COTI-USDT;NEO-USDT;VET-USDT,ADA-USDT;ALGO-USDT;ARPA-USDT;BNB-USDT,1,True,True,False,False,False,False
TOP_10,FULL,2019-12-02T00:00:00+00:00,2019-12-02T00:00:00+00:00,1,BCHSV-USDT;COTI-USDT;NEO-USDT;VET-USDT,ADA-USDT;ARPA-USDT;ATOM-USDT;BNB-USDT,1,True,True,False,False,False,False
TOP_10,FULL,2019-12-09T00:00:00+00:00,2019-12-09T00:00:00+00:00,1,BCHSV-USDT;COTI-USDT;NEO-USDT;VET-USDT,ADA-USDT;ALGO-USDT;ATOM-USDT;BNB-USDT,1,True,True,False,False,False,False
TOP_10,FULL,2019-12-16T00:00:00+00:00,2019-12-16T00:00:00+00:00,1,BCHSV-USDT;COTI-USDT;VET-USDT,ALGO-USDT;ARPA-USDT;BNB-USDT,1,True,True,False,False,False,False
TOP_10,FULL,2019-12-23T00:00:00+00:00,2019-12-23T00:00:00+00:00,1,BCHSV-USDT;COTI-USDT;VET-USDT,ALGO-USDT;BNB-USDT;XTZ-USDT,1,True,True,False,False,False,False
TOP_10,FULL,2019-12-30T00:00:00+00:00,2019-12-30T00:00:00+00:00,1,BCHSV-USDT;COTI-USDT;VET-USDT,ALGO-USDT;ARPA-USDT;XTZ-USDT,1,True,True,False,False,False,False
TOP_10,FULL,2020-01-06T00:00:00+00:00,2020-01-06T00:00:00+00:00,1,BCHSV-USDT;COTI-USDT;ETC-USDT;VET-USDT,ALGO-USDT;ARPA-USDT;ATOM-USDT;XTZ-USDT,1,True,True,False,False,False,False
TOP_10,FULL,2020-01-13T00:00:00+00:00,2020-01-13T00:00:00+00:00,1,BCHSV-USDT;COTI-USDT;ETC-USDT,ADA-USDT;ALGO-USDT;BNB-USDT,1,True,True,False,False,False,False
TOP_10,FULL,2020-01-20T00:00:00+00:00,2020-01-20T00:00:00+00:00,1,BCHSV-USDT;COTI-USDT;ETC-USDT;NEO-USDT,ADA-USDT;ALGO-USDT;ATOM-USDT;BNB-USDT,1,True,True,False,False,False,False
TOP_10,FULL,2020-01-27T00:00:00+00:00,2020-01-27T00:00:00+00:00,1,BCHSV-USDT;COTI-USDT;ETC-USDT;NEO-USDT,ADA-USDT;ATOM-USDT;BNB-USDT;XTZ-USDT,1,True,True,False,False,False,False
TOP_10,FULL,2020-02-03T00:00:00+00:00,2020-02-17T00:00:00+00:00,3,BCHSV-USDT;COTI-USDT;ETC-USDT,ATOM-USDT;BNB-USDT;XTZ-USDT,1,False,True,False,False,False,False
TOP_10,FULL,2020-02-24T00:00:00+00:00,2020-03-02T00:00:00+00:00,2,BCHSV-USDT;ETC-USDT,ALGO-USDT;XTZ-USDT,1,False,True,False,False,False,False
TOP_10,FULL,2020-03-09T00:00:00+00:00,2020-03-09T00:00:00+00:00,1,BCHSV-USDT;COTI-USDT,ADA-USDT;ALGO-USDT,1,True,True,False,False,False,False
TOP_10,FULL,2020-03-16T00:00:00+00:00,2020-03-16T00:00:00+00:00,1,BCHSV-USDT;ETC-USDT,ADA-USDT;ALGO-USDT,1,True,True,False,False,False,False
TOP_10,FULL,2020-03-23T00:00:00+00:00,2020-04-13T00:00:00+00:00,4,BCHSV-USDT;ETC-USDT,ADA-USDT;ZEC-USDT,1,False,True,True,False,False,False
TOP_10,FULL,2020-04-20T00:00:00+00:00,2020-05-04T00:00:00+00:00,3,BCHSV-USDT;DASH-USDT,ADA-USDT;ZEC-USDT,1,False,True,False,False,False,False
TOP_10,FULL,2020-05-11T00:00:00+00:00,2020-05-11T00:00:00+00:00,1,BCHSV-USDT,ZEC-USDT,3,True,True,False,False,False,False
TOP_10,FULL,2020-05-18T00:00:00+00:00,2020-06-01T00:00:00+00:00,3,BCHSV-USDT;ETC-USDT,ATOM-USDT;KSM-USDT,1,False,True,False,False,False,False
TOP_10,FULL,2020-06-08T00:00:00+00:00,2020-06-15T00:00:00+00:00,2,BCHSV-USDT;ETC-USDT,ATOM-USDT;ZEC-USDT,1,False,True,False,False,False,False
TOP_10,FULL,2020-06-22T00:00:00+00:00,2020-07-06T00:00:00+00:00,3,BCHSV-USDT,ATOM-USDT,1,False,True,False,False,False,False
TOP_10,FULL,2020-07-13T00:00:00+00:00,2020-07-13T00:00:00+00:00,1,BCHSV-USDT;KPOL-USDT,ATOM-USDT;TRX-USDT,1,True,True,False,False,False,False
TOP_10,FULL,2020-07-20T00:00:00+00:00,2020-07-20T00:00:00+00:00,1,BCHSV-USDT;KPOL-USDT,LTC-USDT;TRX-USDT,1,True,True,False,False,False,False
TOP_10,FULL,2020-07-27T00:00:00+00:00,2020-08-03T00:00:00+00:00,2,BCHSV-USDT;XLM-USDT,LTC-USDT;TRX-USDT,1,False,True,False,False,False,False
TOP_10,FULL,2020-08-10T00:00:00+00:00,2020-08-24T00:00:00+00:00,3,BCHSV-USDT,TRX-USDT,1,False,True,False,False,False,False
TOP_10,FULL,2020-08-31T00:00:00+00:00,2020-09-21T00:00:00+00:00,4,BCHSV-USDT,ZEC-USDT,3,False,True,True,False,False,False
TOP_10,FULL,2020-09-28T00:00:00+00:00,2020-09-28T00:00:00+00:00,1,COMP-USDT,SENSO-USDT,1,True,True,False,False,False,False
TOP_10,FULL,2020-10-05T00:00:00+00:00,2020-10-05T00:00:00+00:00,1,BCHSV-USDT;COMP-USDT,SENSO-USDT;XTZ-USDT,1,True,True,False,False,False,False
TOP_10,FULL,2020-10-12T00:00:00+00:00,2020-10-19T00:00:00+00:00,2,BCHSV-USDT,SENSO-USDT,1,False,True,False,False,False,False
TOP_10,FULL,2020-10-26T00:00:00+00:00,2020-11-02T00:00:00+00:00,2,BCHSV-USDT,XTZ-USDT,2,False,True,False,False,False,False
TOP_10,FULL,2020-11-09T00:00:00+00:00,2020-11-09T00:00:00+00:00,1,BCHSV-USDT,ZEC-USDT,3,True,True,False,False,False,False
TOP_10,FULL,2020-11-16T00:00:00+00:00,2020-11-16T00:00:00+00:00,1,BCHSV-USDT;VET-USDT,TRX-USDT;ZEC-USDT,1,True,True,False,False,False,False
TOP_10,FULL,2020-11-23T00:00:00+00:00,2020-11-30T00:00:00+00:00,2,BCHSV-USDT,XTZ-USDT,2,False,True,False,False,False,False
TOP_10,FULL,2020-12-07T00:00:00+00:00,2020-12-07T00:00:00+00:00,1,BCHSV-USDT;VET-USDT,ATOM-USDT;XTZ-USDT,1,True,True,False,False,False,False
TOP_10,FULL,2020-12-14T00:00:00+00:00,2020-12-14T00:00:00+00:00,1,BCHSV-USDT;VET-USDT;XLM-USDT,ATOM-USDT;DOT-USDT;TRX-USDT,1,True,True,False,False,False,False
TOP_10,FULL,2020-12-21T00:00:00+00:00,2020-12-21T00:00:00+00:00,1,BCHSV-USDT;VET-USDT;XLM-USDT,DOT-USDT;UNI-USDT;VELO-USDT,1,True,True,False,False,False,False
TOP_10,FULL,2020-12-28T00:00:00+00:00,2021-01-04T00:00:00+00:00,2,BCHSV-USDT;VET-USDT;XLM-USDT,DOT-USDT;TRX-USDT;VELO-USDT,1,False,True,False,False,False,False
TOP_10,FULL,2021-01-11T00:00:00+00:00,2021-01-11T00:00:00+00:00,1,BCHSV-USDT;XLM-USDT,TRX-USDT;UNI-USDT,1,True,True,False,False,False,False
TOP_10,FULL,2021-01-18T00:00:00+00:00,2021-01-18T00:00:00+00:00,1,BCHSV-USDT;XLM-USDT,ATOM-USDT;TRX-USDT,1,True,True,False,False,False,False
TOP_10,FULL,2021-01-25T00:00:00+00:00,2021-01-25T00:00:00+00:00,1,BCHSV-USDT;VET-USDT;XLM-USDT,ATOM-USDT;LINK-USDT;UNI-USDT,2,True,True,False,False,False,False
TOP_10,FULL,2021-02-01T00:00:00+00:00,2021-02-08T00:00:00+00:00,2,BCHSV-USDT;XLM-USDT,ATOM-USDT;UNI-USDT,1,False,True,False,False,False,False
TOP_10,FULL,2021-02-15T00:00:00+00:00,2021-02-15T00:00:00+00:00,1,BCHSV-USDT;VET-USDT;XLM-USDT,AAVE-USDT;LINK-USDT;UNI-USDT,1,True,True,False,False,False,False
TOP_10,FULL,2021-02-22T00:00:00+00:00,2021-02-22T00:00:00+00:00,1,BCHSV-USDT;VET-USDT;XLM-USDT,ATOM-USDT;LINK-USDT;UNI-USDT,2,True,True,False,False,False,False
TOP_10,FULL,2021-03-01T00:00:00+00:00,2021-03-08T00:00:00+00:00,2,BCHSV-USDT;VET-USDT;XLM-USDT,ATOM-USDT;BNB-USDT;LINK-USDT,1,False,True,False,False,False,False
TOP_10,FULL,2021-03-15T00:00:00+00:00,2021-03-15T00:00:00+00:00,1,VET-USDT;XLM-USDT,LINK-USDT;TRX-USDT,1,True,True,False,False,False,False
TOP_10,FULL,2021-03-22T00:00:00+00:00,2021-03-22T00:00:00+00:00,1,VET-USDT;XLM-USDT,GRT-USDT;LINK-USDT,1,True,True,False,False,False,False
TOP_10,FULL,2021-03-29T00:00:00+00:00,2021-04-05T00:00:00+00:00,2,VET-USDT;XLM-USDT,ALGO-USDT;LINK-USDT,1,False,True,False,False,False,False
TOP_10,FULL,2021-04-12T00:00:00+00:00,2021-04-12T00:00:00+00:00,1,VET-USDT;XLM-USDT,BTT-USDT;TRX-USDT,1,True,True,False,False,False,False
TOP_10,FULL,2021-04-19T00:00:00+00:00,2021-04-19T00:00:00+00:00,1,VET-USDT,LTC-USDT,1,True,True,False,False,False,False
TOP_10,FULL,2021-04-26T00:00:00+00:00,2021-05-03T00:00:00+00:00,2,VET-USDT,DOT-USDT,1,False,True,False,False,False,False
TOP_10,FULL,2021-05-10T00:00:00+00:00,2021-05-10T00:00:00+00:00,1,VET-USDT,TRX-USDT,1,True,True,False,False,False,False
TOP_10,FULL,2021-05-17T00:00:00+00:00,2021-05-17T00:00:00+00:00,1,VET-USDT,LINK-USDT,2,True,True,False,False,False,False
TOP_10,FULL,2021-05-24T00:00:00+00:00,2021-05-31T00:00:00+00:00,2,TEL-USDT;VET-USDT,DOT-USDT;LTC-USDT,1,False,True,False,False,False,False
TOP_10,FULL,2021-06-07T00:00:00+00:00,2021-06-21T00:00:00+00:00,3,TEL-USDT;VET-USDT,KCS-USDT;LINK-USDT,2,False,True,False,False,False,False
TOP_10,FULL,2021-06-28T00:00:00+00:00,2021-07-05T00:00:00+00:00,2,TEL-USDT;VET-USDT,KSM-USDT;LTC-USDT,1,False,True,False,False,False,False
TOP_10,FULL,2021-07-12T00:00:00+00:00,2021-08-09T00:00:00+00:00,5,TEL-USDT;VET-USDT,LINK-USDT;LTC-USDT,1,False,False,True,False,False,False
TOP_10,FULL,2021-08-16T00:00:00+00:00,2021-08-23T00:00:00+00:00,2,TEL-USDT;VET-USDT,ICP-USDT;LINK-USDT,1,False,True,False,False,False,False
TOP_10,FULL,2021-08-30T00:00:00+00:00,2021-08-30T00:00:00+00:00,1,TEL-USDT;VET-USDT,KCS-USDT;LINK-USDT,2,True,True,False,False,False,False
TOP_10,FULL,2021-09-06T00:00:00+00:00,2021-09-06T00:00:00+00:00,1,VET-USDT,KCS-USDT,1,True,True,False,False,False,False
TOP_10,FULL,2021-09-13T00:00:00+00:00,2021-09-13T00:00:00+00:00,1,VET-USDT,ATOM-USDT,2,True,True,False,False,False,False
TOP_10,FULL,2021-09-20T00:00:00+00:00,2021-09-20T00:00:00+00:00,1,VET-USDT,LINK-USDT,2,True,True,False,False,False,False
TOP_10,FULL,2021-10-18T00:00:00+00:00,2021-10-18T00:00:00+00:00,1,VET-USDT,ALGO-USDT,1,True,True,False,False,False,False
