record_type,decision_time,period,scope,asset,flag,current_seed_only,is_substitution_asset,substitution_role,gap_class
C2_MEMBER,2021-05-10T00:00:00+00:00,POST_WARMUP,TOP_10,LINK-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2021-05-10T00:00:00+00:00,POST_WARMUP,TOP_10,LTC-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2021-05-10T00:00:00+00:00,POST_WARMUP,TOP_10,VET-USDT,VOLUME_PATTERN_PLAUSIBLE,True,True,,
C2_MEMBER,2021-05-10T00:00:00+00:00,POST_WARMUP,TOP_10,XRP-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2021-05-10T00:00:00+00:00,POST_WARMUP,HYSTERESIS,ADA-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2021-05-10T00:00:00+00:00,POST_WARMUP,HYSTERESIS,KCS-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2021-05-10T00:00:00+00:00,POST_WARMUP,HYSTERESIS,VET-USDT,VOLUME_PATTERN_PLAUSIBLE,True,True,,
C2_MEMBER,2021-05-10T00:00:00+00:00,POST_WARMUP,HYSTERESIS,XRP-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
SUBSTITUTION,2021-05-10T00:00:00+00:00,POST_WARMUP,TOP_6,VET-USDT,VOLUME_PATTERN_PLAUSIBLE,True,,C2,LARGE_LIQUIDITY_GAP
SUBSTITUTION,2021-05-10T00:00:00+00:00,POST_WARMUP,TOP_6,BNB-USDT,VOLUME_PATTERN_PLAUSIBLE,False,,D2,LARGE_LIQUIDITY_GAP
SUBSTITUTION,2021-05-10T00:00:00+00:00,POST_WARMUP,TOP_10,VET-USDT,VOLUME_PATTERN_PLAUSIBLE,True,,C2,LARGE_LIQUIDITY_GAP
SUBSTITUTION,2021-05-10T00:00:00+00:00,POST_WARMUP,TOP_10,TRX-USDT,VOLUME_PATTERN_PLAUSIBLE,False,,D2,LARGE_LIQUIDITY_GAP
C2_MEMBER,2021-05-17T00:00:00+00:00,POST_WARMUP,TOP_6,ADA-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2021-05-17T00:00:00+00:00,POST_WARMUP,TOP_6,DOGE-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2021-05-17T00:00:00+00:00,POST_WARMUP,TOP_6,VET-USDT,VOLUME_PATTERN_PLAUSIBLE,True,True,,
C2_MEMBER,2021-05-17T00:00:00+00:00,POST_WARMUP,TOP_6,XRP-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2021-05-17T00:00:00+00:00,POST_WARMUP,TOP_10,ADA-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2021-05-17T00:00:00+00:00,POST_WARMUP,TOP_10,BCH-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2021-05-17T00:00:00+00:00,POST_WARMUP,TOP_10,BNB-USDT,VOLUME_PATTERN_PLAUSIBLE,False,True,,
C2_MEMBER,2021-05-17T00:00:00+00:00,POST_WARMUP,TOP_10,DOGE-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2021-05-17T00:00:00+00:00,POST_WARMUP,TOP_10,KCS-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2021-05-17T00:00:00+00:00,POST_WARMUP,TOP_10,LTC-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2021-05-17T00:00:00+00:00,POST_WARMUP,TOP_10,VET-USDT,VOLUME_PATTERN_PLAUSIBLE,True,True,,
C2_MEMBER,2021-05-17T00:00:00+00:00,POST_WARMUP,TOP_10,XRP-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2021-05-17T00:00:00+00:00,POST_WARMUP,HYSTERESIS,ADA-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2021-05-17T00:00:00+00:00,POST_WARMUP,HYSTERESIS,DOGE-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2021-05-17T00:00:00+00:00,POST_WARMUP,HYSTERESIS,VET-USDT,VOLUME_PATTERN_PLAUSIBLE,True,True,,
C2_MEMBER,2021-05-17T00:00:00+00:00,POST_WARMUP,HYSTERESIS,XRP-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
SUBSTITUTION,2021-05-17T00:00:00+00:00,POST_WARMUP,TOP_6,VET-USDT,VOLUME_PATTERN_PLAUSIBLE,True,,C2,LARGE_LIQUIDITY_GAP
SUBSTITUTION,2021-05-17T00:00:00+00:00,POST_WARMUP,TOP_6,BNB-USDT,VOLUME_PATTERN_PLAUSIBLE,False,,D2,LARGE_LIQUIDITY_GAP
SUBSTITUTION,2021-05-17T00:00:00+00:00,POST_WARMUP,TOP_10,VET-USDT,VOLUME_PATTERN_PLAUSIBLE,True,,C2,LARGE_LIQUIDITY_GAP
SUBSTITUTION,2021-05-17T00:00:00+00:00,POST_WARMUP,TOP_10,LINK-USDT,VOLUME_PATTERN_PLAUSIBLE,False,,D2,LARGE_LIQUIDITY_GAP
C2_MEMBER,2021-05-24T00:00:00+00:00,POST_WARMUP,TOP_6,ADA-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2021-05-24T00:00:00+00:00,POST_WARMUP,TOP_6,DOGE-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2021-05-24T00:00:00+00:00,POST_WARMUP,TOP_6,TEL-USDT,VOLUME_PATTERN_PLAUSIBLE,True,True,,
C2_MEMBER,2021-05-24T00:00:00+00:00,POST_WARMUP,TOP_6,XRP-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2021-05-24T00:00:00+00:00,POST_WARMUP,TOP_10,ADA-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2021-05-24T00:00:00+00:00,POST_WARMUP,TOP_10,BCH-USDT,VOLUME_PATTERN_PLAUSIBLE,False,True,,
C2_MEMBER,2021-05-24T00:00:00+00:00,POST_WARMUP,TOP_10,BNB-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2021-05-24T00:00:00+00:00,POST_WARMUP,TOP_10,DOGE-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2021-05-24T00:00:00+00:00,POST_WARMUP,TOP_10,KCS-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2021-05-24T00:00:00+00:00,POST_WARMUP,TOP_10,TEL-USDT,VOLUME_PATTERN_PLAUSIBLE,True,True,,
C2_MEMBER,2021-05-24T00:00:00+00:00,POST_WARMUP,TOP_10,VET-USDT,VOLUME_PATTERN_PLAUSIBLE,True,True,,
C2_MEMBER,2021-05-24T00:00:00+00:00,POST_WARMUP,TOP_10,XRP-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2021-05-24T00:00:00+00:00,POST_WARMUP,HYSTERESIS,ADA-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2021-05-24T00:00:00+00:00,POST_WARMUP,HYSTERESIS,DOGE-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2021-05-24T00:00:00+00:00,POST_WARMUP,HYSTERESIS,VET-USDT,VOLUME_PATTERN_PLAUSIBLE,True,True,,
C2_MEMBER,2021-05-24T00:00:00+00:00,POST_WARMUP,HYSTERESIS,XRP-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
SUBSTITUTION,2021-05-24T00:00:00+00:00,POST_WARMUP,TOP_6,TEL-USDT,VOLUME_PATTERN_PLAUSIBLE,True,,C2,MODERATE_GAP
SUBSTITUTION,2021-05-24T00:00:00+00:00,POST_WARMUP,TOP_6,BCH-USDT,VOLUME_PATTERN_PLAUSIBLE,False,,D2,MODERATE_GAP
SUBSTITUTION,2021-05-24T00:00:00+00:00,POST_WARMUP,TOP_10,TEL-USDT,VOLUME_PATTERN_PLAUSIBLE,True,,C2,LARGE_LIQUIDITY_GAP
SUBSTITUTION,2021-05-24T00:00:00+00:00,POST_WARMUP,TOP_10,DOT-USDT,VOLUME_PATTERN_PLAUSIBLE,False,,D2,LARGE_LIQUIDITY_GAP
SUBSTITUTION,2021-05-24T00:00:00+00:00,POST_WARMUP,TOP_10,VET-USDT,VOLUME_PATTERN_PLAUSIBLE,True,,C2,LARGE_LIQUIDITY_GAP
SUBSTITUTION,2021-05-24T00:00:00+00:00,POST_WARMUP,TOP_10,LTC-USDT,VOLUME_PATTERN_PLAUSIBLE,False,,D2,LARGE_LIQUIDITY_GAP
C2_MEMBER,2021-05-31T00:00:00+00:00,POST_WARMUP,TOP_6,ADA-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2021-05-31T00:00:00+00:00,POST_WARMUP,TOP_6,DOGE-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2021-05-31T00:00:00+00:00,POST_WARMUP,TOP_6,TEL-USDT,VOLUME_PATTERN_PLAUSIBLE,True,True,,
C2_MEMBER,2021-05-31T00:00:00+00:00,POST_WARMUP,TOP_6,XRP-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2021-05-31T00:00:00+00:00,POST_WARMUP,TOP_10,ADA-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2021-05-31T00:00:00+00:00,POST_WARMUP,TOP_10,BCH-USDT,VOLUME_PATTERN_PLAUSIBLE,False,True,,
C2_MEMBER,2021-05-31T00:00:00+00:00,POST_WARMUP,TOP_10,BNB-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2021-05-31T00:00:00+00:00,POST_WARMUP,TOP_10,DOGE-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2021-05-31T00:00:00+00:00,POST_WARMUP,TOP_10,KCS-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2021-05-31T00:00:00+00:00,POST_WARMUP,TOP_10,TEL-USDT,VOLUME_PATTERN_PLAUSIBLE,True,True,,
C2_MEMBER,2021-05-31T00:00:00+00:00,POST_WARMUP,TOP_10,VET-USDT,VOLUME_PATTERN_PLAUSIBLE,True,True,,
C2_MEMBER,2021-05-31T00:00:00+00:00,POST_WARMUP,TOP_10,XRP-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2021-05-31T00:00:00+00:00,POST_WARMUP,HYSTERESIS,ADA-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2021-05-31T00:00:00+00:00,POST_WARMUP,HYSTERESIS,DOGE-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2021-05-31T00:00:00+00:00,POST_WARMUP,HYSTERESIS,VET-USDT,VOLUME_PATTERN_PLAUSIBLE,True,True,,
C2_MEMBER,2021-05-31T00:00:00+00:00,POST_WARMUP,HYSTERESIS,XRP-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
SUBSTITUTION,2021-05-31T00:00:00+00:00,POST_WARMUP,TOP_6,TEL-USDT,VOLUME_PATTERN_PLAUSIBLE,True,,C2,LARGE_LIQUIDITY_GAP
SUBSTITUTION,2021-05-31T00:00:00+00:00,POST_WARMUP,TOP_6,BCH-USDT,VOLUME_PATTERN_PLAUSIBLE,False,,D2,LARGE_LIQUIDITY_GAP
SUBSTITUTION,2021-05-31T00:00:00+00:00,POST_WARMUP,TOP_10,TEL-USDT,VOLUME_PATTERN_PLAUSIBLE,True,,C2,LARGE_LIQUIDITY_GAP
SUBSTITUTION,2021-05-31T00:00:00+00:00,POST_WARMUP,TOP_10,DOT-USDT,VOLUME_PATTERN_PLAUSIBLE,False,,D2,LARGE_LIQUIDITY_GAP
SUBSTITUTION,2021-05-31T00:00:00+00:00,POST_WARMUP,TOP_10,VET-USDT,VOLUME_PATTERN_PLAUSIBLE,True,,C2,LARGE_LIQUIDITY_GAP
SUBSTITUTION,2021-05-31T00:00:00+00:00,POST_WARMUP,TOP_10,LTC-USDT,VOLUME_PATTERN_PLAUSIBLE,False,,D2,LARGE_LIQUIDITY_GAP
C2_MEMBER,2021-06-07T00:00:00+00:00,POST_WARMUP,TOP_6,ADA-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2021-06-07T00:00:00+00:00,POST_WARMUP,TOP_6,DOGE-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2021-06-07T00:00:00+00:00,POST_WARMUP,TOP_6,TEL-USDT,VOLUME_PATTERN_PLAUSIBLE,True,True,,
C2_MEMBER,2021-06-07T00:00:00+00:00,POST_WARMUP,TOP_6,XRP-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2021-06-07T00:00:00+00:00,POST_WARMUP,TOP_10,ADA-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2021-06-07T00:00:00+00:00,POST_WARMUP,TOP_10,BCH-USDT,VOLUME_PATTERN_PLAUSIBLE,False,True,,
C2_MEMBER,2021-06-07T00:00:00+00:00,POST_WARMUP,TOP_10,BNB-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2021-06-07T00:00:00+00:00,POST_WARMUP,TOP_10,DOGE-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2021-06-07T00:00:00+00:00,POST_WARMUP,TOP_10,DOT-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2021-06-07T00:00:00+00:00,POST_WARMUP,TOP_10,TEL-USDT,VOLUME_PATTERN_PLAUSIBLE,True,True,,
C2_MEMBER,2021-06-07T00:00:00+00:00,POST_WARMUP,TOP_10,VET-USDT,VOLUME_PATTERN_PLAUSIBLE,True,True,,
C2_MEMBER,2021-06-07T00:00:00+00:00,POST_WARMUP,TOP_10,XRP-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2021-06-07T00:00:00+00:00,POST_WARMUP,HYSTERESIS,ADA-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2021-06-07T00:00:00+00:00,POST_WARMUP,HYSTERESIS,DOGE-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2021-06-07T00:00:00+00:00,POST_WARMUP,HYSTERESIS,VET-USDT,VOLUME_PATTERN_PLAUSIBLE,True,True,,
C2_MEMBER,2021-06-07T00:00:00+00:00,POST_WARMUP,HYSTERESIS,XRP-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
SUBSTITUTION,2021-06-07T00:00:00+00:00,POST_WARMUP,TOP_6,TEL-USDT,VOLUME_PATTERN_PLAUSIBLE,True,,C2,LARGE_LIQUIDITY_GAP
SUBSTITUTION,2021-06-07T00:00:00+00:00,POST_WARMUP,TOP_6,BCH-USDT,VOLUME_PATTERN_PLAUSIBLE,False,,D2,LARGE_LIQUIDITY_GAP
SUBSTITUTION,2021-06-07T00:00:00+00:00,POST_WARMUP,TOP_10,TEL-USDT,VOLUME_PATTERN_PLAUSIBLE,True,,C2,LARGE_LIQUIDITY_GAP
SUBSTITUTION,2021-06-07T00:00:00+00:00,POST_WARMUP,TOP_10,KCS-USDT,VOLUME_PATTERN_PLAUSIBLE,False,,D2,LARGE_LIQUIDITY_GAP
SUBSTITUTION,2021-06-07T00:00:00+00:00,POST_WARMUP,TOP_10,VET-USDT,VOLUME_PATTERN_PLAUSIBLE,True,,C2,LARGE_LIQUIDITY_GAP
SUBSTITUTION,2021-06-07T00:00:00+00:00,POST_WARMUP,TOP_10,LINK-USDT,VOLUME_PATTERN_PLAUSIBLE,False,,D2,LARGE_LIQUIDITY_GAP
C2_MEMBER,2021-06-14T00:00:00+00:00,POST_WARMUP,TOP_6,ADA-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2021-06-14T00:00:00+00:00,POST_WARMUP,TOP_6,DOGE-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2021-06-14T00:00:00+00:00,POST_WARMUP,TOP_6,TEL-USDT,VOLUME_PATTERN_PLAUSIBLE,True,True,,
C2_MEMBER,2021-06-14T00:00:00+00:00,POST_WARMUP,TOP_6,XRP-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2021-06-14T00:00:00+00:00,POST_WARMUP,TOP_10,ADA-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2021-06-14T00:00:00+00:00,POST_WARMUP,TOP_10,BCH-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2021-06-14T00:00:00+00:00,POST_WARMUP,TOP_10,BNB-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2021-06-14T00:00:00+00:00,POST_WARMUP,TOP_10,DOGE-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2021-06-14T00:00:00+00:00,POST_WARMUP,TOP_10,DOT-USDT,VOLUME_PATTERN_PLAUSIBLE,False,True,,
C2_MEMBER,2021-06-14T00:00:00+00:00,POST_WARMUP,TOP_10,TEL-USDT,VOLUME_PATTERN_PLAUSIBLE,True,True,,
C2_MEMBER,2021-06-14T00:00:00+00:00,POST_WARMUP,TOP_10,VET-USDT,VOLUME_PATTERN_PLAUSIBLE,True,True,,
C2_MEMBER,2021-06-14T00:00:00+00:00,POST_WARMUP,TOP_10,XRP-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2021-06-14T00:00:00+00:00,POST_WARMUP,HYSTERESIS,ADA-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2021-06-14T00:00:00+00:00,POST_WARMUP,HYSTERESIS,DOGE-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2021-06-14T00:00:00+00:00,POST_WARMUP,HYSTERESIS,VET-USDT,VOLUME_PATTERN_PLAUSIBLE,True,True,,
C2_MEMBER,2021-06-14T00:00:00+00:00,POST_WARMUP,HYSTERESIS,XRP-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
SUBSTITUTION,2021-06-14T00:00:00+00:00,POST_WARMUP,TOP_6,TEL-USDT,VOLUME_PATTERN_PLAUSIBLE,True,,C2,LARGE_LIQUIDITY_GAP
SUBSTITUTION,2021-06-14T00:00:00+00:00,POST_WARMUP,TOP_6,DOT-USDT,VOLUME_PATTERN_PLAUSIBLE,False,,D2,LARGE_LIQUIDITY_GAP
SUBSTITUTION,2021-06-14T00:00:00+00:00,POST_WARMUP,TOP_10,TEL-USDT,VOLUME_PATTERN_PLAUSIBLE,True,,C2,LARGE_LIQUIDITY_GAP
SUBSTITUTION,2021-06-14T00:00:00+00:00,POST_WARMUP,TOP_10,KCS-USDT,VOLUME_PATTERN_PLAUSIBLE,False,,D2,LARGE_LIQUIDITY_GAP
SUBSTITUTION,2021-06-14T00:00:00+00:00,POST_WARMUP,TOP_10,VET-USDT,VOLUME_PATTERN_PLAUSIBLE,True,,C2,LARGE_LIQUIDITY_GAP
SUBSTITUTION,2021-06-14T00:00:00+00:00,POST_WARMUP,TOP_10,LINK-USDT,VOLUME_PATTERN_PLAUSIBLE,False,,D2,LARGE_LIQUIDITY_GAP
C2_MEMBER,2021-06-21T00:00:00+00:00,POST_WARMUP,TOP_6,ADA-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2021-06-21T00:00:00+00:00,POST_WARMUP,TOP_6,DOGE-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2021-06-21T00:00:00+00:00,POST_WARMUP,TOP_6,TEL-USDT,VOLUME_PATTERN_PLAUSIBLE,True,True,,
C2_MEMBER,2021-06-21T00:00:00+00:00,POST_WARMUP,TOP_6,XRP-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2021-06-21T00:00:00+00:00,POST_WARMUP,TOP_10,ADA-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2021-06-21T00:00:00+00:00,POST_WARMUP,TOP_10,BCH-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2021-06-21T00:00:00+00:00,POST_WARMUP,TOP_10,BNB-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2021-06-21T00:00:00+00:00,POST_WARMUP,TOP_10,DOGE-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2021-06-21T00:00:00+00:00,POST_WARMUP,TOP_10,DOT-USDT,VOLUME_PATTERN_PLAUSIBLE,False,True,,
C2_MEMBER,2021-06-21T00:00:00+00:00,POST_WARMUP,TOP_10,TEL-USDT,VOLUME_PATTERN_PLAUSIBLE,True,True,,
C2_MEMBER,2021-06-21T00:00:00+00:00,POST_WARMUP,TOP_10,VET-USDT,VOLUME_PATTERN_PLAUSIBLE,True,True,,
C2_MEMBER,2021-06-21T00:00:00+00:00,POST_WARMUP,TOP_10,XRP-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2021-06-21T00:00:00+00:00,POST_WARMUP,HYSTERESIS,ADA-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2021-06-21T00:00:00+00:00,POST_WARMUP,HYSTERESIS,DOGE-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2021-06-21T00:00:00+00:00,POST_WARMUP,HYSTERESIS,VET-USDT,VOLUME_PATTERN_PLAUSIBLE,True,True,,
C2_MEMBER,2021-06-21T00:00:00+00:00,POST_WARMUP,HYSTERESIS,XRP-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
SUBSTITUTION,2021-06-21T00:00:00+00:00,POST_WARMUP,TOP_6,TEL-USDT,VOLUME_PATTERN_PLAUSIBLE,True,,C2,LARGE_LIQUIDITY_GAP
SUBSTITUTION,2021-06-21T00:00:00+00:00,POST_WARMUP,TOP_6,DOT-USDT,VOLUME_PATTERN_PLAUSIBLE,False,,D2,LARGE_LIQUIDITY_GAP
SUBSTITUTION,2021-06-21T00:00:00+00:00,POST_WARMUP,TOP_10,TEL-USDT,VOLUME_PATTERN_PLAUSIBLE,True,,C2,LARGE_LIQUIDITY_GAP
SUBSTITUTION,2021-06-21T00:00:00+00:00,POST_WARMUP,TOP_10,KCS-USDT,VOLUME_PATTERN_PLAUSIBLE,False,,D2,LARGE_LIQUIDITY_GAP
SUBSTITUTION,2021-06-21T00:00:00+00:00,POST_WARMUP,TOP_10,VET-USDT,VOLUME_PATTERN_PLAUSIBLE,True,,C2,LARGE_LIQUIDITY_GAP
SUBSTITUTION,2021-06-21T00:00:00+00:00,POST_WARMUP,TOP_10,LINK-USDT,VOLUME_PATTERN_PLAUSIBLE,False,,D2,LARGE_LIQUIDITY_GAP
C2_MEMBER,2021-06-28T00:00:00+00:00,POST_WARMUP,TOP_6,ADA-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2021-06-28T00:00:00+00:00,POST_WARMUP,TOP_6,DOGE-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2021-06-28T00:00:00+00:00,POST_WARMUP,TOP_6,VET-USDT,VOLUME_PATTERN_PLAUSIBLE,True,True,,
C2_MEMBER,2021-06-28T00:00:00+00:00,POST_WARMUP,TOP_6,XRP-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2021-06-28T00:00:00+00:00,POST_WARMUP,TOP_10,ADA-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2021-06-28T00:00:00+00:00,POST_WARMUP,TOP_10,BNB-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2021-06-28T00:00:00+00:00,POST_WARMUP,TOP_10,DOGE-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2021-06-28T00:00:00+00:00,POST_WARMUP,TOP_10,DOT-USDT,VOLUME_PATTERN_PLAUSIBLE,False,True,,
C2_MEMBER,2021-06-28T00:00:00+00:00,POST_WARMUP,TOP_10,KCS-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2021-06-28T00:00:00+00:00,POST_WARMUP,TOP_10,TEL-USDT,VOLUME_PATTERN_PLAUSIBLE,True,True,,
C2_MEMBER,2021-06-28T00:00:00+00:00,POST_WARMUP,TOP_10,VET-USDT,VOLUME_PATTERN_PLAUSIBLE,True,True,,
C2_MEMBER,2021-06-28T00:00:00+00:00,POST_WARMUP,TOP_10,XRP-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2021-06-28T00:00:00+00:00,POST_WARMUP,HYSTERESIS,ADA-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2021-06-28T00:00:00+00:00,POST_WARMUP,HYSTERESIS,DOGE-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2021-06-28T00:00:00+00:00,POST_WARMUP,HYSTERESIS,VET-USDT,VOLUME_PATTERN_PLAUSIBLE,True,True,,
C2_MEMBER,2021-06-28T00:00:00+00:00,POST_WARMUP,HYSTERESIS,XRP-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
SUBSTITUTION,2021-06-28T00:00:00+00:00,POST_WARMUP,TOP_6,VET-USDT,VOLUME_PATTERN_PLAUSIBLE,True,,C2,LARGE_LIQUIDITY_GAP
SUBSTITUTION,2021-06-28T00:00:00+00:00,POST_WARMUP,TOP_6,DOT-USDT,VOLUME_PATTERN_PLAUSIBLE,False,,D2,LARGE_LIQUIDITY_GAP
SUBSTITUTION,2021-06-28T00:00:00+00:00,POST_WARMUP,TOP_10,TEL-USDT,VOLUME_PATTERN_PLAUSIBLE,True,,C2,LARGE_LIQUIDITY_GAP
SUBSTITUTION,2021-06-28T00:00:00+00:00,POST_WARMUP,TOP_10,KSM-USDT,VOLUME_PATTERN_PLAUSIBLE,False,,D2,LARGE_LIQUIDITY_GAP
SUBSTITUTION,2021-06-28T00:00:00+00:00,POST_WARMUP,TOP_10,VET-USDT,VOLUME_PATTERN_PLAUSIBLE,True,,C2,LARGE_LIQUIDITY_GAP
SUBSTITUTION,2021-06-28T00:00:00+00:00,POST_WARMUP,TOP_10,LTC-USDT,VOLUME_PATTERN_PLAUSIBLE,False,,D2,LARGE_LIQUIDITY_GAP
C2_MEMBER,2021-07-05T00:00:00+00:00,POST_WARMUP,TOP_6,ADA-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2021-07-05T00:00:00+00:00,POST_WARMUP,TOP_6,DOGE-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2021-07-05T00:00:00+00:00,POST_WARMUP,TOP_6,TEL-USDT,VOLUME_PATTERN_PLAUSIBLE,True,True,,
C2_MEMBER,2021-07-05T00:00:00+00:00,POST_WARMUP,TOP_6,XRP-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2021-07-05T00:00:00+00:00,POST_WARMUP,TOP_10,ADA-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
