policy_id,portfolio_id,universe_id,pf1_break_even_cost_multiplier,method
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,2.123778717615139,BASE_ROUTED_QUANTITIES_AND_FILLS_FIXED_COST_SCALED_UNTIL_PF_1
ROUTER_TIME_FAIL_72_CONTROL,MOMENTUM_BREAKOUT,C2,3.1068546039852385,BASE_ROUTED_QUANTITIES_AND_FILLS_FIXED_COST_SCALED_UNTIL_PF_1
ROUTER_TIME_FAIL_72_CONTROL,RELATIVE_STRENGTH_ROTATION,C2,1.2954773311941807,BASE_ROUTED_QUANTITIES_AND_FILLS_FIXED_COST_SCALED_UNTIL_PF_1
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,D2,3.2703505869138723,BASE_ROUTED_QUANTITIES_AND_FILLS_FIXED_COST_SCALED_UNTIL_PF_1
ROUTER_TIME_FAIL_72_CONTROL,MOMENTUM_BREAKOUT,D2,3.226464112187407,BASE_ROUTED_QUANTITIES_AND_FILLS_FIXED_COST_SCALED_UNTIL_PF_1
ROUTER_TIME_FAIL_72_CONTROL,RELATIVE_STRENGTH_ROTATION,D2,2.09825957916332,BASE_ROUTED_QUANTITIES_AND_FILLS_FIXED_COST_SCALED_UNTIL_PF_1
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,E2,2.7708177438591695,BASE_ROUTED_QUANTITIES_AND_FILLS_FIXED_COST_SCALED_UNTIL_PF_1
ROUTER_TIME_FAIL_72_CONTROL,MOMENTUM_BREAKOUT,E2,3.896033610261044,BASE_ROUTED_QUANTITIES_AND_FILLS_FIXED_COST_SCALED_UNTIL_PF_1
ROUTER_TIME_FAIL_72_CONTROL,RELATIVE_STRENGTH_ROTATION,E2,1.3127263050203652,BASE_ROUTED_QUANTITIES_AND_FILLS_FIXED_COST_SCALED_UNTIL_PF_1
FAMILY_QUALITY_CONTROL_EXITS,UNION_FOCUS,C2,2.35507134997703,BASE_ROUTED_QUANTITIES_AND_FILLS_FIXED_COST_SCALED_UNTIL_PF_1
FAMILY_QUALITY_CONTROL_EXITS,MOMENTUM_BREAKOUT,C2,3.1068546039852385,BASE_ROUTED_QUANTITIES_AND_FILLS_FIXED_COST_SCALED_UNTIL_PF_1
FAMILY_QUALITY_CONTROL_EXITS,RELATIVE_STRENGTH_ROTATION,C2,5.759229070011739,BASE_ROUTED_QUANTITIES_AND_FILLS_FIXED_COST_SCALED_UNTIL_PF_1
FAMILY_QUALITY_CONTROL_EXITS,UNION_FOCUS,D2,4.053196615369846,BASE_ROUTED_QUANTITIES_AND_FILLS_FIXED_COST_SCALED_UNTIL_PF_1
FAMILY_QUALITY_CONTROL_EXITS,MOMENTUM_BREAKOUT,D2,3.226464112187407,BASE_ROUTED_QUANTITIES_AND_FILLS_FIXED_COST_SCALED_UNTIL_PF_1
FAMILY_QUALITY_CONTROL_EXITS,RELATIVE_STRENGTH_ROTATION,D2,8.459921700744866,BASE_ROUTED_QUANTITIES_AND_FILLS_FIXED_COST_SCALED_UNTIL_PF_1
FAMILY_QUALITY_CONTROL_EXITS,UNION_FOCUS,E2,3.6363634376066303,BASE_ROUTED_QUANTITIES_AND_FILLS_FIXED_COST_SCALED_UNTIL_PF_1
FAMILY_QUALITY_CONTROL_EXITS,MOMENTUM_BREAKOUT,E2,3.896033610261044,BASE_ROUTED_QUANTITIES_AND_FILLS_FIXED_COST_SCALED_UNTIL_PF_1
FAMILY_QUALITY_CONTROL_EXITS,RELATIVE_STRENGTH_ROTATION,E2,6.875845254144063,BASE_ROUTED_QUANTITIES_AND_FILLS_FIXED_COST_SCALED_UNTIL_PF_1
FAMILY_QUALITY_REPLACEMENT_AWARE_RS,UNION_FOCUS,C2,2.35507134997703,BASE_ROUTED_QUANTITIES_AND_FILLS_FIXED_COST_SCALED_UNTIL_PF_1
FAMILY_QUALITY_REPLACEMENT_AWARE_RS,MOMENTUM_BREAKOUT,C2,3.1068546039852385,BASE_ROUTED_QUANTITIES_AND_FILLS_FIXED_COST_SCALED_UNTIL_PF_1
FAMILY_QUALITY_REPLACEMENT_AWARE_RS,RELATIVE_STRENGTH_ROTATION,C2,5.759229070011739,BASE_ROUTED_QUANTITIES_AND_FILLS_FIXED_COST_SCALED_UNTIL_PF_1
FAMILY_QUALITY_REPLACEMENT_AWARE_RS,UNION_FOCUS,D2,4.053196615369846,BASE_ROUTED_QUANTITIES_AND_FILLS_FIXED_COST_SCALED_UNTIL_PF_1
FAMILY_QUALITY_REPLACEMENT_AWARE_RS,MOMENTUM_BREAKOUT,D2,3.226464112187407,BASE_ROUTED_QUANTITIES_AND_FILLS_FIXED_COST_SCALED_UNTIL_PF_1
FAMILY_QUALITY_REPLACEMENT_AWARE_RS,RELATIVE_STRENGTH_ROTATION,D2,8.459921700744866,BASE_ROUTED_QUANTITIES_AND_FILLS_FIXED_COST_SCALED_UNTIL_PF_1
FAMILY_QUALITY_REPLACEMENT_AWARE_RS,UNION_FOCUS,E2,3.6363634376066303,BASE_ROUTED_QUANTITIES_AND_FILLS_FIXED_COST_SCALED_UNTIL_PF_1
FAMILY_QUALITY_REPLACEMENT_AWARE_RS,MOMENTUM_BREAKOUT,E2,3.896033610261044,BASE_ROUTED_QUANTITIES_AND_FILLS_FIXED_COST_SCALED_UNTIL_PF_1
FAMILY_QUALITY_REPLACEMENT_AWARE_RS,RELATIVE_STRENGTH_ROTATION,E2,6.875845254144063,BASE_ROUTED_QUANTITIES_AND_FILLS_FIXED_COST_SCALED_UNTIL_PF_1
FULL_FAMILY_SPECIALIST_REPLACEMENT_BRAIN,UNION_FOCUS,C2,0.0,BASE_ROUTED_QUANTITIES_AND_FILLS_FIXED_COST_SCALED_UNTIL_PF_1
FULL_FAMILY_SPECIALIST_REPLACEMENT_BRAIN,MOMENTUM_BREAKOUT,C2,0.0,BASE_ROUTED_QUANTITIES_AND_FILLS_FIXED_COST_SCALED_UNTIL_PF_1
FULL_FAMILY_SPECIALIST_REPLACEMENT_BRAIN,RELATIVE_STRENGTH_ROTATION,C2,0.48985618616517795,BASE_ROUTED_QUANTITIES_AND_FILLS_FIXED_COST_SCALED_UNTIL_PF_1
FULL_FAMILY_SPECIALIST_REPLACEMENT_BRAIN,UNION_FOCUS,D2,0.0,BASE_ROUTED_QUANTITIES_AND_FILLS_FIXED_COST_SCALED_UNTIL_PF_1
FULL_FAMILY_SPECIALIST_REPLACEMENT_BRAIN,MOMENTUM_BREAKOUT,D2,0.0,BASE_ROUTED_QUANTITIES_AND_FILLS_FIXED_COST_SCALED_UNTIL_PF_1
FULL_FAMILY_SPECIALIST_REPLACEMENT_BRAIN,RELATIVE_STRENGTH_ROTATION,D2,1.6063894398348328,BASE_ROUTED_QUANTITIES_AND_FILLS_FIXED_COST_SCALED_UNTIL_PF_1
FULL_FAMILY_SPECIALIST_REPLACEMENT_BRAIN,UNION_FOCUS,E2,0.0,BASE_ROUTED_QUANTITIES_AND_FILLS_FIXED_COST_SCALED_UNTIL_PF_1
FULL_FAMILY_SPECIALIST_REPLACEMENT_BRAIN,MOMENTUM_BREAKOUT,E2,0.0765391617228862,BASE_ROUTED_QUANTITIES_AND_FILLS_FIXED_COST_SCALED_UNTIL_PF_1
FULL_FAMILY_SPECIALIST_REPLACEMENT_BRAIN,RELATIVE_STRENGTH_ROTATION,E2,0.0,BASE_ROUTED_QUANTITIES_AND_FILLS_FIXED_COST_SCALED_UNTIL_PF_1
