policy_id,portfolio_id,universe_id,cost_multiplier,timestamp,equity,cash,gross_exposure,gross_exposure_fraction,open_positions,active_degraded_rs_positions
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-01-20 23:00:00+00:00,95830.90568162866,79309.15439362622,16521.75128800244,0.17240525037811216,2,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-01-21 23:00:00+00:00,93425.62427470056,79309.15439362622,14116.46988107434,0.15109848064346354,2,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-01-22 23:00:00+00:00,92733.16300316775,79309.15439362622,13424.008609541532,0.14475952480002185,2,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-01-23 23:00:00+00:00,92950.46393399042,92950.46393399042,0.0,0.0,0,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-01-24 23:00:00+00:00,92950.46393399042,92950.46393399042,0.0,0.0,0,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-01-25 23:00:00+00:00,92950.46393399042,92950.46393399042,0.0,0.0,0,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-01-26 23:00:00+00:00,91130.99388477457,59400.496801579095,31730.497083195478,0.3481855703594686,4,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-01-27 23:00:00+00:00,90727.82535507702,59400.496801579095,31327.32855349793,0.3452890932951794,4,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-01-28 23:00:00+00:00,91818.38499890358,59400.496801579095,32417.88819732448,0.3530653277958612,4,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-01-29 23:00:00+00:00,93159.70592134273,75971.88422205864,17187.82169928409,0.1844984538035815,2,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-01-30 23:00:00+00:00,92504.11907501076,67603.59970608169,24900.519368929075,0.26918281713204,3,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-01-31 23:00:00+00:00,93335.25057116327,59208.234004389575,34127.016566773695,0.36563909517501775,4,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-02-01 23:00:00+00:00,93984.82973809895,50760.78643308994,43224.04330500901,0.4599044699602954,5,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-02-02 23:00:00+00:00,93224.06260415923,68144.76682691101,25079.29577724822,0.2690216997272257,3,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-02-03 23:00:00+00:00,92654.87595283485,76170.93612579702,16483.939827037826,0.17790687923891702,2,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-02-04 23:00:00+00:00,94480.37248392083,50589.72926860767,43890.64321531316,0.46454773686230655,5,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-02-05 23:00:00+00:00,95439.36115276763,50589.72926860767,44849.63188415996,0.4699280395681837,5,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-02-06 23:00:00+00:00,94972.00808040878,60193.53091886149,34778.477161547286,0.36619713391867864,4,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-02-07 23:00:00+00:00,97471.77786197381,51472.90974559443,45998.86811637938,0.4719198636298261,5,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-02-08 23:00:00+00:00,96544.40003345272,51472.90974559443,45071.490287858294,0.4668472772345261,5,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-02-09 23:00:00+00:00,97806.98732105507,51472.90974559443,46334.077575460644,0.47372972877047437,5,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-02-10 23:00:00+00:00,96479.62182253419,51472.90974559443,45006.71207693975,0.46648930858918225,5,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-02-11 23:00:00+00:00,95198.49125024246,87034.73088473351,8163.760365508942,0.08575514441767113,1,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-02-12 23:00:00+00:00,95261.66291995057,87034.73088473351,8226.932035217062,0.0863614153169911,1,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-02-13 23:00:00+00:00,95224.30727426341,87034.73088473351,8189.576389529902,0.08600300305616743,1,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-02-14 23:00:00+00:00,95112.82327854216,95112.82327854216,0.0,0.0,0,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-02-15 23:00:00+00:00,97939.38461854159,9585.499244202281,88353.88537433931,0.9021282471649553,5,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-02-16 23:00:00+00:00,99118.19142485564,9585.499244202281,89532.69218065336,0.9032922301506144,5,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-02-17 23:00:00+00:00,93469.27722497583,9585.499244202281,83883.77798077355,0.897447594238581,5,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-02-18 23:00:00+00:00,91579.77774581464,58366.71349919399,33213.06424662066,0.36266810276397027,2,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-02-19 23:00:00+00:00,91489.48595742905,58366.71349919399,33122.77245823506,0.36203911423928437,2,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-02-20 23:00:00+00:00,90504.9022487283,58366.71349919399,32138.188749534296,0.3550988725584296,2,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-02-21 23:00:00+00:00,87910.70095141516,58366.71349919399,29543.98745222117,0.33606815930803446,2,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-02-22 23:00:00+00:00,87295.25539315173,87295.25539315173,0.0,0.0,0,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-02-23 23:00:00+00:00,86191.15115905748,63715.70615932496,22475.444999732517,0.2607627894220399,3,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-02-24 23:00:00+00:00,85899.57013262792,63715.70615932496,22183.86397330296,0.25825349229398165,3,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-02-25 23:00:00+00:00,87972.29626875176,55876.80122181201,32095.49504693975,0.3648363906392682,4,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-02-26 23:00:00+00:00,88381.50920302763,63608.325366461315,24773.18383656631,0.2802982666844715,3,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-02-27 23:00:00+00:00,86624.50505082481,63608.325366461315,23016.179684363487,0.26570056210837,3,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-02-28 23:00:00+00:00,89642.29705603764,47662.29153044499,41980.00552559264,0.46830577645003774,5,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-03-01 23:00:00+00:00,90540.12453348594,47662.29153044499,42877.833003040956,0.47357824195594894,5,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-03-02 23:00:00+00:00,91014.70486364383,64523.39414021171,26491.310723432107,0.29106627069901275,3,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-03-03 23:00:00+00:00,90719.1889225422,64523.39414021171,26195.794782330493,0.28875693327347723,3,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-03-04 23:00:00+00:00,88639.7956896142,73671.28882762267,14968.506861991526,0.16886892332656137,2,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-03-05 23:00:00+00:00,88867.09076822575,73671.28882762267,15195.801940603073,0.17099470466784203,2,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-03-06 23:00:00+00:00,88413.23288703406,73671.28882762267,14741.944059411388,0.16673911334344294,2,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-03-07 23:00:00+00:00,88353.73125496283,88353.73125496283,0.0,0.0,0,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-03-08 23:00:00+00:00,88353.73125496283,88353.73125496283,0.0,0.0,0,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-03-09 23:00:00+00:00,87959.58274375534,48536.84140713087,39422.741336624465,0.4481915455587273,5,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-03-10 23:00:00+00:00,86058.06187432315,48536.84140713087,37521.220467192274,0.43599890178780976,5,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-03-11 23:00:00+00:00,85273.69074846586,48536.84140713087,36736.849341334986,0.4308110628130155,5,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-03-12 23:00:00+00:00,85427.55007446474,85427.55007446474,0.0,0.0,0,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-03-13 23:00:00+00:00,85427.55007446474,85427.55007446474,0.0,0.0,0,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-03-14 23:00:00+00:00,85535.61410480787,77729.45996837954,7806.15413642834,0.09126203416115491,1,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-03-15 23:00:00+00:00,85658.54095202382,62318.41917205291,23340.121779970912,0.27247862875744516,3,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-03-16 23:00:00+00:00,86600.60464678668,46735.92533766098,39864.679309125706,0.46032795581185226,5,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-03-17 23:00:00+00:00,87713.92600098765,46735.92533766098,40978.00066332667,0.46717781920815243,5,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-03-18 23:00:00+00:00,88887.30831614778,46735.92533766098,42151.38297848681,0.47421149067272794,5,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-03-19 23:00:00+00:00,89774.498835187,46735.92533766098,43038.57349752601,0.4794075606764301,5,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-03-20 23:00:00+00:00,88634.09361872319,46735.92533766098,41898.1682810622,0.47270938947370894,5,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-03-21 23:00:00+00:00,88632.85118127994,54887.50201302022,33745.34916825972,0.38073184737384425,4,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-03-22 23:00:00+00:00,88897.87578997962,24068.592041953332,64829.28374802628,0.7292557124895183,5,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-03-23 23:00:00+00:00,88683.445627757,40728.85432560965,47954.59130214734,0.5407389277975692,3,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-03-24 23:00:00+00:00,90841.48188609653,24668.972472647805,66172.50941344873,0.7284393433433912,4,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-03-25 23:00:00+00:00,88915.75260489901,24843.860079460923,64071.89252543809,0.7205910161964698,4,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-03-26 23:00:00+00:00,90078.76846264943,24843.860079460923,65234.90838318851,0.7241984931248003,4,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-03-27 23:00:00+00:00,92727.68781357606,9269.731982883251,83457.95583069281,0.9000327496408673,5,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-03-28 23:00:00+00:00,95159.8431029156,9269.731982883251,85890.11112003235,0.9025877756769941,5,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-03-29 23:00:00+00:00,94486.07504825218,28062.10630906347,66423.96873918871,0.7030027303522481,4,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-03-30 23:00:00+00:00,97105.21637598361,11039.984295677776,86065.23208030584,0.8863090500418449,5,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-03-31 23:00:00+00:00,95445.83782842303,13304.229732255906,82141.60809616713,0.860609639613913,5,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-04-01 23:00:00+00:00,98151.51222721976,28558.677798435463,69592.83442878429,0.7090347652278406,4,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-04-02 23:00:00+00:00,97990.8391455327,19743.149901017016,78247.68924451568,0.798520452797683,5,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-04-03 23:00:00+00:00,99606.4349219205,35149.18000821302,64457.25491370749,0.6471193850501149,4,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-04-04 23:00:00+00:00,97751.45344779291,35149.18000821302,62602.27343957989,0.6404229423863709,4,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-04-05 23:00:00+00:00,96443.9432443982,43528.576139669385,52915.36710472881,0.5486644917725543,3,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-04-06 23:00:00+00:00,93042.64491426878,60263.48687667967,32779.1580375891,0.3523025174939129,2,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-04-07 23:00:00+00:00,93068.29461928492,76499.59699932269,16568.697619962222,0.17802730444067877,1,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-04-08 23:00:00+00:00,92795.04726796076,92795.04726796076,0.0,0.0,0,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-04-09 23:00:00+00:00,92795.04726796076,92795.04726796076,0.0,0.0,0,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-04-10 23:00:00+00:00,92795.04726796076,92795.04726796076,0.0,0.0,0,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-04-11 23:00:00+00:00,92795.04726796076,92795.04726796076,0.0,0.0,0,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-04-12 23:00:00+00:00,92795.04726796076,92795.04726796076,0.0,0.0,0,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-04-13 23:00:00+00:00,92795.04726796076,92795.04726796076,0.0,0.0,0,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-04-14 23:00:00+00:00,92795.04726796076,92795.04726796076,0.0,0.0,0,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-04-15 23:00:00+00:00,93432.82190874992,84433.05357102666,8999.768337723255,0.09632341348431897,1,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-04-16 23:00:00+00:00,93418.97611130726,84433.05357102666,8985.922540280604,0.09618947792335057,1,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-04-17 23:00:00+00:00,93280.28737359004,84433.05357102666,8847.23380256338,0.09484569625230647,1,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-04-18 23:00:00+00:00,93400.41973888117,67637.06113356339,25763.358605317786,0.27583771761780307,3,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-04-19 23:00:00+00:00,96044.40552344336,50683.61751933995,45360.78800410342,0.4722897471943992,5,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-04-20 23:00:00+00:00,96185.88405111976,50683.61751933995,45502.266531779824,0.4730659491323779,5,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-04-21 23:00:00+00:00,94286.14944362987,50683.61751933995,43602.53192428993,0.46244896182082645,5,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-04-22 23:00:00+00:00,94298.6701689329,75285.56643872173,19013.103730211173,0.2016264248069441,2,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-04-23 23:00:00+00:00,94981.1676288448,75285.56643872173,19695.60119012308,0.20736322454033224,2,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-04-24 23:00:00+00:00,94886.01674177346,75285.56643872173,19600.450303051744,0.20656837515261264,2,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-04-25 23:00:00+00:00,93968.56771537577,77031.46782127807,16937.099894097697,0.18024218423121005,2,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-04-26 23:00:00+00:00,91788.7389515091,68559.55888076201,23229.180070747094,0.25307222145211944,3,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-04-27 23:00:00+00:00,92165.45775384211,68559.55888076201,23605.89887308011,0.25612522791485887,3,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-04-28 23:00:00+00:00,92080.0053529661,76876.15160213943,15203.853750826655,0.16511569143101604,2,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-04-29 23:00:00+00:00,91815.40537779275,83914.35867992246,7901.046697870295,0.08605360576866014,1,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-04-30 23:00:00+00:00,91083.79898755567,83914.35867992246,7169.440307633214,0.07871257443502921,1,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-05-01 23:00:00+00:00,91065.19192013043,91065.19192013043,0.0,0.0,0,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-05-02 23:00:00+00:00,91065.19192013043,91065.19192013043,0.0,0.0,0,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-05-03 23:00:00+00:00,91065.19192013043,91065.19192013043,0.0,0.0,0,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-05-04 23:00:00+00:00,92226.08460011876,50043.47365880832,42182.61094131044,0.4573826496506838,5,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-05-05 23:00:00+00:00,88054.21897597352,50043.47365880832,38010.74531716521,0.431674322470986,5,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-05-06 23:00:00+00:00,88042.88598792686,50043.47365880832,37999.41232911853,0.43160116689415784,5,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-05-07 23:00:00+00:00,87607.11831114738,87607.11831114738,0.0,0.0,0,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-05-08 23:00:00+00:00,87607.11831114738,87607.11831114738,0.0,0.0,0,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-05-09 23:00:00+00:00,87607.11831114738,87607.11831114738,0.0,0.0,0,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-05-10 23:00:00+00:00,87607.11831114738,87607.11831114738,0.0,0.0,0,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-05-11 23:00:00+00:00,87607.11831114738,87607.11831114738,0.0,0.0,0,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-05-12 23:00:00+00:00,87607.11831114738,87607.11831114738,0.0,0.0,0,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-05-13 23:00:00+00:00,87607.11831114738,87607.11831114738,0.0,0.0,0,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-05-14 23:00:00+00:00,87607.11831114738,87607.11831114738,0.0,0.0,0,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-05-15 23:00:00+00:00,89315.9004566206,63789.94671733134,25525.953739289263,0.28579405916292405,3,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-05-16 23:00:00+00:00,91453.27319673079,63789.94671733134,27663.326479399453,0.3024859090597136,3,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-05-17 23:00:00+00:00,91486.69998789045,63789.94671733134,27696.753270559107,0.30274076203672406,3,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-05-18 23:00:00+00:00,88159.60264936821,71014.68734559733,17144.915303770893,0.19447586863521055,2,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-05-19 23:00:00+00:00,87913.5418079532,71014.68734559733,16898.854462355866,0.19222129054101075,2,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-05-20 23:00:00+00:00,87056.37573588316,71014.68734559733,16041.688390285835,0.18426781789026078,2,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-05-21 23:00:00+00:00,88835.14000504292,71014.68734559733,17820.45265944559,0.20060139105351746,2,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-05-22 23:00:00+00:00,88337.1418624046,80478.38713703107,7858.754725373542,0.08896319894087663,1,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-05-23 23:00:00+00:00,86837.607115088,64555.77671456606,22281.83040052194,0.25659194375302496,3,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-05-24 23:00:00+00:00,86888.75620914713,56757.75043681668,30131.005772330456,0.3467768107970504,4,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-05-25 23:00:00+00:00,86345.69040657996,55877.416468701005,30468.273937878963,0.35286386378302825,4,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-05-26 23:00:00+00:00,85080.14032788998,70366.33147237814,14713.80885551184,0.17294058047866817,2,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-05-27 23:00:00+00:00,84512.14465703756,76898.23907962652,7613.905577411037,0.09009244302471983,1,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-05-28 23:00:00+00:00,84502.65365574199,84502.65365574199,0.0,0.0,0,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-05-29 23:00:00+00:00,84735.49145148942,76887.90827818894,7847.583173300478,0.09261270618573297,1,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-05-30 23:00:00+00:00,87207.32484358584,46282.46424833589,40924.86059524995,0.4692823758629491,5,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-05-31 23:00:00+00:00,86889.16954426479,46282.46424833589,40606.7052959289,0.46733908850679295,5,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,2022-06-01 23:00:00+00:00,83020.53083612882,46282.46424833589,36738.06658779293,0.4425178473058532,5,
