record_type,pair,source_path,source_file_present,raw_row_count_loaded,minimum_timestamp_loaded,maximum_timestamp_loaded,q24_available_timestamp_count,source_status,period_id,universe_id,landmark_age_hours,decision_row_count,valid_feature_row_count,invalid_feature_row_count,valid_feature_fraction,valid_status_count,membership_snapshot_unavailable_count,peer_set_not_exactly_six_count,held_pair_not_in_peer_set_count,missing_peer_q24_count,nonpositive_or_nonfinite_peer_q24_count
PAIR_SOURCE,ICP-USDT,C:\SIRAJ\Repositories\spot-speculation-bot\data\raw\rd16b\kucoin\ICP-USDT\1h.parquet,True,23151.0,2021-05-11T09:00:00+00:00,2023-12-31T23:00:00+00:00,23128.0,READY,,,,,,,,,,,,,
PAIR_SOURCE,INJ-USDT,C:\SIRAJ\Repositories\spot-speculation-bot\data\raw\rd16b\kucoin\INJ-USDT\1h.parquet,True,19261.0,2021-10-20T11:00:00+00:00,2023-12-31T23:00:00+00:00,19238.0,READY,,,,,,,,,,,,,
PAIR_SOURCE,JASMY-USDT,C:\SIRAJ\Repositories\spot-speculation-bot\data\raw\rd16b\kucoin\JASMY-USDT\1h.parquet,True,19095.0,2021-10-27T09:00:00+00:00,2023-12-31T23:00:00+00:00,19072.0,READY,,,,,,,,,,,,,
PAIR_SOURCE,KAS-USDT,C:\SIRAJ\Repositories\spot-speculation-bot\data\raw\rd16b\kucoin\KAS-USDT\1h.parquet,True,5749.0,2023-05-06T11:00:00+00:00,2023-12-31T23:00:00+00:00,5726.0,READY,,,,,,,,,,,,,
PAIR_SOURCE,KCS-USDT,C:\SIRAJ\Repositories\spot-speculation-bot\data\raw\rd16b\kucoin\KCS-USDT\1h.parquet,True,43822.0,2019-01-01T02:00:00+00:00,2023-12-31T23:00:00+00:00,43799.0,READY,,,,,,,,,,,,,
PAIR_SOURCE,LINK-USDT,C:\SIRAJ\Repositories\spot-speculation-bot\data\raw\rd16b\kucoin\LINK-USDT\1h.parquet,True,29485.0,2020-08-20T11:00:00+00:00,2023-12-31T23:00:00+00:00,29462.0,READY,,,,,,,,,,,,,
PAIR_SOURCE,LTC-USDT,C:\SIRAJ\Repositories\spot-speculation-bot\data\raw\rd16b\kucoin\LTC-USDT\1h.parquet,True,43823.0,2019-01-01T01:00:00+00:00,2023-12-31T23:00:00+00:00,43800.0,READY,,,,,,,,,,,,,
PAIR_SOURCE,LUNC-USDT,C:\SIRAJ\Repositories\spot-speculation-bot\data\raw\rd16b\kucoin\LUNC-USDT\1h.parquet,True,14022.0,2022-05-26T18:00:00+00:00,2023-12-31T23:00:00+00:00,13999.0,READY,,,,,,,,,,,,,
PAIR_SOURCE,MANA-USDT,C:\SIRAJ\Repositories\spot-speculation-bot\data\raw\rd16b\kucoin\MANA-USDT\1h.parquet,True,24471.0,2021-03-17T09:00:00+00:00,2023-12-31T23:00:00+00:00,24448.0,READY,,,,,,,,,,,,,
PAIR_SOURCE,NEAR-USDT,C:\SIRAJ\Repositories\spot-speculation-bot\data\raw\rd16b\kucoin\NEAR-USDT\1h.parquet,True,21733.0,2021-07-09T11:00:00+00:00,2023-12-31T23:00:00+00:00,21710.0,READY,,,,,,,,,,,,,
PAIR_SOURCE,NEO-USDT,C:\SIRAJ\Repositories\spot-speculation-bot\data\raw\rd16b\kucoin\NEO-USDT\1h.parquet,True,43822.0,2019-01-01T02:00:00+00:00,2023-12-31T23:00:00+00:00,43799.0,READY,,,,,,,,,,,,,
PAIR_SOURCE,ONDO-USDT,C:\SIRAJ\Repositories\spot-speculation-bot\data\raw\rd16b\kucoin\ONDO-USDT\1h.parquet,True,0.0,,,0.0,NO_VALID_Q24,,,,,,,,,,,,,
PAIR_SOURCE,OP-USDT,C:\SIRAJ\Repositories\spot-speculation-bot\data\raw\rd16b\kucoin\OP-USDT\1h.parquet,True,13902.0,2022-05-31T18:00:00+00:00,2023-12-31T23:00:00+00:00,13879.0,READY,,,,,,,,,,,,,
PAIR_SOURCE,PEPE-USDT,C:\SIRAJ\Repositories\spot-speculation-bot\data\raw\rd16b\kucoin\PEPE-USDT\1h.parquet,True,5771.0,2023-05-05T13:00:00+00:00,2023-12-31T23:00:00+00:00,5748.0,READY,,,,,,,,,,,,,
PAIR_SOURCE,SAND-USDT,C:\SIRAJ\Repositories\spot-speculation-bot\data\raw\rd16b\kucoin\SAND-USDT\1h.parquet,True,24109.0,2021-04-01T11:00:00+00:00,2023-12-31T23:00:00+00:00,24086.0,READY,,,,,,,,,,,,,
PAIR_SOURCE,SHIB-USDT,C:\SIRAJ\Repositories\spot-speculation-bot\data\raw\rd16b\kucoin\SHIB-USDT\1h.parquet,True,23176.0,2021-05-10T08:00:00+00:00,2023-12-31T23:00:00+00:00,23153.0,READY,,,,,,,,,,,,,
PAIR_SOURCE,SOL-USDT,C:\SIRAJ\Repositories\spot-speculation-bot\data\raw\rd16b\kucoin\SOL-USDT\1h.parquet,True,21109.0,2021-08-04T11:00:00+00:00,2023-12-31T23:00:00+00:00,21086.0,READY,,,,,,,,,,,,,
PAIR_SOURCE,SUI-USDT,C:\SIRAJ\Repositories\spot-speculation-bot\data\raw\rd16b\kucoin\SUI-USDT\1h.parquet,True,5819.0,2023-05-03T13:00:00+00:00,2023-12-31T23:00:00+00:00,5796.0,READY,,,,,,,,,,,,,
PAIR_SOURCE,TRX-USDT,C:\SIRAJ\Repositories\spot-speculation-bot\data\raw\rd16b\kucoin\TRX-USDT\1h.parquet,True,43823.0,2019-01-01T01:00:00+00:00,2023-12-31T23:00:00+00:00,43800.0,READY,,,,,,,,,,,,,
PAIR_SOURCE,VET-USDT,C:\SIRAJ\Repositories\spot-speculation-bot\data\raw\rd16b\kucoin\VET-USDT\1h.parquet,True,43823.0,2019-01-01T01:00:00+00:00,2023-12-31T23:00:00+00:00,43795.0,READY,,,,,,,,,,,,,
PAIR_SOURCE,WIF-USDT,C:\SIRAJ\Repositories\spot-speculation-bot\data\raw\rd16b\kucoin\WIF-USDT\1h.parquet,True,0.0,,,0.0,NO_VALID_Q24,,,,,,,,,,,,,
PAIR_SOURCE,XMR-USDT,C:\SIRAJ\Repositories\spot-speculation-bot\data\raw\rd16b\kucoin\XMR-USDT\1h.parquet,True,24303.0,2021-03-24T09:00:00+00:00,2023-12-31T23:00:00+00:00,24280.0,READY,,,,,,,,,,,,,
PAIR_SOURCE,XRP-USDT,C:\SIRAJ\Repositories\spot-speculation-bot\data\raw\rd16b\kucoin\XRP-USDT\1h.parquet,True,43823.0,2019-01-01T01:00:00+00:00,2023-12-31T23:00:00+00:00,43800.0,READY,,,,,,,,,,,,,
PAIR_SOURCE,XTZ-USDT,C:\SIRAJ\Repositories\spot-speculation-bot\data\raw\rd16b\kucoin\XTZ-USDT\1h.parquet,True,39540.0,2019-06-28T12:00:00+00:00,2023-12-31T23:00:00+00:00,39517.0,READY,,,,,,,,,,,,,
CELL,,,,,,,,,ROBUSTNESS_2022,C2,24.0,45.0,45.0,0.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0
CELL,,,,,,,,,ROBUSTNESS_2022,C2,48.0,45.0,45.0,0.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0
CELL,,,,,,,,,ROBUSTNESS_2022,C2,72.0,21.0,21.0,0.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0
CELL,,,,,,,,,ROBUSTNESS_2022,C2,96.0,21.0,21.0,0.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0
CELL,,,,,,,,,ROBUSTNESS_2022,C2,120.0,21.0,21.0,0.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0
CELL,,,,,,,,,ROBUSTNESS_2022,C2,144.0,21.0,21.0,0.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0
CELL,,,,,,,,,ROBUSTNESS_2022,D2,24.0,45.0,45.0,0.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0
CELL,,,,,,,,,ROBUSTNESS_2022,D2,48.0,45.0,45.0,0.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0
CELL,,,,,,,,,ROBUSTNESS_2022,D2,72.0,21.0,21.0,0.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0
CELL,,,,,,,,,ROBUSTNESS_2022,D2,96.0,21.0,21.0,0.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0
CELL,,,,,,,,,ROBUSTNESS_2022,D2,120.0,21.0,21.0,0.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0
CELL,,,,,,,,,ROBUSTNESS_2022,D2,144.0,21.0,21.0,0.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0
CELL,,,,,,,,,ROBUSTNESS_2022,E2,24.0,45.0,45.0,0.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0
CELL,,,,,,,,,ROBUSTNESS_2022,E2,48.0,45.0,45.0,0.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0
CELL,,,,,,,,,ROBUSTNESS_2022,E2,72.0,21.0,21.0,0.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0
CELL,,,,,,,,,ROBUSTNESS_2022,E2,96.0,21.0,21.0,0.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0
CELL,,,,,,,,,ROBUSTNESS_2022,E2,120.0,21.0,21.0,0.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0
CELL,,,,,,,,,ROBUSTNESS_2022,E2,144.0,21.0,21.0,0.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0
CELL,,,,,,,,,ROBUSTNESS_2023,C2,24.0,124.0,122.0,2.0,0.9838709677419355,122.0,0.0,0.0,2.0,0.0,0.0
CELL,,,,,,,,,ROBUSTNESS_2023,C2,48.0,124.0,121.0,3.0,0.9758064516129032,121.0,0.0,0.0,3.0,0.0,0.0
CELL,,,,,,,,,ROBUSTNESS_2023,C2,72.0,60.0,59.0,1.0,0.9833333333333333,59.0,0.0,0.0,1.0,0.0,0.0
CELL,,,,,,,,,ROBUSTNESS_2023,C2,96.0,60.0,59.0,1.0,0.9833333333333333,59.0,0.0,0.0,1.0,0.0,0.0
CELL,,,,,,,,,ROBUSTNESS_2023,C2,120.0,60.0,59.0,1.0,0.9833333333333333,59.0,0.0,0.0,1.0,0.0,0.0
CELL,,,,,,,,,ROBUSTNESS_2023,C2,144.0,60.0,58.0,2.0,0.9666666666666667,58.0,0.0,0.0,2.0,0.0,0.0
CELL,,,,,,,,,ROBUSTNESS_2023,D2,24.0,127.0,125.0,2.0,0.984251968503937,125.0,0.0,0.0,2.0,0.0,0.0
CELL,,,,,,,,,ROBUSTNESS_2023,D2,48.0,127.0,125.0,2.0,0.984251968503937,125.0,0.0,0.0,2.0,0.0,0.0
CELL,,,,,,,,,ROBUSTNESS_2023,D2,72.0,60.0,60.0,0.0,1.0,60.0,0.0,0.0,0.0,0.0,0.0
CELL,,,,,,,,,ROBUSTNESS_2023,D2,96.0,60.0,59.0,1.0,0.9833333333333333,59.0,0.0,0.0,1.0,0.0,0.0
CELL,,,,,,,,,ROBUSTNESS_2023,D2,120.0,60.0,59.0,1.0,0.9833333333333333,59.0,0.0,0.0,1.0,0.0,0.0
CELL,,,,,,,,,ROBUSTNESS_2023,D2,144.0,60.0,59.0,1.0,0.9833333333333333,59.0,0.0,0.0,1.0,0.0,0.0
CELL,,,,,,,,,ROBUSTNESS_2023,E2,24.0,126.0,124.0,2.0,0.9841269841269841,124.0,0.0,0.0,2.0,0.0,0.0
CELL,,,,,,,,,ROBUSTNESS_2023,E2,48.0,126.0,123.0,3.0,0.9761904761904762,123.0,0.0,0.0,3.0,0.0,0.0
CELL,,,,,,,,,ROBUSTNESS_2023,E2,72.0,60.0,58.0,2.0,0.9666666666666667,58.0,0.0,0.0,2.0,0.0,0.0
CELL,,,,,,,,,ROBUSTNESS_2023,E2,96.0,60.0,57.0,3.0,0.95,57.0,0.0,0.0,3.0,0.0,0.0
CELL,,,,,,,,,ROBUSTNESS_2023,E2,120.0,60.0,57.0,3.0,0.95,57.0,0.0,0.0,3.0,0.0,0.0
CELL,,,,,,,,,ROBUSTNESS_2023,E2,144.0,60.0,57.0,3.0,0.95,57.0,0.0,0.0,3.0,0.0,0.0
