run_id,execution_order,path,bytes,sha256,evidence_role
045_RD19_P2_V03_VALIDATION_2022_D2_1x,45,runs/045/045_RD19_P2_V03_VALIDATION_2022_D2_1x/candidates.parquet,6559,fdbfc576732f46b5ecf70b0a76867730c47bf66e95ebe9c98802c915907718ab,RUN_ARTIFACT
045_RD19_P2_V03_VALIDATION_2022_D2_1x,45,runs/045/045_RD19_P2_V03_VALIDATION_2022_D2_1x/evaluated.parquet,10037,21fca00030c2e0ffc2b440e0e554515c9fd2523502192203629cfc5f7faf1f98,RUN_ARTIFACT
045_RD19_P2_V03_VALIDATION_2022_D2_1x,45,runs/045/045_RD19_P2_V03_VALIDATION_2022_D2_1x/trades.parquet,10811,0304be91b9e2744d5524092bd411adaf70f801fd608522e1e6eea9e3ab553749,RUN_ARTIFACT
045_RD19_P2_V03_VALIDATION_2022_D2_1x,45,runs/045/045_RD19_P2_V03_VALIDATION_2022_D2_1x/cash-ledger.parquet,3932,bfb9ac4fd1e545232567fae9b4ceee048e73c055ff7672164ff73472a92218c5,RUN_ARTIFACT
045_RD19_P2_V03_VALIDATION_2022_D2_1x,45,runs/045/045_RD19_P2_V03_VALIDATION_2022_D2_1x/equity-curve.parquet,80294,7ba92b44d0838f7d5f03018b541190aeeb98bc4e083fb1f28d7a60f8455410f0,RUN_ARTIFACT
045_RD19_P2_V03_VALIDATION_2022_D2_1x,45,runs/045/045_RD19_P2_V03_VALIDATION_2022_D2_1x/run-metrics.json,1295,b6eeb4058a62542cbd64851155ebcc0bc92acdb328c609ea6b772eca48bef2e5,RUN_ARTIFACT
045_RD19_P2_V03_VALIDATION_2022_D2_1x,45,runs/045/045_RD19_P2_V03_VALIDATION_2022_D2_1x/checkpoint.json,1085,ebfccf038d70757704bf7c203f8a4139d6112d832114b42b13b64c0ce52f1926,RUN_CHECKPOINT
046_RD19_P2_V03_VALIDATION_2022_D2_2x,46,runs/046/046_RD19_P2_V03_VALIDATION_2022_D2_2x/candidates.parquet,6559,fdbfc576732f46b5ecf70b0a76867730c47bf66e95ebe9c98802c915907718ab,RUN_ARTIFACT
046_RD19_P2_V03_VALIDATION_2022_D2_2x,46,runs/046/046_RD19_P2_V03_VALIDATION_2022_D2_2x/evaluated.parquet,10037,21fca00030c2e0ffc2b440e0e554515c9fd2523502192203629cfc5f7faf1f98,RUN_ARTIFACT
046_RD19_P2_V03_VALIDATION_2022_D2_2x,46,runs/046/046_RD19_P2_V03_VALIDATION_2022_D2_2x/trades.parquet,10811,0304be91b9e2744d5524092bd411adaf70f801fd608522e1e6eea9e3ab553749,RUN_ARTIFACT
046_RD19_P2_V03_VALIDATION_2022_D2_2x,46,runs/046/046_RD19_P2_V03_VALIDATION_2022_D2_2x/cash-ledger.parquet,3932,bfb9ac4fd1e545232567fae9b4ceee048e73c055ff7672164ff73472a92218c5,RUN_ARTIFACT
046_RD19_P2_V03_VALIDATION_2022_D2_2x,46,runs/046/046_RD19_P2_V03_VALIDATION_2022_D2_2x/equity-curve.parquet,80294,faa1e35805daaf2135353fe4e6379ab59a8d2525e12fe56cf1817abf6aa47367,RUN_ARTIFACT
046_RD19_P2_V03_VALIDATION_2022_D2_2x,46,runs/046/046_RD19_P2_V03_VALIDATION_2022_D2_2x/run-metrics.json,1295,70c3d840677917afe029dab04a31f4a5d18192c9430912088250d7456ae3049a,RUN_ARTIFACT
046_RD19_P2_V03_VALIDATION_2022_D2_2x,46,runs/046/046_RD19_P2_V03_VALIDATION_2022_D2_2x/checkpoint.json,1085,8972c4dfc4dec2706b9f44566be370757b05b2f6c93131b5b30b59e978c978b6,RUN_CHECKPOINT
047_RD19_P2_V03_VALIDATION_2022_E2_1x,47,runs/047/047_RD19_P2_V03_VALIDATION_2022_E2_1x/candidates.parquet,6559,fdbfc576732f46b5ecf70b0a76867730c47bf66e95ebe9c98802c915907718ab,RUN_ARTIFACT
047_RD19_P2_V03_VALIDATION_2022_E2_1x,47,runs/047/047_RD19_P2_V03_VALIDATION_2022_E2_1x/evaluated.parquet,10037,21fca00030c2e0ffc2b440e0e554515c9fd2523502192203629cfc5f7faf1f98,RUN_ARTIFACT
047_RD19_P2_V03_VALIDATION_2022_E2_1x,47,runs/047/047_RD19_P2_V03_VALIDATION_2022_E2_1x/trades.parquet,10811,0304be91b9e2744d5524092bd411adaf70f801fd608522e1e6eea9e3ab553749,RUN_ARTIFACT
047_RD19_P2_V03_VALIDATION_2022_E2_1x,47,runs/047/047_RD19_P2_V03_VALIDATION_2022_E2_1x/cash-ledger.parquet,3932,bfb9ac4fd1e545232567fae9b4ceee048e73c055ff7672164ff73472a92218c5,RUN_ARTIFACT
047_RD19_P2_V03_VALIDATION_2022_E2_1x,47,runs/047/047_RD19_P2_V03_VALIDATION_2022_E2_1x/equity-curve.parquet,80294,0b98647d8b77cdb3afe09cec0b9461ab5034d52af639bba26c311ef612d76068,RUN_ARTIFACT
047_RD19_P2_V03_VALIDATION_2022_E2_1x,47,runs/047/047_RD19_P2_V03_VALIDATION_2022_E2_1x/run-metrics.json,1295,d786aac31bf0b4d12d3a4d482035030589626088dd2aa0bdd9f31c4a636a8fe9,RUN_ARTIFACT
047_RD19_P2_V03_VALIDATION_2022_E2_1x,47,runs/047/047_RD19_P2_V03_VALIDATION_2022_E2_1x/checkpoint.json,1085,96127d3e532871115f9e153dcdda50dd891ae4ba7d770f7e491457df9465cba3,RUN_CHECKPOINT
048_RD19_P2_V03_VALIDATION_2022_E2_2x,48,runs/048/048_RD19_P2_V03_VALIDATION_2022_E2_2x/candidates.parquet,6559,fdbfc576732f46b5ecf70b0a76867730c47bf66e95ebe9c98802c915907718ab,RUN_ARTIFACT
048_RD19_P2_V03_VALIDATION_2022_E2_2x,48,runs/048/048_RD19_P2_V03_VALIDATION_2022_E2_2x/evaluated.parquet,10037,21fca00030c2e0ffc2b440e0e554515c9fd2523502192203629cfc5f7faf1f98,RUN_ARTIFACT
048_RD19_P2_V03_VALIDATION_2022_E2_2x,48,runs/048/048_RD19_P2_V03_VALIDATION_2022_E2_2x/trades.parquet,10811,0304be91b9e2744d5524092bd411adaf70f801fd608522e1e6eea9e3ab553749,RUN_ARTIFACT
048_RD19_P2_V03_VALIDATION_2022_E2_2x,48,runs/048/048_RD19_P2_V03_VALIDATION_2022_E2_2x/cash-ledger.parquet,3932,bfb9ac4fd1e545232567fae9b4ceee048e73c055ff7672164ff73472a92218c5,RUN_ARTIFACT
048_RD19_P2_V03_VALIDATION_2022_E2_2x,48,runs/048/048_RD19_P2_V03_VALIDATION_2022_E2_2x/equity-curve.parquet,80294,1204ce7a6b05c0df3daf2e8224c22f27619238a4516829c2251fd4f578ece528,RUN_ARTIFACT
048_RD19_P2_V03_VALIDATION_2022_E2_2x,48,runs/048/048_RD19_P2_V03_VALIDATION_2022_E2_2x/run-metrics.json,1295,ab0df8f0ee64d627fb66c3e077d245d8b9d33b0d9c4468350d044ab28aa4ad2b,RUN_ARTIFACT
048_RD19_P2_V03_VALIDATION_2022_E2_2x,48,runs/048/048_RD19_P2_V03_VALIDATION_2022_E2_2x/checkpoint.json,1085,b7aa2620af3ff347a1d89f7eeb85225f1030df44a12d2792487b06ea88cf1eee,RUN_CHECKPOINT
049_RD19_P2_V03_STRESS_2023_C2_1x,49,runs/049/049_RD19_P2_V03_STRESS_2023_C2_1x/candidates.parquet,6559,fdbfc576732f46b5ecf70b0a76867730c47bf66e95ebe9c98802c915907718ab,RUN_ARTIFACT
049_RD19_P2_V03_STRESS_2023_C2_1x,49,runs/049/049_RD19_P2_V03_STRESS_2023_C2_1x/evaluated.parquet,10037,21fca00030c2e0ffc2b440e0e554515c9fd2523502192203629cfc5f7faf1f98,RUN_ARTIFACT
049_RD19_P2_V03_STRESS_2023_C2_1x,49,runs/049/049_RD19_P2_V03_STRESS_2023_C2_1x/trades.parquet,10811,0304be91b9e2744d5524092bd411adaf70f801fd608522e1e6eea9e3ab553749,RUN_ARTIFACT
049_RD19_P2_V03_STRESS_2023_C2_1x,49,runs/049/049_RD19_P2_V03_STRESS_2023_C2_1x/cash-ledger.parquet,3932,bfb9ac4fd1e545232567fae9b4ceee048e73c055ff7672164ff73472a92218c5,RUN_ARTIFACT
049_RD19_P2_V03_STRESS_2023_C2_1x,49,runs/049/049_RD19_P2_V03_STRESS_2023_C2_1x/equity-curve.parquet,80276,374811cd89a3a3125ade1bbd2cdcd98aa3e94701ae9ebbd003d085ed140330f8,RUN_ARTIFACT
049_RD19_P2_V03_STRESS_2023_C2_1x,49,runs/049/049_RD19_P2_V03_STRESS_2023_C2_1x/run-metrics.json,1287,ea5b5f930715bffdaed0f84ccc1fec851b20f200e666d0dffafd436243ca6248,RUN_ARTIFACT
049_RD19_P2_V03_STRESS_2023_C2_1x,49,runs/049/049_RD19_P2_V03_STRESS_2023_C2_1x/checkpoint.json,1081,8684eda58fbac3ae6624c9c8b57084580d09a89ecfac2b1dd0599257d96901da,RUN_CHECKPOINT
050_RD19_P2_V03_STRESS_2023_C2_2x,50,runs/050/050_RD19_P2_V03_STRESS_2023_C2_2x/candidates.parquet,6559,fdbfc576732f46b5ecf70b0a76867730c47bf66e95ebe9c98802c915907718ab,RUN_ARTIFACT
050_RD19_P2_V03_STRESS_2023_C2_2x,50,runs/050/050_RD19_P2_V03_STRESS_2023_C2_2x/evaluated.parquet,10037,21fca00030c2e0ffc2b440e0e554515c9fd2523502192203629cfc5f7faf1f98,RUN_ARTIFACT
050_RD19_P2_V03_STRESS_2023_C2_2x,50,runs/050/050_RD19_P2_V03_STRESS_2023_C2_2x/trades.parquet,10811,0304be91b9e2744d5524092bd411adaf70f801fd608522e1e6eea9e3ab553749,RUN_ARTIFACT
050_RD19_P2_V03_STRESS_2023_C2_2x,50,runs/050/050_RD19_P2_V03_STRESS_2023_C2_2x/cash-ledger.parquet,3932,bfb9ac4fd1e545232567fae9b4ceee048e73c055ff7672164ff73472a92218c5,RUN_ARTIFACT
050_RD19_P2_V03_STRESS_2023_C2_2x,50,runs/050/050_RD19_P2_V03_STRESS_2023_C2_2x/equity-curve.parquet,80276,2046f408a0f398069fe54594ec158cc645f35cc7a0cb04da555a1cc44fba7036,RUN_ARTIFACT
050_RD19_P2_V03_STRESS_2023_C2_2x,50,runs/050/050_RD19_P2_V03_STRESS_2023_C2_2x/run-metrics.json,1287,3a4d47018601f5f6ab88ba12ed094e5d2ee80221349b716088cc906636c19d77,RUN_ARTIFACT
050_RD19_P2_V03_STRESS_2023_C2_2x,50,runs/050/050_RD19_P2_V03_STRESS_2023_C2_2x/checkpoint.json,1081,a4c1e8aa0c6c8fbdb475833131f375e1ae33024347ff83c54a473190bc990aaa,RUN_CHECKPOINT
051_RD19_P2_V03_STRESS_2023_D2_1x,51,runs/051/051_RD19_P2_V03_STRESS_2023_D2_1x/candidates.parquet,6559,fdbfc576732f46b5ecf70b0a76867730c47bf66e95ebe9c98802c915907718ab,RUN_ARTIFACT
051_RD19_P2_V03_STRESS_2023_D2_1x,51,runs/051/051_RD19_P2_V03_STRESS_2023_D2_1x/evaluated.parquet,10037,21fca00030c2e0ffc2b440e0e554515c9fd2523502192203629cfc5f7faf1f98,RUN_ARTIFACT
051_RD19_P2_V03_STRESS_2023_D2_1x,51,runs/051/051_RD19_P2_V03_STRESS_2023_D2_1x/trades.parquet,10811,0304be91b9e2744d5524092bd411adaf70f801fd608522e1e6eea9e3ab553749,RUN_ARTIFACT
051_RD19_P2_V03_STRESS_2023_D2_1x,51,runs/051/051_RD19_P2_V03_STRESS_2023_D2_1x/cash-ledger.parquet,3932,bfb9ac4fd1e545232567fae9b4ceee048e73c055ff7672164ff73472a92218c5,RUN_ARTIFACT
051_RD19_P2_V03_STRESS_2023_D2_1x,51,runs/051/051_RD19_P2_V03_STRESS_2023_D2_1x/equity-curve.parquet,80276,ce68f8440d18addf1f1b07a7c698b67cd4db49f76a2e00f10fa15b03a814415d,RUN_ARTIFACT
051_RD19_P2_V03_STRESS_2023_D2_1x,51,runs/051/051_RD19_P2_V03_STRESS_2023_D2_1x/run-metrics.json,1287,410e4bf618959a278de4c3a59a1b0d85b099253961358cae2a6211fa7c8d3120,RUN_ARTIFACT
051_RD19_P2_V03_STRESS_2023_D2_1x,51,runs/051/051_RD19_P2_V03_STRESS_2023_D2_1x/checkpoint.json,1081,409c16182729b48753a43c7d2dadd3c71415d538d9f891a3312c7978f066d8a9,RUN_CHECKPOINT
052_RD19_P2_V03_STRESS_2023_D2_2x,52,runs/052/052_RD19_P2_V03_STRESS_2023_D2_2x/candidates.parquet,6559,fdbfc576732f46b5ecf70b0a76867730c47bf66e95ebe9c98802c915907718ab,RUN_ARTIFACT
052_RD19_P2_V03_STRESS_2023_D2_2x,52,runs/052/052_RD19_P2_V03_STRESS_2023_D2_2x/evaluated.parquet,10037,21fca00030c2e0ffc2b440e0e554515c9fd2523502192203629cfc5f7faf1f98,RUN_ARTIFACT
052_RD19_P2_V03_STRESS_2023_D2_2x,52,runs/052/052_RD19_P2_V03_STRESS_2023_D2_2x/trades.parquet,10811,0304be91b9e2744d5524092bd411adaf70f801fd608522e1e6eea9e3ab553749,RUN_ARTIFACT
052_RD19_P2_V03_STRESS_2023_D2_2x,52,runs/052/052_RD19_P2_V03_STRESS_2023_D2_2x/cash-ledger.parquet,3932,bfb9ac4fd1e545232567fae9b4ceee048e73c055ff7672164ff73472a92218c5,RUN_ARTIFACT
052_RD19_P2_V03_STRESS_2023_D2_2x,52,runs/052/052_RD19_P2_V03_STRESS_2023_D2_2x/equity-curve.parquet,80276,e6ecf02377f7c2111e690e4e91766945a90c897a9c999d1bb5e8437a389b862e,RUN_ARTIFACT
052_RD19_P2_V03_STRESS_2023_D2_2x,52,runs/052/052_RD19_P2_V03_STRESS_2023_D2_2x/run-metrics.json,1287,4d073a711d890def544ec1a8d1a34f39d115eb3644444e4fa88b8c227d80229d,RUN_ARTIFACT
052_RD19_P2_V03_STRESS_2023_D2_2x,52,runs/052/052_RD19_P2_V03_STRESS_2023_D2_2x/checkpoint.json,1081,d085213ea244cb533f52297cd59188db60e97923ad2b537e54899e4662b5d832,RUN_CHECKPOINT
053_RD19_P2_V03_STRESS_2023_E2_1x,53,runs/053/053_RD19_P2_V03_STRESS_2023_E2_1x/candidates.parquet,6559,fdbfc576732f46b5ecf70b0a76867730c47bf66e95ebe9c98802c915907718ab,RUN_ARTIFACT
053_RD19_P2_V03_STRESS_2023_E2_1x,53,runs/053/053_RD19_P2_V03_STRESS_2023_E2_1x/evaluated.parquet,10037,21fca00030c2e0ffc2b440e0e554515c9fd2523502192203629cfc5f7faf1f98,RUN_ARTIFACT
053_RD19_P2_V03_STRESS_2023_E2_1x,53,runs/053/053_RD19_P2_V03_STRESS_2023_E2_1x/trades.parquet,10811,0304be91b9e2744d5524092bd411adaf70f801fd608522e1e6eea9e3ab553749,RUN_ARTIFACT
053_RD19_P2_V03_STRESS_2023_E2_1x,53,runs/053/053_RD19_P2_V03_STRESS_2023_E2_1x/cash-ledger.parquet,3932,bfb9ac4fd1e545232567fae9b4ceee048e73c055ff7672164ff73472a92218c5,RUN_ARTIFACT
053_RD19_P2_V03_STRESS_2023_E2_1x,53,runs/053/053_RD19_P2_V03_STRESS_2023_E2_1x/equity-curve.parquet,80276,60fc3e519b8ed110d7fd31c2f335c27b1a80eac3e1664ed99c8c6de8c028ca72,RUN_ARTIFACT
053_RD19_P2_V03_STRESS_2023_E2_1x,53,runs/053/053_RD19_P2_V03_STRESS_2023_E2_1x/run-metrics.json,1287,23619dedec353dbeb5c1643a5b15309799444c01be677b57c13a2aebcbde00a8,RUN_ARTIFACT
053_RD19_P2_V03_STRESS_2023_E2_1x,53,runs/053/053_RD19_P2_V03_STRESS_2023_E2_1x/checkpoint.json,1081,802a4f173c024e57460510b836e45f880b3be9040fc88cab0b23406f7d0a4e8a,RUN_CHECKPOINT
054_RD19_P2_V03_STRESS_2023_E2_2x,54,runs/054/054_RD19_P2_V03_STRESS_2023_E2_2x/candidates.parquet,6559,fdbfc576732f46b5ecf70b0a76867730c47bf66e95ebe9c98802c915907718ab,RUN_ARTIFACT
054_RD19_P2_V03_STRESS_2023_E2_2x,54,runs/054/054_RD19_P2_V03_STRESS_2023_E2_2x/evaluated.parquet,10037,21fca00030c2e0ffc2b440e0e554515c9fd2523502192203629cfc5f7faf1f98,RUN_ARTIFACT
054_RD19_P2_V03_STRESS_2023_E2_2x,54,runs/054/054_RD19_P2_V03_STRESS_2023_E2_2x/trades.parquet,10811,0304be91b9e2744d5524092bd411adaf70f801fd608522e1e6eea9e3ab553749,RUN_ARTIFACT
054_RD19_P2_V03_STRESS_2023_E2_2x,54,runs/054/054_RD19_P2_V03_STRESS_2023_E2_2x/cash-ledger.parquet,3932,bfb9ac4fd1e545232567fae9b4ceee048e73c055ff7672164ff73472a92218c5,RUN_ARTIFACT
054_RD19_P2_V03_STRESS_2023_E2_2x,54,runs/054/054_RD19_P2_V03_STRESS_2023_E2_2x/equity-curve.parquet,80276,12090802b4b8a01f8e0a86f968d1eac665431ee6cc06dfac60ff5548c70af404,RUN_ARTIFACT
054_RD19_P2_V03_STRESS_2023_E2_2x,54,runs/054/054_RD19_P2_V03_STRESS_2023_E2_2x/run-metrics.json,1287,4db613330785ec619c77acb2a34d1f5d1180e16c84f930c5f5f38c66c1d1b6d6,RUN_ARTIFACT
054_RD19_P2_V03_STRESS_2023_E2_2x,54,runs/054/054_RD19_P2_V03_STRESS_2023_E2_2x/checkpoint.json,1081,aa36f3570dca0190fc0129ab13007bb49460c6449ffaf0b93dafe689531d4d7d,RUN_CHECKPOINT
055_RD19_P2_V04_DISCOVERY_CORE_C2_1x,55,runs/055/055_RD19_P2_V04_DISCOVERY_CORE_C2_1x/candidates.parquet,6559,fdbfc576732f46b5ecf70b0a76867730c47bf66e95ebe9c98802c915907718ab,RUN_ARTIFACT
055_RD19_P2_V04_DISCOVERY_CORE_C2_1x,55,runs/055/055_RD19_P2_V04_DISCOVERY_CORE_C2_1x/evaluated.parquet,10037,21fca00030c2e0ffc2b440e0e554515c9fd2523502192203629cfc5f7faf1f98,RUN_ARTIFACT
055_RD19_P2_V04_DISCOVERY_CORE_C2_1x,55,runs/055/055_RD19_P2_V04_DISCOVERY_CORE_C2_1x/trades.parquet,10811,0304be91b9e2744d5524092bd411adaf70f801fd608522e1e6eea9e3ab553749,RUN_ARTIFACT
055_RD19_P2_V04_DISCOVERY_CORE_C2_1x,55,runs/055/055_RD19_P2_V04_DISCOVERY_CORE_C2_1x/cash-ledger.parquet,3932,bfb9ac4fd1e545232567fae9b4ceee048e73c055ff7672164ff73472a92218c5,RUN_ARTIFACT
055_RD19_P2_V04_DISCOVERY_CORE_C2_1x,55,runs/055/055_RD19_P2_V04_DISCOVERY_CORE_C2_1x/equity-curve.parquet,234932,5ab46043135fc56d2035127d34e1d60b7b36462692dcb26488d4b4f8a98f2c55,RUN_ARTIFACT
055_RD19_P2_V04_DISCOVERY_CORE_C2_1x,55,runs/055/055_RD19_P2_V04_DISCOVERY_CORE_C2_1x/run-metrics.json,1327,bc728082c618f2ee8afb9f8767d21ac7cc65ea35081ea2d592d20932a87363b5,RUN_ARTIFACT
055_RD19_P2_V04_DISCOVERY_CORE_C2_1x,55,runs/055/055_RD19_P2_V04_DISCOVERY_CORE_C2_1x/checkpoint.json,1085,4471ba454bf1885418b42a625d07336eae2c393d783828bc49259d4a394eb985,RUN_CHECKPOINT
056_RD19_P2_V04_DISCOVERY_CORE_C2_2x,56,runs/056/056_RD19_P2_V04_DISCOVERY_CORE_C2_2x/candidates.parquet,6559,fdbfc576732f46b5ecf70b0a76867730c47bf66e95ebe9c98802c915907718ab,RUN_ARTIFACT
056_RD19_P2_V04_DISCOVERY_CORE_C2_2x,56,runs/056/056_RD19_P2_V04_DISCOVERY_CORE_C2_2x/evaluated.parquet,10037,21fca00030c2e0ffc2b440e0e554515c9fd2523502192203629cfc5f7faf1f98,RUN_ARTIFACT
056_RD19_P2_V04_DISCOVERY_CORE_C2_2x,56,runs/056/056_RD19_P2_V04_DISCOVERY_CORE_C2_2x/trades.parquet,10811,0304be91b9e2744d5524092bd411adaf70f801fd608522e1e6eea9e3ab553749,RUN_ARTIFACT
056_RD19_P2_V04_DISCOVERY_CORE_C2_2x,56,runs/056/056_RD19_P2_V04_DISCOVERY_CORE_C2_2x/cash-ledger.parquet,3932,bfb9ac4fd1e545232567fae9b4ceee048e73c055ff7672164ff73472a92218c5,RUN_ARTIFACT
056_RD19_P2_V04_DISCOVERY_CORE_C2_2x,56,runs/056/056_RD19_P2_V04_DISCOVERY_CORE_C2_2x/equity-curve.parquet,234932,32717ef63061d444a86e043e0e81820cecb967f4a73f05d417daf96cde99ef93,RUN_ARTIFACT
056_RD19_P2_V04_DISCOVERY_CORE_C2_2x,56,runs/056/056_RD19_P2_V04_DISCOVERY_CORE_C2_2x/run-metrics.json,1327,d2b69a408990e8d64e5a042bc4245cb777c8afb50ee38bb120e5e9695f562642,RUN_ARTIFACT
056_RD19_P2_V04_DISCOVERY_CORE_C2_2x,56,runs/056/056_RD19_P2_V04_DISCOVERY_CORE_C2_2x/checkpoint.json,1085,a58887453efc502582b7ddbe5b6223d9bf6b3a13f14e946623d0b200af5ab52f,RUN_CHECKPOINT
057_RD19_P2_V04_DISCOVERY_CORE_D2_1x,57,runs/057/057_RD19_P2_V04_DISCOVERY_CORE_D2_1x/candidates.parquet,6559,fdbfc576732f46b5ecf70b0a76867730c47bf66e95ebe9c98802c915907718ab,RUN_ARTIFACT
057_RD19_P2_V04_DISCOVERY_CORE_D2_1x,57,runs/057/057_RD19_P2_V04_DISCOVERY_CORE_D2_1x/evaluated.parquet,10037,21fca00030c2e0ffc2b440e0e554515c9fd2523502192203629cfc5f7faf1f98,RUN_ARTIFACT
057_RD19_P2_V04_DISCOVERY_CORE_D2_1x,57,runs/057/057_RD19_P2_V04_DISCOVERY_CORE_D2_1x/trades.parquet,10811,0304be91b9e2744d5524092bd411adaf70f801fd608522e1e6eea9e3ab553749,RUN_ARTIFACT
057_RD19_P2_V04_DISCOVERY_CORE_D2_1x,57,runs/057/057_RD19_P2_V04_DISCOVERY_CORE_D2_1x/cash-ledger.parquet,3932,bfb9ac4fd1e545232567fae9b4ceee048e73c055ff7672164ff73472a92218c5,RUN_ARTIFACT
057_RD19_P2_V04_DISCOVERY_CORE_D2_1x,57,runs/057/057_RD19_P2_V04_DISCOVERY_CORE_D2_1x/equity-curve.parquet,234932,2166958ddd04218f541161fa84d7e796ab091be8b300bdafbfd87df9a031e6b4,RUN_ARTIFACT
057_RD19_P2_V04_DISCOVERY_CORE_D2_1x,57,runs/057/057_RD19_P2_V04_DISCOVERY_CORE_D2_1x/run-metrics.json,1327,9b34b5526eedb13a070c5b9fd3f1fdd1a37ba48c5a1632c4139671a396a3407b,RUN_ARTIFACT
057_RD19_P2_V04_DISCOVERY_CORE_D2_1x,57,runs/057/057_RD19_P2_V04_DISCOVERY_CORE_D2_1x/checkpoint.json,1085,c37eb21367064b6d81ad80332cf30e150aadb8285b95e0c13eff2fe168d2bceb,RUN_CHECKPOINT
058_RD19_P2_V04_DISCOVERY_CORE_D2_2x,58,runs/058/058_RD19_P2_V04_DISCOVERY_CORE_D2_2x/candidates.parquet,6559,fdbfc576732f46b5ecf70b0a76867730c47bf66e95ebe9c98802c915907718ab,RUN_ARTIFACT
058_RD19_P2_V04_DISCOVERY_CORE_D2_2x,58,runs/058/058_RD19_P2_V04_DISCOVERY_CORE_D2_2x/evaluated.parquet,10037,21fca00030c2e0ffc2b440e0e554515c9fd2523502192203629cfc5f7faf1f98,RUN_ARTIFACT
058_RD19_P2_V04_DISCOVERY_CORE_D2_2x,58,runs/058/058_RD19_P2_V04_DISCOVERY_CORE_D2_2x/trades.parquet,10811,0304be91b9e2744d5524092bd411adaf70f801fd608522e1e6eea9e3ab553749,RUN_ARTIFACT
058_RD19_P2_V04_DISCOVERY_CORE_D2_2x,58,runs/058/058_RD19_P2_V04_DISCOVERY_CORE_D2_2x/cash-ledger.parquet,3932,bfb9ac4fd1e545232567fae9b4ceee048e73c055ff7672164ff73472a92218c5,RUN_ARTIFACT
058_RD19_P2_V04_DISCOVERY_CORE_D2_2x,58,runs/058/058_RD19_P2_V04_DISCOVERY_CORE_D2_2x/equity-curve.parquet,234932,f3f4403c1c0a78cebdd335f120028dddd06c163d2890639bb909b4e04747eded,RUN_ARTIFACT
058_RD19_P2_V04_DISCOVERY_CORE_D2_2x,58,runs/058/058_RD19_P2_V04_DISCOVERY_CORE_D2_2x/run-metrics.json,1327,7c6adc4731f5e92999a3a4a0d1400c7d2a396d88f70f7d7c7a0a740d9866a9de,RUN_ARTIFACT
058_RD19_P2_V04_DISCOVERY_CORE_D2_2x,58,runs/058/058_RD19_P2_V04_DISCOVERY_CORE_D2_2x/checkpoint.json,1085,2d08bb5e88fbb1114e675445cd7ceb4215ce4763793839e6f16d7c5f23340b5b,RUN_CHECKPOINT
059_RD19_P2_V04_DISCOVERY_CORE_E2_1x,59,runs/059/059_RD19_P2_V04_DISCOVERY_CORE_E2_1x/candidates.parquet,6559,fdbfc576732f46b5ecf70b0a76867730c47bf66e95ebe9c98802c915907718ab,RUN_ARTIFACT
059_RD19_P2_V04_DISCOVERY_CORE_E2_1x,59,runs/059/059_RD19_P2_V04_DISCOVERY_CORE_E2_1x/evaluated.parquet,10037,21fca00030c2e0ffc2b440e0e554515c9fd2523502192203629cfc5f7faf1f98,RUN_ARTIFACT
059_RD19_P2_V04_DISCOVERY_CORE_E2_1x,59,runs/059/059_RD19_P2_V04_DISCOVERY_CORE_E2_1x/trades.parquet,10811,0304be91b9e2744d5524092bd411adaf70f801fd608522e1e6eea9e3ab553749,RUN_ARTIFACT
059_RD19_P2_V04_DISCOVERY_CORE_E2_1x,59,runs/059/059_RD19_P2_V04_DISCOVERY_CORE_E2_1x/cash-ledger.parquet,3932,bfb9ac4fd1e545232567fae9b4ceee048e73c055ff7672164ff73472a92218c5,RUN_ARTIFACT
059_RD19_P2_V04_DISCOVERY_CORE_E2_1x,59,runs/059/059_RD19_P2_V04_DISCOVERY_CORE_E2_1x/equity-curve.parquet,234932,4931ffab6854d70217d4fe1b056ee17e5bfc92b4b06633c3bf500d9407876bbd,RUN_ARTIFACT
059_RD19_P2_V04_DISCOVERY_CORE_E2_1x,59,runs/059/059_RD19_P2_V04_DISCOVERY_CORE_E2_1x/run-metrics.json,1327,6831cd29b8d3bcf71c0b91e000d038895f823c7172a63cd748a5638665c6ee4a,RUN_ARTIFACT
059_RD19_P2_V04_DISCOVERY_CORE_E2_1x,59,runs/059/059_RD19_P2_V04_DISCOVERY_CORE_E2_1x/checkpoint.json,1085,be22fe44bd83e25a5a90356ad14dee94c9323027ff44da0ed1b3dc2b50fbd7de,RUN_CHECKPOINT
060_RD19_P2_V04_DISCOVERY_CORE_E2_2x,60,runs/060/060_RD19_P2_V04_DISCOVERY_CORE_E2_2x/candidates.parquet,6559,fdbfc576732f46b5ecf70b0a76867730c47bf66e95ebe9c98802c915907718ab,RUN_ARTIFACT
060_RD19_P2_V04_DISCOVERY_CORE_E2_2x,60,runs/060/060_RD19_P2_V04_DISCOVERY_CORE_E2_2x/evaluated.parquet,10037,21fca00030c2e0ffc2b440e0e554515c9fd2523502192203629cfc5f7faf1f98,RUN_ARTIFACT
060_RD19_P2_V04_DISCOVERY_CORE_E2_2x,60,runs/060/060_RD19_P2_V04_DISCOVERY_CORE_E2_2x/trades.parquet,10811,0304be91b9e2744d5524092bd411adaf70f801fd608522e1e6eea9e3ab553749,RUN_ARTIFACT
