variant_id,new_trade_count,trade_count,net_return,monthly_geometric_return,profit_factor,maximum_drawdown,minimum_cash,capital_feasible,two_x_net_return,two_x_profit_factor,two_x_minimum_cash,two_x_capital_feasible,mean_high_opportunity_capture,delta_net_return_vs_v3,delta_profit_factor_vs_v3,delta_maximum_drawdown_vs_v3,delta_two_x_return_vs_v3,delta_capture_vs_v3,robust_additive_overlay
ALL_SIX_NEW_ENGINES_OVERLAY,2539,3106,-3.941848772332091,,0.7270539876997446,3.799148006806995,-1011012.4269047794,False,-7.350453344503545,0.5665078263843096,-1213372.0146648868,False,-0.018025266896154774,-5.023407403734357,-0.7787323482113795,3.688841981560263,-7.945137983080501,-0.08072836346880749,False
