scope,variant_id,period,start_equity,end_equity,return,trade_count
STANDALONE,FAST_MOMENTUM_BREAKOUT,2019,100000.0,96372.04508132474,-0.03627954918675258,19
STANDALONE,FAST_MOMENTUM_BREAKOUT,2020,96372.04508132474,136276.94223053515,0.41407129127057707,228
STANDALONE,FAST_MOMENTUM_BREAKOUT,2021,136276.94223053515,119427.50129873441,-0.12364117257119767,254
STANDALONE,FAST_MOMENTUM_BREAKOUT,2022,119427.50129873441,104549.97957336564,-0.12457366656407165,210
STANDALONE,FAST_MOMENTUM_BREAKOUT,2023,104549.97957336564,195800.6708902239,0.8727949224784413,444
STANDALONE,FAST_MOMENTUM_BREAKOUT,2024,195800.6708902239,179714.89718482475,-0.08215382323392384,454
STANDALONE,FAST_MOMENTUM_BREAKOUT,2025,179714.89718482475,179714.89718482475,0.0,0
OVERLAY,FAST_MOMENTUM_BREAKOUT,2019,100000.0,94826.73629475968,-0.05173263705240316,29
OVERLAY,FAST_MOMENTUM_BREAKOUT,2020,94826.73629475968,91997.93526938156,-0.029831260000186766,263
OVERLAY,FAST_MOMENTUM_BREAKOUT,2021,91997.93526938156,71216.64401170495,-0.22588867018402503,288
OVERLAY,FAST_MOMENTUM_BREAKOUT,2022,71216.64401170495,48347.19394722201,-0.3211250738061202,219
OVERLAY,FAST_MOMENTUM_BREAKOUT,2023,48347.19394722201,95176.27863319649,0.9685998475339692,485
OVERLAY,FAST_MOMENTUM_BREAKOUT,2024,95176.27863319649,33536.56978600557,-0.647637307660941,500
OVERLAY,FAST_MOMENTUM_BREAKOUT,2025,33536.56978600557,33536.56978600557,0.0,0
STANDALONE,TREND_REACCELERATION,2019,100000.0,94970.58781957015,-0.050294121804298486,13
STANDALONE,TREND_REACCELERATION,2020,94970.58781957015,153029.68284586773,0.611337639992301,88
STANDALONE,TREND_REACCELERATION,2021,153029.68284586773,145151.19948679296,-0.05148336723019953,122
STANDALONE,TREND_REACCELERATION,2022,145151.19948679296,150764.11846958392,0.03866946330885579,11
STANDALONE,TREND_REACCELERATION,2023,150764.11846958392,169888.75379720412,0.12685137234081667,118
STANDALONE,TREND_REACCELERATION,2024,169888.75379720412,183490.79273425508,0.08006438703581109,175
STANDALONE,TREND_REACCELERATION,2025,183490.79273425508,183490.79273425508,0.0,0
OVERLAY,TREND_REACCELERATION,2019,100000.0,88863.73049759043,-0.11136269502409579,27
OVERLAY,TREND_REACCELERATION,2020,88863.73049759043,125746.23719122863,0.4150456714692874,177
OVERLAY,TREND_REACCELERATION,2021,125746.23719122863,112322.64458203957,-0.10675144568163197,218
OVERLAY,TREND_REACCELERATION,2022,112322.64458203957,108787.70917137807,-0.03147126230703745,28
OVERLAY,TREND_REACCELERATION,2023,108787.70917137807,148503.00710494208,0.3650715529913289,201
OVERLAY,TREND_REACCELERATION,2024,148503.00710494208,94104.03561680806,-0.3663156224822579,312
OVERLAY,TREND_REACCELERATION,2025,94104.03561680806,94104.03561680806,0.0,0
STANDALONE,VWAP_RECLAIM_CONTINUATION,2019,100000.0,93443.88340242532,-0.0655611659757468,21
STANDALONE,VWAP_RECLAIM_CONTINUATION,2020,93443.88340242532,153835.27909863202,0.6462851659977058,187
STANDALONE,VWAP_RECLAIM_CONTINUATION,2021,153835.27909863202,120908.40824035439,-0.21403979016520946,224
STANDALONE,VWAP_RECLAIM_CONTINUATION,2022,120908.40824035439,128502.7939287836,0.0628110633408745,185
STANDALONE,VWAP_RECLAIM_CONTINUATION,2023,128502.7939287836,252381.73607851972,0.9640175000271975,388
STANDALONE,VWAP_RECLAIM_CONTINUATION,2024,252381.73607851972,270643.56896453176,0.07235798108754787,376
STANDALONE,VWAP_RECLAIM_CONTINUATION,2025,270643.56896453176,270643.56896453176,0.0,0
OVERLAY,VWAP_RECLAIM_CONTINUATION,2019,100000.0,85234.51774750458,-0.1476548225249542,34
OVERLAY,VWAP_RECLAIM_CONTINUATION,2020,85234.51774750458,81950.25756500945,-0.03853204393347176,255
OVERLAY,VWAP_RECLAIM_CONTINUATION,2021,81950.25756500945,31436.60587720251,-0.6163940564522998,303
OVERLAY,VWAP_RECLAIM_CONTINUATION,2022,31436.60587720251,15696.82874679532,-0.5006830951117884,199
OVERLAY,VWAP_RECLAIM_CONTINUATION,2023,15696.82874679532,78117.47316276879,3.97664046814025,457
OVERLAY,VWAP_RECLAIM_CONTINUATION,2024,78117.47316276879,-4859.808929486913,-1.0622115479767351,493
OVERLAY,VWAP_RECLAIM_CONTINUATION,2025,-4859.808929486913,-4859.808929486913,0.0,0
STANDALONE,VOLATILITY_SQUEEZE_RELEASE,2019,100000.0,93532.4034492853,-0.06467596550714705,31
STANDALONE,VOLATILITY_SQUEEZE_RELEASE,2020,93532.4034492853,151083.11808366436,0.6153024247429282,75
STANDALONE,VOLATILITY_SQUEEZE_RELEASE,2021,151083.11808366436,155309.36214491632,0.02797297351853456,86
STANDALONE,VOLATILITY_SQUEEZE_RELEASE,2022,155309.36214491632,155579.5447704943,0.0017396415891908212,25
STANDALONE,VOLATILITY_SQUEEZE_RELEASE,2023,155579.5447704943,174611.72458688254,0.12233086196815823,122
STANDALONE,VOLATILITY_SQUEEZE_RELEASE,2024,174611.72458688254,142331.99227700313,-0.18486577797825832,162
STANDALONE,VOLATILITY_SQUEEZE_RELEASE,2025,142331.99227700313,142331.99227700313,0.0,0
OVERLAY,VOLATILITY_SQUEEZE_RELEASE,2019,100000.0,84401.58175593651,-0.15598418244063494,37
OVERLAY,VOLATILITY_SQUEEZE_RELEASE,2020,84401.58175593651,121386.72598621613,0.43820439689423485,154
OVERLAY,VOLATILITY_SQUEEZE_RELEASE,2021,121386.72598621613,149216.66134527494,0.2292667104492052,169
OVERLAY,VOLATILITY_SQUEEZE_RELEASE,2022,149216.66134527494,141388.2692088522,-0.05246325756014936,33
OVERLAY,VOLATILITY_SQUEEZE_RELEASE,2023,141388.2692088522,140590.51555352984,-0.005642290267688033,193
OVERLAY,VOLATILITY_SQUEEZE_RELEASE,2024,140590.51555352984,96021.54887547785,-0.31701261285354887,280
OVERLAY,VOLATILITY_SQUEEZE_RELEASE,2025,96021.54887547785,96021.54887547785,0.0,0
STANDALONE,RELATIVE_STRENGTH_LEADER_BREAKOUT,2019,100000.0,99215.43789053883,-0.007845621094611732,1
STANDALONE,RELATIVE_STRENGTH_LEADER_BREAKOUT,2020,99215.43789053883,94507.5274559732,-0.04745138997178755,8
STANDALONE,RELATIVE_STRENGTH_LEADER_BREAKOUT,2021,94507.5274559732,89055.39939472257,-0.057689881515422536,41
STANDALONE,RELATIVE_STRENGTH_LEADER_BREAKOUT,2022,89055.39939472257,80446.84801365479,-0.096665125748433,33
STANDALONE,RELATIVE_STRENGTH_LEADER_BREAKOUT,2023,80446.84801365479,115597.94458765315,0.43694808984973443,82
STANDALONE,RELATIVE_STRENGTH_LEADER_BREAKOUT,2024,115597.94458765315,92465.08444545584,-0.20011480502282308,98
STANDALONE,RELATIVE_STRENGTH_LEADER_BREAKOUT,2025,92465.08444545584,92465.08444545584,0.0,0
OVERLAY,RELATIVE_STRENGTH_LEADER_BREAKOUT,2019,100000.0,94705.96360604612,-0.052940363939538826,16
OVERLAY,RELATIVE_STRENGTH_LEADER_BREAKOUT,2020,94705.96360604612,139002.69027935783,0.4677290107893879,124
OVERLAY,RELATIVE_STRENGTH_LEADER_BREAKOUT,2021,139002.69027935783,158041.67743192968,0.13696847963380154,164
OVERLAY,RELATIVE_STRENGTH_LEADER_BREAKOUT,2022,158041.67743192968,148585.9561440526,-0.059830555088544846,49
OVERLAY,RELATIVE_STRENGTH_LEADER_BREAKOUT,2023,148585.9561440526,208304.65095636004,0.40191345374801624,175
OVERLAY,RELATIVE_STRENGTH_LEADER_BREAKOUT,2024,208304.65095636004,186407.23496921264,-0.10512206946226521,255
OVERLAY,RELATIVE_STRENGTH_LEADER_BREAKOUT,2025,186407.23496921264,186407.23496921264,0.0,0
STANDALONE,DEFENSIVE_SWEEP_REVERSAL,2019,100000.0,86963.19973175085,-0.1303680026824915,37
STANDALONE,DEFENSIVE_SWEEP_REVERSAL,2020,86963.19973175085,82339.10749212996,-0.053172977235020125,16
STANDALONE,DEFENSIVE_SWEEP_REVERSAL,2021,82339.10749212996,70679.9665472112,-0.14159906877826134,88
STANDALONE,DEFENSIVE_SWEEP_REVERSAL,2022,70679.9665472112,49679.5881229815,-0.2971192467982047,90
STANDALONE,DEFENSIVE_SWEEP_REVERSAL,2023,49679.5881229815,48333.80988603734,-0.027089158501328314,69
STANDALONE,DEFENSIVE_SWEEP_REVERSAL,2024,48333.80988603734,13917.924456870045,-0.7120457814170645,183
STANDALONE,DEFENSIVE_SWEEP_REVERSAL,2025,13917.924456870045,13917.924456870045,0.0,0
OVERLAY,DEFENSIVE_SWEEP_REVERSAL,2019,100000.0,82062.6699970458,-0.179373300029542,51
OVERLAY,DEFENSIVE_SWEEP_REVERSAL,2020,82062.6699970458,123550.41447037456,0.5055617185600016,134
OVERLAY,DEFENSIVE_SWEEP_REVERSAL,2021,123550.41447037456,128513.01514294378,0.040166604813447915,219
OVERLAY,DEFENSIVE_SWEEP_REVERSAL,2022,128513.01514294378,106731.29496760122,-0.16949038314224407,106
OVERLAY,DEFENSIVE_SWEEP_REVERSAL,2023,106731.29496760122,141513.60773480116,0.32588673057661555,173
OVERLAY,DEFENSIVE_SWEEP_REVERSAL,2024,141513.60773480116,97227.12616100114,-0.31294857280999866,358
OVERLAY,DEFENSIVE_SWEEP_REVERSAL,2025,97227.12616100114,97227.12616100114,0.0,0
ALL_NEW_OVERLAY,ALL_SIX_NEW_ENGINES_OVERLAY,2019,100000.0,65171.86372570036,-0.34828136274299637,98
ALL_NEW_OVERLAY,ALL_SIX_NEW_ENGINES_OVERLAY,2020,65171.86372570036,31935.170272239535,-0.5099853150333342,385
ALL_NEW_OVERLAY,ALL_SIX_NEW_ENGINES_OVERLAY,2021,31935.170272239535,-84256.20354669847,-3.6383514735770905,524
ALL_NEW_OVERLAY,ALL_SIX_NEW_ENGINES_OVERLAY,2022,-84256.20354669847,-144569.7220741534,0.7158347514913432,429
ALL_NEW_OVERLAY,ALL_SIX_NEW_ENGINES_OVERLAY,2023,-144569.7220741534,-115991.59134700951,-0.19767715063106683,781
ALL_NEW_OVERLAY,ALL_SIX_NEW_ENGINES_OVERLAY,2024,-115991.59134700951,-294184.8772332091,1.536260377298408,889
ALL_NEW_OVERLAY,ALL_SIX_NEW_ENGINES_OVERLAY,2025,-294184.8772332091,-294184.8772332091,0.0,0
