trade_id,symbol,entry_timestamp,exit_timestamp,entry_price,exit_price,quantity,entry_fee,exit_fee,gross_pnl,net_pnl,holding_bars,exit_reason
TRADE-000001,ADA/USDT,2020-01-30T00:00:00Z,2020-02-14T00:00:00Z,0.053295634499999994,0.045555211000000005,132770.102936305,7.076066878620687,6.048370053755094,-1027.6968248655926,-1040.8212617979684,15,INITIAL_PROTECTIVE_STOP
TRADE-000002,BTC/USDT,2020-01-09T00:00:00Z,2020-03-02T00:00:00Z,8154.075,8520.1378,2.0342775771754065,16.58765193510655,17.3323252809846,744.6733458780466,710.7533686619554,53,HEALTH_SCORE_CONFIRMED_DETERIORATION
TRADE-000003,ETH/USDT,2020-06-01T00:00:00Z,2020-06-16T00:00:00Z,243.78182999999999,220.16986,42.94771934397212,10.469873615999923,9.455793355281632,-1014.0802607182887,-1034.0059276895704,15,INITIAL_PROTECTIVE_STOP
TRADE-000004,ADA/USDT,2020-05-30T00:00:00Z,2021-11-25T00:00:00Z,0.0650325,1.7492739255,107514.66267258124,6.991947300254639,188.07259602207452,181080.64872181986,180885.58417849752,544,HEALTH_SCORE_CONFIRMED_DETERIORATION
TRADE-000005,ETH/USDT,2020-07-24T00:00:00Z,2022-01-24T00:00:00Z,263.921895,2410.8439750000002,64.03761841125285,16.900929602384743,154.38470652011802,137483.77691773328,137312.49128161077,549,HEALTH_SCORE_CONFIRMED_DETERIORATION
TRADE-000006,ETH/USDT,2023-04-15T00:00:00Z,2023-04-22T00:00:00Z,2012.695845,1880.6049414285717,32.14319147228377,64.69446792130496,60.44864471606158,-4245.8232052433905,-4370.966317880757,7,INITIAL_PROTECTIVE_STOP
TRADE-000007,BTC/USDT,2023-03-19T00:00:00Z,2023-05-27T00:00:00Z,27405.0957,26461.5626,1.6068212896052425,44.035091214429094,42.51900214190185,-1516.0890725272332,-1602.643165883564,69,HEALTH_SCORE_CONFIRMED_DETERIORATION
TRADE-000008,ETH/USDT,2023-05-30T00:00:00Z,2023-06-06T00:00:00Z,1909.39422,1808.846552857143,41.233328198161054,78.73067853293172,74.58476357407085,-4145.9149588608725,-4299.2304009678755,7,INITIAL_PROTECTIVE_STOP
TRADE-000009,ETH/USDT,2023-07-15T00:00:00Z,2023-07-18T00:00:00Z,2005.452225,1882.01852,33.762283439077066,67.70864644397776,63.54124270983233,-4167.403734145421,-4298.653623299232,3,INITIAL_PROTECTIVE_STOP
TRADE-000010,BTC/USDT,2023-06-22T00:00:00Z,2023-08-18T00:00:00Z,28319.45265,26503.45592857143,2.2552421904863578,63.86722442776069,59.77171200381008,-4095.5124239506076,-4219.151360382179,57,INITIAL_PROTECTIVE_STOP
TRADE-000011,BTC/USDT,2023-10-03T00:00:00Z,2023-10-12T00:00:00Z,28006.69635,26747.34820714286,3.194652089857802,89.47165102454038,85.44847184810328,-4023.1791764371023,-4198.099299309746,9,INITIAL_PROTECTIVE_STOP
TRADE-000012,BTC/USDT,2023-12-06T00:00:00Z,2024-01-21T00:00:00Z,42006.092549999994,41637.97060000001,1.6290322433652646,68.42927918173541,67.82959665569494,-599.6825260404731,-735.9414018779034,46,HEALTH_SCORE_CONFIRMED_DETERIORATION
TRADE-000013,ADA/USDT,2023-12-07T00:00:00Z,2024-04-13T00:00:00Z,0.42600889799999997,0.39083291435714285,112518.13673994604,47.933727437597724,43.97579130010862,-3957.936137489103,-4049.8456562268093,128,INITIAL_PROTECTIVE_STOP
TRADE-000014,ETH/USDT,2024-05-22T00:00:00Z,2024-06-19T00:00:00Z,3663.5108399999995,3354.3419900000004,14.109600947330195,51.69067601861843,47.328426919773456,-4362.2490988449745,-4461.268201783367,28,INITIAL_PROTECTIVE_STOP
TRADE-000015,BTC/USDT,2024-02-09T00:00:00Z,2024-08-09T00:00:00Z,44363.5707,55105.0337,1.6595929804023049,73.62547051930137,91.45192711335245,17826.456594051087,17661.37919641843,182,HEALTH_SCORE_CONFIRMED_DETERIORATION
TRADE-000016,BTC/USDT,2024-10-31T00:00:00Z,2024-11-02T00:00:00Z,72771.9678,68795.27087142858,1.020372395130641,74.25450708245587,70.1967953127408,-4057.711769715078,-4202.163072110275,2,INITIAL_PROTECTIVE_STOP
TRADE-000017,BTC/USDT,2024-11-08T00:00:00Z,2024-12-31T00:00:00Z,75619.5909,92749.8019,0.7389862131804751,55.88183512144771,68.54082487932024,12658.989757872527,12534.567097871757,53,forced_end_of_period_exit
