run_id,universe_id,cost_multiplier,initial_equity,final_equity,net_return,trade_count,winning_trade_count,losing_trade_count,profit_factor,maximum_drawdown,min_cash,negative_cash_observed,one_way_turnover_initial_equity,positive_year_count,year_count,largest_winner_positive_pnl_share,net_pnl_without_largest_winner,minimum_loao_remaining_net_pnl,minimum_loyo_remaining_net_pnl,top_asset_positive_contribution_share,top_month_positive_contribution_share,top_year_positive_contribution_share,cross_venue_trade_review_triggered,mean_mfe_return,mean_mae_return,median_exit_capture_ratio,positive_calendar_day_share,median_daily_return,worst_daily_return,daily_cvar_5pct,active_day_share,rolling_30d_median_return,rolling_30d_worst_return,rolling_30d_best_return,rolling_60d_median_return,rolling_60d_worst_return,rolling_60d_best_return,rolling_90d_median_return,rolling_90d_worst_return,rolling_90d_best_return,horizon_hours
C2_RISKON_H168_1x,C2,1.0,100000.0,211458.7855134267,1.1145878551342672,775,162,613,1.226730723428919,0.44744191916995846,8818.820497218285,False,221.93132076327882,2,3,0.10792966530309805,46371.82283450861,-5794.156694265592,40098.0439984009,0.6559952760798818,0.2424318260108061,0.5961128304214555,False,0.07502254089482749,-0.029355269913727243,-0.9475414353700463,0.31510934393638174,0.0,-0.10837774790483967,-0.03649943125485172,0.6222664015904572,0.0,-0.2204247503078801,0.573469266098948,0.0,-0.33471787887828786,1.2016269061738254,0.015508233427174334,-0.33650173383468907,1.658222777684697,168
C2_RISKON_H168_2x,C2,2.0,100000.0,166340.702204162,0.6634070220416199,775,160,615,1.1423222771325268,0.49498137158709343,7697.493518444235,False,193.27071263606734,2,3,0.1218644375453193,1451.4431610595784,-42037.463724979985,21151.897572082773,0.7481720962548182,0.27259991916445436,0.5739606770576654,False,0.07502254089482749,-0.029355269913727243,-0.9475414353700463,0.305168986083499,0.0,-0.11394694633760372,-0.03792262674272504,0.6222664015904572,0.0,-0.23603110718669695,0.617373771716534,-0.006689462176218797,-0.3634462392770562,1.2580802109407023,0.0,-0.374910787096452,1.7091044538272233,168
D2_RISKON_H168_1x,D2,1.0,100000.0,209175.62207705615,1.0917562207705616,770,160,610,1.2232102448996747,0.4434998537849336,8541.90829337942,False,223.97466204777928,2,3,0.10878808811681653,44088.659398138174,-7184.285943312716,39830.699686025226,0.7106428090290907,0.2403597674396368,0.5772084042461189,False,0.07469996700935433,-0.028567594292834095,-0.9330834851542229,0.3111332007952286,0.0,-0.10762798073908664,-0.03580943081718622,0.6192842942345924,0.0,-0.2223243318455458,0.574148361479194,0.0,-0.3343294400522605,1.202752552084021,0.013355483697416348,-0.343587949463807,1.6817182143217875,168
D2_RISKON_H168_2x,D2,2.0,100000.0,162900.67180973364,0.6290067180973364,768,157,611,1.1359110512964452,0.4934110826090835,7610.661686149914,False,194.5123446255997,2,3,0.12343206028124429,-1988.5872333680745,-45152.53739316863,20895.83960944337,0.8344053445368221,0.27354321584821584,0.5383986740186314,False,0.07487564944331286,-0.028585652589414645,-0.9330834851542229,0.30318091451292245,0.0,-0.11069329252269089,-0.037176066910222134,0.6192842942345924,0.0,-0.23646995071155763,0.6183028025084052,-0.006927092954653158,-0.36354089116960464,1.259545291060447,0.0,-0.38188430612482616,1.7378335276108712,168
E2_RISKON_H168_1x,E2,1.0,100000.0,211652.07719780324,1.1165207719780326,774,162,612,1.227213258936465,0.44693683312257493,8818.820497218285,False,222.35584439436408,2,3,0.10792966530309805,46565.11451888515,-5600.86500988905,40098.0439984009,0.6576742642630453,0.2424318260108061,0.596763921386058,False,0.07501374513728613,-0.02932271317139178,-0.9450204487675522,0.31411530815109345,0.0,-0.10837774790483967,-0.036358836140689875,0.6222664015904572,0.0,-0.2204247503078801,0.573469266098948,0.0,-0.3341097532737405,1.2016269061738254,0.015508233427174334,-0.33650173383468907,1.658222777684697,168
E2_RISKON_H168_2x,E2,2.0,100000.0,166411.40919028196,0.6641140919028197,774,160,614,1.1424955815666797,0.49476670166760683,7697.493518444235,False,193.6053478732501,2,3,0.1218644375453193,1522.1501471795782,-41966.756738859985,21151.897572082744,0.7502999999046975,0.27259991916445436,0.5743429498974878,False,0.07501374513728613,-0.02932271317139178,-0.9450204487675522,0.30318091451292245,0.0,-0.11394694633760372,-0.0377819607892235,0.6222664015904572,0.0,-0.23603110718669695,0.617373771716534,-0.006689462176218797,-0.3631756572888378,1.2580802109407023,0.0,-0.374910787096452,1.7091044538272233,168
