timestamp,available_time,close,ema200,hourly_bar_count,regime_ready,regime_on
2019-01-02 00:00:00+00:00,2019-01-03 00:00:00+00:00,3862.008066,,24,False,False
2019-01-03 00:00:00+00:00,2019-01-04 00:00:00+00:00,3768.687766,,24,False,False
2019-01-04 00:00:00+00:00,2019-01-05 00:00:00+00:00,3790.717712,,24,False,False
2019-01-05 00:00:00+00:00,2019-01-06 00:00:00+00:00,3783.551722,,24,False,False
2019-01-06 00:00:00+00:00,2019-01-07 00:00:00+00:00,3977.867037,,24,False,False
2019-01-07 00:00:00+00:00,2019-01-08 00:00:00+00:00,3968.078679,,24,False,False
2019-01-08 00:00:00+00:00,2019-01-09 00:00:00+00:00,3965.0,,24,False,False
2019-01-09 00:00:00+00:00,2019-01-10 00:00:00+00:00,3967.48047,,24,False,False
2019-01-10 00:00:00+00:00,2019-01-11 00:00:00+00:00,3586.123806,,24,False,False
2019-01-11 00:00:00+00:00,2019-01-12 00:00:00+00:00,3577.099393,,24,False,False
2019-01-12 00:00:00+00:00,2019-01-13 00:00:00+00:00,3580.510549,,24,False,False
2019-01-13 00:00:00+00:00,2019-01-14 00:00:00+00:00,3464.668816,,24,False,False
2019-01-14 00:00:00+00:00,2019-01-15 00:00:00+00:00,3623.820697,,24,False,False
2019-01-15 00:00:00+00:00,2019-01-16 00:00:00+00:00,3543.816214,,24,False,False
2019-01-16 00:00:00+00:00,2019-01-17 00:00:00+00:00,3582.097832,,24,False,False
2019-01-17 00:00:00+00:00,2019-01-18 00:00:00+00:00,3608.163721,,24,False,False
2019-01-18 00:00:00+00:00,2019-01-19 00:00:00+00:00,3601.225579,,24,False,False
2019-01-19 00:00:00+00:00,2019-01-20 00:00:00+00:00,3678.178519,,24,False,False
2019-01-20 00:00:00+00:00,2019-01-21 00:00:00+00:00,3545.568634,,24,False,False
2019-01-21 00:00:00+00:00,2019-01-22 00:00:00+00:00,3521.062744,,24,False,False
2019-01-22 00:00:00+00:00,2019-01-23 00:00:00+00:00,3573.150251,,24,False,False
2019-01-23 00:00:00+00:00,2019-01-24 00:00:00+00:00,3548.549313,,24,False,False
2019-01-24 00:00:00+00:00,2019-01-25 00:00:00+00:00,3566.99,,24,False,False
2019-01-25 00:00:00+00:00,2019-01-26 00:00:00+00:00,3571.590258,,24,False,False
2019-01-26 00:00:00+00:00,2019-01-27 00:00:00+00:00,3573.755571,,24,False,False
2019-01-27 00:00:00+00:00,2019-01-28 00:00:00+00:00,3560.0,,24,False,False
2019-01-28 00:00:00+00:00,2019-01-29 00:00:00+00:00,3435.6379,,24,False,False
2019-01-29 00:00:00+00:00,2019-01-30 00:00:00+00:00,3410.0,,24,False,False
2019-01-30 00:00:00+00:00,2019-01-31 00:00:00+00:00,3467.0,,24,False,False
2019-01-31 00:00:00+00:00,2019-02-01 00:00:00+00:00,3447.999995,,24,False,False
2019-02-01 00:00:00+00:00,2019-02-02 00:00:00+00:00,3474.0,,24,False,False
2019-02-02 00:00:00+00:00,2019-02-03 00:00:00+00:00,3467.14925,,24,False,False
2019-02-03 00:00:00+00:00,2019-02-04 00:00:00+00:00,3444.852593,,24,False,False
2019-02-04 00:00:00+00:00,2019-02-05 00:00:00+00:00,3456.96836,,24,False,False
2019-02-05 00:00:00+00:00,2019-02-06 00:00:00+00:00,3462.0,,24,False,False
2019-02-06 00:00:00+00:00,2019-02-07 00:00:00+00:00,3407.0,,24,False,False
2019-02-07 00:00:00+00:00,2019-02-08 00:00:00+00:00,3400.0,,24,False,False
2019-02-08 00:00:00+00:00,2019-02-09 00:00:00+00:00,3632.580238,,24,False,False
2019-02-09 00:00:00+00:00,2019-02-10 00:00:00+00:00,3660.773286,,24,False,False
2019-02-10 00:00:00+00:00,2019-02-11 00:00:00+00:00,3654.726063,,24,False,False
2019-02-11 00:00:00+00:00,2019-02-12 00:00:00+00:00,3636.363599,,24,False,False
2019-02-12 00:00:00+00:00,2019-02-13 00:00:00+00:00,3618.374264,,24,False,False
2019-02-13 00:00:00+00:00,2019-02-14 00:00:00+00:00,3608.999998,,24,False,False
2019-02-14 00:00:00+00:00,2019-02-15 00:00:00+00:00,3596.365638,,24,False,False
2019-02-15 00:00:00+00:00,2019-02-16 00:00:00+00:00,3594.821521,,24,False,False
2019-02-16 00:00:00+00:00,2019-02-17 00:00:00+00:00,3632.09911,,24,False,False
2019-02-17 00:00:00+00:00,2019-02-18 00:00:00+00:00,3642.005026,,24,False,False
2019-02-18 00:00:00+00:00,2019-02-19 00:00:00+00:00,3797.00000001,,24,False,False
2019-02-19 00:00:00+00:00,2019-02-20 00:00:00+00:00,3933.5511995,,24,False,False
2019-02-20 00:00:00+00:00,2019-02-21 00:00:00+00:00,3960.000001,,24,False,False
2019-02-21 00:00:00+00:00,2019-02-22 00:00:00+00:00,3921.28686651,,24,False,False
2019-02-22 00:00:00+00:00,2019-02-23 00:00:00+00:00,3970.0,,24,False,False
2019-02-23 00:00:00+00:00,2019-02-24 00:00:00+00:00,4118.99999999,,24,False,False
2019-02-24 00:00:00+00:00,2019-02-25 00:00:00+00:00,3772.38395507,,24,False,False
2019-02-25 00:00:00+00:00,2019-02-26 00:00:00+00:00,3831.987481,,24,False,False
