run_id,universe_id,cost_multiplier,pair,signal_time,entry_time,entry_price,initial_stop,quantity,entry_notional,entry_cost,exit_time,exit_price,exit_reason,exit_notional,exit_cost,gross_pnl,net_pnl,gross_return,net_return_on_entry_notional,holding_hours,mfe_return,mae_return,exit_capture_ratio,base_cost_dollars_per_multiplier,score,membership_rank,horizon_hours
C2_RISKON_H168_1x,C2,1.0,LTC-USDT,2019-07-21 01:00:00+00:00,2019-07-21 02:00:00+00:00,100.76,98.248,199.04458598726112,20055.73248407643,25.069665605095537,2019-07-21 04:00:00+00:00,98.248,HARD_STOP_STATIC,19555.73248407643,24.444665605095537,-500.0,-549.5143312101911,-0.024930527987296558,-0.027399364827312433,2.0,0.0035033743549026664,-0.024930527987296558,-7.116147308782021,49.514331210191074,0.6666666666666667,6,168
C2_RISKON_H168_1x,C2,1.0,ETH-USDT,2019-07-21 09:00:00+00:00,2019-07-21 10:00:00+00:00,227.03,222.79,117.23984177841302,26616.96127895311,33.271201598691384,2019-07-21 14:00:00+00:00,222.79,HARD_STOP_STATIC,26119.864349812637,32.6498304372658,-497.09692914047264,-563.0179611764298,-0.01867594591023214,-0.02115260097784439,4.0,0.008104655772364966,-0.01867594591023214,-2.3043478260869352,65.92103203595718,0.5,3,168
C2_RISKON_H168_1x,C2,1.0,XRP-USDT,2019-07-21 09:00:00+00:00,2019-07-21 10:00:00+00:00,0.33042,0.32608,84871.35584644771,28043.193398783253,35.05399174847906,2019-07-21 14:00:00+00:00,0.32608,HARD_STOP_STATIC,27674.851714409666,34.59356464301208,-368.34168437358676,-437.9892407650779,-0.01313479813570606,-0.01561837963803657,4.0,0.004176502633012502,-0.01313479813570606,-3.144927536231902,69.64755639149115,0.1666666666666666,5,168
C2_RISKON_H168_1x,C2,1.0,BTC-USDT,2019-07-21 09:00:00+00:00,2019-07-21 10:00:00+00:00,10672.4,10459.1,2.331235013333103,24879.872556296206,31.099840695370258,2019-07-21 15:00:00+00:00,10459.1,HARD_STOP_STATIC,24382.620127952257,30.478275159940324,-497.25242834394885,-558.8305441992595,-0.019986132453805983,-0.022461149788238745,5.0,0.007458491061054673,-0.019986132453805983,-2.6796482412060207,61.57811585531058,0.8333333333333333,1,168
C2_RISKON_H168_1x,C2,1.0,NEO-USDT,2019-07-21 10:00:00+00:00,2019-07-21 11:00:00+00:00,13.3117,12.8758,155.83253636712362,2074.3959743582395,2.5929949679477993,2019-07-21 15:00:00+00:00,12.8758,HARD_STOP_STATIC,2006.4685717558104,2.5080857146947633,-67.92740260242908,-73.02848328507164,-0.03274562978432505,-0.03520469774709461,4.0,0.0026593147381626103,-0.03274562978432505,-12.313559322034163,5.1010806826425625,0.9166666666666666,8,168
C2_RISKON_H168_1x,C2,1.0,LTC-USDT,2019-07-21 10:00:00+00:00,2019-07-21 11:00:00+00:00,99.915,96.615,78.11990446511616,7805.3502546320815,9.756687818290102,2019-07-21 15:00:00+00:00,96.615,HARD_STOP_STATIC,7547.554569897198,9.434443212371498,-257.79568473488325,-276.98681576554486,-0.0330280738627835,-0.03548678877045488,4.0,0.000950808186958918,-0.0330280738627835,-34.73684210526319,19.1911310306616,0.6666666666666667,6,168
C2_RISKON_H168_1x,C2,1.0,XRP-USDT,2019-07-21 19:00:00+00:00,2019-07-21 20:00:00+00:00,0.32922,0.32082,2525.527249317983,831.4540810204664,1.0393176012755831,2019-07-22 15:00:00+00:00,0.32082,HARD_STOP_STATIC,810.2396521261953,1.0127995651577442,-21.214428894271123,-23.266546060704453,-0.025514853289593686,-0.027982959722981673,19.0,0.009628819634287078,-0.025514853289593686,-2.6498422712933927,2.052117166433327,0.8333333333333333,5,168
C2_RISKON_H168_1x,C2,1.0,KCS-USDT,2019-07-21 21:00:00+00:00,2019-07-21 22:00:00+00:00,1.42571,1.37021,8787.198306553148,12527.996497635888,15.65999562204486,2019-07-22 15:00:00+00:00,1.37021,HARD_STOP_STATIC,12040.306991622188,15.050383739527735,-487.68950601369943,-518.399885375272,-0.03892797272937698,-0.041379312763465195,17.0,0.020824711897931447,-0.03892797272937698,-1.8693162681037503,30.710379361572596,0.6666666666666666,2,168
C2_RISKON_H168_1x,C2,1.0,ETH-USDT,2019-07-21 22:00:00+00:00,2019-07-21 23:00:00+00:00,224.9,217.08,38.694693685119255,8702.43660978332,10.878045762229151,2019-07-22 15:00:00+00:00,217.08,HARD_STOP_STATIC,8399.844105165688,10.49980513145711,-302.5925046176326,-323.9703555113188,-0.03477100933748334,-0.03722754557581147,16.0,0.014495331258336908,-0.03477100933748334,-2.398773006134992,21.377850893686265,0.5833333333333334,3,168
C2_RISKON_H168_1x,C2,1.0,NEO-USDT,2019-07-22 00:00:00+00:00,2019-07-22 01:00:00+00:00,12.9867,12.478,54.838628850934434,712.1728212984302,0.8902160266230378,2019-07-22 15:00:00+00:00,12.478,HARD_STOP_STATIC,684.2764108019599,0.8553455135024498,-27.896410496470367,-29.641972036595853,-0.039170844017340944,-0.04162188046231917,14.0,0.009240222689366862,-0.039170844017340944,-4.239166666666659,1.7455615401254876,0.75,8,168
C2_RISKON_H168_1x,C2,1.0,BTC-USDT,2019-07-22 06:00:00+00:00,2019-07-22 07:00:00+00:00,10592.8,10353.0,2.0347963818694588,21554.1911138668,26.9427388923335,2019-07-22 15:00:00+00:00,10353.0,HARD_STOP_STATIC,21066.246941494508,26.332808676868137,-487.9441723722921,-541.2197199414937,-0.022638018276565197,-0.025109720753719318,8.0,0.004002718827883278,-0.022638018276565197,-5.655660377358221,53.275547569201635,0.4166666666666667,1,168
C2_RISKON_H168_1x,C2,1.0,LTC-USDT,2019-07-25 15:00:00+00:00,2019-07-25 16:00:00+00:00,93.993,92.895,408.9842185893547,38441.65365786922,48.05206707233652,2019-07-25 20:00:00+00:00,92.895,HARD_STOP_STATIC,37992.58898585811,47.49073623232263,-449.0646720111108,-544.60747531577,-0.011681720979221821,-0.014167118827997814,4.0,0.015086229825625352,-0.011681720979221821,-0.7743300423131126,95.54280330465916,0.6666666666666667,5,168
