run_id,universe_id,horizon_hours,cost_multiplier,timestamp,equity,cash,gross_market_value,position_count,drawdown,active
C2_RISKON_H168_1x,C2,168,1.0,2019-04-01 02:00:00+00:00,100000.0,100000.0,0.0,0,0.0,False
C2_RISKON_H168_1x,C2,168,1.0,2019-04-01 03:00:00+00:00,100000.0,100000.0,0.0,0,0.0,False
C2_RISKON_H168_1x,C2,168,1.0,2019-04-01 04:00:00+00:00,100000.0,100000.0,0.0,0,0.0,False
C2_RISKON_H168_1x,C2,168,1.0,2019-04-01 05:00:00+00:00,100000.0,100000.0,0.0,0,0.0,False
C2_RISKON_H168_1x,C2,168,1.0,2019-04-01 06:00:00+00:00,100000.0,100000.0,0.0,0,0.0,False
C2_RISKON_H168_1x,C2,168,1.0,2019-04-01 07:00:00+00:00,100000.0,100000.0,0.0,0,0.0,False
C2_RISKON_H168_1x,C2,168,1.0,2019-04-01 08:00:00+00:00,100000.0,100000.0,0.0,0,0.0,False
C2_RISKON_H168_1x,C2,168,1.0,2019-04-01 09:00:00+00:00,100000.0,100000.0,0.0,0,0.0,False
C2_RISKON_H168_1x,C2,168,1.0,2019-04-01 10:00:00+00:00,100000.0,100000.0,0.0,0,0.0,False
C2_RISKON_H168_1x,C2,168,1.0,2019-04-01 11:00:00+00:00,100000.0,100000.0,0.0,0,0.0,False
C2_RISKON_H168_1x,C2,168,1.0,2019-04-01 12:00:00+00:00,100000.0,100000.0,0.0,0,0.0,False
C2_RISKON_H168_1x,C2,168,1.0,2019-04-01 13:00:00+00:00,100000.0,100000.0,0.0,0,0.0,False
C2_RISKON_H168_1x,C2,168,1.0,2019-04-01 14:00:00+00:00,100000.0,100000.0,0.0,0,0.0,False
C2_RISKON_H168_1x,C2,168,1.0,2019-04-01 15:00:00+00:00,100000.0,100000.0,0.0,0,0.0,False
C2_RISKON_H168_1x,C2,168,1.0,2019-04-01 16:00:00+00:00,100000.0,100000.0,0.0,0,0.0,False
C2_RISKON_H168_1x,C2,168,1.0,2019-04-01 17:00:00+00:00,100000.0,100000.0,0.0,0,0.0,False
C2_RISKON_H168_1x,C2,168,1.0,2019-04-01 18:00:00+00:00,100000.0,100000.0,0.0,0,0.0,False
C2_RISKON_H168_1x,C2,168,1.0,2019-04-01 19:00:00+00:00,100000.0,100000.0,0.0,0,0.0,False
C2_RISKON_H168_1x,C2,168,1.0,2019-04-01 20:00:00+00:00,100000.0,100000.0,0.0,0,0.0,False
C2_RISKON_H168_1x,C2,168,1.0,2019-04-01 21:00:00+00:00,100000.0,100000.0,0.0,0,0.0,False
C2_RISKON_H168_1x,C2,168,1.0,2019-04-01 22:00:00+00:00,100000.0,100000.0,0.0,0,0.0,False
C2_RISKON_H168_1x,C2,168,1.0,2019-04-01 23:00:00+00:00,100000.0,100000.0,0.0,0,0.0,False
