run_id,universe_id,horizon_hours,cost_multiplier,signal_candidates,regime_ready_on_candidates,regime_unavailable_rejections,regime_off_rejections,admitted_entries,already_open_rejections,position_slot_rejections,missing_entry_bar_rejections,invalid_stop_at_entry_rejections,liquidity_capacity_unavailable_rejections,liquidity_capacity_limited_entries,gross_capacity_limited_entries,cash_capacity_limited_entries,hard_stop_exits,stop_gap_exits,fixed_horizon_exits,boundary_exits,min_cash,final_cash,final_equity,maximum_drawdown,max_admission_gross_fraction,negative_cash_observed
C2_RISKON_H168_1x,C2,168,1.0,4940,3502,538,900,775,2471,203,0,0,0,210,131,0,606,0,169,0,8818.820497218285,211458.7855134267,211458.7855134267,0.44744191916995846,0.9000000000000001,False
C2_RISKON_H168_2x,C2,168,2.0,4940,3502,538,900,775,2471,203,0,0,0,189,138,0,606,0,169,0,7697.493518444235,166340.702204162,166340.702204162,0.49498137158709343,0.9000000000000001,False
D2_RISKON_H168_1x,D2,168,1.0,4940,3490,556,894,770,2458,198,0,0,0,206,146,0,603,0,167,0,8541.90829337942,209175.62207705615,209175.62207705615,0.4434998537849336,0.9000000000000001,False
D2_RISKON_H168_2x,D2,168,2.0,4940,3490,556,894,768,2458,197,0,0,0,184,155,0,601,0,167,0,7610.661686149914,162900.67180973364,162900.67180973364,0.4934110826090835,0.9000000000000001,False
E2_RISKON_H168_1x,E2,168,1.0,4934,3498,538,898,774,2468,203,0,0,0,210,131,0,605,0,169,0,8818.820497218285,211652.07719780324,211652.07719780324,0.44693683312257493,0.9000000000000001,False
E2_RISKON_H168_2x,E2,168,2.0,4934,3498,538,898,774,2468,203,0,0,0,189,138,0,605,0,169,0,7697.493518444235,166411.40919028196,166411.40919028196,0.49476670166760683,0.9000000000000001,False
