horizon_hours,universe_id,pf1_break_even_cost_multiplier_fixed_base_path,method
168,C2,3.001351164619657,BASE_ROUTED_QUANTITIES_AND_FILLS_FIXED_COST_SCALED_UNTIL_PF_1
168,D2,2.942613401386736,BASE_ROUTED_QUANTITIES_AND_FILLS_FIXED_COST_SCALED_UNTIL_PF_1
168,E2,3.0009951763471197,BASE_ROUTED_QUANTITIES_AND_FILLS_FIXED_COST_SCALED_UNTIL_PF_1
