family_id,symbol,signal_close,entry_open_time,entry_bar_close,entry_price,atr14_at_signal,signal_low,signal_high,4h_context_close,1d_context_close,1w_context_close,initial_stop,risk_per_unit,risk_budget,quantity,notional,exit_bar_close,exit_price,exit_reason,bars_held,gross_pnl,fees,net_pnl,return_on_initial_equity,side,instrument_type,trade_id,gross_r,net_r,mfe_r,mae_r,exit_efficiency,giveback_r,maximum_high,minimum_low,market_regime,volatility_regime,entry_year,entry_month,exit_year,exit_month,f_open,f_high,f_low,f_close,f_volume,f_ema20,f_atr14,f_prior_high24,f_volume_median20,f_4h_close,f_4h_ema20,f_4h_ema50,f_prior_high12,f_range_1h,f_4h_atr_ratio,f_prior_low12,source_trade_id,architecture_id,expansion_variant_id,engine_id,engine_priority,source_family_id,source_component_label,expansion_candidate_id,engine_agreement,source_architecture_id,source_variant_id,source_expansion_candidate_id,source_engine_id,v2_candidate_id,remediation_holding_bars,remediation_variant_id,candidate_base_symbol,pit_rebalance_time,pit_market_cap_rank_lower_bound,pit_rank_resolution_method,pit_top6_eligible
MTF_TREND_BREAKOUT,BTC/USDT,2019-08-05 01:00:00+00:00,2019-08-05 01:00:00+00:00,2019-08-05 02:00:00+00:00,11181.7,103.1800029580435,10930.6,11190.4,2019-08-05 00:00:00+00:00,2019-08-05 00:00:00+00:00,2019-08-05 00:00:00+00:00,11026.929995562936,154.77000443706527,500.0,2.978083234216023,33300.033300033305,2019-08-06 22:00:00+00:00,11336.470004437066,PROFIT_FLOOR,45,460.9179553735625,67.06098455544017,393.85697081812236,0.003938569708181224,LONG,SPOT,MTF_TREND_BREAKOUT:000001,0.921835910747125,0.7877139416362448,7.2856494648387695,-0.09691800458724874,0.10811856176142243,6.363813554091644,12309.3,11166.7,STRONG_BULL,NORMAL_VOLATILITY,2019,2019-08,2019,2019-08,10930.6,11190.4,10930.6,11181.6,514.3761414,10875.858660598402,103.1800029580435,11028.7,488.54889115000003,10933.1,10622.891397100055,10307.303176618449,11028.7,259.7999999999993,1.0282600878500732,10634.7,MTF_TREND_BREAKOUT:000001,COMPOSITE_ALPHA_V2,EVIDENCE_COMPOSITE_EXPANSION,TREND_CONTINUATION_CORE_V2,10,MTF_TREND_BREAKOUT,MTF_TREND_BREAKOUT::DIAGNOSTIC_PLUS_STRUCTURE+FEE_BUFFER+SB:MTF_TREND_BREAKOUT::DIAGNOSTIC_PLUS_STRUCTURE,EVIDENCE_COMPOSITE_EXPANSION::TREND_CONTINUATION_CORE::MTF_TREND_BREAKOUT:000001,False,COMPOSITE_ALPHA_V1,EVIDENCE_COMPOSITE_EXPANSION,EVIDENCE_COMPOSITE_EXPANSION::TREND_CONTINUATION_CORE::MTF_TREND_BREAKOUT:000001,TREND_CONTINUATION_CORE,COMPOSITE_ALPHA_V2::TREND_CONTINUATION_CORE_V2::MTF_TREND_BREAKOUT:000001,96,STRONG_BULL_HOLD_96,BTC,2019-08-05 00:00:00+00:00,1,EXACT_TOP30_RANK,True
MTF_COMPRESSION_EXPANSION,BTC/USDT,2019-08-11 22:00:00+00:00,2019-08-11 22:00:00+00:00,2019-08-11 23:00:00+00:00,11508.0,86.45562778949646,11422.2,11558.8,2019-08-11 20:00:00+00:00,2019-08-11 00:00:00+00:00,2019-08-05 00:00:00+00:00,11378.316558315755,129.68344168424468,500.0,2.893642101149922,33300.033300033305,2019-08-12 07:00:00+00:00,11378.316558315755,HARD_STOP,9,-375.2574666795516,66.22480913338705,-441.48227581293867,-0.004414822758129387,LONG,SPOT,MTF_COMPRESSION_EXPANSION:000002,-0.7505149333591032,-0.8829645516258773,0.6438755705088945,-1.2407135244895915,-1.3713279274255055,1.3943905038679978,11591.5,11347.1,STRONG_BULL,NORMAL_VOLATILITY,2019,2019-08,2019,2019-08,11426.3,11558.8,11422.2,11511.2,344.10112717,11415.557678828529,86.45562778949646,11482.3,294.61178252499997,11378.0,11537.39471084875,11379.318542598507,11482.3,136.59999999999854,0.8531732455015916,11121.6,MTF_COMPRESSION_EXPANSION:000002,COMPOSITE_ALPHA_V2,EVIDENCE_COMPOSITE_EXPANSION,COMPRESSION_EXPANSION_SPECIALIST_V2,20,MTF_COMPRESSION_EXPANSION,MTF_COMPRESSION_EXPANSION::FULL_REMEDIATION_STACK,EVIDENCE_COMPOSITE_EXPANSION::COMPRESSION_EXPANSION_SPECIALIST::MTF_COMPRESSION_EXPANSION:000002,False,COMPOSITE_ALPHA_V1,EVIDENCE_COMPOSITE_EXPANSION,EVIDENCE_COMPOSITE_EXPANSION::COMPRESSION_EXPANSION_SPECIALIST::MTF_COMPRESSION_EXPANSION:000002,COMPRESSION_EXPANSION_SPECIALIST,COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:000002,96,STRONG_BULL_HOLD_96,BTC,2019-08-05 00:00:00+00:00,1,EXACT_TOP30_RANK,True
MTF_COMPRESSION_EXPANSION,BTC/USDT,2019-08-25 13:00:00+00:00,2019-08-25 13:00:00+00:00,2019-08-25 14:00:00+00:00,10297.0,88.46433582287435,10094.5,10329.9,2019-08-25 12:00:00+00:00,2019-08-25 00:00:00+00:00,2019-08-19 00:00:00+00:00,10164.30349626569,132.69650373431153,500.0,3.233954870353822,33300.033300033305,2019-08-25 15:00:00+00:00,10164.30349626569,HARD_STOP,2,-429.1345045304982,66.17093209553612,-495.3054366260343,-0.0049530543662603425,LONG,SPOT,MTF_COMPRESSION_EXPANSION:000007,-0.8582690090609963,-0.9906108732520685,0.05275195504785556,-2.3783595733004623,-18.778657063106102,0.9110209641088519,10304.0,9981.4,STRONG_BULL,NORMAL_VOLATILITY,2019,2019-08,2019,2019-08,10115.0,10329.9,10094.5,10297.0,564.8761995,10122.316604908745,88.46433582287435,10194.7,418.95898059,10115.0,10178.255826902092,10314.357144467176,10172.3,235.39999999999964,0.8262507414002301,10018.0,MTF_COMPRESSION_EXPANSION:000007,COMPOSITE_ALPHA_V2,EVIDENCE_COMPOSITE_EXPANSION,COMPRESSION_EXPANSION_SPECIALIST_V2,20,MTF_COMPRESSION_EXPANSION,MTF_COMPRESSION_EXPANSION::FULL_REMEDIATION_STACK,EVIDENCE_COMPOSITE_EXPANSION::COMPRESSION_EXPANSION_SPECIALIST::MTF_COMPRESSION_EXPANSION:000007,False,COMPOSITE_ALPHA_V1,EVIDENCE_COMPOSITE_EXPANSION,EVIDENCE_COMPOSITE_EXPANSION::COMPRESSION_EXPANSION_SPECIALIST::MTF_COMPRESSION_EXPANSION:000007,COMPRESSION_EXPANSION_SPECIALIST,COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:000007,96,STRONG_BULL_HOLD_96,BTC,2019-08-19 00:00:00+00:00,1,EXACT_TOP30_RANK,True
MTF_COMPRESSION_EXPANSION,BTC/USDT,2019-09-03 13:00:00+00:00,2019-09-03 13:00:00+00:00,2019-09-03 14:00:00+00:00,10568.1,81.80217544588162,10399.4,10580.5,2019-09-03 12:00:00+00:00,2019-09-03 00:00:00+00:00,2019-09-02 00:00:00+00:00,10445.396736831179,122.70326316882242,500.0,3.1509952877086045,33300.033300033305,2019-09-03 16:00:00+00:00,10598.775815792205,PROFIT_FLOOR,3,96.65935100785501,66.69672595107447,29.96262505678054,0.00029962625056780543,LONG,SPOT,MTF_COMPRESSION_EXPANSION:000009,0.19331870201571003,0.05992525011356109,1.5802350727479881,-0.30561534413640884,0.03792173148603304,1.386916370732278,10762.0,10530.6,STRONG_BULL,NORMAL_VOLATILITY,2019,2019-09,2019,2019-09,10418.6,10580.5,10399.4,10562.5,275.60111808,10296.176283420267,81.80217544588162,10469.5,284.35295408499996,10418.6,9950.036627259362,9910.791454887662,10469.5,181.10000000000036,0.8612153205086094,10270.5,MTF_COMPRESSION_EXPANSION:000009,COMPOSITE_ALPHA_V2,EVIDENCE_COMPOSITE_EXPANSION,COMPRESSION_EXPANSION_SPECIALIST_V2,20,MTF_COMPRESSION_EXPANSION,MTF_COMPRESSION_EXPANSION::FULL_REMEDIATION_STACK,EVIDENCE_COMPOSITE_EXPANSION::COMPRESSION_EXPANSION_SPECIALIST::MTF_COMPRESSION_EXPANSION:000009,False,COMPOSITE_ALPHA_V1,EVIDENCE_COMPOSITE_EXPANSION,EVIDENCE_COMPOSITE_EXPANSION::COMPRESSION_EXPANSION_SPECIALIST::MTF_COMPRESSION_EXPANSION:000009,COMPRESSION_EXPANSION_SPECIALIST,COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:000009,96,STRONG_BULL_HOLD_96,BTC,2019-09-02 00:00:00+00:00,1,EXACT_TOP30_RANK,True
MTF_TREND_BREAKOUT,BTC/USDT,2019-09-06 12:00:00+00:00,2019-09-06 12:00:00+00:00,2019-09-06 13:00:00+00:00,10836.0,77.09646688946506,10715.0,10879.1,2019-09-06 12:00:00+00:00,2019-09-06 00:00:00+00:00,2019-09-02 00:00:00+00:00,10720.355299665802,115.6447003341976,500.0,3.0730927740894525,33300.033300033305,2019-09-06 18:00:00+00:00,10720.355299665802,HARD_STOP,6,-355.3868929587646,66.24467970710786,-421.63157266587245,-0.0042163157266587245,LONG,SPOT,MTF_TREND_BREAKOUT:000004,-0.7107737859175292,-0.843263145331745,0.553419221244455,-4.60807973439328,-1.5237330272619152,1.264193007161984,10900.0,10303.1,STRONG_BULL,NORMAL_VOLATILITY,2019,2019-09,2019,2019-09,10724.3,10879.1,10715.0,10836.0,243.76098264,10657.328832142617,77.09646688946506,10772.7,99.8521754,10836.0,10506.316102550441,10266.605235063815,10772.7,164.10000000000036,1.0183052682109528,10554.0,MTF_TREND_BREAKOUT:000004,COMPOSITE_ALPHA_V2,EVIDENCE_COMPOSITE_EXPANSION,TREND_CONTINUATION_CORE_V2,10,MTF_TREND_BREAKOUT,MTF_TREND_BREAKOUT::DIAGNOSTIC_PLUS_STRUCTURE+FEE_BUFFER+SB:MTF_TREND_BREAKOUT::DIAGNOSTIC_PLUS_STRUCTURE,EVIDENCE_COMPOSITE_EXPANSION::TREND_CONTINUATION_CORE::MTF_TREND_BREAKOUT:000004,False,COMPOSITE_ALPHA_V1,EVIDENCE_COMPOSITE_EXPANSION,EVIDENCE_COMPOSITE_EXPANSION::TREND_CONTINUATION_CORE::MTF_TREND_BREAKOUT:000004,TREND_CONTINUATION_CORE,COMPOSITE_ALPHA_V2::TREND_CONTINUATION_CORE_V2::MTF_TREND_BREAKOUT:000004,96,STRONG_BULL_HOLD_96,BTC,2019-09-02 00:00:00+00:00,1,EXACT_TOP30_RANK,True
MTF_COMPRESSION_EXPANSION,ETH/USDT,2019-10-08 02:00:00+00:00,2019-10-08 02:00:00+00:00,2019-10-08 03:00:00+00:00,184.5,2.19223586253688,180.57,184.79,2019-10-08 00:00:00+00:00,2019-10-08 00:00:00+00:00,2019-10-07 00:00:00+00:00,181.21164620619467,3.28835379380532,500.0,152.0517655192431,28053.550738300353,2019-10-08 08:00:00+00:00,181.21164620619467,HARD_STOP,6,-500.00000000000125,55.60710147660071,-555.607101476602,-0.00555607101476602,LONG,SPOT,MTF_COMPRESSION_EXPANSION:000018,-1.0000000000000024,-1.111214202953204,0.07906691807000364,-1.1191009942216312,-14.054097846198658,1.079066918070006,184.76,180.82,BEAR,NORMAL_VOLATILITY,2019,2019-10,2019,2019-10,180.57,184.79,180.57,184.5,982.66508633,178.21602298025965,2.19223586253688,182.15,563.7180038700001,179.72,175.0825306647787,175.73884210214007,182.15,4.219999999999999,0.8624995930817573,175.66,MTF_COMPRESSION_EXPANSION:000018,COMPOSITE_ALPHA_V2,EVIDENCE_COMPOSITE_EXPANSION,COMPRESSION_EXPANSION_SPECIALIST_V2,20,MTF_COMPRESSION_EXPANSION,MTF_COMPRESSION_EXPANSION::FULL_REMEDIATION_STACK,EVIDENCE_COMPOSITE_EXPANSION::COMPRESSION_EXPANSION_SPECIALIST::MTF_COMPRESSION_EXPANSION:000018,False,COMPOSITE_ALPHA_V1,EVIDENCE_COMPOSITE_EXPANSION,EVIDENCE_COMPOSITE_EXPANSION::COMPRESSION_EXPANSION_SPECIALIST::MTF_COMPRESSION_EXPANSION:000018,COMPRESSION_EXPANSION_SPECIALIST,COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:000018,48,STRONG_BULL_HOLD_96,ETH,2019-10-07 00:00:00+00:00,3,EXACT_TOP30_RANK,True
MTF_COMPRESSION_EXPANSION,ETH/USDT,2019-10-09 09:00:00+00:00,2019-10-09 09:00:00+00:00,2019-10-09 10:00:00+00:00,182.63,1.5463745386945698,180.63,182.8,2019-10-09 08:00:00+00:00,2019-10-09 00:00:00+00:00,2019-10-07 00:00:00+00:00,180.31043819195813,2.3195618080418545,500.0,182.33605267498936,33300.033300033305,2019-10-11 09:00:00+00:00,184.94956180804186,PROFIT_FLOOR,48,422.9397440140157,67.02300634408063,355.91673766993506,0.0035591673766993508,LONG,SPOT,MTF_COMPRESSION_EXPANSION:000019,0.8458794880280314,0.7118334753398701,5.99682231004771,-0.37507084182182143,0.11870177879827938,5.150942822019679,196.54,181.76,BEAR,NORMAL_VOLATILITY,2019,2019-10,2019,2019-10,181.22,182.8,180.63,182.63,942.29073071,180.39590732139658,1.5463745386945698,181.99,382.127414595,181.2,177.93558092338657,176.9885425238827,181.99,2.170000000000016,0.8944426193982117,177.36,MTF_COMPRESSION_EXPANSION:000019,COMPOSITE_ALPHA_V2,EVIDENCE_COMPOSITE_EXPANSION,COMPRESSION_EXPANSION_SPECIALIST_V2,20,MTF_COMPRESSION_EXPANSION,MTF_COMPRESSION_EXPANSION::FULL_REMEDIATION_STACK,EVIDENCE_COMPOSITE_EXPANSION::COMPRESSION_EXPANSION_SPECIALIST::MTF_COMPRESSION_EXPANSION:000019,False,COMPOSITE_ALPHA_V1,EVIDENCE_COMPOSITE_EXPANSION,EVIDENCE_COMPOSITE_EXPANSION::COMPRESSION_EXPANSION_SPECIALIST::MTF_COMPRESSION_EXPANSION:000019,COMPRESSION_EXPANSION_SPECIALIST,COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:000019,48,STRONG_BULL_HOLD_96,ETH,2019-10-07 00:00:00+00:00,3,EXACT_TOP30_RANK,True
MTF_COMPRESSION_EXPANSION,ETH/USDT,2019-10-14 17:00:00+00:00,2019-10-14 17:00:00+00:00,2019-10-14 18:00:00+00:00,185.25,1.3968122942843446,180.59,186.0,2019-10-14 16:00:00+00:00,2019-10-14 00:00:00+00:00,2019-10-14 00:00:00+00:00,183.1547815585735,2.0952184414265167,500.0,179.75726477750771,33300.033300033305,2019-10-15 09:00:00+00:00,183.1547815585735,HARD_STOP,16,-376.6307361422223,66.2234358639244,-442.8541720061467,-0.004428541720061467,LONG,SPOT,MTF_COMPRESSION_EXPANSION:000021,-0.7532614722844446,-0.8857083440122934,1.384103892301348,-1.384103892301348,-0.6399146400344464,2.1373653645857926,188.15,182.35,BEAR,NORMAL_VOLATILITY,2019,2019-10,2019,2019-10,181.69,186.0,180.59,185.23,2076.87637293,182.75604877848528,1.3968122942843446,184.32,404.99844833500003,181.76,182.77948844148807,182.17384212513718,183.96,5.409999999999997,0.834961452583041,181.5,MTF_COMPRESSION_EXPANSION:000021,COMPOSITE_ALPHA_V2,EVIDENCE_COMPOSITE_EXPANSION,COMPRESSION_EXPANSION_SPECIALIST_V2,20,MTF_COMPRESSION_EXPANSION,MTF_COMPRESSION_EXPANSION::FULL_REMEDIATION_STACK,EVIDENCE_COMPOSITE_EXPANSION::COMPRESSION_EXPANSION_SPECIALIST::MTF_COMPRESSION_EXPANSION:000021,False,COMPOSITE_ALPHA_V1,EVIDENCE_COMPOSITE_EXPANSION,EVIDENCE_COMPOSITE_EXPANSION::COMPRESSION_EXPANSION_SPECIALIST::MTF_COMPRESSION_EXPANSION:000021,COMPRESSION_EXPANSION_SPECIALIST,COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:000021,48,STRONG_BULL_HOLD_96,ETH,2019-10-14 00:00:00+00:00,3,EXACT_TOP30_RANK,True
MTF_COMPRESSION_EXPANSION,BTC/USDT,2019-10-31 13:00:00+00:00,2019-10-31 13:00:00+00:00,2019-10-31 14:00:00+00:00,9300.2,96.45043009146178,9110.3,9384.2,2019-10-31 12:00:00+00:00,2019-10-31 00:00:00+00:00,2019-10-28 00:00:00+00:00,9155.524354862808,144.67564513719267,500.0,3.4560067074583367,32141.553580704025,2019-10-31 21:00:00+00:00,9155.524354862808,HARD_STOP,8,-500.0000000000011,63.78310716140806,-563.7831071614091,-0.005637831071614092,LONG,SPOT,MTF_COMPRESSION_EXPANSION:000022,-1.0000000000000022,-1.1275662143228182,0.1596675098845651,-1.1287317906559005,-7.061964047275588,1.1596675098845672,9323.3,9136.9,STRONG_BULL,NORMAL_VOLATILITY,2019,2019-10,2019,2019-10,9110.3,9384.2,9110.3,9301.8,67.33342639,9136.76606124926,96.45043009146178,9222.2,23.496881125,9103.7,9172.64188937003,8913.133118265498,9203.2,273.90000000000146,0.8324258036268133,8946.6,MTF_COMPRESSION_EXPANSION:000022,COMPOSITE_ALPHA_V2,EVIDENCE_COMPOSITE_EXPANSION,COMPRESSION_EXPANSION_SPECIALIST_V2,20,MTF_COMPRESSION_EXPANSION,MTF_COMPRESSION_EXPANSION::FULL_REMEDIATION_STACK,EVIDENCE_COMPOSITE_EXPANSION::COMPRESSION_EXPANSION_SPECIALIST::MTF_COMPRESSION_EXPANSION:000022,False,COMPOSITE_ALPHA_V1,EVIDENCE_COMPOSITE_EXPANSION,EVIDENCE_COMPOSITE_EXPANSION::COMPRESSION_EXPANSION_SPECIALIST::MTF_COMPRESSION_EXPANSION:000022,COMPRESSION_EXPANSION_SPECIALIST,COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:000022,96,STRONG_BULL_HOLD_96,BTC,2019-10-28 00:00:00+00:00,1,EXACT_TOP30_RANK,True
MTF_COMPRESSION_EXPANSION,ETH/USDT,2019-11-01 21:00:00+00:00,2019-11-01 21:00:00+00:00,2019-11-01 22:00:00+00:00,184.03,1.61691424644686,181.21,184.35,2019-11-01 20:00:00+00:00,2019-11-01 00:00:00+00:00,2019-10-28 00:00:00+00:00,181.6046286303297,2.42537136967029,500.0,180.94893930355542,33300.033300033305,2019-11-02 09:00:00+00:00,181.6046286303297,HARD_STOP,12,-438.86837675905247,66.16119822330755,-505.02957498236003,-0.0050502957498236006,LONG,SPOT,MTF_COMPRESSION_EXPANSION:000023,-0.877736753518105,-1.01005914996472,0.18141551661006547,-1.0390161405849299,-5.567655781813533,1.0591522701281704,184.47,181.51,BEAR,LOW_VOLATILITY,2019,2019-11,2019,2019-11,181.21,184.35,181.21,184.02,529.74676134,181.29934243632636,1.61691424644686,183.21,404.16350768999996,181.24,182.01974656934513,180.43797045318425,182.83,3.1399999999999864,0.7815989860392125,177.52,MTF_COMPRESSION_EXPANSION:000023,COMPOSITE_ALPHA_V2,EVIDENCE_COMPOSITE_EXPANSION,COMPRESSION_EXPANSION_SPECIALIST_V2,20,MTF_COMPRESSION_EXPANSION,MTF_COMPRESSION_EXPANSION::FULL_REMEDIATION_STACK,EVIDENCE_COMPOSITE_EXPANSION::COMPRESSION_EXPANSION_SPECIALIST::MTF_COMPRESSION_EXPANSION:000023,False,COMPOSITE_ALPHA_V1,EVIDENCE_COMPOSITE_EXPANSION,EVIDENCE_COMPOSITE_EXPANSION::COMPRESSION_EXPANSION_SPECIALIST::MTF_COMPRESSION_EXPANSION:000023,COMPRESSION_EXPANSION_SPECIALIST,COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:000023,48,STRONG_BULL_HOLD_96,ETH,2019-10-28 00:00:00+00:00,3,EXACT_TOP30_RANK,True
