source_v2_candidate_id,admission_change,originally_admitted,dynamically_admitted,dynamic_router_decision,candidate_net_pnl
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:000667,RETAINED_ADMISSION,True,True,ADMITTED,-413.8340704146057
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:000672,RETAINED_ADMISSION,True,True,ADMITTED,-5.671887438177507
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:000680,RETAINED_ADMISSION,True,True,ADMITTED,206.8494942802792
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:000685,RETAINED_ADMISSION,True,True,ADMITTED,197.29089552028458
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:000689,RETAINED_ADMISSION,True,True,ADMITTED,758.4497775629991
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:000700,RETAINED_ADMISSION,True,True,ADMITTED,101.83050572875793
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:000706,RETAINED_ADMISSION,True,True,ADMITTED,-396.9846547138236
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:000729,RETAINED_ADMISSION,True,True,ADMITTED,-330.3341353216132
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:000734,RETAINED_ADMISSION,True,True,ADMITTED,-312.555061892401
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:000746,RETAINED_ADMISSION,True,True,ADMITTED,85.30042770342112
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:000748,RETAINED_ADMISSION,True,True,ADMITTED,-7.548229105651892
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:000772,RETAINED_ADMISSION,True,True,ADMITTED,-459.7863793438315
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:000773,RETAINED_ADMISSION,True,True,ADMITTED,-285.6177195967397
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:000804,DROPPED_OR_INELIGIBLE,True,False,NOT_PIT_ELIGIBLE,
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:000817,RETAINED_ADMISSION,True,True,ADMITTED,-824.7717409528203
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:000818,DROPPED_OR_INELIGIBLE,True,False,NOT_PIT_ELIGIBLE,
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:000821,DROPPED_OR_INELIGIBLE,True,False,NOT_PIT_ELIGIBLE,
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:000824,DROPPED_OR_INELIGIBLE,True,False,NOT_PIT_ELIGIBLE,
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:000827,DROPPED_OR_INELIGIBLE,True,False,NOT_PIT_ELIGIBLE,
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:000833,DROPPED_OR_INELIGIBLE,True,False,NOT_PIT_ELIGIBLE,
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:000835,RETAINED_ADMISSION,True,True,ADMITTED,261.86942423423847
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:000837,DROPPED_OR_INELIGIBLE,True,False,NOT_PIT_ELIGIBLE,
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:000838,DROPPED_OR_INELIGIBLE,True,False,NOT_PIT_ELIGIBLE,
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:000842,DROPPED_OR_INELIGIBLE,True,False,NOT_PIT_ELIGIBLE,
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:000844,RETAINED_ADMISSION,True,True,ADMITTED,3521.1048175084097
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:000861,RETAINED_ADMISSION,True,True,ADMITTED,-526.2663916785884
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:000864,RETAINED_ADMISSION,True,True,ADMITTED,475.8900476818642
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:000866,RETAINED_ADMISSION,True,True,ADMITTED,489.450787801562
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:000867,RETAINED_ADMISSION,True,True,ADMITTED,429.8595597804191
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:000869,DROPPED_OR_INELIGIBLE,True,False,NOT_PIT_ELIGIBLE,
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:000875,DROPPED_OR_INELIGIBLE,True,False,NOT_PIT_ELIGIBLE,
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:000877,DROPPED_OR_INELIGIBLE,True,False,NOT_PIT_ELIGIBLE,
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:000880,RETAINED_ADMISSION,True,True,ADMITTED,-462.2914024809705
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:000881,RETAINED_ADMISSION,True,True,ADMITTED,-534.4445681554416
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:000883,RETAINED_ADMISSION,True,True,ADMITTED,306.1359953917956
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:000884,RETAINED_ADMISSION,True,True,ADMITTED,346.86549661528545
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:000886,DROPPED_OR_INELIGIBLE,True,False,NOT_PIT_ELIGIBLE,
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:000887,DROPPED_OR_INELIGIBLE,True,False,NOT_PIT_ELIGIBLE,
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:000890,DROPPED_OR_INELIGIBLE,True,False,NOT_PIT_ELIGIBLE,
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:000893,DROPPED_OR_INELIGIBLE,True,False,NOT_PIT_ELIGIBLE,
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:000909,DROPPED_OR_INELIGIBLE,True,False,NOT_PIT_ELIGIBLE,
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:000916,DROPPED_OR_INELIGIBLE,True,False,NOT_PIT_ELIGIBLE,
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:000917,DROPPED_OR_INELIGIBLE,True,False,NOT_PIT_ELIGIBLE,
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:000920,RETAINED_ADMISSION,True,True,ADMITTED,-842.2870419724106
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:000928,DROPPED_OR_INELIGIBLE,True,False,NOT_PIT_ELIGIBLE,
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:000930,DROPPED_OR_INELIGIBLE,True,False,NOT_PIT_ELIGIBLE,
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:000937,NEWLY_ADMITTED_AFTER_REROUTE,False,True,ADMITTED,31.087673545136482
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:000946,RETAINED_ADMISSION,True,True,ADMITTED,-11.142134683237177
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:000947,DROPPED_OR_INELIGIBLE,True,False,NOT_PIT_ELIGIBLE,
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:000948,RETAINED_ADMISSION,True,True,ADMITTED,-490.69784988663264
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:000950,RETAINED_ADMISSION,True,True,ADMITTED,-492.9115401136497
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:000951,RETAINED_ADMISSION,True,True,ADMITTED,-501.4640705611555
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:000954,DROPPED_OR_INELIGIBLE,True,False,NOT_PIT_ELIGIBLE,
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:000956,DROPPED_OR_INELIGIBLE,True,False,NOT_PIT_ELIGIBLE,
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:000959,DROPPED_OR_INELIGIBLE,True,False,NOT_PIT_ELIGIBLE,
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:000978,RETAINED_ADMISSION,True,True,ADMITTED,-381.15109501615257
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:000979,DROPPED_OR_INELIGIBLE,True,False,NOT_PIT_ELIGIBLE,
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:000995,DROPPED_OR_INELIGIBLE,True,False,NOT_PIT_ELIGIBLE,
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:001001,DROPPED_OR_INELIGIBLE,True,False,NOT_PIT_ELIGIBLE,
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:001003,DROPPED_OR_INELIGIBLE,True,False,NOT_PIT_ELIGIBLE,
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:001004,DROPPED_OR_INELIGIBLE,True,False,NOT_PIT_ELIGIBLE,
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:001009,RETAINED_ADMISSION,True,True,ADMITTED,516.4759184018708
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:001010,DROPPED_OR_INELIGIBLE,True,False,NOT_PIT_ELIGIBLE,
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:001011,RETAINED_ADMISSION,True,True,ADMITTED,-749.1690666376395
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:001012,RETAINED_ADMISSION,True,True,ADMITTED,-848.0660297559455
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:001014,DROPPED_OR_INELIGIBLE,True,False,NOT_PIT_ELIGIBLE,
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:001015,DROPPED_OR_INELIGIBLE,True,False,NOT_PIT_ELIGIBLE,
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:001016,RETAINED_ADMISSION,True,True,ADMITTED,-581.4145211712212
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:001017,DROPPED_OR_INELIGIBLE,True,False,NOT_PIT_ELIGIBLE,
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:001018,RETAINED_ADMISSION,True,True,ADMITTED,-27.54546615750975
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:001019,DROPPED_OR_INELIGIBLE,True,False,NOT_PIT_ELIGIBLE,
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:001027,DROPPED_OR_INELIGIBLE,True,False,NOT_PIT_ELIGIBLE,
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:001028,RETAINED_ADMISSION,True,True,ADMITTED,-619.1289303846071
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:001030,DROPPED_OR_INELIGIBLE,True,False,NOT_PIT_ELIGIBLE,
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:001039,RETAINED_ADMISSION,True,True,ADMITTED,-762.4572124425792
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:001040,DROPPED_OR_INELIGIBLE,True,False,NOT_PIT_ELIGIBLE,
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:001041,RETAINED_ADMISSION,True,True,ADMITTED,-747.4671346470235
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:001043,DROPPED_OR_INELIGIBLE,True,False,NOT_PIT_ELIGIBLE,
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:001045,RETAINED_ADMISSION,True,True,ADMITTED,-674.7105827663693
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:001051,RETAINED_ADMISSION,True,True,ADMITTED,-539.3671807599102
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:001058,DROPPED_OR_INELIGIBLE,True,False,NOT_PIT_ELIGIBLE,
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:001060,RETAINED_ADMISSION,True,True,ADMITTED,-783.0517934815023
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:001063,RETAINED_ADMISSION,True,True,ADMITTED,43.7070762649738
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:001068,RETAINED_ADMISSION,True,True,ADMITTED,14.67255336371963
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:001069,DROPPED_OR_INELIGIBLE,True,False,NOT_PIT_ELIGIBLE,
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:001071,RETAINED_ADMISSION,True,True,ADMITTED,-1.2848275170711574
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:001072,DROPPED_OR_INELIGIBLE,True,False,NOT_PIT_ELIGIBLE,
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:001073,DROPPED_OR_INELIGIBLE,True,False,NOT_PIT_ELIGIBLE,
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:001079,RETAINED_ADMISSION,True,True,ADMITTED,-474.9704008146664
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:001089,DROPPED_OR_INELIGIBLE,True,False,NOT_PIT_ELIGIBLE,
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:001091,DROPPED_OR_INELIGIBLE,True,False,NOT_PIT_ELIGIBLE,
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:001095,RETAINED_ADMISSION,True,True,ADMITTED,-709.3784189454029
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:001101,DROPPED_OR_INELIGIBLE,True,False,NOT_PIT_ELIGIBLE,
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:001103,RETAINED_ADMISSION,True,True,ADMITTED,-346.41774277356905
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:001107,DROPPED_OR_INELIGIBLE,True,False,NOT_PIT_ELIGIBLE,
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:001109,RETAINED_ADMISSION,True,True,ADMITTED,309.45322373397295
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:001110,DROPPED_OR_INELIGIBLE,True,False,NOT_PIT_ELIGIBLE,
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:001111,DROPPED_OR_INELIGIBLE,True,False,NOT_PIT_ELIGIBLE,
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:001117,DROPPED_OR_INELIGIBLE,True,False,NOT_PIT_ELIGIBLE,
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:001118,RETAINED_ADMISSION,True,True,ADMITTED,-265.138444043609
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:001119,RETAINED_ADMISSION,True,True,ADMITTED,-340.49745045207646
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:001122,RETAINED_ADMISSION,True,True,ADMITTED,-352.6561984032103
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:001123,RETAINED_ADMISSION,True,True,ADMITTED,-424.4446693972279
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:001135,RETAINED_ADMISSION,True,True,ADMITTED,-507.4715201935028
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:001139,DROPPED_OR_INELIGIBLE,True,False,NOT_PIT_ELIGIBLE,
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:001141,RETAINED_ADMISSION,True,True,ADMITTED,2457.9826665560236
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:001159,RETAINED_ADMISSION,True,True,ADMITTED,-690.888583217498
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:001191,RETAINED_ADMISSION,True,True,ADMITTED,-541.7570597972438
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:001223,DROPPED_OR_INELIGIBLE,True,False,NOT_PIT_ELIGIBLE,
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:001225,DROPPED_OR_INELIGIBLE,True,False,NOT_PIT_ELIGIBLE,
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:001232,DROPPED_OR_INELIGIBLE,True,False,NOT_PIT_ELIGIBLE,
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:001257,RETAINED_ADMISSION,True,True,ADMITTED,-681.6177469152229
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:001259,DROPPED_OR_INELIGIBLE,True,False,NOT_PIT_ELIGIBLE,
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:001271,DROPPED_OR_INELIGIBLE,True,False,NOT_PIT_ELIGIBLE,
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:001285,DROPPED_OR_INELIGIBLE,True,False,NOT_PIT_ELIGIBLE,
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:001286,RETAINED_ADMISSION,True,True,ADMITTED,-676.0044050225652
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:001291,DROPPED_OR_INELIGIBLE,True,False,NOT_PIT_ELIGIBLE,
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:001296,DROPPED_OR_INELIGIBLE,True,False,NOT_PIT_ELIGIBLE,
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:001301,RETAINED_ADMISSION,True,True,ADMITTED,-557.002502005559
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:001309,DROPPED_OR_INELIGIBLE,True,False,NOT_PIT_ELIGIBLE,
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:001313,DROPPED_OR_INELIGIBLE,True,False,NOT_PIT_ELIGIBLE,
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:001314,DROPPED_OR_INELIGIBLE,True,False,NOT_PIT_ELIGIBLE,
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:001325,RETAINED_ADMISSION,True,True,ADMITTED,-842.4999220483205
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:001329,RETAINED_ADMISSION,True,True,ADMITTED,-667.5169765066782
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:001330,RETAINED_ADMISSION,True,True,ADMITTED,-696.5397029169544
COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:001332,RETAINED_ADMISSION,True,True,ADMITTED,-719.8515095834243
COMPOSITE_ALPHA_V2::TREND_CONTINUATION_CORE_V2::MTF_TREND_BREAKOUT:000001,RETAINED_ADMISSION,True,True,ADMITTED,590.7854562271835
COMPOSITE_ALPHA_V2::TREND_CONTINUATION_CORE_V2::MTF_TREND_BREAKOUT:000004,RETAINED_ADMISSION,True,True,ADMITTED,-632.4473589988087
COMPOSITE_ALPHA_V2::TREND_CONTINUATION_CORE_V2::MTF_TREND_BREAKOUT:000006,RETAINED_ADMISSION,True,True,ADMITTED,-554.8834308791053
COMPOSITE_ALPHA_V2::TREND_CONTINUATION_CORE_V2::MTF_TREND_BREAKOUT:000007,RETAINED_ADMISSION,True,True,ADMITTED,257.67457725218406
COMPOSITE_ALPHA_V2::TREND_CONTINUATION_CORE_V2::MTF_TREND_BREAKOUT:000008,RETAINED_ADMISSION,True,True,ADMITTED,247.37884682796795
COMPOSITE_ALPHA_V2::TREND_CONTINUATION_CORE_V2::MTF_TREND_BREAKOUT:000012,RETAINED_ADMISSION,True,True,ADMITTED,-417.97619982054215
COMPOSITE_ALPHA_V2::TREND_CONTINUATION_CORE_V2::MTF_TREND_BREAKOUT:000021,RETAINED_ADMISSION,True,True,ADMITTED,4574.864811414947
COMPOSITE_ALPHA_V2::TREND_CONTINUATION_CORE_V2::MTF_TREND_BREAKOUT:000026,RETAINED_ADMISSION,True,True,ADMITTED,41.21018035369939
COMPOSITE_ALPHA_V2::TREND_CONTINUATION_CORE_V2::MTF_TREND_BREAKOUT:000027,RETAINED_ADMISSION,True,True,ADMITTED,657.8853739762345
COMPOSITE_ALPHA_V2::TREND_CONTINUATION_CORE_V2::MTF_TREND_BREAKOUT:000035,RETAINED_ADMISSION,True,True,ADMITTED,572.310016265392
COMPOSITE_ALPHA_V2::TREND_CONTINUATION_CORE_V2::MTF_TREND_BREAKOUT:000038,RETAINED_ADMISSION,True,True,ADMITTED,2333.926471048348
COMPOSITE_ALPHA_V2::TREND_CONTINUATION_CORE_V2::MTF_TREND_BREAKOUT:000039,RETAINED_ADMISSION,True,True,ADMITTED,59.10487616946057
COMPOSITE_ALPHA_V2::TREND_CONTINUATION_CORE_V2::MTF_TREND_BREAKOUT:000040,RETAINED_ADMISSION,True,True,ADMITTED,-414.8204653063214
