scope,cost_multiplier,trade_count,starting_equity,final_equity,net_return,cagr,monthly_geometric_return,maximum_drawdown,profit_factor,win_rate,total_fees,turnover_on_initial_equity,exposure_fraction,average_gross_exposure,maximum_positions_observed,minimum_cash,minimum_equity,capital_feasible
FROZEN_V3_CONTROL,1.0,567,100000.0,208155.8631402266,1.0815586314022658,0.1299355665514641,0.010232043860760598,0.11030602524673228,1.505786335911124,0.4144620811287478,48687.39928253005,242.6527801005365,0.16885264598540145,0.061336909372134284,3,4924.12494235066,95178.94982197955,True
FROZEN_V3_CONTROL,1.5,567,100000.0,183812.1634989626,0.8381216349896259,0.1067592518945506,0.008488840266805964,0.14672974241046144,1.3666921317010916,0.37566137566137564,73031.09892379507,242.6527801005365,0.16885264598540145,0.0649334044219506,3,3982.972667682734,94429.99096855147,True
FROZEN_V3_CONTROL,2.0,567,100000.0,159468.4638576957,0.5946846385769569,0.0808665380938356,0.00650129807883304,0.19001447234849034,1.243486912246254,0.3421516754850088,97374.7985650601,242.6527801005365,0.16885264598540145,0.06912684939558766,3,3041.820393014721,93681.03211512335,True
FROZEN_V3_CONTROL,3.0,567,100000.0,110781.06457516519,0.10781064575165189,0.017207076411264843,0.0014227370728456812,0.30672093333828243,1.0387879152959,0.291005291005291,146062.19784759014,242.6527801005365,0.16885264598540145,0.08014799848653349,3,-28190.508184892045,92183.11440826714,False
PIT_DYNAMIC_REROUTE,1.0,430,100000.0,180709.81550228663,0.8070981550228662,0.10362450415536184,0.008250496537719698,0.125124743441135,1.5551572339825455,0.4372093023255814,39119.303098952485,194.9973699017562,0.14187956204379562,0.05313191918876098,3,4924.12494235066,95178.94982197955,True
PIT_DYNAMIC_REROUTE,1.5,430,100000.0,161150.16395281086,0.6115016395281085,0.08275758985313408,0.0066479259170999505,0.15585535443775989,1.3893395358708707,0.3883720930232558,58678.95464842873,194.9973699017562,0.14187956204379562,0.0558897657624663,3,3982.972667682734,94429.99096855147,True
PIT_DYNAMIC_REROUTE,2.0,430,100000.0,141590.51240333292,0.41590512403332913,0.05966135297865849,0.004840793863956083,0.19207496018227976,1.245309554350347,0.35348837209302325,78238.60619790497,194.9973699017562,0.14187956204379562,0.059057697066622825,3,-875.6440435596014,93681.03211512335,False
PIT_DYNAMIC_REROUTE,3.0,430,100000.0,102471.20930437994,0.0247120930437994,0.004076048560141654,0.0003390377918930376,0.2940874685996522,1.0125769956575894,0.3,117357.90929685746,194.9973699017562,0.14187956204379562,0.06714654343239013,3,-30938.975644909144,92183.11440826714,False
