family_id,universe_id,period_id,pair,decision_time,membership_rank,return_6h,return_24h,return_72h,percentile_rank_6h,percentile_rank_24h,percentile_rank_72h,negative_breadth_24h,leadership_collapse_score,event_id
BREADTH_CONFIRMED_LAGGARD,C2,ROBUSTNESS_2022,BTC-USDT,2022-01-01 05:00:00+00:00,1,0.01023829662362763,-0.008195818416760203,-0.02476410672998819,0.5833333333333334,0.25,0.25,0.6666666666666666,0.33333333333333337,10
BREADTH_CONFIRMED_LAGGARD,C2,ROBUSTNESS_2022,SHIB-USDT,2022-01-01 05:00:00+00:00,5,0.00388059701492538,-0.009133765468473665,-0.06661115736885925,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.6666666666666666,0.0,11
PERSISTENT_RELATIVE_WEAKNESS,D2,ROBUSTNESS_2022,BTC-USDT,2022-01-01 05:00:00+00:00,1,0.01023829662362763,-0.008195818416760203,-0.02476410672998819,0.5833333333333334,0.25,0.25,0.6666666666666666,0.33333333333333337,12
BREADTH_CONFIRMED_LAGGARD,D2,ROBUSTNESS_2022,BTC-USDT,2022-01-01 05:00:00+00:00,1,0.01023829662362763,-0.008195818416760203,-0.02476410672998819,0.5833333333333334,0.25,0.25,0.6666666666666666,0.33333333333333337,13
BREADTH_CONFIRMED_LAGGARD,D2,ROBUSTNESS_2022,SHIB-USDT,2022-01-01 05:00:00+00:00,5,0.00388059701492538,-0.009133765468473665,-0.06661115736885925,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.6666666666666666,0.0,14
PERSISTENT_RELATIVE_WEAKNESS,E2,ROBUSTNESS_2022,BTC-USDT,2022-01-01 05:00:00+00:00,1,0.01023829662362763,-0.008195818416760203,-0.02476410672998819,0.5833333333333334,0.25,0.25,0.6666666666666666,0.33333333333333337,15
BREADTH_CONFIRMED_LAGGARD,E2,ROBUSTNESS_2022,BTC-USDT,2022-01-01 05:00:00+00:00,1,0.01023829662362763,-0.008195818416760203,-0.02476410672998819,0.5833333333333334,0.25,0.25,0.6666666666666666,0.33333333333333337,16
BREADTH_CONFIRMED_LAGGARD,E2,ROBUSTNESS_2022,SHIB-USDT,2022-01-01 05:00:00+00:00,5,0.00388059701492538,-0.009133765468473665,-0.06661115736885925,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.6666666666666666,0.0,17
LEADERSHIP_BREAKDOWN,C2,ROBUSTNESS_2022,AVAX-USDT,2022-01-01 06:00:00+00:00,4,-0.022822860524970623,0.05257768804999863,-0.0009168760200246595,0.08333333333333333,0.9166666666666666,0.9166666666666666,0.8333333333333334,-0.8333333333333333,18
BREADTH_CONFIRMED_LAGGARD,C2,ROBUSTNESS_2022,SAND-USDT,2022-01-01 06:00:00+00:00,6,0.01421542573644885,-0.01797232582845465,-0.005334875301689523,0.9166666666666666,0.08333333333333333,0.75,0.8333333333333334,0.16666666666666663,19
RELATIVE_STRENGTH_RECLAIM_CONTROL,C2,ROBUSTNESS_2022,SAND-USDT,2022-01-01 06:00:00+00:00,6,0.01421542573644885,-0.01797232582845465,-0.005334875301689523,0.9166666666666666,0.08333333333333333,0.75,0.8333333333333334,0.16666666666666663,20
LEADERSHIP_BREAKDOWN,D2,ROBUSTNESS_2022,AVAX-USDT,2022-01-01 06:00:00+00:00,4,-0.022822860524970623,0.05257768804999863,-0.0009168760200246595,0.08333333333333333,0.9166666666666666,0.9166666666666666,0.8333333333333334,-0.8333333333333333,21
BREADTH_CONFIRMED_LAGGARD,D2,ROBUSTNESS_2022,SAND-USDT,2022-01-01 06:00:00+00:00,6,0.01421542573644885,-0.01797232582845465,-0.005334875301689523,0.9166666666666666,0.08333333333333333,0.75,0.8333333333333334,0.16666666666666663,22
RELATIVE_STRENGTH_RECLAIM_CONTROL,D2,ROBUSTNESS_2022,SAND-USDT,2022-01-01 06:00:00+00:00,6,0.01421542573644885,-0.01797232582845465,-0.005334875301689523,0.9166666666666666,0.08333333333333333,0.75,0.8333333333333334,0.16666666666666663,23
LEADERSHIP_BREAKDOWN,E2,ROBUSTNESS_2022,AVAX-USDT,2022-01-01 06:00:00+00:00,4,-0.022822860524970623,0.05257768804999863,-0.0009168760200246595,0.08333333333333333,0.9166666666666666,0.9166666666666666,0.8333333333333334,-0.8333333333333333,24
BREADTH_CONFIRMED_LAGGARD,E2,ROBUSTNESS_2022,SAND-USDT,2022-01-01 06:00:00+00:00,6,0.01421542573644885,-0.01797232582845465,-0.005334875301689523,0.9166666666666666,0.08333333333333333,0.75,0.8333333333333334,0.16666666666666663,25
RELATIVE_STRENGTH_RECLAIM_CONTROL,E2,ROBUSTNESS_2022,SAND-USDT,2022-01-01 06:00:00+00:00,6,0.01421542573644885,-0.01797232582845465,-0.005334875301689523,0.9166666666666666,0.08333333333333333,0.75,0.8333333333333334,0.16666666666666663,26
BREADTH_CONFIRMED_LAGGARD,C2,ROBUSTNESS_2022,BTC-USDT,2022-01-01 07:00:00+00:00,1,0.021122372144952717,-0.0017556625405071857,-0.014605749173663307,0.75,0.25,0.4166666666666667,0.6666666666666666,0.3333333333333333,27
RELATIVE_STRENGTH_RECLAIM_CONTROL,C2,ROBUSTNESS_2022,BTC-USDT,2022-01-01 07:00:00+00:00,1,0.021122372144952717,-0.0017556625405071857,-0.014605749173663307,0.75,0.25,0.4166666666666667,0.6666666666666666,0.3333333333333333,28
BREADTH_CONFIRMED_LAGGARD,D2,ROBUSTNESS_2022,BTC-USDT,2022-01-01 07:00:00+00:00,1,0.021122372144952717,-0.0017556625405071857,-0.014605749173663307,0.75,0.25,0.4166666666666667,0.6666666666666666,0.3333333333333333,29
RELATIVE_STRENGTH_RECLAIM_CONTROL,D2,ROBUSTNESS_2022,BTC-USDT,2022-01-01 07:00:00+00:00,1,0.021122372144952717,-0.0017556625405071857,-0.014605749173663307,0.75,0.25,0.4166666666666667,0.6666666666666666,0.3333333333333333,30
BREADTH_CONFIRMED_LAGGARD,E2,ROBUSTNESS_2022,BTC-USDT,2022-01-01 07:00:00+00:00,1,0.021122372144952717,-0.0017556625405071857,-0.014605749173663307,0.75,0.25,0.4166666666666667,0.6666666666666666,0.3333333333333333,31
RELATIVE_STRENGTH_RECLAIM_CONTROL,E2,ROBUSTNESS_2022,BTC-USDT,2022-01-01 07:00:00+00:00,1,0.021122372144952717,-0.0017556625405071857,-0.014605749173663307,0.75,0.25,0.4166666666666667,0.6666666666666666,0.3333333333333333,32
LEADERSHIP_BREAKDOWN,C2,ROBUSTNESS_2022,AVAX-USDT,2022-01-01 08:00:00+00:00,4,-0.02089338465670032,0.052998430745829106,0.010327181363040339,0.08333333333333333,0.9166666666666666,0.9166666666666666,0.8333333333333334,-0.8333333333333333,33
LEADERSHIP_BREAKDOWN,C2,ROBUSTNESS_2022,SAND-USDT,2022-01-01 08:00:00+00:00,6,-0.006964378696644902,-0.010208664639461351,0.0031425175544335104,0.25,0.25,0.75,0.8333333333333334,-0.5,34
BREADTH_CONFIRMED_LAGGARD,C2,ROBUSTNESS_2022,SAND-USDT,2022-01-01 08:00:00+00:00,6,-0.006964378696644902,-0.010208664639461351,0.0031425175544335104,0.25,0.25,0.75,0.8333333333333334,-0.5,35
LEADERSHIP_BREAKDOWN,D2,ROBUSTNESS_2022,AVAX-USDT,2022-01-01 08:00:00+00:00,4,-0.02089338465670032,0.052998430745829106,0.010327181363040339,0.08333333333333333,0.9166666666666666,0.9166666666666666,0.8333333333333334,-0.8333333333333333,36
LEADERSHIP_BREAKDOWN,D2,ROBUSTNESS_2022,SAND-USDT,2022-01-01 08:00:00+00:00,6,-0.006964378696644902,-0.010208664639461351,0.0031425175544335104,0.25,0.25,0.75,0.8333333333333334,-0.5,37
BREADTH_CONFIRMED_LAGGARD,D2,ROBUSTNESS_2022,SAND-USDT,2022-01-01 08:00:00+00:00,6,-0.006964378696644902,-0.010208664639461351,0.0031425175544335104,0.25,0.25,0.75,0.8333333333333334,-0.5,38
LEADERSHIP_BREAKDOWN,E2,ROBUSTNESS_2022,AVAX-USDT,2022-01-01 08:00:00+00:00,4,-0.02089338465670032,0.052998430745829106,0.010327181363040339,0.08333333333333333,0.9166666666666666,0.9166666666666666,0.8333333333333334,-0.8333333333333333,39
LEADERSHIP_BREAKDOWN,E2,ROBUSTNESS_2022,SAND-USDT,2022-01-01 08:00:00+00:00,6,-0.006964378696644902,-0.010208664639461351,0.0031425175544335104,0.25,0.25,0.75,0.8333333333333334,-0.5,40
BREADTH_CONFIRMED_LAGGARD,E2,ROBUSTNESS_2022,SAND-USDT,2022-01-01 08:00:00+00:00,6,-0.006964378696644902,-0.010208664639461351,0.0031425175544335104,0.25,0.25,0.75,0.8333333333333334,-0.5,41
LEADERSHIP_BREAKDOWN,C2,ROBUSTNESS_2022,AVAX-USDT,2022-01-01 10:00:00+00:00,4,-0.008088978766430777,0.02826339235578179,0.020347136449327285,0.08333333333333333,0.9166666666666666,0.9166666666666666,0.8333333333333334,-0.8333333333333333,42
BREADTH_CONFIRMED_LAGGARD,C2,ROBUSTNESS_2022,BTC-USDT,2022-01-01 10:00:00+00:00,1,0.006606456465118482,-0.02741140015318,-0.012720326746844535,0.9166666666666666,0.25,0.4166666666666667,0.8333333333333334,0.49999999999999994,43
RELATIVE_STRENGTH_RECLAIM_CONTROL,C2,ROBUSTNESS_2022,BTC-USDT,2022-01-01 10:00:00+00:00,1,0.006606456465118482,-0.02741140015318,-0.012720326746844535,0.9166666666666666,0.25,0.4166666666666667,0.8333333333333334,0.49999999999999994,44
BREADTH_CONFIRMED_LAGGARD,C2,ROBUSTNESS_2022,SAND-USDT,2022-01-01 10:00:00+00:00,6,0.0019932267358595546,-0.032904718771496366,0.004152075024399071,0.75,0.08333333333333333,0.75,0.8333333333333334,0.0,45
RELATIVE_STRENGTH_RECLAIM_CONTROL,C2,ROBUSTNESS_2022,SAND-USDT,2022-01-01 10:00:00+00:00,6,0.0019932267358595546,-0.032904718771496366,0.004152075024399071,0.75,0.08333333333333333,0.75,0.8333333333333334,0.0,46
LEADERSHIP_BREAKDOWN,D2,ROBUSTNESS_2022,AVAX-USDT,2022-01-01 10:00:00+00:00,4,-0.008088978766430777,0.02826339235578179,0.020347136449327285,0.08333333333333333,0.9166666666666666,0.9166666666666666,0.8333333333333334,-0.8333333333333333,47
BREADTH_CONFIRMED_LAGGARD,D2,ROBUSTNESS_2022,BTC-USDT,2022-01-01 10:00:00+00:00,1,0.006606456465118482,-0.02741140015318,-0.012720326746844535,0.9166666666666666,0.25,0.4166666666666667,0.8333333333333334,0.49999999999999994,48
RELATIVE_STRENGTH_RECLAIM_CONTROL,D2,ROBUSTNESS_2022,BTC-USDT,2022-01-01 10:00:00+00:00,1,0.006606456465118482,-0.02741140015318,-0.012720326746844535,0.9166666666666666,0.25,0.4166666666666667,0.8333333333333334,0.49999999999999994,49
BREADTH_CONFIRMED_LAGGARD,D2,ROBUSTNESS_2022,SAND-USDT,2022-01-01 10:00:00+00:00,6,0.0019932267358595546,-0.032904718771496366,0.004152075024399071,0.75,0.08333333333333333,0.75,0.8333333333333334,0.0,50
RELATIVE_STRENGTH_RECLAIM_CONTROL,D2,ROBUSTNESS_2022,SAND-USDT,2022-01-01 10:00:00+00:00,6,0.0019932267358595546,-0.032904718771496366,0.004152075024399071,0.75,0.08333333333333333,0.75,0.8333333333333334,0.0,51
LEADERSHIP_BREAKDOWN,E2,ROBUSTNESS_2022,AVAX-USDT,2022-01-01 10:00:00+00:00,4,-0.008088978766430777,0.02826339235578179,0.020347136449327285,0.08333333333333333,0.9166666666666666,0.9166666666666666,0.8333333333333334,-0.8333333333333333,52
BREADTH_CONFIRMED_LAGGARD,E2,ROBUSTNESS_2022,BTC-USDT,2022-01-01 10:00:00+00:00,1,0.006606456465118482,-0.02741140015318,-0.012720326746844535,0.9166666666666666,0.25,0.4166666666666667,0.8333333333333334,0.49999999999999994,53
RELATIVE_STRENGTH_RECLAIM_CONTROL,E2,ROBUSTNESS_2022,BTC-USDT,2022-01-01 10:00:00+00:00,1,0.006606456465118482,-0.02741140015318,-0.012720326746844535,0.9166666666666666,0.25,0.4166666666666667,0.8333333333333334,0.49999999999999994,54
BREADTH_CONFIRMED_LAGGARD,E2,ROBUSTNESS_2022,SAND-USDT,2022-01-01 10:00:00+00:00,6,0.0019932267358595546,-0.032904718771496366,0.004152075024399071,0.75,0.08333333333333333,0.75,0.8333333333333334,0.0,55
RELATIVE_STRENGTH_RECLAIM_CONTROL,E2,ROBUSTNESS_2022,SAND-USDT,2022-01-01 10:00:00+00:00,6,0.0019932267358595546,-0.032904718771496366,0.004152075024399071,0.75,0.08333333333333333,0.75,0.8333333333333334,0.0,56
LEADERSHIP_BREAKDOWN,C2,ROBUSTNESS_2022,SAND-USDT,2022-01-01 11:00:00+00:00,6,-0.006089992828386848,-0.031889345133901625,-0.01075705602696031,0.08333333333333333,0.08333333333333333,0.75,0.8333333333333334,-0.6666666666666666,57
LEADERSHIP_BREAKDOWN,D2,ROBUSTNESS_2022,SAND-USDT,2022-01-01 11:00:00+00:00,6,-0.006089992828386848,-0.031889345133901625,-0.01075705602696031,0.08333333333333333,0.08333333333333333,0.75,0.8333333333333334,-0.6666666666666666,58
LEADERSHIP_BREAKDOWN,E2,ROBUSTNESS_2022,SAND-USDT,2022-01-01 11:00:00+00:00,6,-0.006089992828386848,-0.031889345133901625,-0.01075705602696031,0.08333333333333333,0.08333333333333333,0.75,0.8333333333333334,-0.6666666666666666,59
PERSISTENT_RELATIVE_WEAKNESS,C2,ROBUSTNESS_2022,ETH-USDT,2022-01-01 14:00:00+00:00,2,0.0011476293103449553,-0.020337901782301326,-0.0031197272451707336,0.25,0.25,0.25,0.8333333333333334,0.0,60
BREADTH_CONFIRMED_LAGGARD,C2,ROBUSTNESS_2022,ETH-USDT,2022-01-01 14:00:00+00:00,2,0.0011476293103449553,-0.020337901782301326,-0.0031197272451707336,0.25,0.25,0.25,0.8333333333333334,0.0,61
LEADERSHIP_BREAKDOWN,C2,ROBUSTNESS_2022,SAND-USDT,2022-01-01 14:00:00+00:00,6,-0.00568217149368333,-0.02755734676300614,0.01966644089296099,0.08333333333333333,0.08333333333333333,0.75,0.8333333333333334,-0.6666666666666666,62
PERSISTENT_RELATIVE_WEAKNESS,D2,ROBUSTNESS_2022,ETH-USDT,2022-01-01 14:00:00+00:00,2,0.0011476293103449553,-0.020337901782301326,-0.0031197272451707336,0.25,0.25,0.25,0.8333333333333334,0.0,63
BREADTH_CONFIRMED_LAGGARD,D2,ROBUSTNESS_2022,ETH-USDT,2022-01-01 14:00:00+00:00,2,0.0011476293103449553,-0.020337901782301326,-0.0031197272451707336,0.25,0.25,0.25,0.8333333333333334,0.0,64
LEADERSHIP_BREAKDOWN,D2,ROBUSTNESS_2022,SAND-USDT,2022-01-01 14:00:00+00:00,6,-0.00568217149368333,-0.02755734676300614,0.01966644089296099,0.08333333333333333,0.08333333333333333,0.75,0.8333333333333334,-0.6666666666666666,65
PERSISTENT_RELATIVE_WEAKNESS,E2,ROBUSTNESS_2022,ETH-USDT,2022-01-01 14:00:00+00:00,2,0.0011476293103449553,-0.020337901782301326,-0.0031197272451707336,0.25,0.25,0.25,0.8333333333333334,0.0,66
BREADTH_CONFIRMED_LAGGARD,E2,ROBUSTNESS_2022,ETH-USDT,2022-01-01 14:00:00+00:00,2,0.0011476293103449553,-0.020337901782301326,-0.0031197272451707336,0.25,0.25,0.25,0.8333333333333334,0.0,67
LEADERSHIP_BREAKDOWN,E2,ROBUSTNESS_2022,SAND-USDT,2022-01-01 14:00:00+00:00,6,-0.00568217149368333,-0.02755734676300614,0.01966644089296099,0.08333333333333333,0.08333333333333333,0.75,0.8333333333333334,-0.6666666666666666,68
PERSISTENT_RELATIVE_WEAKNESS,C2,ROBUSTNESS_2022,SAND-USDT,2022-01-01 16:00:00+00:00,6,-0.012404719746154647,-0.03637965574440227,-0.028264441205230306,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.8333333333333334,0.0,69
PERSISTENT_RELATIVE_WEAKNESS,D2,ROBUSTNESS_2022,SAND-USDT,2022-01-01 16:00:00+00:00,6,-0.012404719746154647,-0.03637965574440227,-0.028264441205230306,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.8333333333333334,0.0,70
PERSISTENT_RELATIVE_WEAKNESS,E2,ROBUSTNESS_2022,SAND-USDT,2022-01-01 16:00:00+00:00,6,-0.012404719746154647,-0.03637965574440227,-0.028264441205230306,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.8333333333333334,0.0,71
LEADERSHIP_BREAKDOWN,C2,ROBUSTNESS_2022,AVAX-USDT,2022-01-01 17:00:00+00:00,4,-0.003602259599203128,0.021572065434332544,0.019584663644571787,0.08333333333333333,0.9166666666666666,0.9166666666666666,0.6666666666666666,-0.8333333333333333,72
BREADTH_CONFIRMED_LAGGARD,C2,ROBUSTNESS_2022,BTC-USDT,2022-01-01 17:00:00+00:00,1,0.0015059602087132973,-0.016111622789652835,-0.015822461600672022,0.5833333333333334,0.25,0.5833333333333334,0.6666666666666666,0.0,73
LEADERSHIP_BREAKDOWN,D2,ROBUSTNESS_2022,AVAX-USDT,2022-01-01 17:00:00+00:00,4,-0.003602259599203128,0.021572065434332544,0.019584663644571787,0.08333333333333333,0.9166666666666666,0.9166666666666666,0.6666666666666666,-0.8333333333333333,74
BREADTH_CONFIRMED_LAGGARD,D2,ROBUSTNESS_2022,BTC-USDT,2022-01-01 17:00:00+00:00,1,0.0015059602087132973,-0.016111622789652835,-0.015822461600672022,0.5833333333333334,0.25,0.5833333333333334,0.6666666666666666,0.0,75
LEADERSHIP_BREAKDOWN,E2,ROBUSTNESS_2022,AVAX-USDT,2022-01-01 17:00:00+00:00,4,-0.003602259599203128,0.021572065434332544,0.019584663644571787,0.08333333333333333,0.9166666666666666,0.9166666666666666,0.6666666666666666,-0.8333333333333333,76
BREADTH_CONFIRMED_LAGGARD,E2,ROBUSTNESS_2022,BTC-USDT,2022-01-01 17:00:00+00:00,1,0.0015059602087132973,-0.016111622789652835,-0.015822461600672022,0.5833333333333334,0.25,0.5833333333333334,0.6666666666666666,0.0,77
PERSISTENT_RELATIVE_WEAKNESS,C2,ROBUSTNESS_2022,SHIB-USDT,2022-01-01 18:00:00+00:00,5,0.008335814230425731,-0.006453505426811446,-0.01683599419448467,0.4166666666666667,0.25,0.08333333333333333,0.6666666666666666,0.33333333333333337,78
BREADTH_CONFIRMED_LAGGARD,C2,ROBUSTNESS_2022,SHIB-USDT,2022-01-01 18:00:00+00:00,5,0.008335814230425731,-0.006453505426811446,-0.01683599419448467,0.4166666666666667,0.25,0.08333333333333333,0.6666666666666666,0.33333333333333337,79
PERSISTENT_RELATIVE_WEAKNESS,D2,ROBUSTNESS_2022,SHIB-USDT,2022-01-01 18:00:00+00:00,5,0.008335814230425731,-0.006453505426811446,-0.01683599419448467,0.4166666666666667,0.25,0.08333333333333333,0.6666666666666666,0.33333333333333337,80
BREADTH_CONFIRMED_LAGGARD,D2,ROBUSTNESS_2022,SHIB-USDT,2022-01-01 18:00:00+00:00,5,0.008335814230425731,-0.006453505426811446,-0.01683599419448467,0.4166666666666667,0.25,0.08333333333333333,0.6666666666666666,0.33333333333333337,81
PERSISTENT_RELATIVE_WEAKNESS,E2,ROBUSTNESS_2022,SHIB-USDT,2022-01-01 18:00:00+00:00,5,0.008335814230425731,-0.006453505426811446,-0.01683599419448467,0.4166666666666667,0.25,0.08333333333333333,0.6666666666666666,0.33333333333333337,82
BREADTH_CONFIRMED_LAGGARD,E2,ROBUSTNESS_2022,SHIB-USDT,2022-01-01 18:00:00+00:00,5,0.008335814230425731,-0.006453505426811446,-0.01683599419448467,0.4166666666666667,0.25,0.08333333333333333,0.6666666666666666,0.33333333333333337,83
PERSISTENT_RELATIVE_WEAKNESS,C2,ROBUSTNESS_2022,SAND-USDT,2022-01-01 20:00:00+00:00,6,0.0021584144358544055,-0.002704689305544017,-0.0020433272908746414,0.08333333333333333,0.08333333333333333,0.25,0.16666666666666666,-0.16666666666666669,84
PERSISTENT_RELATIVE_WEAKNESS,D2,ROBUSTNESS_2022,SAND-USDT,2022-01-01 20:00:00+00:00,6,0.0021584144358544055,-0.002704689305544017,-0.0020433272908746414,0.08333333333333333,0.08333333333333333,0.25,0.16666666666666666,-0.16666666666666669,85
PERSISTENT_RELATIVE_WEAKNESS,E2,ROBUSTNESS_2022,SAND-USDT,2022-01-01 20:00:00+00:00,6,0.0021584144358544055,-0.002704689305544017,-0.0020433272908746414,0.08333333333333333,0.08333333333333333,0.25,0.16666666666666666,-0.16666666666666669,86
RELATIVE_STRENGTH_RECLAIM_CONTROL,C2,ROBUSTNESS_2022,ETH-USDT,2022-01-01 22:00:00+00:00,2,0.017204591857430618,0.03176936897398264,0.00410561412032262,0.75,0.25,0.4166666666666667,0.0,0.3333333333333333,87
RELATIVE_STRENGTH_RECLAIM_CONTROL,D2,ROBUSTNESS_2022,ETH-USDT,2022-01-01 22:00:00+00:00,2,0.017204591857430618,0.03176936897398264,0.00410561412032262,0.75,0.25,0.4166666666666667,0.0,0.3333333333333333,88
RELATIVE_STRENGTH_RECLAIM_CONTROL,E2,ROBUSTNESS_2022,ETH-USDT,2022-01-01 22:00:00+00:00,2,0.017204591857430618,0.03176936897398264,0.00410561412032262,0.75,0.25,0.4166666666666667,0.0,0.3333333333333333,89
RELATIVE_STRENGTH_RECLAIM_CONTROL,C2,ROBUSTNESS_2022,SAND-USDT,2022-01-02 01:00:00+00:00,6,0.003615091915813773,0.021808128188447906,0.028195848140689872,0.75,0.08333333333333333,0.4166666666666667,0.0,0.3333333333333333,90
LEADERSHIP_BREAKDOWN,C2,ROBUSTNESS_2022,XRP-USDT,2022-01-02 01:00:00+00:00,3,-0.0008929620491129331,0.024876461371580172,0.0411009219241647,0.08333333333333333,0.5833333333333334,0.75,0.0,-0.6666666666666666,91
RELATIVE_STRENGTH_RECLAIM_CONTROL,D2,ROBUSTNESS_2022,SAND-USDT,2022-01-02 01:00:00+00:00,6,0.003615091915813773,0.021808128188447906,0.028195848140689872,0.75,0.08333333333333333,0.4166666666666667,0.0,0.3333333333333333,92
LEADERSHIP_BREAKDOWN,D2,ROBUSTNESS_2022,XRP-USDT,2022-01-02 01:00:00+00:00,3,-0.0008929620491129331,0.024876461371580172,0.0411009219241647,0.08333333333333333,0.5833333333333334,0.75,0.0,-0.6666666666666666,93
RELATIVE_STRENGTH_RECLAIM_CONTROL,E2,ROBUSTNESS_2022,SAND-USDT,2022-01-02 01:00:00+00:00,6,0.003615091915813773,0.021808128188447906,0.028195848140689872,0.75,0.08333333333333333,0.4166666666666667,0.0,0.3333333333333333,94
LEADERSHIP_BREAKDOWN,E2,ROBUSTNESS_2022,XRP-USDT,2022-01-02 01:00:00+00:00,3,-0.0008929620491129331,0.024876461371580172,0.0411009219241647,0.08333333333333333,0.5833333333333334,0.75,0.0,-0.6666666666666666,95
LEADERSHIP_BREAKDOWN,C2,ROBUSTNESS_2022,SAND-USDT,2022-01-02 03:00:00+00:00,6,-0.0023490776663802615,-0.010257689500224432,0.034718077518837154,0.25,0.08333333333333333,0.75,0.16666666666666666,-0.5,96
LEADERSHIP_BREAKDOWN,D2,ROBUSTNESS_2022,SAND-USDT,2022-01-02 03:00:00+00:00,6,-0.0023490776663802615,-0.010257689500224432,0.034718077518837154,0.25,0.08333333333333333,0.75,0.16666666666666666,-0.5,97
LEADERSHIP_BREAKDOWN,E2,ROBUSTNESS_2022,SAND-USDT,2022-01-02 03:00:00+00:00,6,-0.0023490776663802615,-0.010257689500224432,0.034718077518837154,0.25,0.08333333333333333,0.75,0.16666666666666666,-0.5,98
LEADERSHIP_BREAKDOWN,C2,ROBUSTNESS_2022,SAND-USDT,2022-01-02 06:00:00+00:00,6,-0.013698144606904217,-0.015306921984238109,0.02708977784026989,0.25,0.08333333333333333,0.75,0.16666666666666666,-0.5,99
LEADERSHIP_BREAKDOWN,D2,ROBUSTNESS_2022,SAND-USDT,2022-01-02 06:00:00+00:00,6,-0.013698144606904217,-0.015306921984238109,0.02708977784026989,0.25,0.08333333333333333,0.75,0.16666666666666666,-0.5,100
LEADERSHIP_BREAKDOWN,E2,ROBUSTNESS_2022,SAND-USDT,2022-01-02 06:00:00+00:00,6,-0.013698144606904217,-0.015306921984238109,0.02708977784026989,0.25,0.08333333333333333,0.75,0.16666666666666666,-0.5,101
PERSISTENT_RELATIVE_WEAKNESS,C2,ROBUSTNESS_2022,BTC-USDT,2022-01-02 07:00:00+00:00,1,-0.01352019543837435,-0.002316041074236108,0.006830054807233754,0.25,0.25,0.25,0.3333333333333333,0.0,102
PERSISTENT_RELATIVE_WEAKNESS,D2,ROBUSTNESS_2022,BTC-USDT,2022-01-02 07:00:00+00:00,1,-0.01352019543837435,-0.002316041074236108,0.006830054807233754,0.25,0.25,0.25,0.3333333333333333,0.0,103
