event_id,family_id,universe_id,period_id,pair,decision_time,horizon_hours,exit_time,entry_open,exit_open,forward_return
10,BREADTH_CONFIRMED_LAGGARD,C2,ROBUSTNESS_2022,BTC-USDT,2022-01-01 05:00:00+00:00,72,2022-01-04 05:00:00+00:00,46820.0,46330.3,-0.010459205467748811
11,BREADTH_CONFIRMED_LAGGARD,C2,ROBUSTNESS_2022,SHIB-USDT,2022-01-01 05:00:00+00:00,6,2022-01-01 11:00:00+00:00,3.364e-05,3.374e-05,0.0029726516052317464
11,BREADTH_CONFIRMED_LAGGARD,C2,ROBUSTNESS_2022,SHIB-USDT,2022-01-01 05:00:00+00:00,24,2022-01-02 05:00:00+00:00,3.364e-05,3.383e-05,0.005648038049940407
11,BREADTH_CONFIRMED_LAGGARD,C2,ROBUSTNESS_2022,SHIB-USDT,2022-01-01 05:00:00+00:00,72,2022-01-04 05:00:00+00:00,3.364e-05,3.278e-05,-0.02556480380499415
13,BREADTH_CONFIRMED_LAGGARD,D2,ROBUSTNESS_2022,BTC-USDT,2022-01-01 05:00:00+00:00,6,2022-01-01 11:00:00+00:00,46820.0,47145.9,0.006960700555318278
13,BREADTH_CONFIRMED_LAGGARD,D2,ROBUSTNESS_2022,BTC-USDT,2022-01-01 05:00:00+00:00,24,2022-01-02 05:00:00+00:00,46820.0,47333.8,0.010973942759504585
13,BREADTH_CONFIRMED_LAGGARD,D2,ROBUSTNESS_2022,BTC-USDT,2022-01-01 05:00:00+00:00,72,2022-01-04 05:00:00+00:00,46820.0,46330.3,-0.010459205467748811
14,BREADTH_CONFIRMED_LAGGARD,D2,ROBUSTNESS_2022,SHIB-USDT,2022-01-01 05:00:00+00:00,6,2022-01-01 11:00:00+00:00,3.364e-05,3.374e-05,0.0029726516052317464
14,BREADTH_CONFIRMED_LAGGARD,D2,ROBUSTNESS_2022,SHIB-USDT,2022-01-01 05:00:00+00:00,24,2022-01-02 05:00:00+00:00,3.364e-05,3.383e-05,0.005648038049940407
14,BREADTH_CONFIRMED_LAGGARD,D2,ROBUSTNESS_2022,SHIB-USDT,2022-01-01 05:00:00+00:00,72,2022-01-04 05:00:00+00:00,3.364e-05,3.278e-05,-0.02556480380499415
16,BREADTH_CONFIRMED_LAGGARD,E2,ROBUSTNESS_2022,BTC-USDT,2022-01-01 05:00:00+00:00,6,2022-01-01 11:00:00+00:00,46820.0,47145.9,0.006960700555318278
16,BREADTH_CONFIRMED_LAGGARD,E2,ROBUSTNESS_2022,BTC-USDT,2022-01-01 05:00:00+00:00,24,2022-01-02 05:00:00+00:00,46820.0,47333.8,0.010973942759504585
16,BREADTH_CONFIRMED_LAGGARD,E2,ROBUSTNESS_2022,BTC-USDT,2022-01-01 05:00:00+00:00,72,2022-01-04 05:00:00+00:00,46820.0,46330.3,-0.010459205467748811
17,BREADTH_CONFIRMED_LAGGARD,E2,ROBUSTNESS_2022,SHIB-USDT,2022-01-01 05:00:00+00:00,6,2022-01-01 11:00:00+00:00,3.364e-05,3.374e-05,0.0029726516052317464
17,BREADTH_CONFIRMED_LAGGARD,E2,ROBUSTNESS_2022,SHIB-USDT,2022-01-01 05:00:00+00:00,24,2022-01-02 05:00:00+00:00,3.364e-05,3.383e-05,0.005648038049940407
17,BREADTH_CONFIRMED_LAGGARD,E2,ROBUSTNESS_2022,SHIB-USDT,2022-01-01 05:00:00+00:00,72,2022-01-04 05:00:00+00:00,3.364e-05,3.278e-05,-0.02556480380499415
9,PERSISTENT_RELATIVE_WEAKNESS,C2,ROBUSTNESS_2022,BTC-USDT,2022-01-01 05:00:00+00:00,6,2022-01-01 11:00:00+00:00,46820.0,47145.9,0.006960700555318278
9,PERSISTENT_RELATIVE_WEAKNESS,C2,ROBUSTNESS_2022,BTC-USDT,2022-01-01 05:00:00+00:00,24,2022-01-02 05:00:00+00:00,46820.0,47333.8,0.010973942759504585
9,PERSISTENT_RELATIVE_WEAKNESS,C2,ROBUSTNESS_2022,BTC-USDT,2022-01-01 05:00:00+00:00,72,2022-01-04 05:00:00+00:00,46820.0,46330.3,-0.010459205467748811
