score_bin,candidate_count,accepted_count,mean_forward_20_bar_return
LT_50,3625,0,0.02622787880359347
50_60,393,0,0.07953894217390765
60_70,142,27,0.13219711187033606
70_80,27,13,0.25466447702621847
80_90,3,3,0.09341705214287958
90_100,0,0,0.0
