timestamp,asset,cohort,trade_id,bars_held,total_health_score,structure_retention_score,trend_continuation_score,momentum_persistence_score,r_state_score,volatility_stability_score,time_efficiency_score,current_r,mfe_r,giveback_r,consecutive_low_health_bars,initial_stop,exit_triggered,exit_reason,thesis_health_score,profit_retention_health_score,profit_floor_r,next_5_bar_return_if_held,next_10_bar_return_if_held,next_5_bar_MAE_if_held,next_5_bar_MFE_if_held
2020-01-08T00:00:00+00:00,BTC/USDT,RD15_LONG_HISTORY_COHORT,BTC/USDT-2020-01-07T00:00:00+00:00,1,81.26173021801344,20.0,7.473801367847321,12.0,21.787928850166114,10.0,10.0,0.8101143600442968,0.8101143600442968,0.0,0,7301.000000000001,False,,49.47380136784732,31.787928850166114,,0.0042084856813329186,0.09365414345660228,-0.0574464430320728,0.037765944394002604
2020-01-08T00:00:00+00:00,ETH/USDT,RD15_LONG_HISTORY_COHORT,ETH/USDT-2020-01-07T00:00:00+00:00,1,71.39576958611033,19.03944485025567,3.389722120598712,12.0,16.966602615255958,10.0,10.0,-0.1297016279813848,0.0,0.1297016279813848,0,132.88714285714286,False,,44.42916697085438,26.966602615255958,,0.025829483410331866,0.1899762004759904,-0.05228895422091573,0.03534929301413969
2020-01-09T00:00:00+00:00,BTC/USDT,RD15_LONG_HISTORY_COHORT,BTC/USDT-2020-01-07T00:00:00+00:00,2,78.22397729770742,19.52922861368413,8.090305545080179,11.72182383980517,18.939108970044586,9.94351032909335,10.0,0.6029274596718222,0.8101143600442968,0.20718690037247467,0,7301.000000000001,False,,49.28486832766283,28.939108970044586,,0.006742828759468633,0.10720228486278405,-0.04606978765677383,0.02848627840556306
2020-01-09T00:00:00+00:00,ETH/USDT,RD15_LONG_HISTORY_COHORT,ETH/USDT-2020-01-07T00:00:00+00:00,2,63.72206943352367,16.120004510516804,2.635639077060562,10.591644338592827,14.37478150735348,10.0,10.0,-0.3181977085561105,0.0,0.3181977085561105,0,132.88714285714286,False,,39.347287926170196,24.374781507353482,,0.02018479033404419,0.2381663113006398,-0.03773987206823026,0.05124378109452743
2020-01-10T00:00:00+00:00,BTC/USDT,RD15_LONG_HISTORY_COHORT,BTC/USDT-2020-01-07T00:00:00+00:00,3,66.38675683522584,15.738142351741914,7.269043593960886,11.450722757427702,12.130663927326141,9.798184204769191,10.0,0.10776782020138989,0.8101143600442968,0.702346539842907,0,7301.000000000001,False,,44.25609290789969,22.13066392732614,,0.12769956653496495,0.11300778702673675,-0.017734985359366795,0.13524364826677915
2020-01-10T00:00:00+00:00,ETH/USDT,RD15_LONG_HISTORY_COHORT,ETH/USDT-2020-01-07T00:00:00+00:00,3,54.553164246288866,11.751724439707418,1.611469358547679,10.270950417883542,10.919020030150223,10.0,10.0,-0.5695258159890748,0.0,0.5695258159890748,0,132.88714285714286,False,,33.63414421613864,20.91902003015022,,0.20265563778841966,0.21092729647366126,-0.016833551008561876,0.2398055434624875
2020-01-11T00:00:00+00:00,BTC/USDT,RD15_LONG_HISTORY_COHORT,BTC/USDT-2020-01-07T00:00:00+00:00,4,82.09045789582564,20.0,9.473399134462465,12.0,22.125247029013273,8.491811732349905,10.0,0.9000658744035398,0.9000658744035398,0.0,0,7301.000000000001,False,,49.96521086681237,32.12524702901327,,0.07701039988281821,0.05498999072310928,-0.02805038816464034,0.08842341682535038
2020-01-11T00:00:00+00:00,ETH/USDT,RD15_LONG_HISTORY_COHORT,ETH/USDT-2020-01-07T00:00:00+00:00,4,75.11915918010865,20.0,4.194495002467765,12.0,18.92466417764088,10.0,10.0,0.04657711403756805,0.04657711403756805,0.0,0,132.88714285714286,False,,46.19449500246776,28.92466417764088,,0.1485367200441745,0.15171176145775833,-0.020361678630590796,0.1860850358917725
2020-01-12T00:00:00+00:00,BTC/USDT,RD15_LONG_HISTORY_COHORT,BTC/USDT-2020-01-07T00:00:00+00:00,5,75.08578008495168,19.294028516447717,9.783302147730472,10.948524605862769,17.248254970862842,7.8116698440478745,10.0,0.5453755429016901,0.9000658744035398,0.3546903315018497,0,7301.000000000001,False,,47.83752511408884,27.248254970862842,,0.08684276102666333,0.08828806379267395,-0.007899327186643323,0.1109892848243208
2020-01-12T00:00:00+00:00,ETH/USDT,RD15_LONG_HISTORY_COHORT,ETH/USDT-2020-01-07T00:00:00+00:00,5,66.62273597537931,17.228976596662097,3.3679737430604457,9.938331063516507,16.092859633821554,9.994594938318704,10.0,-0.1593723073311101,0.04657711403756805,0.20594942136867816,0,132.88714285714286,False,,40.52987634155775,26.092859633821554,,0.1525399943867527,0.18853494246421532,-0.004139769856862263,0.20572551220881263
