family_id,status,candidate_count,candidate_assets,evaluated_count,admitted_trade_count,traded_assets,diagnostic_net_return,diagnostic_profit_factor,diagnostic_win_rate,next_bar_violations,future_context_violations,maximum_positions_observed,maximum_open_risk_fraction,rejected_max_positions,rejected_same_asset,rejected_invalid_risk
MTF_TREND_BREAKOUT,PASS,1994,6,1994,968,6,0.32015470966111303,1.115225604881833,0.4121900826446281,0,0,3,0.015,127,899,0
MTF_PULLBACK_RECLAIM,PASS,3711,6,3711,1839,6,0.1880760970184336,1.0372155304980042,0.3768352365415987,0,0,3,0.015,353,1519,0
MTF_COMPRESSION_EXPANSION,PASS,2613,6,2613,1332,6,0.3789854367319237,1.1067174588631394,0.37537537537537535,0,0,3,0.015,204,1077,0
MTF_RANGE_RECLAIM,PASS,3781,6,3781,2937,6,-1.6900367628030268,0.8011606978391307,0.34490977187606403,0,0,3,0.015,364,480,0
