average_holding_bars,average_mae_r,average_mfe_r,average_r,cost_multiplier,median_r,net_pnl,positive_net_contribution,profit_factor,return_on_initial_equity,symbol,trade_count,universe_id,win_rate
18.1,-0.9535814842385548,2.7167150529190116,0.4782841888389114,1.0,-1.0354909949923403,25109.919914042843,True,1.8236097163446965,0.25109919914042844,ADA/USDT,70,C2,0.45714285714285713
15.727272727272727,-0.9164783286696547,1.3010336544740808,-0.3614410501545321,1.0,-1.0679732222487301,-5963.777327549781,False,0.4775042380706874,-0.05963777327549781,ATOM/USDT,22,C2,0.36363636363636365
15.85,-1.0244348972370472,1.619310162700176,-0.290543119529602,1.0,-1.071546141660054,-4358.146792944031,False,0.5871389767528769,-0.043581467929440315,AVAX/USDT,20,C2,0.35
14.0,-0.7743291767826047,2.3775953556715863,-0.43936862848457947,1.0,-1.0896687479104803,-988.5794140903038,False,0.40047255249509417,-0.009885794140903037,BNB/USDT,3,C2,0.3333333333333333
18.48339483394834,-1.207889777724542,2.3297953010632564,0.037097940991757464,1.0,-0.5451564469923431,8320.199869583907,True,1.0905243776607279,0.08320199869583907,BTC/USDT,271,C2,0.36162361623616235
12.19047619047619,-1.1528873724295885,1.614864517987908,-0.2157424050948371,1.0,-0.9663564547158263,-4361.151771269225,False,0.54777168365601,-0.04361151771269225,DOGE/USDT,21,C2,0.3333333333333333
11.28,-0.9888479603801852,1.1311612815830272,-0.44793647811246073,1.0,-1.0623495318197846,-8416.321666071895,False,0.3376569613349855,-0.08416321666071895,DOT/USDT,25,C2,0.36
21.03187250996016,-1.066927676814207,2.5660425693994435,0.27378823089694276,1.0,-0.5872052201243249,50106.55819293718,True,1.5464689480687763,0.5010655819293718,ETH/USDT,251,C2,0.44621513944223107
8.222222222222221,-0.9119242623286414,1.3581866778119502,-0.45465709110473945,1.0,-1.0539360879331499,-3068.9353649569907,False,0.2469464692153389,-0.030689353649569907,ICP/USDT,9,C2,0.4444444444444444
21.25,-1.1743477316856084,1.646857747527186,-0.4651829059644985,1.0,-1.06260791177842,-4186.646153680486,False,0.3474408151367767,-0.041866461536804865,INJ/USDT,12,C2,0.3333333333333333
14.0,-0.3650775688819299,2.080513962780153,0.1639475285210708,1.0,0.1639475285210708,245.9212927816062,True,,0.002459212927816062,JASMY/USDT,2,C2,1.0
13.885245901639344,-1.1009728503314895,2.4102405441519354,0.27997138616079603,1.0,-1.0107827737147537,12482.356576096328,True,1.449653701235801,0.12482356576096329,KCS/USDT,61,C2,0.3442622950819672
16.625,-0.8066848698029074,1.6774039993883205,-0.2954482802217572,1.0,-0.470189037228457,-1772.6896813305427,False,0.465553383764475,-0.01772689681330543,LINK/USDT,8,C2,0.5
