average_holding_bars,average_mae_r,average_mfe_r,average_r,cost_multiplier,median_r,net_pnl,positive_net_contribution,profit_factor,regime,regime_type,return_on_initial_equity,trade_count,universe_id,win_rate
12.10204081632653,-1.0526172027017542,2.0826417612354273,-0.1191133582637013,1.0,-0.7153473484145096,-3964.514574897286,False,0.8497078035449811,BEAR,MARKET_TREND,-0.039645145748972856,98,C2,0.37755102040816324
16.419354838709676,-0.9427044446716601,2.3799349602435735,0.1665039400706751,1.0,-0.7244749250829243,5161.622142190929,True,1.3179500865522449,BULL,MARKET_TREND,0.05161622142190929,62,C2,0.4838709677419355
18.168051708217913,-1.0896200732898693,2.2591919328805288,0.13307157121583318,1.0,-0.7125927575405887,108087.38372006053,True,1.235001797033567,STRONG_BULL,MARKET_TREND,1.0808738372006053,1083,C2,0.394275161588181
16.146131805157594,-1.0861109972746101,2.091384933980692,0.041900885291972285,1.0,-0.6366825048272821,13806.169149236179,True,1.1023227981089179,LOW_VOLATILITY,VOLATILITY,0.13806169149236178,349,C2,0.3954154727793696
18.171140939597315,-1.0767449247857988,2.313720784660542,0.14333695507202257,1.0,-0.7531715234898649,95478.32213811798,True,1.2597145160423149,NORMAL_VOLATILITY,VOLATILITY,0.9547832213811798,894,C2,0.3982102908277405
12.10204081632653,-1.0526172027017542,2.0826417612354273,-0.2459718371997604,2.0,-0.8479647516694834,-10315.787423324897,False,0.665005324484331,BEAR,MARKET_TREND,-0.10315787423324897,98,C2,0.22448979591836735
16.419354838709676,-0.9427044446716601,2.3799349602435735,0.051887076496476774,2.0,-0.8570831916245163,1608.499371390779,True,1.088675758445347,BULL,MARKET_TREND,0.01608499371390779,62,C2,0.45161290322580644
18.168051708217913,-1.0896200732898693,2.2591919328805288,0.023977784224469226,2.0,-0.8452129181437846,19475.955236325142,True,1.0376719120198976,STRONG_BULL,MARKET_TREND,0.19475955236325143,1083,C2,0.32594644506001846
16.146131805157594,-1.0861109972746101,2.091384933980692,-0.07121942771690806,2.0,-0.7693786516694302,-14244.454018540691,False,0.907052101070712,LOW_VOLATILITY,VOLATILITY,-0.14244454018540692,349,C2,0.3008595988538682
18.171140939597315,-1.0767449247857988,2.313720784660542,0.03348465244463772,2.0,-0.8857510647077262,25013.121202931703,True,1.060612929218628,NORMAL_VOLATILITY,VOLATILITY,0.25013121202931704,894,C2,0.3333333333333333
12.830188679245284,-1.0401995129834798,2.0860149029317845,-0.11720299746691212,1.0,-0.7127483909559227,-4339.718885722265,False,0.8453588122081489,BEAR,MARKET_TREND,-0.04339718885722266,106,D2,0.37735849056603776
17.482758620689655,-0.9476418900564313,2.5283517988438473,0.22634969370638738,1.0,-0.30420674530647634,6564.141117485233,True,1.4454319834993532,BULL,MARKET_TREND,0.06564141117485232,58,D2,0.5
17.93327067669173,-1.0867550627485623,2.232385181975618,0.11207594689214145,1.0,-0.7012277657884338,89436.60561992889,True,1.1994307505934227,STRONG_BULL,MARKET_TREND,0.8943660561992889,1064,D2,0.3966165413533835
14.830903790087463,-1.0861477120370198,1.9899949884701376,-0.04691107687039239,1.0,-0.6600768508158866,-9252.800892114645,False,0.9319630988426374,LOW_VOLATILITY,VOLATILITY,-0.09252800892114645,343,D2,0.37900874635568516
18.494915254237288,-1.0722972876105024,2.3281938266898456,0.15372211453475806,1.0,-0.7166127634829226,100913.82874380649,True,1.2840543642628175,NORMAL_VOLATILITY,VOLATILITY,1.0091382874380648,885,D2,0.40790960451977404
12.830188679245284,-1.0401995129834798,2.0860149029317845,-0.2445076848687202,2.0,-0.8453683957699138,-11222.074698578808,False,0.658565808258813,BEAR,MARKET_TREND,-0.11222074698578809,106,D2,0.22641509433962265
17.482758620689655,-0.9476418900564313,2.5283517988438473,0.11020825354090646,2.0,-0.43723570071671336,3196.039352686289,True,1.193856477203979,BULL,MARKET_TREND,0.03196039352686289,58,D2,0.46551724137931033
17.93327067669173,-1.0867550627485623,2.232385181975618,0.0018824286624022036,2.0,-0.8338593027597498,1502.178072596973,True,1.0029742562036001,STRONG_BULL,MARKET_TREND,0.015021780725969729,1064,D2,0.32706766917293234
14.830903790087463,-1.0861477120370198,1.9899949884701376,-0.16180201371322342,2.0,-0.7927495798942823,-37084.12289812203,False,0.7600407147261228,LOW_VOLATILITY,VOLATILITY,-0.37084122898122024,343,D2,0.2857142857142857
