cost_multiplier,end_equity,period,return,start_equity,trade_count,universe_id
2.0,109861.6591620142,2020-05,0.05212503384903755,104418.82440540573,23,E2
2.0,106975.59417975947,2020-06,-0.02626999268232988,109861.6591620142,18,E2
2.0,127692.00485533643,2020-07,0.19365548594911797,106975.59417975947,30,E2
2.0,127985.42612979127,2020-08,0.002297882900243131,127692.00485533643,37,E2
2.0,114852.04867246287,2020-09,-0.10261619509716458,127985.42612979127,30,E2
2.0,107221.39920000867,2020-10,-0.06643894959344976,114852.04867246287,38,E2
2.0,117572.46524089758,2020-11,0.09653918078032375,107221.39920000867,32,E2
2.0,127758.15566138101,2020-12,0.08663329802274422,117572.46524089758,31,E2
2.0,128974.40142411295,2021-01,0.009519907018347595,127758.15566138101,37,E2
2.0,165935.68500034435,2021-02,0.2865784463281964,128974.40142411295,31,E2
2.0,160098.13375814882,2021-03,-0.03517960131471065,165935.68500034435,42,E2
2.0,167992.67502167265,2021-04,0.04931063890756948,160098.13375814882,36,E2
2.0,160388.8942283041,2021-05,-0.04526257345677476,167992.67502167265,21,E2
2.0,154447.38687692856,2021-06,-0.037044381283146355,160388.8942283041,9,E2
2.0,151553.12573108228,2021-07,-0.018739463349759178,154447.38687692856,11,E2
2.0,161893.5469838999,2021-08,0.06822967987585948,151553.12573108228,41,E2
2.0,154866.7237745062,2021-09,-0.04340397341527469,161893.5469838999,25,E2
2.0,154229.87198797878,2021-10,-0.004112257113766393,154866.7237745062,38,E2
2.0,150796.48025432305,2021-11,-0.02226152229396483,154229.87198797878,19,E2
2.0,151273.62862552755,2021-12,0.0031641877210912828,150796.48025432305,19,E2
2.0,144981.3912517596,2022-01,-0.0415950713348997,151273.62862552755,7,E2
2.0,143819.25935985986,2022-02,-0.008015731411224358,144981.3912517596,2,E2
2.0,144070.9637733917,2022-03,0.0017501439977662958,143819.25935985986,15,E2
2.0,139521.47802530267,2022-04,-0.03157808922028793,144070.9637733917,10,E2
2.0,139521.47802530267,2022-05,0.0,139521.47802530267,0,E2
2.0,139521.47802530267,2022-06,0.0,139521.47802530267,0,E2
2.0,139521.47802530267,2022-07,0.0,139521.47802530267,0,E2
2.0,139521.47802530267,2022-08,0.0,139521.47802530267,0,E2
2.0,138945.92268197247,2022-09,-0.004125209619882497,139521.47802530267,1,E2
2.0,138310.9174276813,2022-10,-0.0045701611248040175,138945.92268197247,2,E2
2.0,138310.9174276813,2022-11,0.0,138310.9174276813,0,E2
2.0,137282.87106463476,2022-12,-0.007432864897191305,138310.9174276813,4,E2
2.0,136578.87337255178,2023-01,-0.005128081068114687,137282.87106463476,14,E2
2.0,134295.6914359615,2023-02,-0.016716948091688888,136578.87337255178,10,E2
2.0,128087.05105373287,2023-03,-0.046231121161390276,134295.6914359615,17,E2
2.0,124138.03340811789,2023-04,-0.03083073279560755,128087.05105373287,26,E2
2.0,120215.27945608654,2023-05,-0.0315999363316386,124138.03340811789,26,E2
2.0,119559.70772502164,2023-06,-0.005453314537312015,120215.27945608654,22,E2
2.0,113348.66767196503,2023-07,-0.051949274310217786,119559.70772502164,34,E2
2.0,111598.82473043056,2023-08,-0.015437701893405431,113348.66767196503,4,E2
2.0,111458.77687381397,2023-09,-0.001254922325166663,111598.82473043056,4,E2
2.0,112681.74197365163,2023-10,0.010972353493724496,111458.77687381397,15,E2
2.0,115025.85923376534,2023-11,0.02080299096424887,112681.74197365163,33,E2
2.0,115405.7805635873,2023-12,0.0033029210331725345,115025.85923376534,34,E2
2.0,107838.11213649588,2024-01,-0.06557443128181706,115405.7805635873,26,E2
2.0,117961.39064583974,2024-02,0.09387477496388597,107838.11213649588,37,E2
2.0,102484.64339912683,2024-03,-0.13120180392904468,117961.39064583974,46,E2
2.0,88841.15700177391,2024-04,-0.1331271295370401,102484.64339912683,26,E2
2.0,102089.43507216581,2024-05,0.14912320502678011,88841.15700177391,35,E2
2.0,96558.07873103078,2024-06,-0.05418147663590245,102089.43507216581,23,E2
2.0,98711.92383595262,2024-07,0.022306213350842707,96558.07873103078,19,E2
2.0,98621.20536678389,2024-08,-0.0009190224001660585,98711.92383595262,4,E2
2.0,87581.29343877095,2024-09,-0.11194257753141634,98621.20536678389,17,E2
2.0,84068.23264065264,2024-10,-0.04011199949421085,87581.29343877095,22,E2
2.0,92365.2548323449,2024-11,0.0986939053085325,84068.23264065264,28,E2
2.0,97633.69836140297,2024-12,0.05703923557208812,92365.2548323449,36,E2
