average_r,cost_multiplier,holding_bucket,net_pnl,profit_factor,return_on_initial_equity,trade_count,universe_id,win_rate
-0.7563473997403544,1.0,01_06_BARS,-295893.67225384497,0.048012277589077376,-2.9589367225384495,542,C2,0.14760147601476015
-0.45426201158772805,1.0,07_12_BARS,-79355.43240594334,0.20533046999734716,-0.7935543240594334,241,C2,0.3900414937759336
-0.1894068187214865,1.0,13_24_BARS,-28752.114209593285,0.5535596416702916,-0.2875211420959328,218,C2,0.536697247706422
0.019732375210204073,1.0,25_36_BARS,1418.9056487165453,1.0701172295809407,0.014189056487165454,80,C2,0.6625
1.6371197481304745,1.0,37_48_BARS,45608.82121356258,22.783161718691744,0.4560882121356258,49,C2,0.8979591836734694
0.3146641357067022,1.0,49_72_BARS,8259.933562300932,2.605046209791187,0.08259933562300932,35,C2,0.8
7.82902649114796,1.0,73_96_BARS,457998.04973215575,,4.579980497321557,78,C2,1.0
-0.8670259286009457,2.0,01_06_BARS,-338726.78219294024,0.028538394894639434,-3.3872678219294023,542,C2,0.0940959409594096
-0.5641213049511319,2.0,07_12_BARS,-98288.92091647058,0.12782835413328805,-0.9828892091647058,241,C2,0.2821576763485477
-0.2997490990930239,2.0,13_24_BARS,-45979.20342093835,0.3749513437279754,-0.45979203420938347,218,C2,0.41743119266055045
-0.08904341139029757,2.0,25_36_BARS,-4780.841603542007,0.7868676233159866,-0.04780841603542007,80,C2,0.5875
1.525076610370569,2.0,37_48_BARS,42018.65825884292,16.89266382710923,0.4201865825884292,49,C2,0.8571428571428571
0.2038916471772255,2.0,49_72_BARS,5352.155738402169,1.9172666596287573,0.05352155738402169,35,C2,0.7714285714285715
7.712369253351062,2.0,73_96_BARS,451173.60132103704,5734.607753400112,4.5117360132103705,78,C2,0.9871794871794872
-0.7492325285258269,1.0,01_06_BARS,-290239.3599713947,0.05092678609460205,-2.902393599713947,538,D2,0.15055762081784388
-0.46587691799632586,1.0,07_12_BARS,-81058.05130374816,0.196862243696186,-0.8105805130374816,240,D2,0.37916666666666665
-0.159197484304641,1.0,13_24_BARS,-23876.511404006502,0.6047044900911022,-0.238765114040065,214,D2,0.5560747663551402
0.04845433676664614,1.0,25_36_BARS,3072.789646651737,1.1772124805443118,0.030727896466517367,76,D2,0.6842105263157895
1.6139939086426711,1.0,37_48_BARS,45359.283926046555,19.638488375945542,0.45359283926046556,50,D2,0.88
0.3761948193629082,1.0,49_72_BARS,9592.967893754161,3.2082638471156026,0.09592967893754162,34,D2,0.8235294117647058
7.522980860778749,1.0,73_96_BARS,428809.9090643888,,4.288099090643888,76,D2,1.0
-0.8607475697293056,2.0,01_06_BARS,-333060.77705070865,0.030643364114717967,-3.3306077705070867,538,D2,0.09665427509293681
-0.5774047590863068,2.0,07_12_BARS,-100194.89776626012,0.12167250719584435,-1.0019489776626012,240,D2,0.26666666666666666
-0.27023328620316206,2.0,13_24_BARS,-40894.92143985731,0.4109617078277732,-0.40894921439857307,214,D2,0.4252336448598131
-0.06338082799009052,2.0,25_36_BARS,-2908.4240726974786,0.8493147616863264,-0.029084240726974787,76,D2,0.618421052631579
1.4987938443837143,2.0,37_48_BARS,41652.40541370141,14.656080110417244,0.4165240541370141,50,D2,0.84
0.26271659020547056,2.0,49_72_BARS,6699.2730502395,2.369069993202184,0.066992730502395,34,D2,0.8235294117647058
7.406727799864685,2.0,73_96_BARS,422183.484592287,5366.195333965002,4.22183484592287,76,D2,0.9868421052631579
-0.7557395046328487,1.0,01_06_BARS,-298976.4614734722,0.048311539347956414,-2.989764614734722,548,E2,0.14963503649635038
-0.44990903556463613,1.0,07_12_BARS,-78906.06376644294,0.20983047150603995,-0.7890606376644294,242,E2,0.3925619834710744
-0.18696064198752235,1.0,13_24_BARS,-28776.480261145978,0.5606683697263938,-0.28776480261145976,221,E2,0.5384615384615384
0.021642924678434504,1.0,25_36_BARS,1549.770810319198,1.0765841166417824,0.01549770810319198,81,E2,0.6666666666666666
1.6371197481304745,1.0,37_48_BARS,45608.82121356258,22.783161718691744,0.4560882121356258,49,E2,0.8979591836734694
0.34407001613204785,1.0,49_72_BARS,9547.942947664325,2.855328438644503,0.09547942947664326,37,E2,0.8108108108108109
7.641156142057689,1.0,73_96_BARS,447007.63431037485,,4.470076343103749,78,E2,1.0
-0.866458665319287,2.0,01_06_BARS,-342325.3331342272,0.028544728977217295,-3.423253331342272,548,E2,0.09671532846715329
-0.5598678079827811,2.0,07_12_BARS,-97940.00219542824,0.13092450182081658,-0.9794000219542824,242,E2,0.28512396694214875
-0.29666425411438313,2.0,13_24_BARS,-46112.64331694391,0.38322051878321356,-0.46112643316943913,221,E2,0.416289592760181
-0.08672221169074158,2.0,25_36_BARS,-4706.611280336704,0.7901768492888881,-0.04706611280336704,81,E2,0.5925925925925926
1.525076610370569,2.0,37_48_BARS,42018.65825884292,16.89266382710923,0.4201865825884292,49,E2,0.8571428571428571
0.23411100220945805,2.0,49_72_BARS,6496.580311312459,2.113401181211995,0.0649658031131246,37,E2,0.7837837837837838
7.524838456721095,2.0,73_96_BARS,440203.04971818393,5595.191707015703,4.40203049718184,78,E2,0.9871794871794872
