average_exit_efficiency,average_giveback_r,average_holding_bars,average_mae_r,average_mfe_r,average_r,cost_multiplier,exit_reason,median_r,net_pnl,positive_net_contribution,profit_factor,return_on_initial_equity,trade_count,universe_id,win_rate
-7.104077778149752,1.4116377426624345,7.874482758620689,-1.423098788233793,0.5581736820131475,-0.962171978239004,1.0,HARD_STOP,-1.0594592107149157,-502193.0689830136,False,0.0,-5.021930689830136,725,C2,0.0
0.1202837051508756,2.5070234103772173,20.117511520737327,-0.6363655757739505,3.0106614260462727,0.391009101017942,1.0,PROFIT_FLOOR,0.18366633418505485,122488.1722196511,True,338.8947753216975,1.224881722196511,434,C2,0.9447004608294931
0.6142027651838208,4.838340539542155,88.57142857142857,-0.4015883268089115,12.941151727168712,7.983849775985446,1.0,TIME_EXIT,5.870127495040231,488989.3880507167,True,,4.8898938805071674,84,C2,1.0
-7.9051549476200345,1.4116377426624345,7.874482758620689,-1.423098788233793,0.5581736820131475,-1.070879895828721,2.0,HARD_STOP,-1.1356013344399865,-558634.5446915082,False,0.0,-5.5863454469150815,725,C2,0.0
0.07474049700295682,2.5070234103772173,20.117511520737327,-0.6363655757739505,3.0106614260462727,0.2783801863668282,2.0,PROFIT_FLOOR,0.11733266837011143,87530.25857875645,True,13.011483710296309,0.8753025857875645,434,C2,0.7350230414746544
0.60256829439141,4.838340539542155,88.57142857142857,-0.4015883268089115,12.941151727168712,7.864888364344339,2.0,TIME_EXIT,5.776294771345588,481872.9532971425,True,,4.8187295329714255,84,C2,1.0
-6.654473699165937,1.4040930399114862,7.674157303370786,-1.4294216709039513,0.555617888090212,-0.9587401836519138,1.0,HARD_STOP,-1.0583081275965833,-490889.4515678437,False,0.0,-4.908894515678437,712,D2,0.0
0.11963940236522612,2.4991654319884367,19.728538283062644,-0.6240474552272791,3.002698383586706,0.3900294282903614,1.0,PROFIT_FLOOR,0.1897048624811933,121236.95179097842,True,328.9097757244211,1.2123695179097842,431,D2,0.9419953596287703
0.6008196835265325,4.8086505444050305,88.09411764705882,-0.4096362573814306,12.391257388466698,7.464398813690978,1.0,TIME_EXIT,5.558216256752567,461313.5276285571,True,,4.613135276285571,85,D2,1.0
-7.432046514358137,1.4040930399114862,7.674157303370786,-1.4294216709039513,0.555617888090212,-1.0690052154825533,2.0,HARD_STOP,-1.1349719376411724,-547048.4641827231,False,0.0,-5.47048464182723,712,D2,0.0
0.07378660525244665,2.4991654319884367,19.728538283062644,-0.6240474552272791,3.002698383586706,0.2765259049824533,2.0,PROFIT_FLOOR,0.12116215002045112,86334.8243723131,True,12.721195270266177,0.863348243723131,431,D2,0.728538283062645
0.5889069361934773,4.8086505444050305,88.09411764705882,-0.4096362573814306,12.391257388466698,7.346190783320292,2.0,TIME_EXIT,5.4193190100489765,454189.78253711446,True,,4.541897825371144,85,D2,1.0
-7.094128932197535,1.4130674256642959,7.857534246575343,-1.4225779838242132,0.5579995257186082,-0.9638109893945325,1.0,HARD_STOP,-1.060386209947839,-506627.6433190423,False,0.0,-5.066276433190422,730,E2,0.0
0.12143173468667823,2.4913280431457983,20.08390022675737,-0.6206827805440668,2.9971468237738645,0.39367556374912005,1.0,PROFIT_FLOOR,0.18335034403422196,125419.2480452485,True,346.9804148540197,1.254192480452485,441,E2,0.9455782312925171
0.604908930879136,4.911726765741308,88.65882352941176,-0.4139726559654255,12.752223659180672,7.721673833584628,1.0,TIME_EXIT,5.773648285454723,478263.5590546535,True,,4.782635590546535,85,E2,1.0
-7.892910288710696,1.4130674256642959,7.857534246575343,-1.4225779838242132,0.5579995257186082,-1.0725540788433776,2.0,HARD_STOP,-1.1365916092136836,-563497.0389727347,False,0.0,-5.634970389727347,730,E2,0.0
0.07595715557060194,2.4913280431457983,20.08390022675737,-0.6206827805440668,2.9971468237738645,0.281532346870174,2.0,PROFIT_FLOOR,0.11670068806844673,90064.01416540795,True,13.280564791111745,0.9006401416540795,441,E2,0.7369614512471655
0.5932180543266247,4.911726765741308,88.65882352941176,-0.4139726559654255,12.752223659180672,7.602850773729895,2.0,TIME_EXIT,5.634535391074754,471066.72316873015,True,,4.710667231687301,85,E2,1.0
