cost_multiplier,gross_loss,gross_profit,largest_loss_share,net_return_without_top_1,net_return_without_top_10,net_return_without_top_3,net_return_without_top_5,positive_trade_hhi,top_10_trade_profit_share,top_1_trade_profit_share,top_3_trade_profit_share,top_5_trade_profit_share,top_asset,top_asset_profit_share,top_year,top_year_profit_share,universe_id
1.0,502555.57287820714,611840.0641655612,0.001689655858126976,0.8402559066826367,-0.5687679524037133,0.42900775133701374,0.10121704503283938,0.012848217604393069,0.27157634202058883,0.04128350217395301,0.10849847867381507,0.16207305240677605,ETH/USDT,0.2317567411337667,2021,0.3235021386506425,C2
2.0,565921.7592180304,576690.4264024212,0.0016756590819309732,-0.14403448685750248,-1.5453407061014648,-0.5538439602002123,-0.8800565921625837,0.014156755112004813,0.28664033635125297,0.043649269552076604,0.11471156824484874,0.17127790210917,ETH/USDT,0.23147148502839626,2021,0.3263044432259729,C2
1.0,491259.17812303145,582920.2059747233,0.0017285091160889419,0.6640212723260134,-0.6618546824883894,0.25104370847756075,-0.08611546189686953,0.012806945417882559,0.2707857687598761,0.04333166076625208,0.11417798923721272,0.17201766727867868,ETH/USDT,0.24339427320850932,2021,0.3572402917604522,D2
2.0,554414.1655793481,547890.3083060523,0.0017104395853686498,-0.3169597314343683,-1.6343942484644958,-0.7281897401252311,-1.0637705750388973,0.014172841052913445,0.2863996044359681,0.04594371444161428,0.1210007107886183,0.18225034959883982,ETH/USDT,0.24363984651072945,2021,0.3614152808171387,D2
1.0,506990.14721423574,604045.3109950955,0.0016748766665660717,0.7179626316176931,-0.6347791481237982,0.30671447627207016,-0.021076230032104213,0.012499646182014906,0.26576330561821554,0.04181623490707899,0.10989857043057451,0.16416448398665803,ETH/USDT,0.2347473886230308,2021,0.3179474956913715,E2
2.0,570830.9047759259,568464.6031373291,0.0016612484144814983,-0.2753841750873797,-1.6203560778094739,-0.6851936484300896,-1.0114062803924608,0.013803279984072908,0.2808781853102962,0.044280885267468845,0.11637147298058076,0.17375633567247387,ETH/USDT,0.2348209346093265,2021,0.3206192086009827,E2
