period,start_equity,end_equity,return,trade_count,architecture_id
2019,100000.0,95490.52571550729,-0.045094742844927094,15,COMPOSITE_ALPHA_V3
2020,95490.52571550729,142031.29748814326,0.4873862765327506,119,COMPOSITE_ALPHA_V3
2021,142031.29748814326,170790.26231134802,0.2024832929911491,133,COMPOSITE_ALPHA_V3
2022,170790.26231134802,170402.48459071392,-0.0022704908077674224,17,COMPOSITE_ALPHA_V3
2023,170402.48459071392,206530.5755948582,0.21201622201060966,104,COMPOSITE_ALPHA_V3
2024,206530.5755948582,208155.8631402266,0.007869476665559816,179,COMPOSITE_ALPHA_V3
2025,208155.8631402266,208155.8631402266,0.0,0,COMPOSITE_ALPHA_V3
