symbol,trade_count,net_pnl,return_on_initial_equity,win_rate,profit_factor,average_r,median_r,average_mfe_r,average_mae_r,average_holding_bars,architecture_id
AVAX/USDT,38,-1433.9385760077157,-0.014339385760077157,0.2631578947368421,0.9360202151074468,-0.05031363424588469,-1.0605096806126841,1.638189471662341,-1.0695925084674902,17.94736842105263,COMPOSITE_ALPHA_V3
BTC/USDT,220,19767.110122156322,0.19767110122156323,0.36818181818181817,1.2651638265395468,0.12268275217071067,-0.5512303796600986,2.334405104560944,-1.1771293586819163,19.89090909090909,COMPOSITE_ALPHA_V3
ETH/USDT,197,54647.86967817166,0.5464786967817166,0.5025380710659898,1.8184412217878048,0.3846207338232985,0.0013177551447222128,2.5211656208784197,-1.000878131043501,23.04568527918782,COMPOSITE_ALPHA_V3
LINK/USDT,40,10459.839774972712,0.10459839774972712,0.275,1.5217503275129896,0.267505013778358,-1.0738557053750335,2.3583520924102586,-1.0791759239678012,16.8,COMPOSITE_ALPHA_V3
NEAR/USDT,22,6208.91276153985,0.062089127615398504,0.5454545454545454,1.7604034117499006,0.39105035381517117,0.06171429420552017,2.367473854347383,-0.8300425315156678,24.954545454545453,COMPOSITE_ALPHA_V3
SOL/USDT,50,18506.069379392648,0.18506069379392648,0.44,1.8452439438225097,0.5173131997833802,-1.0552463387683844,2.101162529691331,-0.9558165575411921,20.48,COMPOSITE_ALPHA_V3
