architecture_id,classification,strategic_objective_met,starting_equity,final_equity,net_return,cagr,monthly_geometric_return,maximum_drawdown,calmar_ratio,recovery_factor,annualized_sharpe,annualized_sortino,annualized_volatility,ulcer_index,trade_count,winning_trades,losing_trades,breakeven_trades,win_rate,profit_factor,gross_profit,gross_loss,expectancy_per_trade,average_r,median_r,payoff_ratio,average_holding_bars,median_holding_bars,maximum_winning_streak,maximum_losing_streak,total_fees,turnover_on_initial_equity,exposure_fraction,average_gross_exposure,maximum_positions_observed,minimum_cash,minimum_equity,capital_feasible,maximum_positions_configured,maximum_open_risk_fraction_configured,source_architecture_id,source_variant_id,normal_holding_bars,strong_bull_holding_bars,mean_high_opportunity_capture
COMPOSITE_ALPHA_V3,ROBUST_POSITIVE_COMPOSITE_ALPHA_V3_BASELINE,False,100000.0,208155.8631402266,1.0815586314022658,0.1299355665514641,0.010232043860760598,0.11030602524673228,1.1779552953777865,9.805073013763645,1.0994823637597215,1.3467806848001471,0.11728330747538093,0.04652987161376792,567,235,332,0,0.4144620811287478,1.505786335911124,321992.92330001283,213837.06015978736,190.75108137605898,0.25752652603816506,-0.6163885366412939,2.1273236745638013,20.887125220458554,10.0,12,10,48687.39928253005,242.6527801005365,0.16885264598540145,0.061336909372134284,3,4924.12494235066,95178.94982197955,True,5,0.0225,COMPOSITE_ALPHA_V2,STRONG_BULL_HOLD_96,48,96,0.06270309657265272
