holding_bucket,trade_count,net_pnl,return_on_initial_equity,win_rate,profit_factor,average_r,architecture_id
01_06_BARS,220,-125068.65313522214,-1.2506865313522213,0.10454545454545454,0.032775390570464205,-0.7801649089432297,COMPOSITE_ALPHA_V3
07_12_BARS,103,-34118.30637007495,-0.34118306370074947,0.34951456310679613,0.19832909040144858,-0.4593930308699735,COMPOSITE_ALPHA_V3
13_24_BARS,108,-10930.571007607297,-0.10930571007607297,0.5648148148148148,0.6119939210729004,-0.14585057744786256,COMPOSITE_ALPHA_V3
25_36_BARS,38,1567.456755495701,0.015674567554957008,0.6842105263157895,1.168256640544679,0.05516806734265552,COMPOSITE_ALPHA_V3
37_48_BARS,30,26303.537364702657,0.26303537364702656,0.8333333333333334,17.18255224141236,1.491897072406566,COMPOSITE_ALPHA_V3
