architecture_id,engine_id,trade_count,net_pnl,return_on_initial_equity,win_rate,profit_factor,average_r,median_r,average_mfe_r,average_mae_r,average_holding_bars,positive_net_contribution
COMPOSITE_ALPHA_V3,COMPRESSION_EXPANSION_SPECIALIST_V3,264,37597.37055629828,0.3759737055629828,0.38636363636363635,1.3672298244109198,0.195454684862567,-0.6188088772062883,2.1266599527554404,-1.0503963164428098,20.882575757575758,True
COMPOSITE_ALPHA_V3,TREND_CONTINUATION_CORE_V3,303,70558.49258392719,0.7055849258392719,0.4389438943894389,1.6330612839751206,0.3116089223099734,-0.6127624193940732,2.516595239897057,-1.0848189407114537,20.89108910891089,True
