gross_profit,gross_loss,top_1_trade_profit_share,top_3_trade_profit_share,top_5_trade_profit_share,top_10_trade_profit_share,positive_trade_hhi,top_asset_profit_share,top_asset,top_year_profit_share,top_year,largest_loss_share,net_return_without_top_1,net_return_without_top_3,net_return_without_top_5,net_return_without_top_10,architecture_id,top_engine_profit_share
321992.92330001283,213837.06015978736,0.07076276058413516,0.16179493549626373,0.22163989884754046,0.3463102194570091,0.020750372251580194,0.3770845010720512,ETH/USDT,0.2677119839932883,2020,0.003968455706944281,0.8537075499896086,0.560590388846465,0.3678938419038677,-0.033535767914058816,COMPOSITE_ALPHA_V3,0.6523778788806595
