architecture_id,router_decision,candidate_count,hypothetical_net_pnl,hypothetical_return_on_initial_equity,hypothetical_profit_factor
COMPOSITE_ALPHA_V3,REJECTED_MAX_POSITIONS,0,0.0,0.0,
COMPOSITE_ALPHA_V3,REJECTED_MAX_OPEN_RISK,3,5924.230974607724,0.05924230974607724,
