architecture_id,cost_multiplier,final_equity,net_return,cagr,monthly_geometric_return,maximum_drawdown,profit_factor,win_rate,total_fees,maximum_positions_observed,minimum_cash,minimum_equity,capital_feasible
COMPOSITE_ALPHA_V3,1.0,208155.8631402266,1.0815586314022658,0.1299355665514641,0.010232043860760598,0.11030602524673228,1.505786335911124,0.4144620811287478,48687.39928253005,3,4924.12494235066,95178.94982197955,True
COMPOSITE_ALPHA_V3,1.5,183812.1634989626,0.8381216349896259,0.1067592518945506,0.008488840266805964,0.14672974241046144,1.3666921317010916,0.37566137566137564,73031.09892379507,3,3982.972667682734,94429.99096855147,True
COMPOSITE_ALPHA_V3,2.0,159468.4638576957,0.5946846385769569,0.0808665380938356,0.00650129807883304,0.19001447234849034,1.243486912246254,0.3421516754850088,97374.7985650601,3,3041.820393014721,93681.03211512335,True
COMPOSITE_ALPHA_V3,3.0,110781.06457516519,0.10781064575165189,0.017207076411264843,0.0014227370728456812,0.30672093333828243,1.0387879152959,0.291005291005291,146062.19784759014,3,-28190.508184892045,92183.11440826714,False
