window_id,start,end,days,equal_weight_return,capture_ratio,high_opportunity_window,strategic_bull_adequacy,architecture_id,architecture_return
1,2019-05-01T00:00:00+00:00,2019-09-20T00:00:00+00:00,143,0.6437975137033425,-0.021775472939942184,False,,COMPOSITE_ALPHA_V3,-0.014018995338449192
2,2020-05-27T00:00:00+00:00,2021-05-15T00:00:00+00:00,354,8.977084241529303,0.05810143817970643,True,False,COMPOSITE_ALPHA_V3,0.5215815050932315
3,2021-08-15T00:00:00+00:00,2021-09-21T00:00:00+00:00,38,0.33154791649728477,-0.1154564919665548,False,,COMPOSITE_ALPHA_V3,-0.03827935935759674
4,2021-10-01T00:00:00+00:00,2021-12-04T00:00:00+00:00,65,0.37052437252117865,-0.035561251891632076,False,,COMPOSITE_ALPHA_V3,-0.013176310543214553
5,2023-03-13T00:00:00+00:00,2023-06-14T00:00:00+00:00,94,-0.15141585105211164,,False,,COMPOSITE_ALPHA_V3,-0.01117283018188997
6,2023-10-23T00:00:00+00:00,2024-06-02T00:00:00+00:00,224,2.667291938689029,0.06730475496559901,True,False,COMPOSITE_ALPHA_V3,0.17952143035518264
7,2024-10-28T00:00:00+00:00,2025-01-01T00:00:00+00:00,66,0.37373514866458524,-0.1921759844777899,False,,COMPOSITE_ALPHA_V3,-0.07182292012856983
