net_r_p05,net_r_p10,net_r_p25,net_r_p50,net_r_p75,net_r_p90,net_r_p95,net_r_skew,tail_ratio,mfe_r_median,mfe_r_p90,mae_r_median,mae_r_p10,holding_bars_p50,holding_bars_p90,architecture_id
-1.1149229814853707,-1.10234953068425,-1.060858601579282,-0.6124045985380443,0.4453615003370295,2.330575276774962,4.793561506902836,4.000288881745882,4.299455286603341,1.2606724371070857,5.916999208203527,-1.0549468310890484,-1.8658952353430274,10.0,55.0,COMPOSITE_ALPHA_V3
