window_days,observation_count,minimum_return,p10_return,median_return,mean_return,p90_return,maximum_return,positive_fraction,architecture_id
90,2103,-0.07645596207741712,-0.02573992090604964,0.002703211879196088,0.036834309588966274,0.13897553331356494,0.38515206963718707,0.5392296718972895,COMPOSITE_ALPHA_V3
180,2013,-0.07259879576138917,-0.024855774507150152,0.015416455658586736,0.08098073408099052,0.27842277010030636,0.41294750822862136,0.6522603079980129,COMPOSITE_ALPHA_V3
365,1828,-0.05208313783063612,-0.0156916059063148,0.16468882037462218,0.18885018870767678,0.4429037290712283,0.7076827229740392,0.8036105032822757,COMPOSITE_ALPHA_V3
