universe_id,period_id,eligible_decision_hour_count,evaluable_decision_hour_count,unevaluable_decision_hour_count,evaluable_share,missing_path_imputation_used,gap_preserves_event_state
C2,ROBUSTNESS_2022,3141,3141,0,1.0,False,False
C2,ROBUSTNESS_2023,8860,8860,0,1.0,False,False
D2,ROBUSTNESS_2022,3141,3141,0,1.0,False,False
D2,ROBUSTNESS_2023,8935,8935,0,1.0,False,False
E2,ROBUSTNESS_2022,3141,3141,0,1.0,False,False
E2,ROBUSTNESS_2023,8910,8910,0,1.0,False,False
